Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,P,Vel,10thVel,90thVel,MxVel,VelRange,HorzBrk,VertBrk,IndVertBrk,Spin,MxSpin,RelX,RelZ,Extension,EffectVel,HorzRelAngle,VertRelAngle,PlateVel,HorzApprAngle,VertApprAngle,PVX,PVZ
551,1075848055,L. Sheffield,Lincoln Sheffield,Sheffield,Lincoln,P,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,16,1161,82.8,78.5,88.5,91.2,10.0,-5.1,-35.1,7.3,2128.1,2695.7,17.4,73.1,5.21,81.2,2.11,-1.22,75.6,1.23,-7.59,-2.2,-14.6
552,1132957952,C. Olivier,Chris Olivier,Olivier,Chris,P,Lamar University,LAM,730162432,Lamar,BBC,R,R,14,1046,82.8,75.8,90.3,93.5,14.5,2.9,-38.3,4.6,2359.3,3033.9,-17.3,73.5,5.40,81.2,-1.89,-0.75,75.2,-1.36,-7.74,2.5,-14.7
553,1296162560,S. McAlinden,Shane McAlinden,McAlinden,Shane,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,14,1002,82.8,74.1,88.1,89.9,14.1,2.2,-32.5,9.7,2179.6,2671.4,-19.8,69.2,5.85,82.0,-1.81,-0.66,75.0,-1.41,-6.70,2.5,-12.6
554,1227026689,E. Calder,Ethan Calder,Calder,Ethan,P,Baylor University,BAY,3033,Baylor,BBC,L,L,15,1178,82.7,76.0,88.8,90.6,12.7,-0.7,-34.1,7.6,2166.1,3556.3,21.6,66.2,5.76,81.9,1.81,-0.41,75.6,1.67,-6.70,-3.0,-12.8
555,1897229556,G. Thompson,Gavin Thompson,Thompson,Gavin,P,Bradley University,BRAD,730253312,Bradley,BBC,R,R,18,965,82.7,78.9,86.6,90.0,7.8,5.0,-36.5,4.9,2194.7,2594.0,-25.8,68.7,5.77,81.9,-2.82,-0.21,75.8,-1.91,-6.92,3.6,-13.4
556,1336664320,J. Gilleran,James Gilleran,Gilleran,Jimmy,P,Stonehill College,SC,730238464,Stonehill,BBC,R,R,14,1201,82.7,75.5,87.5,89.3,11.9,4.9,-32.3,9.4,2251.6,3118.4,-10.7,70.1,5.48,82.1,-1.47,-0.07,75.7,-0.59,-6.03,1.0,-11.6
557,1092635904,C. Cosper,Colton Cosper,Cosper,Colton,P,Mercer University,MER,730240512,Mercer,BBC,L,L,16,1435,82.7,74.7,87.3,89.6,12.6,-9.0,-33.9,8.2,1923.3,2566.7,27.9,60.5,5.65,81.7,3.15,0.24,75.2,1.55,-6.03,-2.8,-11.5
558,1196833025,R. O'Connor,Robbie O'Connor,O'Connor,Robbie,P,University of Massachusetts,MASS,5451,UMass,BBC,R,R,14,1204,82.7,76.1,87.5,91.5,11.4,7.3,-40.6,2.4,2188.6,2654.2,-28.1,59.6,5.36,81.2,-3.21,0.88,74.7,-1.91,-6.55,3.4,-12.5
559,1099789056,H. Holcombe,Huxley Holcombe,Holcombe,Huxley,P,Cornell University,COR,730298624,Cornell,BBC,L,L,11,988,82.7,72.6,89.8,92.6,17.2,-4.5,-32.9,8.8,2378.0,2653.1,23.3,72.6,6.16,82.4,2.60,-1.11,75.6,1.79,-7.23,-3.3,-13.7
560,1341380352,R. Martinez,Ryan Martinez,Martinez,Ryan,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,14,1297,82.7,77.6,87.1,91.5,9.5,11.6,-30.7,10.1,2069.8,2713.5,-34.3,62.6,6.31,82.8,-4.27,-0.76,75.5,-2.18,-6.50,4.0,-12.5
561,1131526490,F. Romano,Frederick Romano,Romano,Frederick,P,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,12,969,82.6,76.0,87.9,90.6,11.9,2.3,-34.8,7.6,2192.0,2431.5,-6.8,78.5,5.28,81.3,-0.73,-1.44,75.7,-0.31,-7.80,0.4,-15.0
562,1749819658,B. Kimball,Blake Kimball,Kimball,Blake,P,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,18,1219,82.6,74.7,89.9,91.5,15.2,2.1,-35.5,7.4,2208.9,2794.3,-8.2,72.8,5.75,81.5,-1.38,-0.69,74.6,-1.00,-7.24,1.7,-13.6
563,1798423777,A. Espinoza,Alejandro Espinoza,Espinoza,Alejandro,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,15,1053,82.6,76.8,86.9,91.1,10.1,2.6,-33.6,8.2,2022.0,2513.4,-11.5,64.8,5.68,81.6,-1.42,-0.33,75.5,-0.95,-6.53,1.8,-12.6
564,1139728640,B. Holland,Brendan Holland,Holland,Brendan,P,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,L,14,1219,82.6,77.2,86.5,88.0,9.3,-8.6,-26.4,15.0,1792.6,2306.7,8.2,81.5,6.21,82.3,1.25,-2.14,74.7,-0.30,-7.11,0.7,-13.5
565,1254309120,O. Geiss,Owen Geiss,Geiss,Owen,P,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,16,1125,82.6,76.6,88.2,90.2,11.5,8.9,-37.8,4.0,1963.3,2529.9,-25.5,60.9,6.24,82.0,-3.27,0.37,74.8,-1.66,-6.66,2.9,-12.7
566,1571813435,C. Templeton,Cody Templeton,Templeton,Cody,P,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,L,13,1184,82.6,75.6,86.8,88.0,11.2,-12.7,-31.3,11.6,1954.7,2278.4,40.3,67.9,6.13,81.0,4.58,-0.48,74.4,2.30,-6.32,-4.2,-11.8
567,1243071232,B. Haston,Brandon Haston,Haston,Brandon,P,Jackson State University,JKST,730378240,Jackson State,BBC,L,L,16,1161,82.5,74.0,89.0,91.0,15.0,-5.3,-37.0,6.5,1958.7,2277.9,27.3,61.4,5.13,80.5,3.02,0.37,75.0,2.07,-6.39,-3.8,-12.2
568,1304813312,A. Rudd,Andrew Rudd,Rudd,Andrew,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,23,1026,82.5,75.1,89.0,92.3,13.9,3.4,-34.5,6.6,2034.4,2380.8,-24.3,74.7,6.49,82.8,-2.51,-1.08,75.4,-1.88,-7.49,3.5,-14.3
569,1653486670,N. Love,Nathan Love,Love,Nathan,P,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,15,1167,82.5,75.0,89.3,92.2,14.4,2.5,-35.9,6.7,2453.3,3159.2,-10.9,71.5,5.66,81.3,-1.58,-0.69,75.1,-1.13,-7.28,2.0,-13.9
570,1286256640,G. Rumary,Garvey Rumary,Rumary,Garvey,P,San Diego State University,SDSU,730218496,San Diego State,BBC,L,L,16,1191,82.5,76.4,86.8,88.6,10.4,-7.2,-32.7,10.2,2090.9,2599.8,16.0,75.7,5.09,80.8,1.94,-1.05,75.3,0.66,-7.04,-1.1,-13.4
571,1214276096,T. Levesque,Trystan Levesque,Levesque,Trystan,P,University of Rhode Island,URI,730163712,Rhode Island,BBC,L,L,16,1485,82.5,74.2,88.2,89.6,14.0,-4.8,-28.2,14.2,1949.8,2935.2,8.6,70.8,5.61,81.6,1.25,-1.39,75.2,0.41,-6.71,-0.7,-12.7
572,1126303232,T. Evans,Tate Evans,Evans,Tate,P,Yale University,YALE,730334464,Yale,BBC,R,R,22,829,82.5,76.6,88.5,90.5,11.9,15.0,-34.1,7.8,2018.5,2283.5,-14.0,67.5,5.94,82.0,-2.72,-0.68,75.0,-0.02,-7.02,-0.1,-13.4
573,1908498512,I. Koosman,Ian Koosman,Koosman,Ian,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,19,968,82.5,71.4,88.5,90.5,17.1,7.5,-32.3,9.7,2224.9,2512.7,-14.8,65.1,6.11,82.2,-2.18,-0.57,75.1,-0.83,-6.59,1.4,-12.4
574,1286103552,C. Williams,Cody Williams,Williams,Cody,P,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,30,740,82.5,74.9,88.2,89.6,13.3,5.2,-30.1,11.4,2044.9,2367.0,-24.8,64.8,5.83,82.4,-2.61,-0.52,75.6,-1.68,-6.12,3.1,-11.6
575,1401671129,J. Tovar,Jesus Tovar,Tovar,Jesus,P,Texas State University,TXST,5420,Texas State,BBC,L,L,15,1180,82.5,74.5,89.7,92.5,15.3,-2.8,-36.9,6.0,2013.9,2491.1,26.5,70.9,5.33,81.0,2.36,-0.47,75.4,1.86,-7.22,-3.4,-13.7
576,1101382656,J. Miller,Jay Miller,Miller,Jay,P,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,11,960,82.4,77.6,88.3,91.5,10.8,8.3,-30.9,11.5,1966.7,3441.5,-4.4,77.6,5.60,81.4,-1.16,-1.72,75.0,0.32,-7.43,-0.7,-14.2
577,1187053824,C. Gaston,Carter Gaston,Gaston,Carter,P,University of Portland,PORT,730360320,Portland,BBC,R,R,14,1137,82.4,77.7,87.5,89.8,9.7,8.0,-36.9,5.4,1729.0,2498.7,-24.2,72.4,5.60,81.3,-2.67,-0.82,75.2,-1.24,-7.59,2.2,-14.6
578,1218298624,H. Pidek,Hunter Pidek,Pidek,Hunter,P,Oakland University,OAK,5386,Oakland,BBC,R,R,15,1382,82.4,73.2,87.9,89.7,14.7,4.7,-32.6,9.5,2288.5,2651.8,-17.2,68.5,5.66,81.0,-1.93,-0.84,74.9,-0.88,-6.80,1.5,-12.8
579,1378876660,R. King,Ryan King,King,Ryan,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,14,1224,82.4,66.0,88.7,91.7,22.7,6.5,-31.4,12.3,2338.1,2818.5,-15.3,72.1,5.83,81.6,-1.90,-0.64,74.5,-0.73,-6.50,1.1,-11.9
580,1238131200,J. Gatti,J.J. Gatti,Gatti,J.J.,P,University of Dayton,DAY,730194688,Dayton,BBC,R,R,16,1189,82.4,74.1,89.5,92.7,15.4,5.3,-31.6,10.2,2197.0,2483.0,-14.0,69.8,6.59,82.9,-1.80,-1.02,74.7,-0.82,-6.96,1.4,-13.0
581,1694755002,S. Sarre,Serigne Sarre,Sarre,Serigne,P,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,L,14,1153,82.4,75.5,87.7,89.9,12.2,-9.2,-32.1,9.7,2078.0,2507.2,25.2,70.5,6.23,82.3,2.89,-0.73,74.4,1.25,-6.75,-2.2,-12.7
582,1152937984,I. Umlandt,Ian Umlandt,Umlandt,Ian,P,University of Oregon,ORE,4807,Oregon,BBC,L,L,18,982,82.4,77.3,87.0,88.9,9.7,-5.5,-30.3,11.2,2092.1,2490.5,22.9,70.7,5.99,82.0,2.70,-1.04,75.2,1.71,-6.68,-3.2,-12.8
583,1308181507,B. Miller,Brady Miller,Miller,Brady,P,Boston College,BC,227,Boston College,BBC,R,L,16,955,82.4,76.9,87.7,89.7,10.8,-10.3,-33.7,8.5,2138.8,2847.3,16.6,68.7,5.55,81.5,2.33,-0.56,75.1,0.48,-6.78,-0.7,-13.0
584,1275958784,E. Hoffberg,Erik Hoffberg,Hoffberg,Erik,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,23,944,82.3,78.4,89.7,92.0,11.3,-5.3,-35.6,6.9,2458.3,2811.5,-28.8,65.1,5.50,81.2,-2.22,-0.23,75.0,-3.32,-6.78,6.0,-13.0
585,1483661805,J. Bazala,Jacob Bazala,Bazala,Jacob,P,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,20,1185,82.3,77.5,87.7,91.0,10.2,3.9,-34.4,8.7,2089.5,2363.7,-12.5,72.4,5.73,80.8,-1.68,-0.74,74.2,-0.99,-7.10,1.7,-13.4
586,1769907041,B. Loeger,Bryce Loeger,Loeger,Bryce,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,12,844,82.3,76.6,88.7,91.7,12.1,-6.6,-38.0,4.1,2459.9,2868.6,-16.3,67.4,5.91,81.6,-1.19,-0.12,75.0,-2.36,-7.15,4.5,-13.7
587,1085401856,C. Byers,Carson Byers,Byers,Carson,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,L,23,1167,82.2,76.9,86.9,90.3,10.1,-7.2,-30.8,11.8,2105.8,2898.4,14.5,61.3,5.56,81.2,1.87,-0.11,74.5,0.59,-5.83,-1.0,-11.1
588,1002892320,M. Hagler,Micah Hagler,Hagler,Micah,P,Seattle University,SEA,4504,Seattle,BBC,R,R,16,913,82.2,76.0,87.7,91.6,11.7,7.3,-33.5,8.7,1915.4,3435.3,-15.5,65.1,6.22,81.8,-2.22,-0.35,74.3,-0.90,-6.62,1.5,-12.5
589,1176352256,J. Lehman,Justin Lehman,Lehman,Justin,TWP,Army West Point,ARMY,4744,Army,BBC,L,R,13,1257,82.2,76.2,87.9,93.1,11.7,4.8,-34.7,7.2,1994.6,2571.0,-18.3,66.9,6.11,81.8,-2.30,-0.30,74.8,-1.42,-6.77,2.7,-12.9
590,1149743416,M. Goodpaster,Marcus Goodpaster,Goodpaster,Marcus,P,Butler University,BUT,730283520,Butler,BBC,R,R,14,1222,82.1,77.0,87.0,90.0,10.0,6.3,-29.9,10.9,2228.4,2811.7,-15.2,71.4,6.33,82.7,-2.11,-1.24,75.5,-0.97,-6.83,1.7,-13.1
591,1342168472,T. Williams,Tyrell Williams,Williams,Tyrell,P,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,16,948,82.1,74.2,87.3,89.7,13.0,7.3,-29.1,12.7,1945.3,3434.7,-21.6,77.9,6.23,82.0,-2.75,-1.63,75.0,-1.43,-7.06,2.6,-13.4
592,1186273280,L. Bravo,Leonardo Bravo,Bravo,Leonardo,P,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,24,1014,82.1,74.6,86.9,88.5,12.3,5.8,-29.1,12.7,2040.5,2285.1,-6.3,81.5,5.57,82.3,-1.03,-2.30,75.4,0.01,-7.69,-0.1,-14.6
593,1279708672,A. Boster,Aaron Boster,Boster,Aaron,P,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,L,15,1158,82.1,72.5,88.7,91.4,16.2,-7.7,-29.5,11.9,1970.3,2512.6,24.3,68.4,6.82,82.6,2.66,-1.05,74.6,1.24,-6.64,-2.2,-12.5
594,1317475840,C. Wade,Crawford Wade,Wade,Crawford,P,Northwestern University,NW,730247680,Northwestern,BBC,L,L,18,1186,82.1,75.7,87.6,90.5,11.9,-8.1,-34.9,7.1,1779.1,2359.2,17.4,77.2,6.10,81.8,2.31,-1.27,74.8,0.83,-7.74,-1.4,-14.7
595,1230322309,D. Wright,Davis Wright,Wright,Davis,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,L,15,1500,82.1,75.3,88.1,89.8,12.8,-7.5,-35.7,7.5,2305.5,2926.9,20.4,67.5,5.36,80.7,2.13,0.03,74.9,0.80,-6.50,-1.3,-12.3
596,1298785536,M. Kuhle,Max Kuhle,Kuhle,Max,P,James Madison University,JMU,730340096,James Madison,BBC,L,L,19,914,82.1,74.0,89.3,91.4,15.3,-7.3,-35.3,8.1,2234.0,2756.9,20.0,72.0,5.48,80.9,2.39,-0.93,74.7,1.08,-7.41,-1.9,-13.9
597,1084690944,Z. Wager,Zach Wager,Wager,Zach,P,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,L,17,995,82.1,76.5,86.0,86.7,9.5,-11.2,-29.9,14.7,2068.3,2279.7,26.7,63.7,5.56,79.3,3.77,-0.35,73.0,1.78,-5.92,-3.1,-11.0
598,1493066280,A. Quezada,Adrian Quezada,Quezada,Adrian,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,11,862,82.0,73.0,88.0,90.0,15.0,6.2,-32.3,9.9,2086.9,2419.5,-16.1,60.0,6.09,82.1,-2.13,0.30,74.8,-1.01,-5.73,1.8,-10.8
599,1292523520,W. Tobin,Will Tobin,Tobin,Will,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,L,L,12,864,82.0,72.4,86.9,88.8,14.5,-11.9,-31.8,10.2,2115.0,2446.7,32.9,64.3,6.46,82.3,3.73,-0.22,74.0,1.57,-6.21,-2.7,-11.6
600,1132673280,G. Adler,Grant Adler,Adler,Grant,P,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,15,1405,82.0,74.1,88.5,92.9,14.4,-2.1,-39.0,3.1,2426.1,3202.3,-11.0,74.4,5.90,81.6,-0.94,-0.58,75.3,-1.32,-7.77,2.5,-14.8
601,1296842752,G. Naess,Griffin Naess,Naess,Griffin,P,Cal Poly,CP,5487,Cal Poly,BBC,R,R,16,1485,82.0,74.8,88.3,91.0,13.5,9.7,-31.8,11.1,2298.8,3032.1,-21.3,77.7,5.87,81.3,-2.64,-1.47,74.3,-0.90,-7.39,1.6,-13.8
602,1337608237,M. OBrien,Matthew OBrien,OBrien,Matthew,P,UC Riverside,UCRV,730281728,UC Riverside,BBC,L,L,20,1080,81.9,71.6,87.9,90.4,16.2,-5.6,-29.9,12.3,2012.1,2388.5,20.8,69.1,6.24,82.1,2.38,-1.13,74.7,0.98,-6.76,-2.3,-12.6
603,1162505216,I. May,Ian May,May,Ian,P,UCLA,UCLA,5048,UCLA,BBC,R,L,27,1201,81.9,73.9,88.4,91.5,14.5,-6.0,-35.7,6.0,2316.8,2898.6,25.6,64.0,6.44,82.1,2.78,0.09,74.8,1.68,-6.58,-3.0,-12.5
604,1822252575,R. Parker,Ryan Parker,Parker,Ryan,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,15,1027,81.9,77.3,86.0,89.1,8.7,-2.1,-34.8,6.9,2215.9,2611.3,-19.4,63.8,6.15,81.8,-1.32,-0.27,74.8,-1.69,-6.73,3.2,-12.8
605,1245880832,J. Duffield,Joseph Duffield,Duffield,Joseph,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,13,837,81.9,73.8,89.1,92.2,15.3,2.9,-40.8,2.8,2171.6,2769.1,-14.1,74.7,5.72,81.0,-1.44,-0.58,74.1,-0.91,-8.08,1.4,-15.2
606,1328495337,L. Trout,Luke Trout,Trout,Luke,P,Brown University,BRWN,730236160,Brown,BBC,R,R,11,874,81.8,76.3,88.1,89.7,11.7,-1.0,-36.8,5.6,2130.5,3419.7,-13.9,63.2,5.89,81.4,-1.51,-0.05,74.6,-1.69,-6.87,3.1,-13.0
607,1287368192,A. Savary,Aaron Savary,Savary,Aaron,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,15,1284,81.8,74.5,90.0,92.8,15.5,0.1,-39.8,2.3,2263.0,2881.4,-32.3,62.8,6.61,82.2,-2.98,0.55,74.3,-2.94,-6.90,5.3,-13.0
608,1342168337,D. Dean,David Dean,Dean,David,P,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,L,17,806,81.8,77.0,87.0,90.0,10.0,-4.3,-32.0,10.3,1998.4,2341.4,31.3,70.6,5.74,81.2,2.79,-0.85,75.0,2.02,-6.78,-3.8,-12.9
609,1238172160,N. Rodriguez,Noah Rodriguez,Rodriguez,Noah,P,Siena College,SIE,730382592,Siena,BBC,L,R,16,1269,81.7,76.2,87.2,90.0,11.1,4.5,-33.8,8.9,2109.4,2791.6,-11.3,65.3,5.72,80.9,-1.60,-0.36,74.6,-0.79,-6.62,1.4,-12.6
610,1145349376,C. Poliey,Clayton Poliey,Poliey,Clayton,P,Rider University,RID,730174976,Rider,BBC,R,R,14,872,81.7,75.7,85.6,87.3,9.8,2.7,-31.1,11.4,2302.2,2589.0,-16.8,70.9,5.67,80.8,-1.66,-0.58,74.9,-1.17,-6.33,2.2,-12.1
611,1026778788,A. Gonzalez,Andres Gonzalez,Gonzalez,Andres,P,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,19,1150,81.7,75.8,87.0,89.5,11.2,3.3,-27.5,15.0,2120.0,2437.1,-16.4,66.2,6.04,81.0,-2.13,-0.41,74.3,-1.53,-5.56,2.8,-10.5
612,1330401536,B. Baker,Bowen Baker,Baker,Bowen,P,Fairfield University,FAIR,730380544,Fairfield,BBC,L,L,16,1136,81.7,75.8,87.5,89.6,11.6,-12.6,-34.4,9.7,2035.3,2452.0,25.8,67.7,5.32,80.3,3.12,-0.53,73.6,0.89,-6.88,-1.5,-12.8
613,1052931303,C. Trizuto,Colin Trizuto,Trizuto,Colin,P,Wagner College,WAG,730192640,Wagner,BBC,R,R,15,805,81.7,77.4,86.5,87.7,9.1,9.7,-35.4,5.4,2245.9,2783.1,-24.2,59.9,6.21,82.3,-3.17,0.29,75.5,-1.41,-6.30,2.6,-12.2
614,1094321664,J. Edwards,Jagger Edwards,Edwards,Jagger,P,Columbia University,CLMB,730319104,Columbia,BBC,L,L,14,986,81.7,74.9,86.7,89.3,11.9,-2.5,-33.7,8.5,2183.7,2756.8,17.4,70.9,6.19,81.5,1.66,-0.57,74.3,1.20,-6.85,-2.2,-12.9
615,1279233792,T. Florio,Trace Florio,Florio,Trace,P,Lafayette College,LAF,730217728,Lafayette,BBC,L,L,13,1039,81.6,77.1,87.7,89.7,10.6,-5.0,-37.5,5.9,1802.7,3575.0,12.1,69.9,5.51,80.4,1.56,-0.77,74.1,0.67,-7.66,-1.2,-14.5
616,1142967552,J. DeCastro,Justin DeCastro,DeCastro,Justin,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,15,1266,81.6,76.7,84.8,86.8,8.1,17.8,-32.4,12.1,2027.7,2333.6,-41.3,64.9,4.93,79.5,-4.97,0.04,73.6,-1.85,-5.92,3.3,-11.1
617,1080702208,H. Dow,Haden Dow,Dow,Haden,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,L,L,14,1089,81.6,77.0,86.5,88.2,9.4,-10.5,-34.7,8.2,1847.7,2357.1,22.6,65.4,5.73,80.8,2.90,-0.77,74.3,1.01,-7.19,-1.8,-13.6
618,1129687636,G. Garman,Grant Garman,Garman,Grant,P,Oakland University,OAK,5386,Oakland,BBC,L,L,15,1405,81.6,74.0,87.4,89.2,13.4,-7.6,-34.1,8.9,2191.3,2684.0,23.3,63.5,5.36,80.3,2.66,-0.11,74.7,1.54,-6.30,-2.7,-11.9
619,1175789044,B. Romero,Braeden Romero,Romero,Braeden,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,13,767,81.5,76.9,86.1,87.7,9.3,9.6,-39.3,4.3,1995.9,2512.7,-17.4,69.7,5.40,80.1,-2.17,-0.64,74.2,-0.46,-7.83,0.7,-14.9
620,1207790848,A. Williams,Andrew Williams,Williams,Andrew,P,Georgetown University,GTWN,2330,Georgetown,BBC,L,L,14,1022,81.5,74.5,88.0,89.8,13.5,-8.2,-33.0,10.2,1985.4,2397.1,14.7,70.9,5.63,80.9,2.03,-0.90,74.3,0.56,-7.02,-0.9,-13.2
621,1183062528,A. Heffernan,Andrew Heffernan,Heffernan,Andrew,P,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,12,864,81.4,76.5,87.5,88.8,11.0,7.6,-35.1,8.4,2217.2,2479.7,-17.9,71.4,5.46,80.2,-2.21,-0.81,74.4,-0.85,-7.27,1.4,-13.8
622,1233795610,R. Cole,Ryan Cole,Cole,Ryan,P,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,14,1079,81.4,73.4,89.6,93.0,16.1,-3.8,-41.5,2.7,2333.4,2769.3,-21.1,68.9,5.75,80.5,-0.88,0.09,73.7,-1.49,-7.48,2.7,-13.9
623,1911168487,W. Paxton,Will Paxton,Paxton,Will,P,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,16,883,81.4,73.2,86.5,87.8,13.3,3.5,-32.8,10.2,2084.2,2254.4,-16.3,62.3,5.97,80.9,-1.80,0.01,74.1,-1.16,-6.10,2.0,-11.5
624,1310380288,B. Poynter,Bradley Poynter,Poynter,Bradley,P,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,14,915,81.4,73.6,86.3,89.2,12.7,8.3,-36.4,6.8,1991.3,2288.7,-20.5,67.4,5.95,80.7,-2.66,-0.17,74.0,-1.17,-6.92,2.0,-13.1
625,1239591168,T. Kapraun,Tyler Kapraun,Kapraun,Tyler,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,L,15,1123,81.3,74.8,85.4,87.4,10.6,-8.4,-30.4,11.8,1999.7,2352.1,32.6,65.9,6.38,81.6,3.28,-0.64,74.0,1.75,-6.36,-3.1,-12.0
626,1428256371,D. Fischer,Dillon Fischer,Fischer,Dillon,P,Fort Wayne,PFW,730231552,Fort Wayne,BBC,R,R,17,1549,81.3,74.1,87.7,97.0,13.7,-2.8,-32.1,10.4,2146.2,3529.7,-7.8,79.5,6.32,81.4,-0.70,-1.62,74.2,-1.21,-7.60,2.2,-14.3
627,1108493568,T. Nemjo,Tristan Nemjo,Nemjo,Tristan,P,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,15,1218,81.3,73.9,86.5,89.0,12.6,3.9,-30.8,11.8,2044.0,2360.3,-19.6,71.0,6.35,81.3,-2.20,-1.08,73.9,-1.50,-6.86,2.7,-12.8
628,1342169499,N. Lewis,Nick Lewis,Lewis,Nick,P,Washington State University,WSU,4505,Washington State,BBC,L,L,16,1231,81.2,75.3,86.0,88.9,10.7,-10.9,-34.4,8.5,1733.0,2243.0,22.2,67.9,6.09,80.7,2.69,-0.43,74.0,0.74,-6.84,-1.3,-12.9
629,1119214592,J. Elizondo,Jackson Elizondo,Elizondo,Jackson,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,L,10,916,81.2,72.9,86.1,88.0,13.1,-0.3,-38.2,5.5,1870.4,2363.5,22.7,66.6,6.03,79.7,1.81,0.06,74.0,1.75,-6.97,-3.2,-13.1
630,1198583040,C. Powers,Callen Powers,Powers,Callen,P,University of Massachusetts,MASS,5451,UMass,BBC,R,R,14,1245,81.1,72.6,87.7,89.9,15.2,5.4,-35.9,8.4,1865.9,2270.8,-8.6,75.6,5.66,80.1,-1.17,-0.70,73.6,-0.20,-7.32,0.2,-13.5
631,1334326016,W. Retz,Walker Retz,Retz,Walker,P,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,12,1160,81.1,74.5,87.4,88.9,12.9,5.3,-35.1,8.0,1980.2,3146.0,-7.3,83.4,5.93,80.6,-1.42,-1.28,74.4,-0.47,-7.76,0.8,-14.6
632,1264174592,E. Elliott,Eric Elliott,Elliott,Eric,P,Jackson State University,JKST,730378240,Jackson State,BBC,L,L,18,1263,81.1,70.0,89.0,92.0,19.0,1.2,-36.7,9.6,2141.7,2599.0,21.8,70.4,6.01,78.8,1.45,-0.20,72.2,1.65,-7.01,-2.9,-12.6
633,1087388672,T. McGregor,Tristan McGregor,McGregor,Tristan,P,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,13,990,81.0,75.5,87.3,88.9,11.7,5.8,-36.1,7.9,2206.2,2878.3,-18.4,71.3,5.68,79.9,-2.40,-0.71,73.8,-1.35,-7.36,2.4,-13.8
634,1162067200,E. Sargent,Eddie Sargent,Sargent,Eddie,P,UMBC,UMBC,730210304,UMBC,BBC,L,L,13,852,81.0,75.8,86.0,88.2,10.2,-5.0,-43.4,1.0,2069.9,2461.3,23.3,52.5,5.38,79.6,2.40,1.40,73.4,1.51,-6.54,-2.7,-12.3
635,1318761728,G. Yawn,Garrett Yawn,Yawn,Garrett,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,16,1738,81.0,71.2,86.5,89.3,15.3,1.2,-30.9,12.0,1960.0,2641.9,-3.5,79.5,6.44,80.8,-0.39,-1.56,73.5,-0.18,-7.35,0.3,-13.6
