Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,P,4Seam%,Sink2Seam%,Cutter%,Slider%,Curve%,Change%,Split%,Sweeper%,Unknown%,FastSink%,Soft%,Break%
530,1227026689,E. Calder,Ethan Calder,Calder,Ethan,P,Baylor University,BAY,3033,Baylor,BBC,L,L,15,315,1178,40.2%,0.7%,0.0%,30.0%,8.5%,20.5%,0.1%,0.0%,0.0%,40.9%,59.1%,38.5%
531,1505725733,R. Gaber,Reese Gaber,Gaber,Reese,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,L,L,14,256,978,40.2%,17.1%,0.0%,24.5%,3.1%,15.1%,0.0%,0.0%,47.9%,57.3%,42.7%,27.6%
532,1260755712,B. Weber,Ben Weber,Weber,Ben,P,Xavier University,XAV,5464,Xavier,BBC,R,R,18,366,1331,39.8%,29.1%,2.3%,14.4%,0.9%,13.1%,0.0%,0.4%,0.0%,68.9%,28.8%,15.6%
533,1311551232,C. OHara,Connor OHara,OHara,Connor,P,George Mason University,GMU,730265088,George Mason,BBC,R,R,17,374,1377,39.8%,9.1%,14.5%,19.5%,4.6%,12.6%,0.0%,0.0%,18.2%,48.8%,36.7%,24.1%
534,1302032384,J. Weaver,Jacob Weaver,Weaver,Jacob,P,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,15,312,1123,39.7%,16.9%,5.1%,13.3%,10.0%,14.9%,0.0%,0.0%,11.7%,56.7%,38.2%,23.3%
535,1306812928,B. Blevins,Bryce Blevins,Blevins,Bryce,P,Marshall University,MRSH,730333696,Marshall,BBC,R,L,16,416,1425,39.7%,6.8%,0.1%,36.0%,2.4%,14.9%,0.1%,0.0%,0.3%,46.5%,53.3%,38.4%
536,1199765504,C. Christenson,Charlie Christenson,Christenson,Charlie,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,16,371,1373,39.6%,19.1%,6.4%,22.4%,3.4%,9.1%,0.0%,0.0%,35.1%,58.7%,34.9%,25.8%
537,1105525504,O. Sarna,Owen Sarna,Sarna,Owen,P,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,18,290,1066,39.6%,18.0%,0.0%,19.9%,9.9%,12.6%,0.0%,0.0%,2.2%,57.6%,42.4%,29.8%
538,1195586304,E. Chaffee,Evan Chaffee,Chaffee,Evan,P,St. John's University (NY),SJU,4285,St. John's,BBC,L,L,14,309,1212,39.5%,24.6%,0.0%,5.0%,10.5%,20.4%,0.0%,0.0%,9.4%,64.1%,35.9%,15.5%
539,1328140800,L. Knight,Logan Knight,Knight,Logan,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,15,370,1339,39.5%,0.0%,2.8%,42.8%,4.1%,10.8%,0.0%,0.0%,15.5%,39.5%,57.6%,46.9%
540,1217850368,W. Jones,Will Jones,Jones,Will,P,Northeastern University,NE,343,Northeastern,BBC,L,L,15,290,1142,39.5%,0.4%,2.6%,34.3%,20.9%,2.4%,0.0%,0.0%,11.5%,39.9%,57.6%,55.2%
541,1225968640,B. Moore,Ben Moore,Moore,Ben,P,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,16,309,1188,39.5%,21.0%,4.0%,23.9%,3.2%,6.6%,1.9%,0.0%,21.3%,60.4%,35.6%,27.1%
542,1211982848,S. Gottam,Santhosh Gottam,Gottam,Santhosh,P,Brown University,BRWN,730236160,Brown,BBC,R,R,14,283,986,39.4%,0.3%,0.0%,29.2%,1.1%,21.4%,8.6%,0.0%,0.4%,39.7%,60.3%,30.3%
543,1660995022,N. Schutte,Nic Schutte,Schutte,Nic,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,18,435,1671,39.3%,21.5%,0.2%,5.6%,19.6%,9.3%,0.0%,4.5%,28.9%,60.8%,39.1%,29.8%
544,1198297344,T. Perry,Tanner Perry,Perry,Tanner,P,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,16,329,1239,39.3%,0.0%,23.2%,17.0%,16.8%,3.6%,0.0%,0.0%,19.0%,39.3%,37.5%,33.9%
545,1152936192,I. Lyon,Isaac Lyon,Lyon,Isaac,P,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,15,392,1425,39.2%,10.8%,5.9%,29.5%,0.0%,14.6%,0.0%,0.0%,0.9%,50.0%,44.1%,29.5%
546,1080702208,H. Dow,Haden Dow,Dow,Haden,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,L,L,14,321,1089,39.2%,1.3%,0.0%,20.0%,3.8%,35.7%,0.0%,0.0%,14.7%,40.5%,59.5%,23.8%
547,1278843253,T. Teixeira,Tim Teixeira,Teixeira,Tim,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,15,334,1295,39.2%,15.6%,4.9%,22.9%,7.7%,9.7%,0.0%,0.0%,6.6%,54.8%,40.3%,30.6%
548,1094204160,A. Jean,Antoine Jean,Jean,Antoine,P,University of Houston,HOU,3030,Houston,BBC,R,L,21,266,1109,39.1%,5.2%,1.2%,22.6%,21.4%,9.9%,0.5%,0.0%,3.7%,44.4%,54.4%,44.0%
549,1507662845,T. Brooks,Ty Brooks,Brooks,Ty,P,Indiana State University,INST,730350080,Indiana State,BBC,R,R,17,258,904,39.1%,21.6%,5.7%,23.2%,2.0%,7.3%,0.0%,1.0%,15.2%,60.8%,33.5%,26.2%
550,1176554496,B. Morgan,Blake Morgan,Morgan,Blake,P,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,15,386,1342,39.1%,0.9%,0.3%,13.7%,23.0%,23.0%,0.0%,0.0%,12.1%,40.0%,59.7%,36.7%
551,1311020288,J. Volchko,Joey Volchko,Volchko,Joey,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,15,324,1235,38.9%,1.5%,11.8%,30.4%,5.6%,11.7%,0.0%,0.0%,0.0%,40.4%,47.8%,36.0%
552,1094165504,A. Pingeton,Anthony Pingeton,Pingeton,Anthony,P,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,15,311,1208,38.8%,9.2%,0.1%,34.9%,4.5%,12.6%,0.0%,0.0%,38.7%,48.0%,51.9%,39.3%
553,1310530560,J. Core,Joel Core,Core,Joel,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,15,333,1225,38.6%,0.2%,1.7%,26.6%,0.9%,32.1%,0.0%,0.0%,52.4%,38.8%,59.5%,27.4%
554,1287055616,E. Albert,Eddie Albert,Albert,Eddie,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,10,247,943,38.6%,18.8%,0.3%,34.3%,4.9%,3.1%,0.0%,0.0%,20.6%,57.4%,42.3%,39.3%
555,1212105985,C. Van Assen,Cole Van Assen,Van Assen,Cole,P,Purdue University,PUR,730353152,Purdue,BBC,R,R,15,297,1037,38.6%,18.2%,0.0%,28.5%,1.7%,13.0%,0.0%,0.0%,7.5%,56.8%,43.2%,30.1%
556,1058739885,L. Pearson,Lane Pearson,Pearson,Lane,P,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,14,360,1234,38.5%,0.0%,26.0%,32.7%,0.0%,2.7%,0.0%,0.0%,61.1%,38.5%,35.4%,32.7%
557,1100466176,J. Mitrovich,Justin Mitrovich,Mitrovich,Justin,P,Elon University,ELON,730252544,Elon,BBC,R,R,15,376,1386,38.5%,14.3%,2.5%,18.2%,0.1%,26.4%,0.0%,0.0%,0.0%,52.8%,44.7%,18.3%
558,1093144320,S. Cash,Steven Cash,Cash,Steven,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,L,16,366,1352,38.5%,0.4%,0.0%,18.8%,2.1%,40.2%,0.0%,0.0%,0.2%,38.9%,61.1%,20.9%
559,1317475840,C. Wade,Crawford Wade,Wade,Crawford,P,Northwestern University,NW,730247680,Northwestern,BBC,L,L,18,320,1186,38.4%,0.0%,0.0%,3.5%,18.4%,39.8%,0.0%,0.0%,0.7%,38.4%,61.6%,21.8%
560,1536897735,B. Treichel,Bryson Treichel,Treichel,Bryson,P,University of North Florida,UNF,730296832,North Florida,BBC,R,R,15,288,1018,38.4%,6.5%,0.3%,19.5%,1.2%,34.1%,0.0%,0.0%,13.3%,44.8%,54.8%,20.7%
561,1282555136,P. Gardner,Patrick Gardner,Gardner,Patrick,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,L,15,337,1250,38.4%,16.4%,1.7%,33.2%,0.1%,10.2%,0.0%,0.0%,6.0%,54.8%,43.5%,33.3%
562,1195501312,C. Diaz,Chris Diaz,Diaz,Chris,P,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,13,319,1170,38.3%,15.9%,0.5%,38.9%,0.0%,6.4%,0.0%,0.0%,8.9%,54.2%,45.3%,38.9%
563,1614212435,J. Wizceb,Joey Wizceb,Wizceb,Joey,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,L,L,14,316,1072,38.3%,2.7%,0.0%,18.4%,0.0%,40.4%,0.2%,0.0%,48.3%,41.0%,59.0%,18.4%
564,1125104128,G. Garcia Jr.,Guillermo Garcia Jr.,Garcia Jr.,Guillermo,P,Longwood University,LONG,730219264,Longwood,BBC,R,R,13,333,1281,38.2%,0.3%,1.3%,43.4%,5.4%,11.3%,0.0%,0.0%,7.7%,38.5%,60.2%,48.9%
565,1184281600,R. Brooks,Ryder Brooks,Brooks,Ryder,P,UC Irvine,UCI,3031,UC Irvine,BBC,L,L,20,307,1144,38.1%,13.5%,0.4%,37.5%,0.3%,10.0%,0.0%,0.3%,0.2%,51.6%,48.0%,38.0%
566,1303094016,D. Stanley,Drew Stanley,Stanley,Drew,P,Radford University,RAD,730267392,Radford,BBC,R,R,21,305,1039,38.0%,23.8%,2.3%,26.7%,1.7%,7.4%,0.0%,0.0%,5.4%,61.9%,35.8%,28.4%
567,1113138432,J. Steeber,Joe Steeber,Steeber,Joe,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,15,341,1092,37.9%,5.7%,2.2%,18.0%,4.7%,31.5%,0.0%,0.0%,4.9%,43.6%,54.2%,22.7%
568,1002961029,R. Ritter,Riane Ritter,Ritter,Riane,P,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,12,284,1102,37.7%,6.8%,0.3%,37.1%,3.0%,14.4%,0.0%,0.8%,66.5%,44.4%,55.3%,40.9%
569,1092369664,A. Morin,Alistair Morin,Morin,Alistair,P,Siena College,SIE,730382592,Siena,BBC,R,R,15,383,1341,37.7%,0.0%,19.0%,23.5%,7.3%,12.6%,0.0%,0.0%,81.6%,37.7%,43.3%,30.8%
570,1297349632,M. Scott,Matt Scott,Scott,Matt,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,11,244,925,37.6%,0.4%,18.6%,27.0%,0.5%,4.2%,11.6%,0.0%,0.0%,38.1%,43.4%,27.6%
571,1149743416,M. Goodpaster,Marcus Goodpaster,Goodpaster,Marcus,P,Butler University,BUT,730283520,Butler,BBC,R,R,14,357,1222,37.6%,8.3%,5.0%,23.2%,3.3%,17.9%,4.6%,0.0%,20.4%,45.9%,49.0%,26.5%
572,1183062528,A. Heffernan,Andrew Heffernan,Heffernan,Andrew,P,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,12,328,864,37.5%,0.0%,10.0%,22.5%,11.7%,18.3%,0.0%,0.0%,86.1%,37.5%,52.5%,34.2%
573,1164663040,F. Morin,Felix Morin,Morin,Felix,P,Canisius College,CAN,730218752,Canisius,BBC,L,L,13,273,897,37.4%,0.0%,0.0%,30.5%,2.9%,29.2%,0.0%,0.0%,58.0%,37.4%,62.6%,33.4%
574,1861492309,A. Risse,Aidan Risse,Risse,Aidan,P,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,15,317,1166,37.2%,15.8%,0.1%,27.6%,13.3%,6.0%,0.0%,0.0%,0.7%,53.0%,46.9%,40.9%
575,1288367360,A. Elges,Alek Elges,Elges,Alek,P,Longwood University,LONG,730219264,Longwood,BBC,R,R,22,310,1048,37.1%,1.1%,4.8%,27.7%,10.7%,15.9%,0.0%,2.7%,3.5%,38.2%,57.0%,41.0%
576,1250079232,J. Schaaf,Jason Schaaf,Schaaf,Jason,P,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,19,314,1089,37.1%,0.6%,0.2%,27.8%,19.3%,15.1%,0.0%,0.0%,1.3%,37.6%,62.2%,47.1%
577,1294172672,B. Magovern,Ben Magovern,Magovern,Ben,P,Bucknell University,BUCK,730214144,Bucknell,BBC,L,L,12,253,884,36.8%,14.1%,0.0%,27.4%,5.5%,16.2%,0.0%,0.0%,0.0%,50.9%,49.1%,32.9%
578,1769907041,B. Loeger,Bryce Loeger,Loeger,Bryce,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,12,229,844,36.3%,0.9%,6.1%,39.6%,14.0%,3.1%,0.0%,0.0%,23.7%,37.3%,56.7%,53.6%
579,1238871552,J. Newell,Josh Newell,Newell,Josh,P,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,15,406,1229,36.3%,8.4%,14.5%,26.3%,3.4%,11.0%,0.0%,0.0%,37.8%,44.7%,40.8%,29.8%
580,1340662528,P. Brown,Peyton Brown,Brown,Peyton,P,Campbell University,CAMP,730187776,Campbell,BBC,R,R,17,257,939,35.9%,15.2%,0.0%,35.4%,0.2%,13.1%,0.0%,0.1%,0.7%,51.2%,48.8%,35.7%
581,1238315520,D. Macchiarola,Danny Macchiarola,Macchiarola,Danny,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,L,R,16,396,1474,35.8%,1.8%,6.3%,29.2%,0.1%,26.2%,0.0%,0.4%,4.4%,37.7%,56.0%,29.8%
582,1279233792,T. Florio,Trace Florio,Florio,Trace,P,Lafayette College,LAF,730217728,Lafayette,BBC,L,L,13,295,1039,35.8%,0.1%,0.0%,39.8%,1.2%,22.9%,0.3%,0.0%,0.2%,35.9%,64.1%,41.0%
583,1202725632,G. Miller,Griffin Miller,Miller,Griffin,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,15,387,1408,35.6%,10.0%,0.4%,41.7%,12.2%,0.1%,0.0%,0.0%,6.0%,45.6%,54.0%,53.9%
584,1200193536,W. Walsh,Will Walsh,Walsh,Will,P,University of Nebraska,NEB,4865,Nebraska,BBC,R,L,17,314,1108,35.6%,0.1%,0.3%,33.5%,6.3%,24.3%,0.0%,0.0%,0.0%,35.6%,64.1%,39.8%
585,1195482112,M. Jones,Merit Jones,Jones,Merit,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,15,371,1349,35.5%,16.2%,5.6%,32.7%,1.4%,8.7%,0.0%,0.0%,8.7%,51.7%,42.7%,34.0%
586,1279310848,L. Stump,Landon Stump,Stump,Landon,P,UCLA,UCLA,5048,UCLA,BBC,R,R,18,344,1314,35.4%,18.5%,15.7%,14.6%,3.0%,12.7%,0.0%,0.0%,0.0%,53.9%,30.4%,17.7%
587,1207792896,W. Ross,Will Ross,Ross,Will,P,University of North Florida,UNF,730296832,North Florida,BBC,R,R,15,292,999,35.2%,2.1%,0.0%,32.3%,0.0%,30.4%,0.0%,0.0%,7.6%,37.3%,62.7%,32.3%
588,1281260544,P. Havard,Peyton Havard,Havard,Peyton,P,Lamar University,LAM,730162432,Lamar,BBC,R,R,22,261,1012,35.1%,2.2%,0.0%,25.4%,8.9%,28.3%,0.0%,0.0%,2.3%,37.3%,62.7%,34.4%
589,1281129472,C. Martindale,Cam Martindale,Martindale,Cam,P,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,15,255,761,35.0%,26.7%,3.3%,15.0%,10.0%,10.0%,0.0%,0.0%,92.1%,61.7%,35.0%,25.0%
590,1428256371,D. Fischer,Dillon Fischer,Fischer,Dillon,P,Fort Wayne,PFW,730231552,Fort Wayne,BBC,R,R,17,397,1549,35.0%,0.1%,14.1%,20.7%,24.1%,5.9%,0.0%,0.0%,56.4%,35.1%,50.8%,44.9%
591,1515769016,E. Smith,Ethan Smith,Smith,Ethan,P,Lindenwood University,LU,730322176,Lindenwood,BBC,L,L,14,301,1046,34.3%,2.5%,20.0%,27.0%,0.2%,15.9%,0.0%,0.0%,13.6%,36.8%,43.1%,27.2%
592,1238201856,M. Witherspoon,Malachi Witherspoon,Witherspoon,Malachi,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,15,353,1331,34.3%,22.7%,11.1%,15.4%,14.1%,2.4%,0.0%,0.0%,0.1%,57.0%,32.0%,29.5%
593,1760692530,A. Kribbs,Andrew Kribbs,Kribbs,Andrew,P,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,16,285,1052,34.2%,0.0%,2.7%,22.3%,26.2%,14.6%,0.0%,0.0%,0.3%,34.2%,63.1%,48.5%
594,1320920832,J. Volini,Joey Volini,Volini,Joey,P,Florida State University,FSU,101,Florida State,BBC,L,L,16,357,1340,34.2%,0.3%,0.1%,20.7%,23.3%,19.3%,2.1%,0.0%,0.0%,34.5%,65.4%,44.0%
595,1203581952,C. Gilley,Cole Gilley,Gilley,Cole,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,18,289,1136,34.0%,0.0%,29.5%,9.4%,0.2%,15.2%,0.1%,11.6%,1.2%,34.0%,36.5%,21.1%
596,1099147776,R. Riojas,Ruger Riojas,Riojas,Ruger,P,University of Texas,TEX,245,Texas,BBC,R,R,18,300,1082,34.0%,3.0%,7.9%,22.0%,12.2%,4.3%,15.0%,1.4%,0.0%,37.1%,55.0%,35.7%
597,1263954688,J. Ford,Jermel Ford,Ford,Jermel,TWP,Alcorn State University,ALCN,5376,Alcorn State,BBC,L,L,14,322,839,33.9%,0.0%,0.0%,10.0%,9.4%,46.7%,0.0%,0.0%,78.5%,33.9%,66.1%,19.4%
598,1196851200,Z. Root,Zach Root,Root,Zach,P,University of Arkansas,ARK,3375,Arkansas,BBC,L,L,19,420,1613,33.8%,3.5%,11.6%,3.7%,27.5%,19.8%,0.0%,0.0%,0.2%,37.4%,51.0%,31.2%
599,1202694400,J. Martinez,Jack Martinez,Martinez,Jack,P,Arizona State University,ASU,5035,Arizona State,BBC,R,R,15,341,1423,33.7%,0.0%,0.0%,31.2%,3.4%,31.7%,0.0%,0.0%,0.1%,33.7%,66.3%,34.6%
600,1132673280,G. Adler,Grant Adler,Adler,Grant,P,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,15,364,1405,33.7%,1.8%,18.2%,19.3%,18.4%,8.5%,0.2%,0.0%,6.5%,35.5%,46.3%,37.7%
601,1154111488,C. Peguero,Chris Peguero,Peguero,Chris,P,University of Dayton,DAY,730194688,Dayton,BBC,R,R,15,390,1382,33.3%,14.7%,2.2%,31.9%,0.8%,14.6%,2.5%,0.0%,18.6%,48.0%,49.8%,32.7%
602,1195612672,B. Pruett,Brad Pruett,Pruett,Brad,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,28,285,1130,33.2%,0.7%,39.2%,12.8%,0.1%,3.9%,10.0%,0.0%,3.5%,33.9%,26.9%,12.9%
603,1132957952,C. Olivier,Chris Olivier,Olivier,Chris,P,Lamar University,LAM,730162432,Lamar,BBC,R,R,14,294,1046,33.1%,2.7%,0.7%,26.1%,21.0%,16.5%,0.0%,0.0%,3.5%,35.8%,63.5%,47.1%
604,1121725952,J. Sheets,Joe Sheets,Sheets,Joe,P,Columbia University,CLMB,730319104,Columbia,BBC,R,R,14,315,1169,32.9%,20.9%,2.8%,30.9%,3.3%,4.1%,5.1%,0.0%,0.0%,53.8%,43.4%,34.1%
605,1303167488,D. Whalen,Drew Whalen,Whalen,Drew,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,16,350,1339,32.6%,10.1%,25.1%,4.0%,10.1%,5.2%,12.9%,0.0%,0.0%,42.6%,32.3%,14.1%
606,1099378432,B. Gillespie,Blake Gillespie,Gillespie,Blake,P,UNC Charlotte,CHAR,730214400,Charlotte,BBC,S,R,15,385,1405,32.5%,0.0%,3.0%,55.3%,1.4%,7.8%,0.0%,0.0%,0.1%,32.5%,64.5%,56.7%
607,1294886144,J. Ritz,Justin Ritz,Ritz,Justin,P,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,27,244,836,32.3%,0.0%,0.0%,62.5%,0.0%,5.2%,0.0%,0.0%,77.0%,32.3%,67.7%,62.5%
608,1945290525,J. Hibbard,Jack Hibbard,Hibbard,Jack,P,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,12,240,827,31.8%,16.0%,0.0%,4.5%,7.5%,40.2%,0.0%,0.0%,0.2%,47.8%,52.2%,12.0%
609,1144599808,J. Goble,Jake Goble,Goble,Jake,P,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,14,229,826,31.5%,1.4%,0.0%,56.6%,1.4%,8.7%,0.0%,0.0%,65.4%,32.9%,67.1%,58.4%
610,1308181507,B. Miller,Brady Miller,Miller,Brady,P,Boston College,BC,227,Boston College,BBC,R,L,16,265,955,31.4%,9.0%,5.8%,25.8%,1.6%,24.8%,0.0%,1.7%,0.0%,40.4%,53.8%,29.0%
611,1178715648,S. Heyman,Sam Heyman,Heyman,Sam,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,14,295,1023,31.3%,26.7%,11.8%,20.2%,3.6%,6.4%,0.0%,0.0%,9.2%,58.0%,30.1%,23.8%
612,1307084033,R. Hall,Regan Hall,Hall,Regan,P,University of Illinois,ILL,730163456,Illinois,BBC,L,L,14,303,1056,31.1%,16.6%,0.6%,19.9%,11.8%,20.0%,0.0%,0.0%,0.9%,47.8%,51.7%,31.7%
613,1097108340,C. Bagwell,Cam Bagwell,Bagwell,Cam,P,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,15,348,1264,31.1%,6.3%,19.2%,16.7%,9.8%,9.4%,0.0%,7.7%,0.2%,37.4%,43.5%,34.1%
614,1087388672,T. McGregor,Tristan McGregor,McGregor,Tristan,P,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,13,273,990,30.8%,4.3%,0.1%,6.6%,22.9%,35.3%,0.0%,0.0%,0.5%,35.0%,64.9%,29.5%
615,1250615738,J. Leary,Jack Leary,Leary,Jack,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,22,343,1221,30.7%,0.1%,6.1%,30.2%,18.0%,15.0%,0.0%,0.1%,5.2%,30.8%,63.2%,48.2%
616,1104573440,L. Nichols,Luke Nichols,Nichols,Luke,P,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,25,274,988,30.7%,23.6%,0.0%,38.9%,2.0%,4.8%,0.0%,0.0%,19.8%,54.3%,45.7%,40.9%
617,1166285312,M. Coyne,Marty Coyne,Coyne,Marty,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,L,16,192,779,30.7%,35.0%,0.0%,22.7%,3.1%,8.5%,0.0%,0.0%,0.0%,65.7%,34.3%,25.8%
618,1597386236,L. Cooley,Luke Cooley,Cooley,Luke,P,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,16,291,1136,30.6%,22.1%,0.6%,20.1%,1.0%,25.6%,0.0%,0.0%,18.6%,52.6%,46.7%,21.1%
619,1227038720,E. Brown,Eli Brown,Brown,Eli,P,Lindenwood University,LU,730322176,Lindenwood,BBC,R,L,15,345,1189,30.4%,2.7%,0.0%,17.2%,14.7%,34.8%,0.1%,0.0%,29.5%,33.2%,66.8%,31.9%
620,1822252575,R. Parker,Ryan Parker,Parker,Ryan,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,15,287,1027,30.2%,0.4%,17.8%,36.3%,1.8%,13.5%,0.0%,0.0%,72.6%,30.6%,51.6%,38.1%
621,1075848055,L. Sheffield,Lincoln Sheffield,Sheffield,Lincoln,P,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,16,333,1161,30.2%,2.0%,0.0%,43.0%,0.8%,24.0%,0.0%,0.0%,0.0%,32.2%,67.8%,43.8%
622,1175789044,B. Romero,Braeden Romero,Romero,Braeden,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,13,228,767,29.3%,17.1%,0.0%,31.5%,0.9%,21.2%,0.0%,0.0%,58.1%,46.4%,53.6%,32.4%
623,1184457216,S. Dutton,Samuel Dutton,Dutton,Samuel,P,Auburn University,AUB,5466,Auburn,BBC,L,R,16,354,1373,29.3%,15.1%,21.6%,6.5%,25.6%,1.9%,0.0%,0.0%,0.0%,44.4%,34.0%,32.1%
624,1116320256,A. Sachais,Alec Sachais,Sachais,Alec,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,21,232,882,29.3%,0.0%,33.7%,36.3%,0.2%,0.5%,0.0%,0.0%,0.0%,29.3%,37.0%,36.6%
625,1150276096,C. Richter,Chase Richter,Richter,Chase,P,Arkansas State University,ARST,730290176,Arkansas State,BBC,L,L,28,228,864,29.0%,34.6%,0.0%,13.0%,22.8%,0.7%,0.0%,0.0%,14.6%,63.6%,36.4%,35.8%
626,1205406720,H. Watkins,Hunter Watkins,Watkins,Hunter,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,19,301,1130,28.9%,10.6%,17.6%,35.5%,5.6%,1.6%,0.0%,0.2%,9.8%,39.5%,42.9%,41.3%
627,1312690944,R. Eikhoff,Riley Eikhoff,Eikhoff,Riley,P,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,17,370,1228,28.9%,27.2%,0.0%,32.8%,0.3%,10.8%,0.0%,0.0%,0.0%,56.2%,43.8%,33.1%
628,1653486670,N. Love,Nathan Love,Love,Nathan,P,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,15,328,1167,28.6%,10.1%,3.3%,10.7%,26.4%,20.0%,0.0%,0.9%,12.3%,38.7%,58.0%,37.9%
629,1153452544,J. Logar,Jackson Logar,Logar,Jackson,P,James Madison University,JMU,730340096,James Madison,BBC,R,R,15,336,1334,28.6%,38.5%,5.9%,24.8%,0.1%,2.1%,0.0%,0.0%,0.2%,67.1%,27.0%,24.9%
630,1245880832,J. Duffield,Joseph Duffield,Duffield,Joseph,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,13,257,837,28.6%,19.9%,0.0%,30.7%,9.8%,11.1%,0.0%,0.0%,65.7%,48.4%,51.6%,40.4%
631,1330730752,D. Vigue,Dylan Vigue,Vigue,Dylan,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,16,269,1028,28.5%,25.5%,22.3%,16.8%,0.1%,5.5%,0.1%,1.2%,0.1%,54.0%,23.7%,18.1%
632,1146468608,M. Foltz,Michael Foltz,Foltz,Michael,P,George Washington University,GW,730249216,George Washington,BBC,L,L,14,355,1325,28.4%,35.6%,8.0%,7.4%,0.2%,13.8%,0.4%,6.1%,8.8%,64.0%,28.0%,13.7%
633,1237026048,N. Millikan,Noah Millikan,Millikan,Noah,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,12,276,978,28.3%,24.5%,5.4%,16.1%,15.2%,10.4%,0.0%,0.0%,0.0%,52.9%,41.7%,31.3%
634,1897229556,G. Thompson,Gavin Thompson,Thompson,Gavin,P,Bradley University,BRAD,730253312,Bradley,BBC,R,R,18,281,965,27.9%,13.4%,1.5%,34.7%,1.2%,21.2%,0.0%,0.0%,12.0%,41.3%,57.1%,35.9%
635,1155468544,R. Beuter,Reece Beuter,Beuter,Reece,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,13,259,983,27.7%,10.7%,0.0%,56.5%,0.1%,5.1%,0.0%,0.0%,0.0%,38.4%,61.6%,56.6%
