Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,P,InZone#,Swing#,Miss#,Chase#,CallStrk#,StrkFrmd,BallFrmd
589,1389402065,G. Bullock,Garrison Bullock,Bullock,Garrison,C,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,13,373,1421,560,562,115,186,217,9,11
589,1084799195,C. Chamberlain,Cole Chamberlain,Chamberlain,Cole,C,University of Texas,TEX,245,Texas,BBC,L,R,9,220,809,376,366,89,114,151,9,8
589,1756418855,Z. White,Zach White,White,Zach,C,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,13,280,998,467,431,97,126,183,9,7
589,1437754977,G. Duncan,Gunnar Duncan,Duncan,Gunnar,C,Butler University,BUT,730283520,Butler,BBC,R,R,19,520,1984,686,780,173,192,348,9,18
610,1248462336,T. Lang,Tyler Lang,Lang,Tyler,C,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,8,207,767,367,321,67,88,155,8,10
610,1213077248,T. Stack,Tyler Stack,Stack,Tyler,C,Xavier University,XAV,5464,Xavier,BBC,R,R,13,139,560,228,215,52,58,103,8,6
610,1126573056,B. Voth,Brant Voth,Voth,Brant,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,R,20,763,2485,1122,1026,168,122,373,8,9
610,1196809217,R. Reese,Ripken Reese,Reese,Ripken,2B,Kent State University,KENT,730315008,Kent State,BBC,S,R,8,141,538,199,225,54,48,103,8,1
610,1237015040,J. Hawkins,Jason Hawkins,Hawkins,Jason,C,Troy University,TROY,730378496,Troy,BBC,R,R,14,396,1417,556,665,166,189,207,8,6
610,1111263745,A. Cortez,Angel Cortez,Cortez,Angel,1B,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,1,49,196,80,75,15,22,39,8,1
610,1174778369,M. Shor,Maxwell Shor,Shor,Maxwell,C,Fresno State,FRES,730384384,Fresno State,BBC,R,R,6,112,440,175,173,47,54,71,8,2
610,1083913216,C. Stevens,Carson Stevens,Stevens,Carson,C,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,22,710,2817,1371,1196,332,275,466,8,10
610,1955934336,C. Smith,Conner Smith,Smith,Conner,C,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,9,264,1049,483,382,82,101,195,8,20
610,1943433924,A. French,Anderson French,French,Anderson,C,Virginia Tech,VT,2293,Virginia Tech,BBC,L,R,14,308,1236,580,519,175,158,250,8,13
610,1809569626,A. Schuck,Aidan Schuck,Schuck,Aidan,RF,Oakland University,OAK,5386,Oakland,BBC,R,R,4,105,362,143,129,25,41,83,8,0
610,1573222752,B. Short,Brodie Short,Short,Brodie,C,Lindenwood University,LU,730322176,Lindenwood,BBC,L,R,24,802,2845,1225,1290,289,296,479,8,9
610,1759752870,T. Martinez,Trevian Martinez,Martinez,Trevian,C,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,9,223,816,390,387,86,114,144,8,3
623,1198516992,B. Shevey,Boone Shevey,Shevey,Boone,C,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,S,R,12,335,1340,512,584,114,127,197,7,11
623,1257914880,C. Lomanto,Colton Lomanto,Lomanto,Colton,1B,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,4,105,411,169,176,36,68,74,7,2
623,1202717696,D. LaPointe,Dylan LaPointe,LaPointe,Dylan,C,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,32,1131,4301,2102,2001,473,537,743,7,14
623,1119800832,M. Martinez II,Matthew Martinez II,Martinez II,Matthew,C,High Point University,HP,730321152,High Point,BBC,R,R,6,72,288,99,100,28,29,58,7,3
623,1200350720,N. Greise,Noah Greise,Greise,Noah,C,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,16,504,1956,967,845,184,209,358,7,12
623,1085384448,K. Neri,Kyle Neri,Neri,Kyle,LF,Rider University,RID,730174976,Rider,BBC,R,R,3,96,363,129,129,27,50,71,7,0
623,1235518208,C. McGinnis,Coleman McGinnis,McGinnis,Coleman,C,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,9,413,1610,669,608,138,172,267,7,3
623,1202411264,M. McGlone,Max McGlone,McGlone,Max,C,Army West Point,ARMY,4744,Army,BBC,R,R,4,45,177,71,73,19,23,35,7,2
623,1295461632,A. Chiappetta,Anthony Chiappetta,Chiappetta,Anthony,C,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,29,1121,3731,1277,1505,303,212,547,7,12
623,1976934066,K. Glover,Kenny Glover,Glover,Kenny,C,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,12,477,1307,342,489,61,39,160,7,3
623,1892805094,C. Ketzner,Cole Ketzner,Ketzner,Cole,C,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,7,138,563,250,239,55,60,83,7,8
623,1310307840,M. Elko,Michael Elko,Elko,Michael,2B,University of Richmond,RICH,730171904,Richmond,BBC,L,R,7,180,619,302,298,56,74,115,7,7
623,1914298599,K. Crisp,Kyle Crisp,Crisp,Kyle,C,Radford University,RAD,730267392,Radford,BBC,S,R,6,255,949,390,403,80,133,165,7,9
623,1455290898,J. Roossien,Jace Roossien,Roossien,Jace,C,Boston College,BC,227,Boston College,BBC,S,R,14,382,1433,651,605,125,182,239,7,28
623,1448761286,A. Rivera,Aris Rivera,Rivera,Aris,C,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,12,184,683,313,314,84,94,113,7,2
623,1679871440,J. Giordano,Jack Giordano,Giordano,Jack,P,University of San Diego,USD,5320,San Diego,BBC,R,R,3,95,341,154,168,37,46,40,7,3
623,1342167202,H. Wolfe,Henry Wolfe,Wolfe,Henry,C,Elon University,ELON,730252544,Elon,BBC,R,R,7,74,318,118,104,28,44,67,7,3
623,1196105842,Z. Porter,Zach Porter,Porter,Zach,C,Wofford College,WOF,730176512,Wofford,BBC,R,R,5,113,401,219,182,36,36,73,7,9
623,1999398253,M. Brooks,Maddux Brooks,Brooks,Maddux,C,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,3,81,303,95,106,21,30,54,7,4
623,1215682743,C. Alexander,Carter Alexander,Alexander,Carter,C,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,12,507,1958,827,873,180,169,327,7,4
643,1132734464,J. Kaiser,JD Kaiser,Kaiser,JD,1B,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,L,R,3,95,339,162,150,25,35,58,6,5
643,1330949120,M. Kaufer,Max Kaufer,Kaufer,Max,C,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,15,373,1436,654,636,153,183,223,6,12
643,1324686592,C. Baillargeon,Chris Baillargeon,Baillargeon,Chris,1B,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,6,209,786,335,326,53,98,129,6,7
643,1142992896,C. Spelman,Conner Spelman,Spelman,Conner,C,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,16,588,2147,1019,919,202,169,313,6,7
643,1162307584,C. Romich,Cooper Romich,Romich,Cooper,C,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,28,1028,3211,1285,1361,250,152,527,6,1
643,1198452224,N. Pratt,Nicholas Pratt,Pratt,Nicholas,C,UMBC,UMBC,730210304,UMBC,BBC,R,R,8,274,920,303,353,62,80,158,6,11
643,1310534912,M. Suppa,Matthew Suppa,Suppa,Matthew,C,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,17,571,2098,988,876,187,200,355,6,11
643,1085382144,J. Current,Joey Current,Current,Joey,C,Towson University,TOWS,730318336,Towson,BBC,R,R,14,307,1008,359,393,60,100,153,6,7
643,1266574336,D. Joseph,Dominic Joseph,Joseph,Dominic,C,Southern University,SOU,4767,Southern,BBC,R,R,23,915,3134,1461,1240,232,169,538,6,4
643,1205259520,A. Diaz,Alex Diaz,Diaz,Alex,C,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,16,415,1406,549,537,78,107,221,6,2
643,1303790848,J. Randolph,Jake Randolph,Randolph,Jake,C,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,5,201,749,339,323,56,78,136,6,3
643,1226688512,C. Murray,Cameron Murray,Murray,Cameron,C,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,8,227,876,320,352,88,97,159,6,3
643,1282365952,M. Higuchi,Mack Higuchi,Higuchi,Mack,C,Cal Poly,CP,5487,Cal Poly,BBC,R,R,9,59,225,101,100,30,31,43,6,0
643,1085406464,J. Bollin,Jake Bollin,Bollin,Jake,C,Villanova University,VILL,730278400,Villanova,BBC,R,R,4,81,323,141,149,28,51,51,6,4
643,1271046400,J. Gibson,Jayden Gibson,Gibson,Jayden,C,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,11,408,1551,650,635,157,152,236,6,13
643,1775167022,B. Hubbard,Bryce Hubbard,Hubbard,Bryce,C,Oregon State University,ORST,3111,Oregon State,BBC,L,R,10,238,890,420,399,94,116,156,6,12
643,1810334512,B. Mitchell,Braize Mitchell,Mitchell,Braize,C,Iona College,IONA,730242048,Iona,BBC,R,R,17,705,2559,578,1124,262,89,437,6,0
643,1929966737,J. Embury,Jon Embury,Embury,Jon,3B,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,4,153,579,268,234,65,64,113,6,5
643,1470464177,N. Johnson,Nolan Johnson,Johnson,Nolan,C,University of Miami,MIA,236,Miami,BBC,R,R,6,96,387,162,183,49,65,52,6,4
643,1411778899,C. Young,Caden Young,Young,Caden,C,Fordham University,FOR,730324992,Fordham,BBC,R,R,5,199,739,321,295,66,86,129,6,8
643,1236214824,B. Collins,Brodie Collins,Collins,Brodie,C,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,6,180,683,251,279,78,40,125,6,0
643,1730210732,V. Gamberdella,Vince Gamberdella,Gamberdella,Vince,C,UNLV,UNLV,730161664,UNLV,BBC,L,R,8,161,660,263,265,87,84,107,6,6
643,1473478008,N. Zajac,Nolan Zajac,Zajac,Nolan,C,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,12,314,1173,577,500,102,87,210,6,5
643,1342169300,G. Melchione,Gio Melchione,Melchione,Gio,C,UNLV,UNLV,730161664,UNLV,BBC,R,R,1,15,64,22,20,4,3,11,6,1
643,1342167318,S. Leis,Sammy Leis,Leis,Sammy,C,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,8,185,727,318,306,81,96,122,6,5
643,1498066546,J. Vanoncini,Jack Vanoncini,Vanoncini,Jack,C,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,7,218,743,309,327,82,93,126,6,4
643,1848126072,K. Hepburn,Kyle Hepburn,Hepburn,Kyle,C,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,9,201,779,272,311,71,64,135,6,7
643,1421282530,J. Lyall,Jake Lyall,Lyall,Jake,C,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,9,178,689,296,287,72,88,126,6,3
643,1505397870,O. Turner,Owen Turner,Turner,Owen,C,Yale University,YALE,730334464,Yale,BBC,R,R,3,96,353,142,154,34,59,51,6,5
672,1126571008,J. Rodriguez,Jorge Rodriguez,Rodriguez,Jorge,C,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,18,575,2176,1029,883,232,159,358,5,9
672,1283337728,C. Shipley,Casey Shipley,Shipley,Casey,C,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,40,1618,6112,2248,2701,631,415,1009,5,15
672,1238097920,B. Lummus,Brock Lummus,Lummus,Brock,C,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,6,236,750,200,337,64,62,120,5,6
672,1318696704,J. Janove,Josh Janove,Janove,Josh,1B,Towson University,TOWS,730318336,Towson,BBC,R,R,6,112,427,169,180,44,66,68,5,3
672,1126275584,J. Ramos,Josh Ramos,Ramos,Joshua,C,Northwestern University,NW,730247680,Northwestern,BBC,R,R,10,235,909,402,359,60,102,164,5,12
672,1083996416,B. Parmer,Broc Parmer,Parmer,Broc,C,UTSA,UTSA,730373120,UTSA,BBC,L,R,5,154,631,277,267,76,86,112,5,3
672,1207770624,J. Bogart,JD Bogart,Bogart,JD,C,Bradley University,BRAD,730253312,Bradley,BBC,R,R,7,174,645,197,256,69,50,113,5,3
672,1214263552,A. Febo,Anthony Febo,Febo,Anthony,C,Iona College,IONA,730242048,Iona,BBC,R,R,31,1285,4341,1280,1910,378,130,704,5,0
672,1125365504,B. Reed,Blake Reed,Reed,Blake,C,Ohio University,OHIO,730298368,Ohio,BBC,R,R,4,138,553,267,189,36,39,115,5,3
672,1992334055,T. Castonguay,Tony Castonguay,Castonguay,Tony,C,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,11,439,1613,744,679,147,183,287,5,6
672,1162140416,B. Shealor,Bennett Shealor,Shealor,Bennett,C,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,31,695,2701,1219,1084,260,305,487,5,16
672,1579529771,E. Morales,Efrain Morales,Morales,Efrain,C,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,6,219,855,383,353,89,102,143,5,13
672,1029366313,O. Hooper,Owen Hooper,Hooper,Owen,C,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,23,872,2779,1171,1243,224,195,399,5,13
672,1172798629,E. Rodriguez,Elijah Rodriguez,Rodriguez,Elijah,C,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,40,1449,4400,1802,1867,282,278,681,5,9
672,1799127669,K. Kennedy,Karson Kennedy,Kennedy,Karson,C,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,4,121,486,213,212,47,71,68,5,11
672,1046485320,J. Fernandez,Jose Fernandez,Fernandez,Jose,C,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,15,342,1308,555,528,135,83,214,5,0
672,1342167035,B. Stang,Bobby Stang,Stang,Bobby,C,University of Dayton,DAY,730194688,Dayton,BBC,R,R,5,149,580,184,220,33,41,98,5,4
672,1884274785,C. Erdos,Creed Erdos,Erdos,Creed,C,James Madison University,JMU,730340096,James Madison,BBC,R,R,6,186,709,306,304,91,102,119,5,7
672,1267661765,B. Carrothers,Brian Carrothers,Carrothers,Brian,C,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,13,520,1858,736,705,121,124,284,5,19
672,1720889442,J. Hauk,Jacob Hauk,Hauk,Jacob,C,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,7,135,523,214,215,67,65,88,5,9
672,1342169371,D. Houston,Derek Houston,Houston,Derek,C,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,5,121,458,213,206,44,56,67,5,3
672,1194571891,J. Martin,Jarrett Martin,Martin,Jarrett,C,Campbell University,CAMP,730187776,Campbell,BBC,R,R,2,80,340,153,155,30,43,49,5,3
672,1878479949,S. Ryan,Sadir Ryan,Ryan,Sadir,C,Southern University,SOU,4767,Southern,BBC,R,R,8,174,620,274,240,64,49,97,5,1
672,1079670829,J. Saker,Jack Saker,Saker,Jack,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,1,25,55,18,25,4,6,10,5,1
696,1093169152,C. Stricklin,Cale Stricklin,Stricklin,Cale,C,Auburn University,AUB,5466,Auburn,BBC,R,R,6,75,306,143,130,27,32,54,4,4
696,1324687360,M. Mallas,Michael Mallas,Mallas,Michael,C,Towson University,TOWS,730318336,Towson,BBC,R,R,11,313,1104,451,456,87,152,196,4,14
696,1289243392,H. Christiansen,Hayden Christiansen,Christiansen,Hayden,C,Xavier University,XAV,5464,Xavier,BBC,R,R,7,130,491,226,213,51,66,90,4,5
696,1207712256,M. Dye,Mcaddin Dye,Dye,Macaddin,C,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,8,146,582,246,247,89,88,113,4,4
696,1197062912,J. Fitzgibbons,Jake Fitzgibbons,Fitzgibbons,Jake,C,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,L,R,20,811,3110,1580,1337,300,242,509,4,10
696,1097554432,C. Marcellus,Chris Marcellus,Marcellus,Chris,C,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,48,1958,5617,2123,2246,369,259,827,4,15
696,1307061504,J. Taxdahl,Jack Taxdahl,Taxdahl,Jack,C,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,3,42,167,77,78,18,25,33,4,0
696,1090062592,J. Gregson,JD Gregson,Gregson,JD,C,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,20,706,2614,1245,1135,244,126,423,4,3
696,1334322432,M. Schwalbach,Mason Schwalbach,Schwalbach,Mason,C,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,26,929,3444,904,1459,330,219,648,4,2
696,1207758080,G. Alveti,Gavin Alveti,Alveti,Gavin,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,4,180,693,291,303,68,89,98,4,5
696,1075324928,J. Fogel,Justin Fogel,Fogel,Justin,LF,University of Memphis,MEM,730172160,Memphis,BBC,L,R,16,573,2198,962,903,197,285,395,4,21
696,1202877952,B. Freiter,Bennett Freiter,Freiter,Bennett,C,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,8,265,1079,486,439,73,111,184,4,10
696,1297507072,F. Micallef,Frank Micallef,Micallef,Frank,C,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,13,517,1795,580,735,148,104,216,4,1
696,1178169345,J. Bates,Jabin Bates,Bates,Jabin,C,University of North Florida,UNF,730296832,North Florida,BBC,L,R,10,345,1338,649,561,126,151,254,4,2
696,1310373632,E. Fouraker,Eric Fouraker,Fouraker,Eric,C,University of North Florida,UNF,730296832,North Florida,BBC,R,R,34,705,2633,1219,1079,252,277,493,4,5
696,1099416320,V. Klein,Van Klein,Klein,Van,C,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,7,206,784,329,345,82,114,126,4,5
696,1310352640,R. Gonzalez,Rudy Gonzalez,Gonzalez,Rudy,C,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,15,360,1299,571,574,138,199,233,4,2
696,1085402112,C. Campau,Carter Campau,Campau,Carter,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,3,65,264,97,107,15,34,48,4,2
696,1135883264,S. Gell,Scott Gell,Gell,Scott,C,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,15,424,1669,856,668,159,127,300,4,3
696,1162134528,T. Rucker,Tristan Rucker,Rucker,Tristan,C,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,2,53,202,83,89,11,29,31,4,1
696,1047639637,M. Soliz Jr.,Max Soliz Jr.,Soliz Jr.,Max,C,University of Kansas,KU,730360064,Kansas,BBC,R,R,11,304,1192,582,520,159,135,208,4,1
696,1276794880,D. Wells,DeVante Wells,Wells,DeVante,C,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,5,102,424,186,167,31,29,69,4,12
696,1385800022,M. Kalinich,Michael Kalinich,Kalinich,Michael,C,East Carolina University,ECU,730270720,East Carolina,BBC,L,R,9,129,454,228,210,50,56,80,4,4
696,1083279450,G. Nottleman,Grant Nottleman,Nottleman,Grant,C,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,L,R,5,159,589,120,222,38,40,94,4,4
696,1072962199,T. Cupp,Ty Cupp,Cupp,Ty,C,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,10,328,1139,506,461,78,75,171,4,6
696,1977464581,T. Long,Tyman Long,Long,Tyman,1B,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,1,26,112,42,42,9,16,23,4,1
696,1746104144,B. Priester,Blaise Priester,Priester,Blaise,C,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,8,76,309,141,129,54,49,65,4,3
696,1342169076,W. Good,William Good,Good,William,C,Tulane University,TULN,730354176,Tulane,BBC,R,R,10,84,322,143,143,43,52,55,4,0
696,1925912145,P. McDaniels,Parker McDaniels,McDaniels,Parker,C,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,8,71,253,108,116,25,37,35,4,2
696,1387771828,W. Cuevas,Wilmer Cuevas,Cuevas,Wilmer,C,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,4,144,471,174,163,23,12,88,4,1
696,1775962873,C. Dunn,Christian Dunn,Dunn,Christian,C,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,7,265,706,155,213,24,38,91,4,13
696,1342168779,M. Lang,Mason Lang,Lang,Mason,C,South Dakota State University,SDST,730323200,South Dakota State,BBC,L,R,5,92,351,171,125,30,20,74,4,4
696,1922769815,A. Ellis,Austin Ellis,Ellis,Austin,C,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,2,37,143,53,45,9,11,22,4,0
696,1820036147,C. Pawlowski,Connor Pawlowski,Pawlowski,Connor,C,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,19,340,1113,333,462,84,54,169,4,7
696,1755455660,T. Callaway,Trey Callaway,Callaway,Trey,C,University of Missouri,MIZZ,4806,Missouri,BBC,S,R,3,61,243,90,102,15,44,37,4,1
696,1125280816,D. Jackson,Dylan Jackson,Jackson,Dylan,C,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,5,94,355,172,177,47,45,55,4,4
696,1952635625,A. Lenski,Andrew Lenski,Lenski,Andrew,C,Iona College,IONA,730242048,Iona,BBC,R,R,4,173,610,161,233,36,32,96,4,0
696,1342170734,J. Esposito,Joey Esposito,Esposito,Joey,C,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,9,114,443,197,166,31,38,89,4,0
696,1342169228,A. Herrera,AJ Herrera,Herrera,AJ,C,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,3,112,413,208,174,29,25,64,4,1
735,1310397696,O. Michelson,Owen Michelson,Michelson,Owen,LF,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,1,37,157,54,38,7,12,33,3,0
735,1085396480,B. Connors,Braden Connors,Connors,Braden,C,College of the Holy Cross,HC,730310656,Holy Cross,BBC,L,R,4,165,674,251,229,49,60,130,3,1
735,1233521408,N. Ong,Nico Ong,Ong,Nico,RF,UMBC,UMBC,730210304,UMBC,BBC,R,R,2,66,268,98,91,16,34,49,3,2
735,1173787904,K. Kram,Kaden Kram,Kram,Kaden,P,Princeton University,PRIN,730198784,Princeton,BBC,R,R,1,39,152,45,68,12,33,19,3,0
735,1310418944,B. Timmons,Brendan Timmons,Timmons,Brendan,C,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,11,375,1315,625,486,100,39,176,3,3
735,1273293312,B. Poppell,Broedy Poppell,Poppell,Broedy,C,Florida A&M University,FAMU,5416,Florida A&M,BBC,S,R,36,1216,3180,784,1269,147,172,444,3,3
735,1297004288,D. Prieto,Diego Prieto,Prieto,Diego,C,Fordham University,FOR,730324992,Fordham,BBC,R,R,1,46,185,68,60,7,24,39,3,3
735,1197361920,H. Walburn,Hudson Walburn,Walburn,Hudson,C,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,6,38,150,62,52,13,19,29,3,7
735,1181529088,R. Galloway,Rashawn Galloway,Galloway,Rashawn,C,Texas State University,TXST,5420,Texas State,BBC,R,R,1,37,179,86,84,28,27,28,3,6
735,1256876800,C. Price,Connor Price,Price,Connor,C,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,9,316,1028,368,392,79,72,187,3,1
735,1101452288,D. Stokely,David Stokely,Stokely,David,C,Murray State University,MURR,730188032,Murray State,BBC,R,R,6,119,441,69,194,42,22,88,3,2
735,1198411264,A. Vining,Ashby Vining,Vining,Ashby,C,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,29,1253,3986,1521,1543,222,178,625,3,0
735,1196797184,P. Ebbing,Payton Ebbing,Ebbing,Payton,C,Kent State University,KENT,730315008,Kent State,BBC,R,R,12,189,673,253,294,72,60,116,3,0
735,1196004096,C. Allen,Courtney Allen,Allen,Courtney,C,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,7,105,363,144,121,20,21,70,3,4
735,1627407354,G. Lawrence,Gardner Lawrence,Lawrence,Gardner,C,Belmont University,BEL,730190336,Belmont,BBC,L,R,6,54,213,84,84,25,26,34,3,0
735,1852864419,K. Krill,Kevin Krill,Krill,Kevin,C,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,6,236,946,319,395,103,73,165,3,5
735,1124793499,M. Falk,Matt Falk,Falk,Matt,C,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,38,1289,4192,1910,1863,356,316,677,3,6
735,1342168180,L. Melancon,Lex Melancon,Melancon,Lex,C,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,1,11,49,19,15,3,2,11,3,0
735,1342168701,J. Campagna,Jacob Campagna,Campagna,Jacob,C,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,9,170,655,330,258,41,41,105,3,2
735,1833974277,C. King,Caleb King,King,Caleb,C,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,34,1465,4751,2090,1777,323,218,737,3,1
735,1175115224,D. Bowne,Deacon Bowne,Bowne,Deacon,C,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,3,58,216,77,93,24,39,33,3,2
735,1067010784,K. Hartmann,Kyle Hartmann,Hartmann,Kyle,C,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,13,332,1239,551,484,122,121,223,3,5
735,1192430554,B. Sexton,Brody Sexton,Sexton,Brody,C,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,10,261,930,445,419,81,109,147,3,9
735,1583934070,B. Cowans,Blake Cowans,Cowans,Blake,C,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,4,68,264,124,120,24,29,39,3,2
735,1614022593,S. Hardcastle,Sam Hardcastle,Hardcastle,Sam,3B,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,1,12,42,21,19,4,6,10,3,0
735,1170700775,P. Smith,Parker Smith,Smith,Parker,TWP,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,1,33,133,52,43,13,12,25,3,2
735,1342169100,M. Blandino,Matteo Blandino,Blandino,Matteo,P,UC Davis,UCD,730153984,UC Davis,BBC,R,R,1,19,74,24,27,4,10,11,3,1
735,1478596887,B. Daulton,Brayden Daulton,Daulton,Brayden,C,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,6,204,553,58,181,24,13,77,3,0
735,1973947971,E. Buckley,Ethan Buckley,Buckley,Ethan,C,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,4,22,102,40,45,8,15,17,3,1
735,1600351085,R. Jones,Ryan Jones,Jones,Ryan,C,Canisius College,CAN,730218752,Canisius,BBC,R,R,10,266,936,398,355,78,66,174,3,6
735,1933289538,T. Sirchia,Tyler Sirchia,Sirchia,Tyler,C,Dartmouth College,DART,730216192,Dartmouth,BBC,L,R,9,304,1220,538,455,86,89,196,3,5
735,1135837359,M. McGinley,Mike McGinley,McGinley,Mike,C,Rider University,RID,730174976,Rider,BBC,R,R,3,143,441,137,153,20,31,50,3,6
735,1858875201,S. McGurk,Sean McGurk,McGurk,Sean,C,Indiana State University,INST,730350080,Indiana State,BBC,L,R,4,112,414,161,177,53,63,65,3,4
768,1093147136,L. Steele,Lucas Steele,Steele,Lucas,C,Auburn University,AUB,5466,Auburn,BBC,S,R,2,83,338,159,145,44,42,62,2,5
