Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,P,InZone%,High%,VMid%,Low%,UpHalf%,LowHalf%,Inside%,HMid%,Outside%,InHalf%,OutHalf%
601,1099691264,R. Quick,Riley Quick,Quick,Riley,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,14,270,1069,44.0%,25.0%,26.7%,48.4%,37.4%,62.6%,31.5%,21.2%,47.4%,42.5%,57.5%
602,1179985408,R. Walton,Ryker Walton,Walton,Ryker,P,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,R,R,15,283,1035,44.0%,33.2%,30.2%,36.7%,48.6%,51.4%,22.9%,24.8%,52.2%,34.1%,65.9%
603,1815927257,L. Corcoran,Luke Corcoran,Corcoran,Luke,P,Coppin State University,COPP,730194176,Coppin State,BBC,L,L,15,277,853,44.0%,22.0%,25.7%,52.3%,34.0%,66.0%,30.6%,22.6%,46.9%,39.4%,60.6%
604,1656682756,N. Finarelli,Nick Finarelli,Finarelli,Nick,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,16,397,1419,44.0%,26.6%,29.5%,43.9%,41.8%,58.2%,21.2%,22.2%,56.6%,31.1%,68.9%
605,1116320256,A. Sachais,Alec Sachais,Sachais,Alec,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,21,232,882,44.0%,36.9%,24.8%,38.3%,48.6%,51.4%,21.8%,23.4%,54.8%,32.8%,67.2%
606,1332929792,J. McCracken,J.D. McCracken,McCracken,J.D.,P,Rice University,RICE,2352,Rice,BBC,L,L,16,336,1158,44.0%,30.5%,29.2%,40.3%,45.3%,54.7%,22.8%,23.8%,53.4%,35.4%,64.6%
607,1597386236,L. Cooley,Luke Cooley,Cooley,Luke,P,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,16,291,1136,43.9%,24.0%,23.3%,52.7%,35.6%,64.4%,28.3%,26.4%,45.3%,41.4%,58.6%
608,1108493568,T. Nemjo,Tristan Nemjo,Nemjo,Tristan,P,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,15,347,1218,43.9%,29.0%,26.0%,44.9%,42.2%,57.8%,23.8%,24.3%,51.9%,34.4%,65.6%
609,1279144448,J. Francis,Jake Francis,Francis,Jake,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,18,293,1010,43.8%,38.5%,29.3%,32.2%,53.7%,46.3%,23.9%,23.8%,52.4%,36.1%,63.9%
610,1310787840,O. Proksch,Owen Proksch,Proksch,Owen,P,Duke University,DUKE,730336256,Duke,BBC,S,L,19,290,1167,43.8%,31.6%,25.9%,42.4%,43.8%,56.2%,29.8%,23.6%,46.6%,40.4%,59.6%
611,1292523520,W. Tobin,Will Tobin,Tobin,Will,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,L,L,12,213,864,43.8%,34.5%,30.8%,34.7%,48.3%,51.7%,22.9%,22.8%,54.3%,32.4%,67.6%
612,1312932352,C. New,Cody New,New,Cody,P,California Baptist University,CBU,5091,California Baptist,BBC,L,L,16,346,1421,43.8%,26.8%,25.0%,48.2%,38.6%,61.4%,25.3%,25.4%,49.3%,38.2%,61.8%
613,1306683393,C. Alderman,Chandler Alderman,Alderman,Chandler,P,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,L,14,329,1265,43.8%,25.8%,27.1%,47.0%,38.1%,61.9%,27.1%,24.0%,48.9%,38.1%,61.9%
614,1099789056,H. Holcombe,Huxley Holcombe,Holcombe,Huxley,P,Cornell University,COR,730298624,Cornell,BBC,L,L,11,274,988,43.8%,26.4%,29.9%,43.7%,40.7%,59.3%,32.2%,23.6%,44.2%,43.3%,56.7%
615,1342166856,G. Eddy,Gavin Eddy,Eddy,Gavin,P,University of California,CAL,730152448,California,BBC,R,R,16,265,989,43.8%,28.5%,27.8%,43.8%,42.4%,57.6%,27.8%,24.3%,47.9%,38.8%,61.2%
616,1327579136,R. Halamicek,Ryan Halamicek,Halamicek,Ryan,P,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,L,R,17,328,1238,43.7%,20.7%,26.7%,52.7%,32.8%,67.2%,21.2%,23.3%,55.5%,31.3%,68.7%
617,1087388672,T. McGregor,Tristan McGregor,McGregor,Tristan,P,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,13,273,990,43.7%,24.2%,33.1%,42.7%,39.4%,60.6%,22.7%,20.4%,56.9%,32.7%,67.3%
618,1196797696,D. Lally Jr.,David Lally Jr.,Lally Jr.,David,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,15,328,1224,43.7%,46.7%,31.0%,22.4%,63.4%,36.6%,24.1%,21.2%,54.7%,34.9%,65.1%
619,1279324160,J. Ellwanger,James Ellwanger,Ellwanger,James,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,16,288,1196,43.7%,36.1%,24.2%,39.7%,48.7%,51.3%,31.3%,23.9%,44.8%,44.6%,55.4%
620,1623538787,C. Burke,Clayton Burke,Burke,Clayton,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,17,311,1213,43.6%,30.6%,27.1%,42.3%,44.4%,55.6%,17.1%,23.5%,59.4%,28.0%,72.0%
621,1492829743,C. Golden,Cooper Golden,Golden,Cooper,P,McNeese State University,MCNS,730285056,McNeese State,BBC,L,L,15,288,1021,43.6%,21.2%,30.7%,48.1%,35.4%,64.6%,26.9%,22.6%,50.6%,37.8%,62.2%
622,1128102459,D. Whitney,Dax Whitney,Whitney,Dax,P,Oregon State University,ORST,3111,Oregon State,BBC,R,R,17,330,1403,43.6%,44.3%,23.0%,32.7%,56.3%,43.7%,25.2%,27.9%,46.9%,39.7%,60.3%
623,1279325440,G. Gaeckle,Gabe Gaeckle,Gaeckle,Gabe,P,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,19,308,1255,43.5%,25.3%,24.5%,50.2%,37.3%,62.7%,20.8%,23.4%,55.8%,31.3%,68.8%
624,1128523264,C. Wylde,Connor Wylde,Wylde,Connor,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,L,L,16,292,1050,43.5%,27.0%,24.3%,48.7%,38.0%,62.0%,24.3%,23.1%,52.6%,34.9%,65.1%
625,1113138432,J. Steeber,Joe Steeber,Steeber,Joe,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,15,341,1092,43.5%,11.1%,25.1%,63.8%,20.9%,79.1%,23.5%,23.1%,53.3%,33.7%,66.3%
626,1136002048,J. Soberon,Joe Soberon,Soberon,Joe,P,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,14,290,1083,43.5%,27.1%,25.2%,47.7%,40.7%,59.3%,31.1%,24.5%,44.4%,43.4%,56.6%
627,1233795610,R. Cole,Ryan Cole,Cole,Ryan,P,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,14,297,1079,43.3%,32.5%,29.3%,38.2%,47.2%,52.8%,29.7%,21.7%,48.6%,40.5%,59.5%
628,1100716032,C. Marshburn,Connor Marshburn,Marshburn,Connor,P,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,15,322,1160,43.3%,20.2%,31.0%,48.9%,34.3%,65.7%,22.3%,19.3%,58.4%,31.1%,68.9%
629,1094204160,A. Jean,Antoine Jean,Jean,Antoine,P,University of Houston,HOU,3030,Houston,BBC,R,L,21,266,1109,43.2%,30.8%,22.5%,46.7%,42.3%,57.7%,27.8%,27.3%,44.8%,41.5%,58.5%
630,1341316352,R. Kittredge,Ryan Kittredge,Kittredge,Ryan,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,19,325,1215,43.2%,16.2%,25.4%,58.3%,27.3%,72.7%,25.6%,24.7%,49.7%,36.2%,63.8%
631,1133388800,R. Packard,Ryan Packard,Packard,Ryan,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,17,287,1077,43.2%,32.5%,29.9%,37.6%,47.1%,52.9%,24.5%,18.9%,56.6%,33.3%,66.7%
632,1283339776,E. Gibbons,Evan Gibbons,Gibbons,Evan,P,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,15,380,1338,43.2%,12.3%,25.9%,61.9%,23.9%,76.1%,25.4%,26.4%,48.2%,38.1%,61.9%
633,1258983680,M. Bayles,Max Bayles,Bayles,Max,P,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,15,299,1229,43.1%,29.3%,22.5%,48.2%,39.9%,60.1%,19.7%,25.2%,55.1%,30.5%,69.5%
634,1298785536,M. Kuhle,Max Kuhle,Kuhle,Max,P,James Madison University,JMU,730340096,James Madison,BBC,L,L,19,240,914,43.1%,24.7%,26.6%,48.7%,36.0%,64.0%,27.8%,26.7%,45.5%,39.7%,60.3%
635,1311153664,A. Herrmann,Andrew Herrmann,Herrmann,Andrew,P,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,L,18,329,1185,43.1%,25.6%,25.3%,49.1%,37.2%,62.8%,25.0%,24.0%,51.0%,36.0%,64.0%
636,1287368192,A. Savary,Aaron Savary,Savary,Aaron,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,15,342,1284,43.0%,30.5%,31.7%,37.7%,45.5%,54.5%,23.8%,20.1%,56.1%,33.1%,66.9%
637,1169302528,G. Grinsell,Grayson Grinsell,Grinsell,Grayson,P,University of Oregon,ORE,4807,Oregon,BBC,L,L,16,393,1586,43.0%,26.2%,25.0%,48.8%,38.3%,61.7%,25.0%,24.3%,50.8%,36.3%,63.7%
638,1237056768,C. Hansen,Cole Hansen,Hansen,Cole,P,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,14,312,1164,43.0%,26.3%,25.9%,47.8%,36.4%,63.6%,20.3%,22.8%,56.9%,29.5%,70.5%
639,1401671129,J. Tovar,Jesus Tovar,Tovar,Jesus,P,Texas State University,TXST,5420,Texas State,BBC,L,L,15,312,1180,43.0%,32.2%,26.2%,41.5%,44.4%,55.6%,22.6%,22.8%,54.5%,32.3%,67.7%
640,1069409302,Z. Danielson,Zane Danielson,Danielson,Zane,P,Fort Wayne,PFW,730231552,Fort Wayne,BBC,L,L,11,253,985,43.0%,27.9%,24.4%,47.8%,39.7%,60.3%,22.0%,19.4%,58.7%,30.6%,69.4%
641,1665927471,W. Magers,Wilson Magers,Magers,Wilson,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,16,314,1179,42.9%,32.6%,27.8%,39.5%,46.9%,53.1%,23.2%,21.8%,55.0%,33.2%,66.8%
642,1342168677,C. Scolari,Cal Scolari,Scolari,Cal,P,University of San Diego,USD,5320,San Diego,BBC,R,R,15,306,1305,42.9%,41.2%,26.2%,32.6%,55.8%,44.2%,22.7%,23.3%,54.1%,33.6%,66.4%
643,1328895488,K. OConnor,Kellen OConnor,OConnor,Kellen,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,L,16,300,1185,42.9%,27.9%,27.4%,44.7%,41.6%,58.4%,18.0%,21.7%,60.3%,26.3%,73.7%
643,1056444835,M. Smith,Mason Smith,Smith,Mason,P,Campbell University,CAMP,730187776,Campbell,BBC,R,R,14,286,1050,42.9%,27.4%,24.7%,47.9%,38.9%,61.1%,29.3%,22.5%,48.3%,40.3%,59.7%
645,1106733824,C. Roberts,Cole Roberts,Roberts,Cole,P,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,13,297,1077,42.8%,35.4%,29.7%,34.9%,51.7%,48.3%,16.5%,20.0%,63.5%,24.0%,76.0%
646,1150276096,C. Richter,Chase Richter,Richter,Chase,P,Arkansas State University,ARST,730290176,Arkansas State,BBC,L,L,28,228,864,42.8%,15.8%,20.3%,63.9%,25.0%,75.0%,29.2%,24.5%,46.4%,41.2%,58.8%
647,1580046011,E. Lay,Ethan Lay,Lay,Ethan,P,Sacramento State University,SAC,730293760,Sacramento State,BBC,L,R,14,320,1121,42.7%,29.9%,28.2%,41.8%,43.4%,56.6%,17.5%,22.0%,60.5%,28.6%,71.4%
648,1749819658,B. Kimball,Blake Kimball,Kimball,Blake,P,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,18,338,1219,42.6%,40.3%,26.3%,33.4%,54.1%,45.9%,19.6%,23.7%,56.7%,31.3%,68.8%
649,1288825344,N. Taylor,Nathan Taylor,Taylor,Nathan,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,R,15,373,1395,42.6%,26.4%,26.4%,47.2%,39.5%,60.5%,15.2%,24.1%,60.7%,25.1%,74.9%
650,1152901632,C. Keel,Christian Keel,Keel,Christian,P,Brown University,BRWN,730236160,Brown,BBC,R,R,14,266,1005,42.5%,31.6%,23.7%,44.7%,43.4%,56.6%,28.5%,25.1%,46.4%,41.0%,59.0%
651,1279708672,A. Boster,Aaron Boster,Boster,Aaron,P,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,L,15,303,1158,42.4%,26.4%,20.5%,53.1%,36.6%,63.4%,27.5%,21.8%,50.6%,38.0%,62.0%
652,1178715648,S. Heyman,Sam Heyman,Heyman,Sam,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,14,295,1023,42.4%,24.2%,28.2%,47.7%,37.1%,62.9%,35.1%,23.2%,41.7%,45.6%,54.4%
653,1092631296,B. Jones,Brady Jones,Jones,Brady,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,16,314,1197,42.4%,34.6%,29.2%,36.2%,47.4%,52.6%,24.9%,18.8%,56.3%,34.6%,65.4%
654,1092652800,J. Johnson,Jeb Johnson,Johnson,Jeb,P,Mercer University,MER,730240512,Mercer,BBC,R,R,21,270,993,42.3%,11.1%,24.7%,64.2%,21.9%,78.1%,23.5%,22.6%,54.0%,34.0%,66.0%
655,1102896128,J. Gonzalez,Jonathan Gonzalez,Gonzalez,Jonathan,P,Stetson University,STET,730261504,Stetson,BBC,L,L,15,373,1419,42.3%,13.9%,26.8%,59.3%,24.7%,75.3%,21.0%,22.2%,56.8%,31.2%,68.8%
656,1005138026,K. Davis,Kanious Davis,Davis,Kanious,P,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,15,300,815,42.3%,30.5%,23.9%,45.6%,43.4%,56.6%,23.4%,14.8%,61.8%,30.5%,69.5%
657,1281584640,D. Gonzalez,Daniel Gonzalez,Gonzalez,Daniel,P,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,13,241,946,42.3%,34.4%,26.2%,39.3%,49.1%,50.9%,20.5%,22.4%,57.1%,31.5%,68.5%
658,1279310848,L. Stump,Landon Stump,Stump,Landon,P,UCLA,UCLA,5048,UCLA,BBC,R,R,18,344,1314,42.3%,40.0%,25.5%,34.6%,52.1%,47.9%,24.4%,24.3%,51.3%,34.7%,65.3%
659,1100466176,J. Mitrovich,Justin Mitrovich,Mitrovich,Justin,P,Elon University,ELON,730252544,Elon,BBC,R,R,15,376,1386,42.3%,33.6%,27.6%,38.8%,47.3%,52.7%,24.0%,23.0%,53.0%,35.1%,64.9%
660,1238136064,K. Barr,Kurt Barr,Barr,Kurt,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,16,323,1181,42.3%,32.5%,24.7%,42.8%,43.6%,56.4%,21.0%,24.6%,54.4%,33.2%,66.8%
661,1195586304,E. Chaffee,Evan Chaffee,Chaffee,Evan,P,St. John's University (NY),SJU,4285,St. John's,BBC,L,L,14,309,1212,42.2%,32.8%,26.5%,40.7%,45.5%,54.5%,27.3%,19.6%,53.2%,35.4%,64.6%
662,1342169627,R. Piech,Ryan Piech,Piech,Ryan,P,Xavier University,XAV,5464,Xavier,BBC,R,R,14,270,1170,42.2%,47.2%,21.4%,31.4%,58.7%,41.3%,22.0%,32.3%,45.7%,35.8%,64.2%
663,1129687636,G. Garman,Grant Garman,Garman,Grant,P,Oakland University,OAK,5386,Oakland,BBC,L,L,15,370,1405,42.1%,31.4%,25.4%,43.2%,43.8%,56.2%,27.4%,22.3%,50.3%,38.2%,61.8%
664,1237048064,S. Simon,Sam Simon,Simon,Sam,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,13,268,970,42.0%,39.6%,26.9%,33.4%,52.3%,47.7%,24.5%,21.0%,54.5%,33.5%,66.5%
665,1310641921,G. Jones,Gavin Jones,Jones,Gavin,P,Kent State University,KENT,730315008,Kent State,BBC,R,R,15,331,1160,42.0%,27.7%,26.4%,45.9%,39.8%,60.2%,24.8%,19.8%,55.4%,34.0%,66.0%
666,1760692530,A. Kribbs,Andrew Kribbs,Kribbs,Andrew,P,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,16,285,1052,42.0%,25.6%,26.3%,48.1%,38.5%,61.5%,25.2%,23.1%,51.6%,36.4%,63.6%
667,1162504960,D. Case,David Case,Case,David,P,University of Memphis,MEM,730172160,Memphis,BBC,L,L,14,295,1135,41.9%,31.9%,25.9%,42.2%,44.4%,55.6%,20.2%,25.0%,54.9%,33.6%,66.4%
668,1236290816,A. Haugh,Aidan Haugh,Haugh,Aidan,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,17,333,1354,41.9%,23.8%,25.0%,51.2%,34.8%,65.2%,22.3%,24.9%,52.8%,33.8%,66.2%
669,1330730752,D. Vigue,Dylan Vigue,Vigue,Dylan,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,16,269,1028,41.9%,15.8%,28.8%,55.5%,28.4%,71.6%,26.9%,20.2%,52.9%,37.0%,63.0%
670,1196798720,C. Keshock,Cameron Keshock,Keshock,Cameron,P,Samford University,SAM,730386432,Samford,BBC,R,R,15,366,1325,41.8%,15.7%,29.0%,55.3%,28.4%,71.6%,34.6%,20.1%,45.3%,44.6%,55.4%
671,1216810752,J. Harris,Jaden Harris,Harris,Jaden,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,17,301,1128,41.7%,19.9%,24.7%,55.4%,31.1%,68.9%,28.9%,22.4%,48.7%,40.0%,60.0%
672,1230322309,D. Wright,Davis Wright,Wright,Davis,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,L,15,383,1500,41.7%,45.0%,27.5%,27.4%,58.3%,41.7%,22.5%,21.5%,56.0%,32.9%,67.1%
673,1521776654,G. Kuzniewski,Gavin Kuzniewski,Kuzniewski,Gavin,P,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,18,266,1027,41.6%,34.0%,27.0%,38.9%,47.9%,52.1%,24.4%,26.8%,48.8%,37.2%,62.8%
674,1897229556,G. Thompson,Gavin Thompson,Thompson,Gavin,P,Bradley University,BRAD,730253312,Bradley,BBC,R,R,18,281,965,41.4%,30.0%,31.5%,38.5%,47.9%,52.1%,17.3%,19.7%,63.0%,27.2%,72.8%
675,1142994176,L. Peterson,Liam Peterson,Peterson,Liam,P,University of Florida,FLA,730168320,Florida,BBC,R,R,16,305,1262,41.3%,28.7%,26.1%,45.3%,41.2%,58.8%,22.7%,26.2%,51.2%,34.8%,65.2%
676,1204042240,H. Elliott,Hunter Elliott,Elliott,Hunter,P,University of Mississippi,MISS,5322,Ole Miss,BBC,L,L,17,361,1474,41.3%,41.8%,26.3%,31.9%,56.1%,43.9%,29.5%,23.9%,46.6%,41.2%,58.8%
677,1310349568,H. Bodendorf,Harrison Bodendorf,Bodendorf,Harrison,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,L,17,377,1520,41.3%,21.1%,26.9%,52.0%,33.0%,67.0%,19.8%,20.9%,59.2%,28.7%,71.3%
678,1026778788,A. Gonzalez,Andres Gonzalez,Gonzalez,Andres,P,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,19,302,1150,41.1%,45.1%,25.6%,29.3%,59.0%,41.0%,24.3%,24.4%,51.3%,35.7%,64.3%
679,1093144320,S. Cash,Steven Cash,Cash,Steven,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,L,16,366,1352,41.1%,21.3%,26.5%,52.2%,33.4%,66.6%,19.5%,22.4%,58.0%,31.0%,69.0%
680,1227145728,B. Gomez,Brandon Gomez,Gomez,Brandon,P,Santa Clara University,SCU,730297600,Santa Clara,BBC,L,L,15,322,1288,41.0%,24.9%,26.3%,48.9%,37.7%,62.3%,21.0%,25.3%,53.7%,32.3%,67.7%
681,1656400118,C. Crossland,Cade Crossland,Crossland,Cade,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,L,16,316,1293,40.9%,30.4%,25.5%,44.0%,43.5%,56.5%,21.7%,24.9%,53.4%,32.4%,67.6%
682,1195612672,B. Pruett,Brad Pruett,Pruett,Brad,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,28,285,1130,40.7%,30.0%,24.2%,45.8%,42.4%,57.6%,22.1%,22.7%,55.2%,32.9%,67.1%
683,1179432448,D. Delvecchio,Dylan Delvecchio,Delvecchio,Dylan,P,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,L,L,18,311,1173,40.6%,15.3%,24.1%,60.7%,26.5%,73.5%,26.4%,20.1%,53.5%,35.4%,64.6%
684,1310868737,C. McGarrh,Cade McGarrh,McGarrh,Cade,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,R,15,342,1219,40.6%,17.4%,24.0%,58.6%,30.2%,69.8%,26.2%,22.7%,51.1%,37.5%,62.5%
685,1299957248,J. Ackerman,Jess Ackerman,Ackerman,Jess,P,Mercer University,MER,730240512,Mercer,BBC,L,L,18,315,1270,40.5%,36.5%,23.6%,39.9%,48.6%,51.4%,21.9%,22.5%,55.7%,32.0%,68.0%
686,1297496064,I. Fix,Isaac Fix,Fix,Isaac,P,Davidson College,DAV,730363136,Davidson,BBC,R,L,16,334,1275,40.5%,22.2%,24.8%,53.0%,33.0%,67.0%,27.9%,20.4%,51.7%,37.1%,62.9%
687,1077994240,J. Katz,Josh Katz,Katz,Josh,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,13,227,837,40.0%,28.2%,23.8%,48.0%,41.2%,58.8%,26.8%,19.7%,53.5%,35.8%,64.2%
688,1153452544,J. Logar,Jackson Logar,Logar,Jackson,P,James Madison University,JMU,730340096,James Madison,BBC,R,R,15,336,1334,40.0%,21.1%,25.9%,53.0%,32.5%,67.5%,25.8%,19.8%,54.4%,35.0%,65.0%
689,1212105985,C. Van Assen,Cole Van Assen,Van Assen,Cole,P,Purdue University,PUR,730353152,Purdue,BBC,R,R,15,297,1037,39.9%,11.9%,25.4%,62.7%,20.9%,79.1%,23.5%,21.2%,55.3%,33.8%,66.2%
690,1507662845,T. Brooks,Ty Brooks,Brooks,Ty,P,Indiana State University,INST,730350080,Indiana State,BBC,R,R,17,258,904,39.9%,11.5%,24.5%,64.1%,21.5%,78.5%,21.6%,21.0%,57.4%,31.4%,68.6%
691,1408559031,L. Kinneen,Liam Kinneen,Kinneen,Liam,P,Princeton University,PRIN,730198784,Princeton,BBC,R,R,11,238,939,39.7%,51.6%,22.8%,25.7%,64.6%,35.4%,26.0%,25.6%,48.4%,37.9%,62.1%
692,1100119040,P. Gubler,Payton Gubler,Gubler,Payton,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,12,264,963,39.6%,28.4%,26.2%,45.4%,42.0%,58.0%,27.3%,21.8%,50.9%,39.3%,60.7%
693,1190568448,T. McKee,Tate McKee,McKee,Tate,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,16,362,1418,37.9%,11.3%,21.4%,67.3%,20.0%,80.0%,22.5%,20.4%,57.1%,31.9%,68.1%
694,1328495337,L. Trout,Luke Trout,Trout,Luke,P,Brown University,BRWN,730236160,Brown,BBC,R,R,11,221,874,37.1%,25.9%,24.3%,49.8%,37.1%,62.9%,21.9%,22.0%,56.1%,32.1%,67.9%
695,1263954688,J. Ford,Jermel Ford,Ford,Jermel,TWP,Alcorn State University,ALCN,5376,Alcorn State,BBC,L,L,14,322,839,36.7%,36.1%,25.2%,38.8%,49.0%,51.0%,21.1%,21.8%,57.1%,27.9%,72.1%
