Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,P,InZone%,High%,VMid%,Low%,UpHalf%,LowHalf%,Inside%,HMid%,Outside%,InHalf%,OutHalf%
229,1142967552,J. DeCastro,Justin DeCastro,DeCastro,Justin,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,15,405,1266,50.5%,44.1%,29.7%,26.2%,59.2%,40.8%,26.7%,24.2%,49.1%,38.0%,62.0%
230,1016358398,B. Bouchard,Brady Bouchard,Bouchard,Brady,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,18,288,1024,50.4%,25.7%,34.3%,40.1%,40.9%,59.1%,24.9%,24.5%,50.6%,35.8%,64.2%
231,1220541184,H. Cain,Harry Cain,Cain,Harry,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,19,277,1075,50.3%,41.0%,28.1%,30.9%,56.0%,44.0%,29.2%,26.9%,43.9%,43.3%,56.7%
232,1308181507,B. Miller,Brady Miller,Miller,Brady,P,Boston College,BC,227,Boston College,BBC,R,L,16,265,955,50.3%,28.9%,35.7%,35.4%,44.9%,55.1%,22.1%,26.6%,51.3%,34.5%,65.5%
233,1769907041,B. Loeger,Bryce Loeger,Loeger,Bryce,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,12,229,844,50.3%,28.3%,32.6%,39.1%,45.2%,54.8%,23.5%,21.2%,55.3%,34.1%,65.9%
234,1296180224,L. Schmidt,Logan Schmidt,Schmidt,Logan,P,Xavier University,XAV,5464,Xavier,BBC,R,R,19,298,1135,50.3%,34.7%,33.2%,32.1%,51.9%,48.1%,21.9%,25.7%,52.3%,33.9%,66.1%
235,1312690944,R. Eikhoff,Riley Eikhoff,Eikhoff,Riley,P,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,17,370,1228,50.3%,9.4%,30.5%,60.1%,21.8%,78.2%,26.3%,26.1%,47.6%,38.6%,61.4%
236,1255332608,G. Ahern,Garrett Ahern,Ahern,Garrett,P,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,15,360,1340,50.3%,34.9%,32.5%,32.6%,52.3%,47.7%,25.5%,24.8%,49.7%,37.9%,62.1%
237,1950260205,M. Diforte,Michael Diforte,Diforte,Michael,P,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,16,289,876,50.2%,23.5%,32.3%,44.2%,38.7%,61.3%,29.0%,22.9%,48.1%,40.1%,59.9%
238,1311551232,C. OHara,Connor OHara,OHara,Connor,P,George Mason University,GMU,730265088,George Mason,BBC,R,R,17,374,1377,50.2%,19.2%,31.0%,49.8%,32.9%,67.1%,28.8%,25.2%,46.0%,40.2%,59.8%
239,1111554816,Z. Royse,Zach Royse,Royse,Zach,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,19,418,1531,50.1%,28.1%,28.1%,43.8%,41.2%,58.8%,22.9%,27.8%,49.3%,35.8%,64.2%
240,1277191168,M. Dalquist,Matthew Dalquist,Dalquist,Matthew,P,UC San Diego,UCSD,730348032,UC San Diego,BBC,S,R,14,347,1263,50.1%,22.4%,31.2%,46.5%,36.5%,63.5%,18.7%,25.1%,56.2%,29.1%,70.9%
241,1184457216,S. Dutton,Samuel Dutton,Dutton,Samuel,P,Auburn University,AUB,5466,Auburn,BBC,L,R,16,354,1373,50.1%,34.0%,27.6%,38.4%,47.5%,52.5%,25.8%,25.9%,48.4%,37.7%,62.3%
242,1092684544,M. Heer,Mitchell Heer,Heer,Mitchell,P,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,12,274,959,50.1%,30.3%,31.7%,38.0%,45.4%,54.6%,23.4%,25.6%,51.0%,35.3%,64.7%
243,1643596490,N. Mertens,Nathan Mertens,Mertens,Nathan,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,15,315,1085,50.1%,33.7%,28.7%,37.6%,48.8%,51.2%,20.6%,29.7%,49.7%,32.7%,67.3%
244,1185610753,D. Fritton,Dom Fritton,Fritton,Dom,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,17,389,1589,50.1%,38.8%,27.3%,33.8%,51.8%,48.2%,29.9%,29.9%,40.2%,45.1%,54.9%
245,1481247285,R. Borberg,Ryan Borberg,Borberg,Ryan,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,16,342,1234,50.0%,26.4%,30.7%,42.9%,41.0%,59.0%,30.9%,23.1%,46.1%,43.1%,56.9%
246,1198512384,J. Wells,Jackson Wells,Wells,Jackson,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,17,390,1546,50.0%,30.0%,28.2%,41.8%,43.2%,56.8%,23.8%,30.9%,45.2%,40.5%,59.5%
247,1318761728,G. Yawn,Garrett Yawn,Yawn,Garrett,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,16,459,1738,50.0%,35.8%,26.4%,37.7%,48.5%,51.5%,29.9%,27.0%,43.1%,43.3%,56.7%
248,1130372096,C. Harris,Connor Harris,Harris,Connor,P,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,15,327,1161,50.0%,41.2%,27.4%,31.4%,55.8%,44.2%,25.7%,28.5%,45.7%,38.6%,61.4%
248,1342168472,T. Williams,Tyrell Williams,Williams,Tyrell,P,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,16,249,948,50.0%,35.4%,32.0%,32.6%,51.8%,48.2%,21.6%,25.8%,52.6%,34.1%,65.9%
250,1611658868,M. Rabayda,Mike Rabayda,Rabayda,Mike,P,Fordham University,FOR,730324992,Fordham,BBC,R,R,15,382,1382,50.0%,31.0%,29.7%,39.3%,45.2%,54.8%,23.3%,24.0%,52.7%,34.8%,65.2%
251,1208166656,L. Harrison,Luke Harrison,Harrison,Luke,P,University of Texas,TEX,245,Texas,BBC,L,L,15,315,1151,50.0%,28.6%,34.1%,37.3%,44.7%,55.3%,28.6%,22.0%,49.4%,40.0%,60.0%
252,1604541126,T. Hillen,Trent Hillen,Hillen,Trent,P,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,14,349,1239,50.0%,24.5%,24.9%,50.6%,35.6%,64.4%,22.8%,23.2%,54.0%,34.2%,65.8%
253,1238212096,J. Tollett,JR Tollett,Tollett,JR,P,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,17,328,1103,50.0%,19.9%,25.7%,54.4%,33.1%,66.9%,29.5%,24.1%,46.3%,41.9%,58.1%
254,1207489536,C. Monke,Carter Monke,Monke,Carter,P,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,17,271,864,49.9%,29.9%,29.2%,40.9%,46.0%,54.0%,27.5%,25.4%,47.1%,39.4%,60.6%
255,1357310320,J. Marciano,Jake Marciano,Marciano,Jake,P,Virginia Tech,VT,2293,Virginia Tech,BBC,L,L,15,278,1085,49.9%,44.4%,29.6%,25.9%,61.7%,38.3%,27.7%,25.8%,46.5%,39.9%,60.1%
256,1281671425,R. Bertram,Reid Bertram,Bertram,Reid,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,L,L,17,275,994,49.9%,27.0%,30.3%,42.7%,41.8%,58.2%,27.0%,22.7%,50.3%,36.8%,63.2%
257,1340724736,R. Rivera,Reagan Rivera,Rivera,Reagan,P,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,15,369,1388,49.9%,28.4%,29.7%,41.9%,43.4%,56.6%,24.4%,29.5%,46.1%,38.9%,61.1%
258,1568921580,B. Cassedy,Brandon Cassedy,Cassedy,Brandon,P,George Mason University,GMU,730265088,George Mason,BBC,R,R,16,359,1318,49.9%,35.8%,26.8%,37.4%,50.7%,49.3%,27.0%,26.6%,46.4%,39.8%,60.2%
259,1254299136,J. Flora,Jackson Flora,Flora,Jackson,P,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,13,309,1204,49.9%,39.0%,30.5%,30.5%,55.1%,44.9%,24.4%,24.8%,50.7%,36.6%,63.4%
260,1311043840,P. Consigli,Peyton Consigli,Consigli,Peyton,P,Canisius College,CAN,730218752,Canisius,BBC,L,R,13,290,1014,49.9%,23.1%,34.2%,42.7%,37.8%,62.2%,17.1%,25.1%,57.8%,29.7%,70.3%
261,1273112064,D. Beckner,Drew Beckner,Beckner,Drew,P,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,L,L,15,372,1471,49.9%,23.6%,31.0%,45.3%,36.9%,63.1%,20.3%,27.8%,51.9%,34.2%,65.8%
262,1317943808,R. Ramos,Rigo Ramos,Ramos,Rigo,P,Lipscomb University,LIP,730307072,Lipscomb,BBC,L,L,15,288,1108,49.8%,39.6%,25.1%,35.2%,51.1%,48.9%,33.2%,27.6%,39.2%,45.5%,54.5%
263,1260237537,J. Ohman,Jack Ohman,Ohman,Jack,P,Yale University,YALE,730334464,Yale,BBC,L,R,12,288,1139,49.8%,33.3%,26.7%,39.9%,48.0%,52.0%,23.8%,29.1%,47.1%,37.5%,62.5%
264,1341380352,R. Martinez,Ryan Martinez,Martinez,Ryan,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,14,375,1297,49.8%,12.0%,32.7%,55.3%,24.1%,75.9%,18.3%,24.2%,57.5%,28.7%,71.3%
265,1192860928,J. Phipps,Jackson Phipps,Phipps,Jackson,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,L,15,326,1257,49.8%,46.6%,25.1%,28.4%,58.9%,41.1%,31.5%,26.3%,42.2%,43.5%,56.5%
266,1738764358,L. Mack,Landon Mack,Mack,Landon,P,Rutgers University,RUTG,730229248,Rutgers,BBC,S,R,15,340,1223,49.8%,29.7%,30.2%,40.1%,44.8%,55.2%,24.4%,23.2%,52.4%,35.4%,64.6%
267,1317475840,C. Wade,Crawford Wade,Wade,Crawford,P,Northwestern University,NW,730247680,Northwestern,BBC,L,L,18,320,1186,49.7%,31.2%,26.1%,42.7%,44.1%,55.9%,31.3%,29.5%,39.1%,44.7%,55.3%
268,1326983680,K. Echeman,Kaden Echeman,Echeman,Kaden,P,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,12,244,1034,49.7%,35.2%,28.4%,36.3%,47.7%,52.3%,29.2%,25.1%,45.7%,41.2%,58.8%
269,1162317568,K. Johnson,Keegan Johnson,Johnson,Keegan,P,Ball State University,BALL,730195456,Ball State,BBC,L,L,14,317,1289,49.7%,22.6%,26.3%,51.1%,34.7%,65.3%,32.7%,23.7%,43.5%,43.2%,56.8%
270,1436932267,C. White,Carter White,White,Carter,P,Northwestern State University,NWST,730255872,Northwestern State,BBC,L,L,19,249,861,49.7%,15.3%,25.5%,59.2%,24.7%,75.3%,23.0%,25.8%,51.2%,33.4%,66.6%
271,1314894592,C. Fink,Carter Fink,Fink,Carter,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,16,335,1243,49.6%,34.4%,32.7%,32.9%,50.3%,49.7%,27.1%,20.7%,52.2%,37.2%,62.8%
272,1200305920,R. Peterson,Ryan Peterson,Peterson,Ryan,P,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,14,351,1298,49.6%,32.0%,31.0%,37.1%,46.5%,53.5%,25.7%,24.1%,50.1%,36.3%,63.7%
273,1311140864,B. Pendley,Brady Pendley,Pendley,Brady,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,16,289,1041,49.6%,33.5%,27.7%,38.8%,46.9%,53.1%,28.3%,28.8%,42.8%,42.8%,57.2%
274,1310530560,J. Core,Joel Core,Core,Joel,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,15,333,1225,49.6%,18.7%,24.8%,56.4%,30.0%,70.0%,20.7%,21.5%,57.7%,29.8%,70.2%
275,1310369536,B. Peterson,Brandon Peterson,Peterson,Brandon,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,L,R,15,286,1078,49.6%,28.1%,32.7%,39.2%,42.6%,57.4%,16.6%,30.0%,53.4%,32.1%,67.9%
276,1099692544,G. Floyd,George Derrick Floyd,Floyd,George Derrick,P,The Citadel,CIT,730366720,The Citadel,BBC,L,L,14,317,1095,49.6%,23.0%,32.7%,44.2%,37.1%,62.9%,21.3%,28.1%,50.6%,33.0%,67.0%
277,1201255936,T. Conklin,Tyler Conklin,Conklin,Tyler,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,11,268,991,49.6%,24.1%,28.1%,47.9%,39.2%,60.8%,15.6%,25.3%,59.1%,27.4%,72.6%
278,1311025920,J. Thomas,Jackson Thomas,Thomas,Jackson,P,University of Washington,WASH,3110,Washington,BBC,R,R,15,325,1195,49.6%,32.2%,27.4%,40.4%,45.3%,54.7%,26.2%,27.6%,46.1%,38.6%,61.4%
279,1822252575,R. Parker,Ryan Parker,Parker,Ryan,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,15,287,1027,49.5%,24.5%,26.8%,48.7%,36.3%,63.7%,22.7%,22.0%,55.4%,33.0%,67.0%
280,1200193536,W. Walsh,Will Walsh,Walsh,Will,P,University of Nebraska,NEB,4865,Nebraska,BBC,R,L,17,314,1108,49.5%,23.0%,30.0%,47.0%,37.9%,62.1%,26.7%,24.9%,48.4%,39.5%,60.5%
281,1225968640,B. Moore,Ben Moore,Moore,Ben,P,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,16,309,1188,49.4%,28.5%,27.2%,44.3%,43.5%,56.5%,28.3%,26.6%,45.1%,41.8%,58.2%
282,1152936192,I. Lyon,Isaac Lyon,Lyon,Isaac,P,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,15,392,1425,49.4%,15.1%,34.2%,50.6%,31.3%,68.7%,23.7%,21.3%,55.0%,34.7%,65.3%
283,1254189056,N. Rizzo,Nicholas Rizzo,Rizzo,Nicholas,P,Stony Brook University,STON,730249984,Stony Brook,BBC,L,L,19,259,953,49.4%,28.8%,28.1%,43.2%,43.3%,56.7%,30.4%,25.4%,44.2%,42.9%,57.1%
284,1155642112,N. Deschryver,Nate Deschryver,Deschryver,Nathan,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,16,282,1155,49.4%,39.2%,28.5%,32.3%,54.8%,45.2%,25.5%,24.8%,49.7%,36.9%,63.1%
285,1311168256,F. Ciccone,Frank Ciccone,Ciccone,Frank,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,14,331,1193,49.4%,31.7%,27.6%,40.7%,44.8%,55.2%,30.0%,23.1%,46.8%,42.6%,57.4%
286,1310380288,B. Poynter,Bradley Poynter,Poynter,Bradley,P,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,14,287,915,49.4%,30.4%,32.7%,36.8%,45.4%,54.6%,24.1%,24.3%,51.6%,37.0%,63.0%
287,1198583040,C. Powers,Callen Powers,Powers,Callen,P,University of Massachusetts,MASS,5451,UMass,BBC,R,R,14,338,1245,49.4%,38.2%,31.9%,30.0%,52.7%,47.3%,24.7%,25.2%,50.1%,36.8%,63.2%
