Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,G,GS,W,L,QS,SV,IP,H,ER,R,ER/G,R/G,BB,K,HR,ERA,FIP,WHIP,K/9,BB/9,K/BB,HR/9,IP/G
2862,1157547264,C. Quagliano,Coltin Quagliano,Quagliano,Coltin,2B,University of Illinois,ILL,730163456,Illinois,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1158049024,D. Westcott,Drake Westcott,Westcott,Drake,1B,University of Illinois,ILL,730163456,Illinois,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1211548416,J. Schroeder,Jacob Schroeder,Schroeder,Jacob,C,University of Illinois,ILL,730163456,Illinois,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1226688256,J. Jaconski,Joe Jaconski,Jaconski,Joe,2B,Penn State University,PSU,5326,Penn State,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1251438592,R. Moerman,Ryan Moerman,Moerman,Ryan,LF,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1310816768,B. Marsh,Bobby Marsh,Marsh,Bobby,P,University of Miami,MIA,236,Miami,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1334315264,M. Maloney,Matt Maloney,Maloney,Matt,C,Penn State University,PSU,5326,Penn State,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1075201536,C. Smith,Christian Smith,Smith,Christian,LF,High Point University,HP,730321152,High Point,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1162537472,G. Bennett,Gavin Bennett,Bennett,Gavin,P,University of Illinois,ILL,730163456,Illinois,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1167171328,R. Reeder,Reagan Reeder,Reeder,Reagan,1B,University of Illinois,ILL,730163456,Illinois,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1205587200,N. Varon,Nick Varon,Varon,Nick,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1207825152,C. Jennings,Collin Jennings,Jennings,Collin,RF,University of Illinois,ILL,730163456,Illinois,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1207923712,C. Parcell,Charlie Parcell,Parcell,Charlie,CF,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1251444480,J. Gauthier,JP Gauthier,Gauthier,JP,RF,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,18,1,0,0,0,0,0,1.0,3,1,2,1.00,2.00,0,0,1,9.00,16.18,3.00,0.00,0.00,-,9.00,1.0
2862,1304426752,C. Cepicky,CJ Cepicky,Cepicky,CJ,RF,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1336580864,C. Cohn,Cooper Cohn,Cohn,Cooper,3B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1114209536,C. Lutes,Conner Lutes,Lutes,Conner,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,200,9,0,0,0,0,1,7.0,13,14,14,1.56,1.56,9,8,0,18.00,7.32,3.14,10.29,11.57,0.89,0.00,0.2
2862,1188253184,A. Day,Alex Day,Day,Alex,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,332,15,0,1,0,0,0,15.0,22,15,16,1.00,1.07,11,13,2,9.00,5.98,2.20,7.80,6.60,1.18,1.20,1.0
2862,1100332032,K. Alexander,Kyree Alexander,Alexander,Kyree,3B,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1179711232,T. Leon,Trevor Leon,Leon,Trevor,SS,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1198819328,C. Hege,Chris Hege,Hege,Chris,2B,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1199283456,J. Jang,Justin Jang,Jang,Justin,C,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1201260544,S. Reed,Sam Reed,Reed,Sam,P,University of Illinois,ILL,730163456,Illinois,BBC,L,L,677,18,0,3,1,0,0,33.2,48,33,36,1.83,2.00,22,31,8,8.82,6.56,2.08,8.29,5.88,1.41,2.14,2.0
2862,1238097920,B. Lummus,Brock Lummus,Lummus,Brock,C,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1251438848,E. Clark,Evan Clark,Clark,Evan,P,University of Illinois,ILL,730163456,Illinois,BBC,L,L,368,17,0,1,0,0,0,17.0,25,22,24,1.29,1.41,14,18,2,11.65,5.94,2.29,9.53,7.41,1.29,1.06,1.0
2862,1309500416,G. Palmer,Grant Palmer,Palmer,Grant,CF,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1334264576,M. Telford,Mason Telford,Telford,Mason,P,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,262,18,0,0,2,0,0,16.1,22,16,19,0.89,1.06,9,8,5,8.82,8.38,1.90,4.41,4.96,0.89,2.76,1.0
2862,1341342976,J. Horn,Jackson Horn,Horn,Jackson,2B,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1132728576,M. Graveline,Matthew Graveline,Graveline,Matthew,LF,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1143098624,R. Miller,Ryan Miller,Miller,Ryan,1B,The Ohio State University,OSU,4144,Ohio State,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1207754240,T. Pettorini,Tyler Pettorini,Pettorini,Tyler,2B,The Ohio State University,OSU,4144,Ohio State,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1237410560,J. Stevenson,Josh Stevenson,Stevenson,Josh,CF,University of South Alabama,USA,730298880,South Alabama,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1245180416,N. Giamarusti,Nick Giamarusti,Giamarusti,Nick,LF,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1260798720,H. Kaczmar,Henry Kaczmar,Kaczmar,Henry,SS,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1278153216,B. Wilmes,Ben Wilmes,Wilmes,Ben,LF,University of Iowa,IOWA,1232,Iowa,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1287363072,R. Moore,Reese Moore,Moore,Reese,C,University of Iowa,IOWA,1232,Iowa,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1287366144,G. Mitchell,Gable Mitchell,Mitchell,Gable,SS,University of Iowa,IOWA,1232,Iowa,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1321145600,A. Nelson,Andy Nelson,Nelson,Andy,2B,University of Iowa,IOWA,1232,Iowa,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1080158720,S. Hart,Sam Hart,Hart,Sam,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,258,15,0,0,0,0,0,13.2,9,12,13,0.80,0.87,10,17,1,7.90,4.93,1.39,11.20,6.59,1.70,0.66,1.0
2862,1228393216,C. Hennings,Connor Hennings,Hennings,Connor,LF,University of Iowa,IOWA,1232,Iowa,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1310410752,A. Watts,Anthony Watts,Watts,Anthony,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,698,24,0,4,4,0,2,40.0,26,21,23,0.88,0.96,19,45,5,4.72,4.43,1.13,10.13,4.28,2.37,1.13,1.2
2862,1310808576,K. Strohmeyer,Kellen Strohmeyer,Strohmeyer,Kellen,RF,University of Iowa,IOWA,1232,Iowa,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1173783296,A. Steele,Anthony Steele,Steele,Anthony,P,Penn State University,PSU,5326,Penn State,BBC,L,L,760,26,0,0,1,0,2,40.2,38,16,22,0.62,0.85,22,49,3,3.54,3.79,1.48,10.84,4.87,2.23,0.66,1.2
2862,1196805120,D. Cease,Derek Cease,Cease,Derek,2B,Penn State University,PSU,5326,Penn State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1263381248,C. Caruso,Cole Caruso,Caruso,Cole,3B,University of Michigan,MICH,2290,Michigan,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1289244160,J. Kim,Jonathan Kim,Kim,Jonathan,RF,University of Michigan,MICH,2290,Michigan,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1289245184,M. Voit,Mitch Voit,Voit,Mitch,2B,University of Michigan,MICH,2290,Michigan,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1310619904,C. Priest,Collin Priest,Priest,Collin,1B,Clemson University,CLEM,730358784,Clemson,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1134514432,N. McCarthy,Nolan McCarthy,McCarthy,Nolan,CF,University of Georgia,UGA,226,Georgia,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1142436096,D. Burkes,Devin Burkes,Burkes,Devin,C,University of Kentucky,UK,5362,Kentucky,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1297585152,J. McCoy,James McCoy,McCoy,James,TWP,University of Kentucky,UK,5362,Kentucky,BBC,S,R,220,13,0,1,2,0,3,14.2,15,4,4,0.31,0.31,3,7,2,2.45,4.61,1.23,4.30,1.84,2.33,1.23,1.0
2862,1092627968,D. Gierer,Daniel Gierer,Gierer,Daniel,CF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1104565248,C. Hawkins,Colin Hawkins,Hawkins,Colin,P,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,L,L,516,26,0,3,1,0,1,30.0,31,16,16,0.62,0.62,20,25,5,4.80,6.08,1.70,7.50,6.00,1.25,1.50,1.0
2862,1139944960,R. Niedzwiedz,Ryan Niedzwiedz,Niedzwiedz,Ryan,1B,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1174499072,Z. Gould,Zak Gould,Gould,Zak,P,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,310,15,0,0,1,0,0,16.1,29,20,21,1.33,1.40,5,8,4,11.02,7.04,2.08,4.41,2.76,1.60,2.20,1.0
2862,1213027329,E. Willoughby,Ethan Willoughby,Willoughby,Ethan,3B,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1238969088,C. Bloomer,Chase Bloomer,Bloomer,Chase,SS,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1272023040,J. Stallcup,John Stallcup,Stallcup,John,C,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1310808320,G. Franck,Gage Franck,Franck,Gage,CF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1310834176,M. Mitchell,Mack Mitchell,Mitchell,Mack,2B,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1174670336,T. Gill,Ty Gill,Gill,Ty,2B,Purdue University,PUR,730353152,Purdue,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1276600320,A. Cook,Avery Cook,Cook,Avery,P,Purdue University,PUR,730353152,Purdue,BBC,R,R,718,28,0,3,2,0,9,42.0,40,21,23,0.75,0.82,18,40,4,4.50,4.65,1.38,8.57,3.86,2.22,0.86,1.2
2862,1287380992,B. Nowik,Breck Nowik,Nowik,Breck,1B,Purdue University,PUR,730353152,Purdue,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1334935552,L. Gaffney,Luke Gaffney,Gaffney,Luke,1B,Clemson University,CLEM,730358784,Clemson,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1099921152,T. Gollert,Taeg Gollert,Gollert,Taeg,1B,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1100339968,V. Gohlke,Vincent Gohlke,Gohlke,Vincent,P,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,L,L,154,6,0,0,0,0,0,4.1,13,12,15,2.00,2.50,11,1,1,24.92,14.02,5.54,2.08,22.85,0.09,2.08,0.2
2862,1167235840,C. Bogenpohl,Caden Bogenpohl,Bogenpohl,Caden,CF,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1202704384,N. Rodriguez,Nick Rodriguez,Rodriguez,Nick,2B,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1205058816,Z. Stewart,Zack Stewart,Stewart,Zack,RF,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1230501376,T. Epstein,Tyler Epstein,Epstein,Tyler,SS,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1090062592,J. Gregson,JD Gregson,Gregson,JD,C,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1100792832,J. Lucky,Jaylon Lucky,Lucky,Jaylon,LF,Southern University,SOU,4767,Southern,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1108743424,K. Hopson,Kameron Hopson,Hopson,Kameron,P,Alcorn State University,ALCN,5376,Alcorn State,BBC,L,L,15,1,0,0,0,0,0,0.0,0,3,3,3.00,3.00,3,0,0,-,-,-,-,-,0.00,-,0.0
2862,1111340544,E. Mendoza,Edward Mendoza,Mendoza,Edward,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,160,7,0,0,0,0,0,8.1,8,6,7,0.86,1.00,7,3,2,6.48,8.82,1.80,3.24,7.56,0.43,2.16,1.1
2862,1115842560,B. Martin,Ben Martin,Martin,Ben,2B,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1126687488,G. Caston,Gavin Caston,Caston,Gavin,RF,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1126689024,N. Gamez,Nathan Gamez,Gamez,Nathan,3B,Alcorn State University,ALCN,5376,Alcorn State,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1133497600,K. Banks Jr.,Kalum Banks Jr.,Banks Jr.,Kalum,1B,Alcorn State University,ALCN,5376,Alcorn State,BBC,S,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1138184704,R. Mendoza,Rey Mendoza,Mendoza,Rey,LF,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1162511872,A. Byrd,Adam Byrd,Byrd,Adam,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,L,409,14,0,0,2,0,1,15.0,16,23,28,1.64,2.00,27,20,4,13.80,10.38,2.87,12.00,16.20,0.74,2.40,1.0
2862,1187675648,J. Burrell,Jaylon Burrell,Burrell,Jaylon,LF,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1192564480,T. DeJesus,Tony DeJesus,DeJesus,Tony,3B,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1210577664,T. Cowan,Tyler Cowan,Cowan,Ty,2B,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1238048256,S. Hunt,Stephen Hunt,Hunt,Stephen,P,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,252,16,0,0,1,0,0,12.2,25,30,34,1.88,2.13,20,7,4,21.32,13.05,3.55,4.97,14.21,0.35,2.84,0.2
2862,1238258432,D. Beck,Dalton Beck,Beck,Dalton,TWP,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,46,2,0,0,0,0,0,2.0,1,0,0,0.00,0.00,3,4,0,0.00,3.68,2.00,18.00,13.50,1.33,0.00,1.0
2862,1263100160,R. Liddington,Robbie Liddington,Liddington,Robbie,1B,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1296199682,R. Adams III,Reyfield Adams III,Adams III,Reyfield,CF,Alcorn State University,ALCN,5376,Alcorn State,BBC,L,L,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1310879488,R. Scott,Ryan Scott,Scott,Ryan,RF,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,0,0,0,0,0,0,0,0.0,0,0,0,0.00,0.00,0,0,0,-,3.18,-,-,-,-,-,0.0
2862,1238230784,E. Whiteaker,Evan Whiteaker,Whiteaker,Evan,P,Xavier University,XAV,5464,Xavier,BBC,R,R,25,1,0,0,0,0,0,0.2,1,1,1,1.00,1.00,2,1,0,13.50,9.18,4.50,13.50,27.00,0.50,0.00,0.2
