Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,P,G,GS,W,L,QS,SV,IP,H,ER,R,ER/G,R/G,BB,K,HR,ERA,FIP,WHIP,K/9,BB/9,K/BB,HR/9,IP/G
1882,1187056640,G. Plata,Garret Plata,Plata,Garret,P,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,L,L,695,27,2,3,1,0,2,38.0,40,22,24,0.81,0.89,18,33,7,5.21,5.65,1.53,7.82,4.26,1.83,1.66,1.1
1882,1355687627,M. Lorenzano,Matthew Lorenzano,Lorenzano,Matthew,P,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,234,8,2,0,0,0,0,12.2,19,21,21,2.63,2.63,9,10,6,14.92,10.60,2.21,7.11,6.39,1.11,4.26,1.2
1882,1733547244,D. Barrera,Daren Barrera,Barrera,Daren,P,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,261,4,2,1,0,1,0,15.2,18,5,5,1.25,1.25,7,21,0,2.87,2.60,1.60,12.06,4.02,3.00,0.00,4.0
1882,1885769615,P. Dillhoff,Parker Dillhoff,Dillhoff,Parker,P,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,L,199,9,2,0,1,0,0,7.1,10,11,13,1.22,1.44,15,7,1,13.50,10.00,3.41,8.59,18.41,0.47,1.23,0.2
1882,1508927653,L. Barbier,Luke Barbier,Barbier,Luke,P,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,L,369,12,2,1,1,0,0,21.0,18,11,12,0.92,1.00,16,20,2,4.71,4.94,1.62,8.57,6.86,1.25,0.86,1.2
1882,1776915495,T. Groom,Tommy Groom,Groom,Tommy,P,University of North Florida,UNF,730296832,North Florida,BBC,R,R,166,6,2,0,1,0,0,8.0,10,5,5,0.83,0.83,9,8,0,5.63,5.68,2.38,9.00,10.13,0.89,0.00,1.1
1882,1885727262,M. Vallone,Michael Vallone,Vallone,Michael,P,Purdue University,PUR,730353152,Purdue,BBC,L,L,927,21,2,4,1,0,1,58.1,49,25,33,1.19,1.57,16,70,4,3.86,3.26,1.11,10.80,2.47,4.38,0.62,2.2
1882,1901484796,M. Kitzman,Matt Kitzman,Kitzman,Matt,P,Bradley University,BRAD,730253312,Bradley,BBC,L,L,463,12,2,0,2,0,0,21.1,25,24,26,2.00,2.17,27,23,3,10.13,7.91,2.44,9.70,11.39,0.85,1.27,1.2
1882,1042794956,I. Hutzezon,Ingmar Hutzezon,Hutzezon,Ingmar,P,Washington State University,WSU,4505,Washington State,BBC,R,R,465,16,2,1,2,0,0,19.1,27,30,31,1.88,1.94,22,19,1,13.97,6.70,2.53,8.84,10.24,0.86,0.47,1.1
1882,1056893067,M. Chandler,Miles Chandler,Chandler,Miles,P,Washington State University,WSU,4505,Washington State,BBC,R,R,235,10,2,0,1,0,0,9.1,15,14,15,1.40,1.50,17,7,1,13.50,8.86,3.43,6.75,16.39,0.41,0.96,1.0
1882,1779024649,J. Jones,Jeremy Jones,Jones,Jeremy,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,238,7,2,0,1,0,0,10.0,15,13,17,1.86,2.43,14,11,0,11.70,5.48,2.90,9.90,12.60,0.79,0.00,1.1
1882,1210845933,N. Wech,Noah Wech,Wech,Noah,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,617,19,2,0,4,1,0,31.2,33,12,28,0.63,1.47,23,32,2,3.41,4.73,1.77,9.09,6.54,1.39,0.57,1.2
1882,1985708358,E. Lund,Ethan Lund,Lund,Ethan,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,L,205,7,2,0,0,0,0,9.1,13,6,6,0.86,0.86,10,13,0,5.79,4.89,2.46,12.54,9.64,1.30,0.00,1.1
1882,1342170969,L. Wilson,L. Wilson,Wilson,Logan,P,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,658,21,2,1,1,0,1,38.1,37,21,29,1.00,1.38,22,35,3,4.93,4.72,1.54,8.22,5.17,1.59,0.70,1.2
1882,1266273549,E. Fry,Evan Fry,Fry,Evan,P,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,625,22,2,4,2,0,4,31.2,38,25,29,1.14,1.32,25,37,5,7.11,6.02,1.99,10.52,7.11,1.48,1.42,1.1
1882,1342167249,H. Possehl,Hunter Possehl,Possehl,Hunter,P,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,L,412,10,2,0,1,0,0,19.2,29,16,18,1.60,1.80,13,22,3,7.32,5.52,2.14,10.07,5.95,1.69,1.37,2.0
1882,1350133171,E. Hubbell,Ethan Hubbell,Hubbell,Ethan,P,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,527,18,2,1,2,0,0,31.0,30,16,17,0.89,0.94,11,45,5,4.65,4.02,1.32,13.06,3.19,4.09,1.45,1.2
1882,1856013201,J. Van Ness,Jonathon Van Ness,Van Ness,Jonathon,P,Belmont University,BEL,730190336,Belmont,BBC,R,R,530,19,2,0,1,0,0,23.0,32,24,26,1.26,1.37,23,29,4,9.39,6.57,2.39,11.35,9.00,1.26,1.57,1.1
1882,1728021348,G. Gates,Garret Gates,Gates,Garret,P,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,L,L,234,8,2,0,0,0,0,9.0,19,16,17,2.00,2.13,11,8,0,16.00,7.73,3.33,8.00,11.00,0.73,0.00,1.0
1882,1815818154,L. Castano,Louis Castano,Castano,Louis,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,904,21,2,7,1,0,3,56.1,50,25,29,1.19,1.38,12,61,7,3.99,3.59,1.10,9.75,1.92,5.08,1.12,2.2
1882,1342168290,S. Ruhle,Stephen Ruhle,Ruhle,Stephen,P,Oakland University,OAK,5386,Oakland,BBC,R,R,276,11,2,0,2,0,0,10.2,20,24,26,2.18,2.36,15,9,2,20.25,8.43,3.28,7.59,12.66,0.60,1.69,1.0
1882,1756665469,N. Helman,Nathan Helman,Helman,Nathan,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,396,21,2,0,2,0,0,20.2,17,18,18,0.86,0.86,14,23,2,7.84,4.82,1.50,10.02,6.10,1.64,0.87,1.0
1882,1178699192,A. Ramos,Alex Ramos,Ramos,Alex,P,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,446,21,2,0,3,0,1,26.2,25,19,21,0.90,1.00,10,24,3,6.41,4.75,1.31,8.10,3.38,2.40,1.01,1.1
1882,1493707469,J. Brown,Jack Brown,Brown,Jack,P,University of Louisville,LOU,5467,Louisville,BBC,R,R,736,26,2,5,5,0,0,42.1,60,31,35,1.19,1.35,27,27,4,6.59,5.54,2.06,5.74,5.74,1.00,0.85,1.2
1882,1818243005,R. Madariaga,Reid Madariaga,Madariaga,Reid,P,Seattle University,SEA,4504,Seattle,BBC,R,R,812,22,2,2,2,0,2,46.2,53,25,33,1.14,1.50,26,52,5,4.82,4.59,1.69,10.03,5.01,2.00,0.96,2.0
1882,1342168266,B. Carter,Brandon Carter,Carter,Brandon,P,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,245,8,2,0,1,0,0,11.0,15,13,14,1.63,1.75,10,13,0,10.64,4.63,2.27,10.64,8.18,1.30,0.00,1.1
1882,1003080390,R. McCarroll,Ryan McCarroll,McCarroll,Ryan,P,Northeastern University,NE,343,Northeastern,BBC,R,R,235,6,2,0,1,0,0,10.1,17,12,12,2.00,2.00,7,15,0,10.45,2.89,2.32,13.06,6.10,2.14,0.00,1.2
1882,1196196955,D. Morrill,Dylan Morrill,Morrill,Dylan,P,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,942,17,2,3,2,2,2,55.1,53,33,36,1.94,2.12,24,48,7,5.37,4.88,1.39,7.81,3.90,2.00,1.14,3.1
1882,1783708504,J. Prieto,Josh Prieto,Prieto,Josh,P,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,443,14,2,2,3,0,0,23.2,45,43,44,3.07,3.14,26,14,5,16.35,8.80,3.00,5.32,9.89,0.54,1.90,1.2
1882,1440929445,T. Gardini,Talin Gardini,Gardini,Talin,P,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,L,L,714,22,2,3,1,0,0,37.2,38,24,24,1.09,1.09,27,41,3,5.73,4.82,1.73,9.80,6.45,1.52,0.72,1.2
1882,1429508311,T. Castrataro,Tyler Castrataro,Castrataro,Tyler,LF,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,102,4,2,0,2,0,0,5.0,7,6,6,1.50,1.50,5,4,0,10.80,5.18,2.40,7.20,9.00,0.80,0.00,1.1
1882,1467977330,B. Dudley,Bryson Dudley,Dudley,Bryson,P,Texas State University,TXST,5420,Texas State,BBC,R,R,855,24,2,5,1,1,2,50.1,33,22,25,0.92,1.04,31,53,3,3.93,3.99,1.27,9.48,5.54,1.71,0.54,2.0
1882,1108233259,T. Crane,Tristan Crane,Crane,Tristan,P,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,S,R,530,16,2,1,0,0,0,30.2,39,18,26,1.13,1.63,13,17,3,5.28,5.49,1.70,4.99,3.82,1.31,0.88,2.0
1882,1776613750,L. Zaborowski,Landon Zaborowski,Zaborowski,Landon,P,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,457,11,2,2,3,0,0,24.1,30,24,26,2.18,2.36,20,29,1,8.88,5.03,2.05,10.73,7.40,1.45,0.37,2.1
1882,1580439791,A. Murray,AJ Murray,Murray,AJ,P,Bucknell University,BUCK,730214144,Bucknell,BBC,L,R,410,13,2,0,2,0,0,18.0,30,29,29,2.23,2.23,17,15,5,14.50,9.46,2.61,7.50,8.50,0.88,2.50,1.1
1882,1581147413,G. Schmidt,Greg Schmidt,Schmidt,Greg,P,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,256,9,2,0,2,0,0,11.0,14,14,19,1.56,2.11,17,14,1,11.45,7.81,2.82,11.45,13.91,0.82,0.82,1.1
1882,1187207233,T. Power,Trey Power,Power,Trey,P,Alabama State University,ALST,4765,Alabama State,BBC,L,L,888,22,2,5,4,0,0,50.2,64,28,34,1.27,1.55,30,32,6,4.97,5.29,1.86,5.68,5.33,1.07,1.07,2.1
1882,1188508360,C. Dimidjian,Camden Dimidjian,Dimidjian,Camden,P,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,L,334,13,2,1,2,0,0,15.1,26,17,23,1.31,1.77,12,10,1,9.98,5.66,2.48,5.87,7.04,0.83,0.59,1.1
1882,1749489965,J. Berg,Jack Berg,Berg,Jack,P,University of Arizona,ARIZ,232,Arizona,BBC,L,L,83,5,2,0,0,0,0,2.1,7,9,9,1.80,1.80,5,6,1,34.71,12.61,5.14,23.14,19.29,1.20,3.86,0.1
1882,1333507576,H. Pelja,Harun Pelja,Pelja,Harun,P,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,618,17,2,3,2,0,1,29.1,28,27,34,1.59,2.00,27,23,2,8.28,7.20,1.88,7.06,8.28,0.85,0.61,1.2
1882,1050182126,C. Campbell,Cooper Campbell,Campbell,Cooper,P,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,630,22,2,1,2,0,0,38.0,43,23,25,1.05,1.14,14,40,4,5.45,4.41,1.50,9.47,3.32,2.86,0.95,1.2
1882,1163601236,J. Judy,Jackson Judy,Judy,Jackson,P,University of Dayton,DAY,730194688,Dayton,BBC,R,R,565,27,2,1,3,0,2,29.1,41,30,33,1.11,1.22,19,25,2,9.20,5.63,2.05,7.67,5.83,1.32,0.61,1.0
1882,1319871474,B. Bounds,Burkley Bounds,Bounds,Burkley,P,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,R,R,653,18,2,2,0,1,1,41.0,38,19,22,1.06,1.22,14,39,5,4.17,4.25,1.27,8.56,3.07,2.79,1.10,2.1
1882,1020107940,T. Curley,TJ Curley,Curley,TJ,P,Stonehill College,SC,730238464,Stonehill,BBC,L,L,134,3,2,0,1,0,0,5.2,14,12,12,4.00,4.00,6,4,2,19.06,10.06,3.53,6.35,9.53,0.67,3.18,2.0
1882,1619705344,T. Tyler,Timothy Tyler,Tyler,Timothy,P,James Madison University,JMU,730340096,James Madison,BBC,L,L,149,5,2,0,1,0,0,6.0,8,12,12,2.40,2.40,7,7,1,18.00,8.01,2.50,10.50,10.50,1.00,1.50,1.1
1882,1004326948,E. Langston,Evan Langston,Langston,Evan,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,436,17,2,1,1,0,0,25.1,31,23,26,1.35,1.53,8,19,3,8.17,4.99,1.54,6.75,2.84,2.38,1.07,1.1
1882,1754794191,J. Smith,Jackson Smith,Smith,Jackson,P,Central Michigan University,CMU,5342,Central Michigan,BBC,L,L,251,10,2,1,1,0,0,12.0,15,13,14,1.30,1.40,11,10,4,9.75,8.84,2.17,7.50,8.25,0.91,3.00,1.1
1882,1411979044,T. Esparza,Trevor Esparza,Esparza,Trevor,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,264,11,2,1,0,0,0,13.1,19,18,18,1.64,1.64,9,13,1,12.15,5.13,2.10,8.78,6.08,1.44,0.68,1.1
1882,1164346417,M. Stiffler,Mac Stiffler,Stiffler,Mac,P,West Virginia University,WVU,5327,West Virginia,BBC,R,R,369,15,2,2,1,0,0,20.0,10,11,11,0.73,0.73,20,20,1,4.95,5.73,1.50,9.00,9.00,1.00,0.45,1.1
1882,1696441556,E. McNish-Heider,Ethan McNish-Heider,McNish-Heider,Ethan,P,Niagara University,NIAG,730156544,Niagara,BBC,R,R,204,8,2,0,1,0,0,6.1,7,17,17,2.13,2.13,15,8,2,24.16,14.23,3.47,11.37,21.32,0.53,2.84,0.2
1882,1589716684,J. Fortner,Jack Fortner,Fortner,Jack,P,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,R,333,12,2,0,2,0,0,15.2,26,18,20,1.50,1.67,14,14,1,10.34,5.86,2.55,8.04,8.04,1.00,0.57,1.1
1882,1793369712,M. Crocker,Myles Crocker,Crocker,Myles,TWP,Norfolk State University,NORF,3904,Norfolk State,BBC,L,L,272,13,2,0,1,0,1,16.0,23,16,24,1.23,1.85,16,16,3,9.00,8.12,2.44,9.00,9.00,1.00,1.69,1.1
1882,1147079169,T. Collins,Tate Collins,Collins,Tate,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,195,6,2,0,1,0,0,8.1,6,13,13,2.17,2.17,13,6,1,14.04,10.14,2.28,6.48,14.04,0.46,1.08,1.1
1882,1664621602,J. Mulvehill,Jake Mulvehill,Mulvehill,Jake,P,Lehigh University,LEH,730333184,Lehigh,BBC,L,L,687,17,2,1,1,0,0,39.0,57,29,40,1.71,2.35,18,29,5,6.69,5.13,1.92,6.69,4.15,1.61,1.15,2.1
1882,1402716788,N. Monceaux,Nathan Monceaux,Monceaux,Nathan,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,R,730,21,2,1,3,0,1,40.2,61,41,46,1.95,2.19,23,25,4,9.07,5.15,2.07,5.53,5.09,1.09,0.89,2.0
1882,1846872317,A. Davis,Ashton Davis,Davis,Ashton,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,349,15,2,0,1,0,1,21.0,29,19,23,1.27,1.53,15,18,3,8.14,5.89,2.10,7.71,6.43,1.20,1.29,1.1
1882,1773445579,J. Hernandez,Julien Hernandez,Hernandez,Julien,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,235,8,2,2,1,0,0,10.0,9,8,9,1.00,1.13,8,12,0,7.20,4.08,1.70,10.80,7.20,1.50,0.00,1.1
1882,1459899904,M. VanOstenbridge,Matthew VanOstenbridge,VanOstenbridge,Matthew,P,Penn State University,PSU,5326,Penn State,BBC,L,L,696,23,2,2,1,0,1,41.2,41,20,23,0.87,1.00,14,38,3,4.32,3.80,1.32,8.21,3.02,2.71,0.65,1.2
1882,1193786239,N. Booker,Nadell Booker,Booker,Nadell,P,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,346,18,2,0,3,0,0,20.0,30,24,26,1.33,1.44,17,7,1,10.80,6.58,2.35,3.15,7.65,0.41,0.45,1.0
1882,1747456537,G. Smith,Glenn Smith,Smith,Glenn,P,University of Richmond,RICH,730171904,Richmond,BBC,R,R,335,13,2,3,0,0,0,19.1,24,16,18,1.23,1.38,12,12,4,7.45,7.11,1.86,5.59,5.59,1.00,1.86,1.1
1882,1286003755,G. Baumann,Garrett Baumann,Baumann,Garrett,P,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,840,20,2,2,1,0,0,38.0,58,52,56,2.60,2.80,26,31,13,12.32,8.60,2.21,7.34,6.16,1.19,3.08,2.0
1882,1489799607,B. Arvidson,Brandon Arvidson,Arvidson,Brandon,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,L,666,30,2,2,0,0,1,38.2,27,18,23,0.60,0.77,22,70,4,4.19,2.69,1.27,16.29,5.12,3.18,0.93,1.1
1882,1827330056,T. Crabtree,Thomas Crabtree,Crabtree,Thomas,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,226,12,2,2,0,0,0,15.0,8,5,5,0.42,0.42,5,20,4,3.00,5.38,0.87,12.00,3.00,4.00,2.40,1.1
1882,1942624969,W. Hooks,Walker Hooks,Hooks,Walker,P,University of Mississippi,MISS,5322,Ole Miss,BBC,L,L,608,22,2,1,2,0,1,37.1,43,20,22,0.91,1.00,12,43,5,4.82,3.82,1.47,10.37,2.89,3.58,1.21,1.2
1882,1819544271,B. Beaty,Beau Beaty,Beaty,Beau,P,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,236,8,2,0,2,0,0,16.1,20,13,19,1.63,2.38,7,5,0,7.16,5.14,1.65,2.76,3.86,0.71,0.00,2.0
1882,1596841753,N. Nolan,Nicholas Nolan,Nolan,Nicholas,P,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,L,L,417,17,2,2,1,0,2,25.2,21,12,13,0.71,0.76,10,22,1,4.21,3.37,1.21,7.71,3.51,2.20,0.35,1.2
1882,1309188088,J. Sauer,John-Paul Sauer,Sauer,John-Paul,P,Tulane University,TULN,730354176,Tulane,BBC,R,R,278,10,2,1,1,0,0,12.2,15,16,16,1.60,1.60,14,16,1,11.37,5.70,2.29,11.37,9.95,1.14,0.71,1.1
1882,1463048353,T. Cooper,Troy Cooper,Cooper,Troy,P,Cal Poly,CP,5487,Cal Poly,BBC,R,R,471,16,2,1,0,0,0,26.1,31,22,22,1.38,1.38,12,15,4,7.52,6.06,1.63,5.13,4.10,1.25,1.37,1.2
1882,1865139306,J. Chavez,Jack Chavez,Chavez,Jack,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,451,15,2,0,1,0,1,21.2,31,18,22,1.20,1.47,19,17,7,7.48,8.72,2.31,7.06,7.89,0.89,2.91,1.1
1882,1752673057,D. Nelson,Drew Nelson,Nelson,Drew,P,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,386,14,2,0,2,0,0,22.2,42,29,29,2.07,2.07,20,9,5,11.51,8.69,2.74,3.57,7.94,0.45,1.99,1.2
1882,1995173029,M. Eagen,Matthew Eagen,Eagen,Matthew,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,490,16,2,0,4,0,1,25.0,33,26,31,1.63,1.94,16,25,5,9.36,6.06,1.96,9.00,5.76,1.56,1.80,1.2
1882,1372366798,M. Hilker Jr.,Michael Hilker Jr.,Hilker Jr.,Michael,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,367,13,2,2,1,0,1,22.1,22,16,16,1.23,1.23,4,27,0,6.45,1.57,1.16,10.88,1.61,6.75,0.00,1.2
1882,1601659273,L. Waugh,Landon Waugh,Waugh,Landon,P,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,711,18,2,0,0,0,1,41.0,38,24,26,1.33,1.44,29,34,8,5.27,6.54,1.63,7.46,6.37,1.17,1.76,2.1
1882,1482077273,R. Clark,Ross Clark,Clark,Ross,P,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,422,12,2,2,2,0,0,27.0,29,19,28,1.58,2.33,10,17,6,6.33,6.25,1.44,5.67,3.33,1.70,2.00,2.1
1882,1575254592,M. Sgambati,Matt Sgambati,Sgambati,Matt,P,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,262,12,2,1,1,0,0,15.0,15,14,15,1.17,1.25,8,7,3,8.40,7.24,1.53,4.20,4.80,0.88,1.80,1.1
1882,1342166870,N. Urquidi,Niko Urquidi,Urquidi,Niko,P,California Baptist University,CBU,5091,California Baptist,BBC,L,L,604,20,2,2,0,0,0,31.1,45,28,34,1.40,1.70,16,32,3,8.04,4.30,1.95,9.19,4.60,2.00,0.86,1.2
1882,1659410625,T. Martin,Tate Martin,Martin,Tate,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,173,3,2,0,2,0,0,6.2,16,19,19,6.33,6.33,8,4,2,25.65,10.38,3.60,5.40,10.80,0.50,2.70,2.1
1882,1282174167,J. Abbazia,Joey Abbazia,Abbazia,Joey,P,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,362,21,2,1,0,0,0,18.1,17,14,16,0.67,0.76,16,19,1,6.87,5.09,1.80,9.33,7.85,1.19,0.49,1.0
1882,1657524157,E. Mattison,Ethan Mattison,Mattison,Ethan,P,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,L,378,14,2,1,1,0,0,20.0,24,15,18,1.07,1.29,11,10,3,6.75,6.08,1.75,4.50,4.95,0.91,1.35,1.1
1882,1288455760,A. Montenegro,Adrian Montenegro,Montenegro,Adrian,P,High Point University,HP,730321152,High Point,BBC,L,L,666,17,2,3,1,0,0,43.0,61,32,35,1.88,2.06,8,18,7,6.70,5.36,1.60,3.77,1.67,2.25,1.47,2.2
1882,1299800167,C. Goodwin,Caden Goodwin,Goodwin,Caden,P,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,318,7,2,0,2,0,0,20.0,37,28,31,4.00,4.43,6,11,4,12.60,6.18,2.15,4.95,2.70,1.83,1.80,3.0
1882,1749653700,L. Mittelman,Lance Mittelman,Mittelman,Lance,P,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,355,12,2,1,1,0,0,20.2,34,26,29,2.17,2.42,15,10,4,11.32,7.48,2.37,4.35,6.53,0.67,1.74,1.2
1882,1718218142,C. Harrington,Cooper Harrington,Harrington,Cooper,P,Liberty University,LIB,730156288,Liberty,BBC,R,R,624,16,2,2,1,0,0,35.2,38,21,21,1.31,1.31,17,32,6,5.30,5.34,1.54,8.07,4.29,1.88,1.51,2.1
1882,1439545351,R. McPherson,Ryan McPherson,McPherson,Ryan,P,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,646,20,2,4,1,0,3,39.1,28,18,22,0.90,1.10,15,56,5,4.12,3.51,1.09,12.81,3.43,3.73,1.14,2.0
1882,1734819968,E. Bobb,Easton Bobb,Bobb,Easton,P,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,L,354,10,2,1,5,0,0,16.0,27,23,26,2.30,2.60,15,10,3,12.94,8.12,2.63,5.63,8.44,0.67,1.69,1.2
1882,1689000277,G. Micklinghoff,Gavin Micklinghoff,Micklinghoff,Gavin,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,503,18,2,1,1,0,1,23.1,38,29,32,1.61,1.78,17,13,2,11.19,6.14,2.36,5.01,6.56,0.76,0.77,1.1
1882,1686618900,H. Prindl,Henry Prindl,Prindl,Henry,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,286,11,2,1,0,0,0,16.0,17,15,15,1.36,1.36,8,11,6,8.44,8.55,1.56,6.19,4.50,1.38,3.38,1.1
1882,1679871440,J. Giordano,Jack Giordano,Giordano,Jack,P,University of San Diego,USD,5320,San Diego,BBC,R,R,397,18,2,1,2,0,0,16.1,19,19,22,1.06,1.22,13,21,2,10.47,6.24,1.96,11.57,7.16,1.62,1.10,1.0
1882,1662506634,C. Sunstrom,Camden Sunstrom,Sunstrom,Camden,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,420,17,2,3,0,0,0,27.0,32,12,13,0.71,0.76,11,18,1,4.00,3.77,1.59,6.00,3.67,1.64,0.33,1.2
1882,1505713358,N. Toups,Nik Toups,Toups,Nik,P,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,L,89,4,2,1,0,0,0,4.0,6,6,7,1.50,1.75,4,4,0,13.50,4.93,2.50,9.00,9.00,1.00,0.00,1.0
1882,1548374783,P. Schaefer,Peter Schaefer,Schaefer,Peter,P,Boston College,BC,227,Boston College,BBC,L,R,360,13,2,0,1,0,0,17.1,27,20,20,1.54,1.54,16,22,2,10.38,5.77,2.48,11.42,8.31,1.38,1.04,1.1
1882,1951356042,C. Mackey,Cayden Mackey,Mackey,Cayden,P,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,383,14,2,0,1,0,0,18.0,22,19,22,1.36,1.57,16,15,11,9.50,12.62,2.11,7.50,8.00,0.94,5.50,1.1
1882,1728327009,B. Gregg,Brayden Gregg,Gregg,Brayden,P,Hofstra University,HOF,730245120,Hofstra,BBC,L,L,713,18,2,2,5,0,1,35.1,51,41,44,2.28,2.44,27,28,3,10.44,5.92,2.21,7.13,6.88,1.04,0.76,2.0
1882,1862331348,A. Breedlove,Austin Breedlove,Breedlove,Austin,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,395,25,2,3,0,0,0,23.2,20,9,10,0.36,0.40,8,31,1,3.42,2.38,1.18,11.79,3.04,3.88,0.38,1.0
1882,1221583848,C. Skermont,Colin Skermont,Skermont,Colin,P,Le Moyne College,LMC,730202880,Le Moyne,BBC,L,L,606,14,2,2,2,0,0,37.1,42,29,31,2.07,2.21,27,37,2,6.99,4.30,1.85,8.92,6.51,1.37,0.48,2.2
1882,1143375914,D. Rerick,Drew Rerick,Rerick,Drew,P,University of Texas,TEX,245,Texas,BBC,R,R,158,7,2,1,0,0,0,7.0,5,7,7,1.00,1.00,11,7,1,9.00,8.61,2.29,9.00,14.14,0.64,1.29,1.0
1882,1342166529,D. Hill,Dylan Hill,Hill,Dylan,P,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,209,6,2,0,1,0,0,9.1,21,14,15,2.33,2.50,7,7,1,13.50,6.61,3.00,6.75,6.75,1.00,0.96,1.2
1882,1850930344,H. Thayer,Harrison Thayer,Thayer,Harrison,P,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,761,17,2,3,2,0,3,50.0,51,27,27,1.59,1.59,20,39,6,4.86,4.62,1.42,7.02,3.60,1.95,1.08,3.0
1882,1171760540,L. Grubich,Lleyton Grubich,Grubich,Lleyton,P,Campbell University,CAMP,730187776,Campbell,BBC,R,L,783,18,2,2,3,0,1,44.1,45,21,23,1.17,1.28,16,29,2,4.26,3.81,1.38,5.89,3.25,1.81,0.41,2.1
1882,1983062936,A. McCabe,Austin McCabe,McCabe,Austin,P,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,192,9,2,0,0,0,0,10.0,13,18,18,2.00,2.00,24,4,1,16.20,11.48,3.70,3.60,21.60,0.17,0.90,1.0
