Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,SB2,CS2,CSBA2Throws,CSBA2ThrowsOnTrgt,CSBA2ThrowsOffTrgt,CSBA2ThrowSpd,PopTimeSBA2,CSBA2ExchTime,CSBA2TimeToBase,CSBA2ThrowHeight,CSBA2ThrowDownLineDist
456,1258112256,M. Garbowski,Matt Garbowski,Garbowski,Matt,C,University of Connecticut,CONN,5486,Connecticut,BBC,L,R,28,4,18,10,0,81.6,2.09,0.87,1.19,1.60,2.0
456,1330454017,N. Jouras,Noah Jouras,Jouras,Noah,C,Davidson College,DAV,730363136,Davidson,BBC,R,R,28,15,26,12,6,75.5,2.05,0.72,1.32,0.96,1.5
456,1310670336,L. Trippel,Lance Trippel,Trippel,Lance,C,University of South Florida,USF,2292,South Florida,BBC,R,R,28,16,24,17,1,80.6,1.95,0.71,1.24,2.81,1.7
456,1287364352,W. Neels,Weber Neels,Neels,Weber,C,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,28,12,20,6,4,80.0,2.03,0.83,1.25,1.19,4.1
456,1273293312,B. Poppell,Broedy Poppell,Poppell,Broedy,C,Florida A&M University,FAMU,5416,Florida A&M,BBC,S,R,28,14,0,0,0,-,-,-,-,-,-
456,1232301313,J. Torres,Jose Torres,Torres,Jose,C,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,28,13,23,12,6,76.6,2.06,0.80,1.26,2.88,4.6
456,1207812352,T. Stockman,Tucker Stockman,Stockman,Tucker,C,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,28,9,27,19,4,82.3,2.05,0.83,1.22,2.12,2.4
456,1211548416,J. Schroeder,Jacob Schroeder,Schroeder,Jacob,C,University of Illinois,ILL,730163456,Illinois,BBC,R,R,28,12,20,11,7,79.4,2.06,0.81,1.23,4.36,3.8
456,1327900928,D. Rivers,Davis Rivers,Rivers,Davis,C,Texas Tech University,TTU,2350,Texas Tech,BBC,L,R,28,7,21,17,3,79.6,2.03,0.81,1.22,2.34,4.9
456,1207755264,T. Moore,Tucker Moore,Moore,Tucker,C,Liberty University,LIB,730156288,Liberty,BBC,S,R,28,4,19,11,4,78.9,2.16,0.83,1.29,2.08,2.1
456,1297507072,F. Micallef,Frank Micallef,Micallef,Frank,C,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,28,3,4,2,1,74.4,2.15,0.80,1.35,2.24,-2.1
456,1172325888,M. Moris,Max Moris,Moris,Max,C,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,28,8,7,3,2,78.4,1.98,0.82,1.10,1.05,0.0
456,1158305024,D. Whittle,David Whittle,Whittle,David,C,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,28,7,6,3,1,82.3,1.88,0.81,1.12,2.39,0.5
456,1250235648,D. Schramm,Dagen Schramm,Schramm,Dagen,C,South Dakota State University,SDST,730323200,South Dakota State,BBC,L,R,28,5,4,3,0,77.7,2.03,0.83,1.26,1.87,4.8
456,1218024704,J. Collins,Jack Collins,Collins,Jack,C,Cal Poly,CP,5487,Cal Poly,BBC,R,R,28,19,34,22,4,78.1,1.96,0.70,1.25,2.03,2.3
456,1196803072,L. Poteet,Logan Poteet,Poteet,Logan,C,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,28,14,35,23,8,81.7,2.00,0.78,1.21,2.87,5.2
456,1566704340,A. Duda,Aidan Duda,Duda,Aidan,C,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,28,8,9,8,0,79.3,1.96,0.77,1.20,2.71,4.4
456,1056312556,Z. Thompson,Zack Thompson,Thompson,Zack,C,Mercer University,MER,730240512,Mercer,BBC,R,R,28,11,29,19,5,80.4,2.03,0.79,1.24,1.26,2.4
475,1109527296,D. Mathews,Duncan Mathews,Mathews,Duncan,C,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,29,10,22,10,4,77.6,2.02,0.76,1.27,0.94,5.1
475,1179443968,J. Cromwick,Josiah Cromwick,Cromwick,Josiah,C,Arizona State University,ASU,5035,Arizona State,BBC,R,R,29,4,18,10,4,80.8,1.93,0.74,1.19,3.19,4.9
475,1194402304,B. Sailors,Brooks Sailors,Sailors,Brooks,C,Fort Wayne,PFW,730231552,Fort Wayne,BBC,L,R,29,7,8,3,2,83.3,2.04,0.82,1.20,3.17,-2.1
475,1233740800,B. Whitacre,Brady Whitacre,Whitacre,Brady,C,Radford University,RAD,730267392,Radford,BBC,R,R,29,7,19,13,3,71.9,2.19,0.80,1.41,1.90,4.7
475,1166939904,M. Imhoff,Max Imhoff,Imhoff,Max,C,Yale University,YALE,730334464,Yale,BBC,R,R,29,5,23,12,2,77.2,1.96,0.67,1.28,2.83,3.6
475,1264004864,E. Waggoner,Evan Waggoner,Waggoner,Evan,C,University of Evansville,EVAN,730327808,Evansville,BBC,L,R,29,4,13,4,3,75.7,2.15,0.79,1.33,0.06,-0.4
475,1162347776,A. Sosa,Alex Sosa,Sosa,Alex,C,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,R,29,8,18,6,8,77.8,2.09,0.81,1.27,4.23,8.0
475,1297563392,A. Fawley,Austin Fawley,Fawley,Austin,C,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,29,9,24,18,4,83.1,2.08,0.87,1.20,1.33,2.6
475,1278224128,T. Lethert,Teige Lethert,Lethert,Teige,C,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,R,29,5,7,4,0,78.1,1.98,0.74,1.27,0.46,3.6
475,1698306746,A. Garcia,Ayden Garcia,Garcia,Ayden,C,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,L,R,29,7,7,3,3,78.0,2.04,0.77,1.29,3.65,2.7
475,1018032643,A. Wright,Aydin Wright,Wright,Aydin,C,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,29,13,28,18,2,74.6,2.13,0.76,1.34,1.22,3.8
475,1030419949,T. DePerno,Ty DePerno,DePerno,Ty,C,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,29,9,14,8,1,82.0,2.11,0.88,1.22,2.11,1.1
475,1342169508,N. Quarless,Noah Quarless,Quarless,Noah,C,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,29,8,23,16,5,78.1,1.98,0.70,1.28,2.68,2.5
475,1218142949,N. Traeger,Nolan Traeger,Traeger,Nolan,C,Texas Christian University,TCU,5045,TCU,BBC,L,R,29,9,28,22,2,78.7,2.03,0.77,1.25,2.90,2.0
475,1305837372,G. Braland,Gavin Braland,Braland,Gavin,C,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,29,7,22,13,4,77.0,2.06,0.85,1.23,2.59,-0.3
490,1197663488,J. Harvey,Jake Harvey,Harvey,Jake,C,University of Nevada,NEV,4784,Nevada,BBC,R,R,30,12,24,15,6,77.5,2.13,0.83,1.29,3.45,3.4
490,1077600000,J. Hernandez,Jedier Hernandez,Hernandez,Jedier,C,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,30,6,24,13,3,79.3,2.02,0.74,1.26,2.32,4.1
490,1084685312,J. Melendez,Jayden Melendez,Melendez,Jayden,C,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,30,3,22,9,3,77.0,2.13,0.84,1.27,2.46,1.9
490,1099941376,B. Markinson,Bennett Markinson,Markinson,Bennett,C,Northwestern University,NW,730247680,Northwestern,BBC,R,R,30,8,24,16,2,75.1,2.01,0.79,1.21,1.82,0.9
490,1099877632,J. Keenan,Jimmy Keenan,Keenan,Jimmy,C,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,30,4,24,16,4,83.1,1.95,0.80,1.16,1.36,0.9
490,1197623808,C. Smith,Christian Smith,Smith,Christian,C,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,30,6,9,4,2,76.8,2.18,0.89,1.17,4.03,3.2
490,1310888704,W. Cresswell,Will Cresswell,Cresswell,Will,C,Washington State University,WSU,4505,Washington State,BBC,R,R,30,18,14,11,2,79.6,1.87,0.65,1.22,1.40,3.2
490,1212104449,C. Barczi,Colin Barczi,Barczi,Colin,C,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,30,11,26,10,5,82.8,2.08,0.92,1.20,1.99,0.5
490,1306903808,L. West,Landon West,West,Landon,C,Rice University,RICE,2352,Rice,BBC,R,R,30,7,18,11,1,78.3,2.09,0.84,1.28,1.91,4.5
490,1124793499,M. Falk,Matt Falk,Falk,Matt,C,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,30,4,1,1,0,73.8,2.34,0.98,1.36,-1.92,8.0
490,1508812349,R. Stockton,Rylen Stockton,Stockton,Rylen,C,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,30,11,13,9,2,75.4,2.06,0.74,1.30,3.81,1.4
501,1176351744,B. Church,Braxton Church,Church,Braxton,C,Appalachian State University,APP,730240256,Appalachian State,BBC,L,R,31,17,37,28,6,78.6,1.95,0.69,1.26,2.74,1.0
501,1248441600,L. Nascimento,Luke Nascimento,Nascimento,Luke,C,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,31,11,19,8,4,77.1,2.12,0.83,1.28,3.37,4.3
501,1294968064,E. Carmichael,Easton Carmichael,Carmichael,Easton,C,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,31,8,26,17,3,80.6,1.99,0.74,1.24,2.10,0.3
501,1188022272,C. Stewart,Conner Stewart,Stewart,Conner,C,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,31,11,17,8,4,80.4,2.04,0.80,1.26,3.19,3.5
501,1338271232,M. Toth,Michael Toth,Toth,Michael,C,University of Massachusetts,MASS,5451,UMass,BBC,R,R,31,13,13,9,3,77.2,1.98,0.70,1.28,3.05,3.0
501,1325732096,M. Wolf,Mason Wolf,Wolf,Mason,C,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,31,9,12,6,2,78.5,2.16,0.90,1.22,4.12,4.9
501,1097643008,B. Williams,Brody Williams,Williams,Brody,C,Kent State University,KENT,730315008,Kent State,BBC,R,R,31,13,8,6,1,79.4,1.99,0.72,1.26,2.77,1.0
501,1342167752,J. Carter,Jaedan Carter,Carter,Jaedan,C,Longwood University,LONG,730219264,Longwood,BBC,R,R,31,10,25,8,4,77.3,2.17,0.80,1.28,2.03,3.8
501,1342168986,S. Lawless,Stone Lawless,Lawless,Stone,C,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,31,11,33,20,6,77.0,2.02,0.72,1.29,2.60,1.1
501,1342167036,M. Howell,Martin Howell,Howell,Martin,C,University of Dayton,DAY,730194688,Dayton,BBC,R,R,31,11,23,13,7,76.5,2.01,0.81,1.22,4.30,3.4
511,1195516928,C. Matlon,Caden Matlon,Matlon,Caden,C,University of Akron,AKR,540536064,Akron,BBC,R,R,32,9,21,15,3,75.5,2.12,0.79,1.32,2.88,5.7
511,1166283008,M. Quatrani,Mark Quatrani,Quatrani,Mark,C,Cornell University,COR,730298624,Cornell,BBC,R,R,32,11,24,17,4,76.5,2.13,0.82,1.32,3.61,4.5
511,1213485568,M. Chatelle,Matthew Chatelle,Chatelle,Matthew,C,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,32,6,26,15,4,80.1,2.03,0.78,1.27,2.78,3.7
511,1263483392,T. Cotten,Tyler Cotten,Cotten,Tyler,C,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,32,6,5,2,2,78.5,2.14,0.90,1.26,4.93,4.8
511,1099315968,X. Ulrich,Xavier Ulrich,Ulrich,Xavier,C,Wagner College,WAG,730192640,Wagner,BBC,R,R,32,13,4,3,0,77.6,1.98,0.65,1.34,1.99,3.2
511,1813453419,J. Durso,Joe Durso,Durso,Joe,C,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,32,9,8,2,3,73.6,2.08,0.73,1.36,3.21,8.2
511,1086278694,C. Hadley,Caleb Hadley,Hadley,Caleb,C,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,32,9,17,8,3,79.0,2.04,0.77,1.26,1.13,-1.8
511,1527324490,N. Biddle,Nick Biddle,Biddle,Nick,C,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,32,12,32,18,6,79.5,2.00,0.78,1.21,1.47,2.8
511,1342169564,C. Felmlee,Charlie Felmlee,Felmlee,Charlie,C,College of William & Mary,WM,730232064,William & Mary,BBC,R,R,32,6,17,13,1,70.1,2.20,0.82,1.42,0.63,3.5
520,1153715200,J. Jarrell,Jacob Jarrell,Jarrell,Jacob,C,Clemson University,CLEM,730358784,Clemson,BBC,R,R,33,13,23,11,4,75.0,2.01,0.68,1.33,2.30,2.8
520,1283337728,C. Shipley,Casey Shipley,Shipley,Casey,C,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,33,14,6,3,2,74.8,1.99,0.83,1.18,3.32,1.8
520,1272690432,T. Lindwedel,Tony Lindwedel,Lindwedel,Tony,C,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,33,7,26,13,1,75.3,2.04,0.69,1.32,0.95,0.8
520,1212108544,M. Eckelman,Mason Eckelman,Eckelman,Mason,C,The Ohio State University,OSU,4144,Ohio State,BBC,L,R,33,10,21,14,4,80.9,2.07,0.82,1.23,2.80,1.6
520,1100871936,R. MacDougall,Ryan MacDougall,MacDougall,Ryan,C,University of Dayton,DAY,730194688,Dayton,BBC,L,R,33,9,13,7,3,78.0,2.04,0.83,1.24,3.26,4.4
520,1104765952,S. Newman,Steak Newman,Newman,Steak,C,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,33,8,13,8,2,77.3,2.15,0.93,1.24,2.42,2.6
520,1496120561,W. Kane-Yates,Wailele Kane-Yates,Kane-Yates,Wailele,C,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,33,10,20,12,4,77.1,2.13,0.80,1.32,2.82,3.6
520,1727942641,S. Alvarez,Salvador Alvarez,Alvarez,Salvador,C,Stetson University,STET,730261504,Stetson,BBC,R,R,33,10,22,16,3,73.7,2.12,0.75,1.36,1.61,0.0
520,1878616487,C. Lane,Connor Lane,Lane,Connor,C,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,33,7,31,10,6,79.3,2.19,0.85,1.25,2.68,3.8
529,1099208448,L. McAllister,Levi McAllister,McAllister,Levi,C,University at Albany,ALBY,730280448,Albany,BBC,R,R,34,13,12,5,3,75.5,2.04,0.73,1.31,2.89,4.7
529,1257423872,P. Goff,Parker Goff,Goff,Parker,C,Brigham Young University,BYU,730257152,BYU,BBC,R,R,34,10,27,17,3,76.9,2.04,0.77,1.29,1.08,1.7
529,1184442368,B. Arendt,Bryan Arendt,Arendt,Bryan,C,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,34,10,34,26,6,81.4,2.05,0.84,1.21,3.50,4.1
529,1269401344,J. Dilley,Jacob Dilley,Dilley,Jacob,C,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,34,9,26,19,5,82.7,1.99,0.81,1.18,2.86,1.4
529,1332973312,A. Agresti,Adam Agresti,Agresti,Adam,C,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,34,7,25,17,4,76.7,2.13,0.86,1.29,1.62,3.9
529,1132702208,B. Smith,Boston Smith,Smith,Boston,C,Wright State University,WRST,5390,Wright State,BBC,L,R,34,14,28,19,6,78.9,1.95,0.69,1.26,2.33,1.9
529,1173787136,S. Feller,Sawyer Feller,Feller,Sawyer,C,Harvard University,HARV,5450,Harvard,BBC,R,R,34,8,14,10,3,80.4,2.09,0.83,1.26,3.42,4.5
529,1097842176,K. Cincinnati,Kyle Cincinnati,Cincinnati,Kyle,C,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,34,6,13,6,2,80.3,1.95,0.77,1.20,3.10,2.3
529,1982748681,H. Travis,Harrison Travis,Travis,Harrison,C,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,34,9,23,10,5,80.8,1.98,0.76,1.22,1.50,3.3
529,1582058376,K. Sanchez,Kamaehu Sanchez,Sanchez,Kamaehu,C,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,34,9,20,12,3,78.2,2.25,0.93,1.30,2.33,0.2
529,1655382171,C. Sackett,Connor Sackett,Sackett,Connor,C,Butler University,BUT,730283520,Butler,BBC,R,R,34,11,21,13,7,79.0,2.10,0.83,1.27,3.00,-0.8
529,1387024195,T. Early,Tom Early,Early,Tom,C,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,34,1,3,1,0,70.6,2.34,0.80,1.50,-1.86,5.0
541,1100324865,A. Horvath,Andrew Horvath,Horvath,Andrew,C,University of Akron,AKR,540536064,Akron,BBC,R,R,35,10,27,13,5,73.1,2.03,0.78,1.26,2.09,2.0
541,1310590976,W. Barron,Walker Barron,Barron,Walker,C,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,35,11,28,14,8,83.7,2.01,0.82,1.19,2.49,3.4
541,1192564993,C. Hynek,Colin Hynek,Hynek,Colin,C,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,35,9,23,14,2,80.5,2.02,0.87,1.21,1.14,4.1
541,1100670720,H. Smith,Hank Smith,Smith,Hank,C,University of West Georgia,UOWG,730308864,West Georgia,BBC,L,L,35,4,5,5,0,78.1,2.00,0.72,1.28,0.59,2.8
541,1299789568,B. Taylor,Bronson Taylor,Taylor,Bronson,C,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,L,R,35,14,13,9,2,75.4,1.87,0.72,1.15,2.96,4.0
541,1248381322,M. McGann,Matt McGann,McGann,Matt,C,Oakland University,OAK,5386,Oakland,BBC,R,R,35,10,20,7,8,81.1,2.08,0.86,1.22,3.80,-0.9
541,1124711394,N. Spaner,Nick Spaner,Spaner,Nick,C,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,35,4,11,3,4,75.6,2.23,0.97,1.33,2.06,-4.8
548,1137358080,J. Maroney,Jake Maroney,Maroney,Jake,C,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,36,9,12,6,5,78.8,2.08,0.82,1.27,3.93,-1.2
548,1328140544,A. Savage,Andrew Savage,Savage,Andrew,C,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,36,11,20,7,7,76.8,2.11,0.79,1.32,5.07,4.5
548,1214263552,A. Febo,Anthony Febo,Febo,Anthony,C,Iona College,IONA,730242048,Iona,BBC,R,R,36,10,2,1,0,73.8,2.09,0.77,1.37,0.57,7.6
548,1119193600,H. Torres,Hederick Torres,Torres,Hederick,C,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,36,9,0,0,0,-,-,-,-,-,-
548,1072858790,J. Jelic,Jason Jelic,Jelic,Jason,C,Xavier University,XAV,5464,Xavier,BBC,L,R,36,10,35,18,10,80.3,2.01,0.74,1.26,2.36,3.6
548,1912613998,M. Acton,Mason Acton,Acton,Mason,C,Bellarmine University,BU,730167552,Bellarmine,BBC,L,R,36,5,14,9,3,76.4,2.11,0.83,1.27,2.17,0.8
548,1342170808,G. Bane,Gray Bane,Bane,Gray,C,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,36,10,4,3,1,77.6,2.06,0.76,1.28,1.75,1.1
548,1342168089,S. Dux,Shane Dux,Dux,Shane,C,Monmouth University,MONM,4164,Monmouth,BBC,R,R,36,13,19,7,6,78.4,2.12,0.85,1.27,1.54,-1.4
548,1257568210,G. Caban,Gregory Caban,Caban,Gregory,C,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,L,R,36,8,29,17,4,73.8,2.22,0.89,1.33,2.51,2.4
557,1142668800,I. Escobar,Irvin Escobar,Escobar,Irvin,C,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,37,9,3,2,0,74.2,2.04,0.72,1.34,0.64,0.9
557,1083912192,E. Gonzalez,Emiliano Gonzalez,Gonzalez,Emiliano,C,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,37,8,21,12,2,74.8,2.05,0.76,1.32,1.62,2.1
557,1238208512,D. Maxcey,Dylan Maxcey,Maxcey,Dylan,C,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,37,4,20,13,2,81.3,2.10,0.84,1.22,3.09,1.5
557,1155635456,W. Weber,Wilson Weber,Weber,Wilson,C,Oregon State University,ORST,3111,Oregon State,BBC,R,R,37,15,36,19,10,82.3,2.07,0.85,1.21,2.98,-1.0
557,1189162240,E. Holman,Evan Holman,Holman,Evan,C,Old Dominion University,ODU,3090,Old Dominion,BBC,S,R,37,9,20,6,6,75.9,2.04,0.78,1.29,2.63,3.3
557,1289946112,S. Donahue,Scott Donahue,Donahue,Scott,C,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,37,9,13,9,0,73.1,2.05,0.76,1.29,1.70,1.4
557,1836125891,J. Lee,Jacob Lee,Lee,Jacob,C,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,37,13,28,18,7,79.1,2.10,0.83,1.26,3.24,0.2
557,1850271363,L. Cockrill,LT Cockrill,Cockrill,LT,C,University of Delaware,DEL,730203136,Delaware,BBC,R,R,37,12,21,16,1,78.8,2.15,0.88,1.25,2.57,2.9
557,1901925793,M. Urbaniak,Mikey Urbaniak,Urbaniak,Mikey,C,Longwood University,LONG,730219264,Longwood,BBC,L,R,37,5,22,13,4,77.6,2.05,0.94,1.15,1.89,0.6
566,1261687040,T. Zwirecki,Thomas Zwirecki,Zwirecki,Thomas,C,Canisius College,CAN,730218752,Canisius,BBC,R,R,38,13,8,2,0,75.7,2.05,0.82,1.29,0.33,2.4
566,1297501440,A. Posey,Aaron Posey,Posey,Aaron,C,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,38,6,19,10,3,76.5,2.05,0.77,1.28,1.38,3.1
566,1297521920,M. Sprockett,Michael Sprockett,Sprockett,Michael,C,Belmont University,BEL,730190336,Belmont,BBC,L,R,38,14,25,15,1,76.9,2.07,0.83,1.23,2.53,-0.3
566,1336563968,R. Jackson,Riley Jackson,Jackson,Riley,C,University of Houston,HOU,3030,Houston,BBC,R,R,38,7,25,16,0,78.7,2.09,0.93,1.24,2.03,3.7
566,1266574336,D. Joseph,Dominic Joseph,Joseph,Dominic,C,Southern University,SOU,4767,Southern,BBC,R,R,38,6,4,2,1,77.7,2.07,0.80,1.27,-0.61,-0.2
566,1204946944,W. Vierling,Will Vierling,Vierling,Will,C,Murray State University,MURR,730188032,Murray State,BBC,L,R,38,12,17,9,4,77.1,2.06,0.73,1.31,1.67,2.3
566,1317378560,J. Green,Jason Green,Green,Jason,C,Niagara University,NIAG,730156544,Niagara,BBC,L,R,38,4,2,1,0,76.8,1.73,0.86,0.88,3.62,3.9
566,1297338112,T. Smith,Tanner Smith,Smith,Tanner,C,University of Miami,MIA,236,Miami,BBC,R,R,38,10,30,15,5,77.7,2.12,0.81,1.29,1.48,5.6
566,1295461632,A. Chiappetta,Anthony Chiappetta,Chiappetta,Anthony,C,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,38,5,9,3,4,72.0,2.22,0.78,1.42,1.39,4.1
566,1671393892,F. Santana,Fabian Santana,Santana,Fabian,C,Alabama State University,ALST,4765,Alabama State,BBC,R,R,38,4,9,3,4,78.7,1.91,0.78,1.15,2.59,2.2
566,1342168539,T. Sparrer,Tyler Sparrer,Sparrer,Tyler,C,Radford University,RAD,730267392,Radford,BBC,R,R,38,14,26,20,0,73.9,2.16,0.81,1.33,1.33,1.2
577,1153321216,G. Sawa,Grant Sawa,Sawa,Grant,C,Fort Wayne,PFW,730231552,Fort Wayne,BBC,R,R,39,9,10,2,2,77.8,2.08,0.82,1.30,5.41,1.5
577,1263747328,B. Kleiman,Brendan Kleiman,Kleiman,Brendan,C,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,39,5,21,13,3,76.5,2.09,0.80,1.32,1.68,2.8
577,1257351424,L. Bard,Luke Bard,Bard,Luke,C,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,39,7,14,7,0,79.0,2.05,0.80,1.26,1.93,3.6
577,1198411264,A. Vining,Ashby Vining,Vining,Ashby,C,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,39,18,2,2,0,82.1,2.07,0.83,1.24,1.24,2.9
577,1197923072,L. Mock,Logan Mock,Mock,Logan,C,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,39,5,25,14,5,72.1,2.21,0.78,1.43,1.01,2.3
577,1162117120,J. Cilea,Joe Cilea,Cilea,Joe,C,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,39,12,12,8,0,77.6,1.97,0.75,1.25,2.30,3.0
577,1330362005,G. Macias,Garrett Macias,Macias,Garrett,C,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,39,12,19,10,3,77.4,2.20,0.87,1.30,2.32,3.8
577,1736924719,M. Delgado,Matthew Delgado,Delgado,Matthew,C,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,39,16,14,11,1,78.4,2.07,0.83,1.24,2.85,2.5
585,1298788096,J. Cauthron,Jackson Cauthron,Cauthron,Jackson,C,Ohio University,OHIO,730298368,Ohio,BBC,L,R,40,12,11,3,3,74.3,2.24,0.89,1.35,2.53,5.8
585,1327330048,J. Bessette,Jackson Bessette,Bessette,Jackson,C,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,40,11,28,15,4,79.9,2.10,0.87,1.25,2.67,4.1
585,1262664192,K. Milewski,Kevin Milewsky,Milewski,Kevin,C,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,40,7,22,16,4,79.7,1.94,0.74,1.19,1.69,3.2
585,1093158912,H. Cooke,Henry Cooke,Cooke,Henry,C,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,40,9,30,17,6,81.0,1.96,0.72,1.24,1.45,-1.1
585,1191676160,M. Galvan,Marcus Galvan,Galvan,Marcus,C,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,40,7,12,8,3,74.7,2.17,0.83,1.34,1.16,2.1
585,1400171673,M. Saumell,Michael Vincent Saumell,Saumell,Michael Vincent,C,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,S,R,40,9,13,4,1,73.9,2.05,0.77,1.27,1.26,-3.6
591,1281514496,P. Airhart,Parker Airhart,Airhart,Parker,C,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,41,10,22,15,3,75.8,2.09,0.76,1.31,1.43,2.1
591,1109524736,E. Berch,Eli Berch,Berch,Eli,C,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,41,15,29,22,2,76.9,2.07,0.75,1.31,2.00,2.1
591,1199284224,J. Hugus,Jackson Hugus,Hugus,Jackson,C,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,41,12,33,18,7,77.1,2.07,0.79,1.29,3.22,2.9
591,1272023040,J. Stallcup,John Stallcup,Stallcup,John,C,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,41,6,25,9,0,74.2,2.13,0.81,1.33,2.13,2.0
591,1264003584,D. Novak,David Novak,Novak,David,C,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,41,9,28,19,5,76.3,2.15,0.84,1.26,2.10,2.6
591,1243322112,B. Madliak,Bear Madliak,Madliak,Bear,C,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,41,11,28,16,2,77.5,2.03,0.78,1.26,2.16,1.4
