Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,SBOpp,SBA,SB,CS,SB%,SB2Opp,SBA2,SB2,CS2,SB2%,SB3Opp,SBA3,SB3,CS3,SB3%,SBAH,SBH,CSH
50,1074613504,J. De la Cruz,Juan De la Cruz,De la Cruz,Juan,2B,Stetson University,STET,730261504,Stetson,BBC,R,R,53,93,37,28,9,75.7%,57,30,23,7,76.7%,36,3,1,2,33.3%,2,2,0
50,1304314330,P. Goodness,Paulie Goodness,Goodness,Paulie,CF,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,43,89,33,28,5,84.8%,57,25,20,5,80.0%,32,7,7,0,100.0%,0,0,0
57,1081479936,N. Dumesnil,Nicholas Dumesnil,Dumesnil,Nicholas,CF,California Baptist University,CBU,5091,California Baptist,BBC,R,R,57,116,31,27,4,87.1%,67,15,12,3,80.0%,49,14,13,1,92.9%,1,1,0
57,1162570752,L. Braunschweig,Logan Braunschweig,Braunschweig,Logan,CF,UAB,UAB,730345984,UAB,BBC,L,R,53,109,31,27,4,87.1%,66,24,20,4,83.3%,43,4,4,0,100.0%,0,0,0
57,1162567168,N. Sailors,Nolan Sailors,Sailors,Nolan,LF,Creighton University,CREI,730243840,Creighton,BBC,L,R,59,138,30,27,3,90.0%,78,25,22,3,88.0%,60,2,2,0,100.0%,2,2,0
57,1338133248,C. Miller,Cody Miller,Miller,Cody,SS,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,58,120,30,27,3,90.0%,79,19,16,3,84.2%,41,7,7,0,100.0%,0,0,0
57,1239309056,T. Fredo,Ty Fredo,Fredo,Ty,3B,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,51,104,31,27,4,87.1%,62,24,21,3,87.5%,42,5,4,1,80.0%,0,0,0
57,1162591232,I. Walker,Isaiah Walker,Walker,Isaiah,CF,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,53,119,31,27,4,87.1%,69,18,15,3,83.3%,50,7,6,1,85.7%,0,0,0
57,1661134820,T. Stroh,Travis Stroh,Stroh,Travis,CF,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,50,77,35,27,8,77.1%,56,23,17,6,73.9%,21,10,8,2,80.0%,0,0,0
64,1086062336,C. Westenburg,Conner Westenburg,Westenburg,Conner,CF,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,47,89,30,26,4,86.7%,57,17,13,4,76.5%,32,7,7,0,100.0%,0,0,0
64,1187923968,N. Anderson,Nate Anderson,Anderson,Nate,LF,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,L,L,58,117,27,26,1,96.3%,71,20,19,1,95.0%,46,1,1,0,100.0%,1,1,0
64,1182010880,R. Gerety,Ryan Gerety,Gerety,Ryan,RF,Northeastern University,NE,343,Northeastern,BBC,L,L,59,117,26,26,0,100.0%,77,18,18,0,100.0%,40,5,5,0,100.0%,0,0,0
64,1310892801,K. Edwards,Kyle Edwards,Edwards,Kyle,SS,Old Dominion University,ODU,3090,Old Dominion,BBC,S,R,53,102,27,26,1,96.3%,52,15,14,1,93.3%,50,10,10,0,100.0%,0,0,0
64,1227066624,G. Mee,Grady Mee,Mee,Grady,2B,Western Michigan University,WMU,730165248,Western Michigan,BBC,S,R,51,97,29,26,3,89.7%,61,26,23,3,88.5%,36,1,1,0,100.0%,0,0,0
69,1200125184,N. Hayes,Nyan Hayes,Hayes,Nyan,SS,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,53,104,27,25,2,92.6%,66,22,20,2,90.9%,38,3,3,0,100.0%,0,0,0
69,1307084288,A. Magpoc,Adam Magpoc,Magpoc,Adam,LF,Boston College,BC,227,Boston College,BBC,S,R,55,72,33,25,8,75.8%,47,18,12,6,66.7%,25,11,11,0,100.0%,2,0,2
69,1266488832,C. Blauser,Cooper Blauser,Blauser,Cooper,2B,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,61,102,28,25,3,89.3%,58,21,18,3,85.7%,44,6,6,0,100.0%,1,1,0
69,1198413057,V. Sheahan,Vance Sheahan,Sheahan,Vance,SS,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,61,134,30,25,5,83.3%,84,21,18,3,85.7%,50,3,2,1,66.7%,1,0,1
69,1184596736,C. Hoalcraft,Chris Hoalcraft,Hoalcraft,Chris,SS,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,48,88,30,25,5,83.3%,56,24,19,5,79.2%,32,4,4,0,100.0%,0,0,0
69,1263748608,J. Mack,Jalon Mack,Mack,Jalon,2B,Southern University,SOU,4767,Southern,BBC,S,R,42,75,31,25,6,80.6%,55,24,20,4,83.3%,20,5,3,2,60.0%,0,0,0
69,1205132544,G. Greco,Garrett Greco,Greco,Garrett,2B,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,L,R,46,114,30,25,5,83.3%,75,20,15,5,75.0%,39,5,5,0,100.0%,1,1,0
69,1191396608,C. Raile,Cole Raile,Raile,Cole,P,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,53,100,30,25,5,83.3%,60,15,12,3,80.0%,40,14,12,2,85.7%,0,0,0
69,1033278870,C. Davis,Charlie Davis,Davis,Charlie,2B,Belmont University,BEL,730190336,Belmont,BBC,L,R,60,141,30,25,5,83.3%,92,19,17,2,89.5%,49,9,6,3,66.7%,0,0,0
69,1089460923,M. Rienstra-Kiracofe,Micah Rienstra-Kiracofe,Rienstra-Kiracofe,Micah,CF,Kent State University,KENT,730315008,Kent State,BBC,R,R,56,108,28,25,3,89.3%,65,22,19,3,86.4%,43,5,5,0,100.0%,0,0,0
79,1301085696,B. Greer,Benjamin Greer,Greer,Benjamin,2B,Abilene Christian University,AC,730375936,Abilene Christian,BBC,S,R,57,85,27,24,3,88.9%,42,18,16,2,88.9%,43,7,6,1,85.7%,0,0,0
79,1306865920,M. Thomas,Martavius Thomas,Thomas,Martavius,CF,Grambling State University,GRAM,5378,Grambling State,BBC,S,R,49,121,25,24,1,96.0%,75,20,20,0,100.0%,46,3,2,1,66.7%,1,1,0
79,1309417216,G. Royer,Gianni Royer,Royer,Gianni,CF,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,53,104,26,24,2,92.3%,55,15,13,2,86.7%,49,6,6,0,100.0%,1,1,0
79,1279221760,C. Thibodeaux,Cardell Thibodeaux,Thibodeaux,Cardell,LF,Southern University,SOU,4767,Southern,BBC,L,L,49,116,34,24,10,70.6%,75,19,11,8,57.9%,41,10,8,2,80.0%,2,2,0
79,1189127680,S. Meier,Steven Meier,Meier,Steven,CF,Troy University,TROY,730378496,Troy,BBC,L,L,57,147,29,24,5,82.8%,76,20,16,4,80.0%,71,4,3,1,75.0%,0,0,0
79,1334287616,G. Roessler,Gabe Roessler,Roessler,Gabe,SS,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,59,108,30,24,6,80.0%,67,20,15,5,75.0%,41,4,4,0,100.0%,4,3,1
79,1184455168,M. Knight,Malakhi Knight,Knight,Malakhi,CF,University of Washington,WASH,3110,Washington,BBC,R,R,50,84,26,24,2,92.3%,51,21,19,2,90.5%,33,3,3,0,100.0%,1,1,0
79,1096460032,J. Peltier,JP Peltier,Peltier,JP,LF,Wright State University,WRST,5390,Wright State,BBC,R,R,60,86,26,24,2,92.3%,42,17,15,2,88.2%,44,5,5,0,100.0%,0,0,0
79,1876553123,K. Holiday,Khi Holiday,Holiday,Khi,CF,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,56,133,27,24,3,88.9%,84,19,17,2,89.5%,49,7,6,1,85.7%,0,0,0
79,1072675317,M. Webb,Myles Webb,Webb,Myles,LF,Longwood University,LONG,730219264,Longwood,BBC,R,R,52,103,28,24,4,85.7%,63,19,16,3,84.2%,40,5,4,1,80.0%,0,0,0
79,1096344505,C. Bland,Cermodrick Bland,Bland,Cermodrick,RF,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,36,70,30,24,6,80.0%,44,21,15,6,71.4%,26,8,8,0,100.0%,0,0,0
79,1402749004,R. Pruitt,Ryan Pruitt,Pruitt,Ryan,CF,University of South Florida,USF,2292,South Florida,BBC,L,L,56,98,27,24,3,88.9%,63,16,13,3,81.3%,35,5,5,0,100.0%,0,0,0
91,1336599040,J. Shields,Jonah Shields,Shields,Jonah,2B,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,54,147,28,23,5,82.1%,99,26,21,5,80.8%,48,0,0,0,-,0,0,0
91,1158010112,S. Biller,Sam Biller,Biller,Sam,LF,University of Connecticut,CONN,5486,Connecticut,BBC,L,L,58,92,29,23,6,79.3%,54,23,17,6,73.9%,38,3,3,0,100.0%,1,1,0
91,1092683264,C. Cole,Chris Cole,Cole,Chris,CF,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,L,R,58,135,27,23,4,85.2%,76,26,22,4,84.6%,59,1,1,0,100.0%,0,0,0
91,1101076736,R. Moroney,Reece Moroney,Moroney,Reece,SS,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,58,135,30,23,7,76.7%,89,22,16,6,72.7%,46,5,4,1,80.0%,0,0,0
91,1141044992,P. Link,Peter Link,Link,Peter,LF,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,48,99,25,23,2,92.0%,55,14,12,2,85.7%,44,8,8,0,100.0%,0,0,0
91,1100142336,J. Ritter,Jamal Ritter,Ritter,Jamal,CF,Norfolk State University,NORF,3904,Norfolk State,BBC,L,L,42,65,27,23,4,85.2%,45,19,15,4,78.9%,20,6,6,0,100.0%,2,2,0
91,1330699776,J. Layman,James Layman,Layman,James,3B,Wofford College,WOF,730176512,Wofford,BBC,L,R,49,119,29,23,6,79.3%,68,17,11,6,64.7%,51,9,9,0,100.0%,2,2,0
91,1139915009,B. Garner,Bradley Garner,Garner,Bradley,RF,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,52,135,27,23,4,85.2%,78,17,14,3,82.4%,57,8,7,1,87.5%,0,0,0
91,1196830464,N. Brini,Niko Brini,Brini,Niko,LF,Wofford College,WOF,730176512,Wofford,BBC,L,L,48,83,27,23,4,85.2%,47,19,16,3,84.2%,36,5,4,1,80.0%,0,0,0
91,1136254858,D. Lee,Darryl Lee,Lee,Darryl,CF,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,L,L,57,102,28,23,5,82.1%,72,21,18,3,85.7%,30,3,2,1,66.7%,1,0,1
91,1408531850,S. Grube,Sam Grube,Grube,Sam,2B,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,R,50,122,32,23,9,71.9%,76,21,13,8,61.9%,46,5,5,0,100.0%,1,0,1
102,1272927744,K. Walker,Kyle Walker,Walker,Kyle,2B,Arizona State University,ASU,5035,Arizona State,BBC,R,R,56,125,27,22,5,81.5%,77,21,16,5,76.2%,48,5,5,0,100.0%,0,0,0
102,1201797120,J. Cannon,Jack Cannon,Cannon,Jack,LF,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,L,38,70,25,22,3,88.0%,37,18,15,3,83.3%,33,6,6,0,100.0%,0,0,0
102,1075205888,D. Williams,Dixon Williams,Williams,Dixon,2B,East Carolina University,ECU,730270720,East Carolina,BBC,L,R,62,127,25,22,3,88.0%,78,21,18,3,85.7%,49,0,0,0,-,0,0,0
102,1221084416,B. Murtha,Brock Murtha,Murtha,Brock,2B,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,48,85,23,22,1,95.7%,52,16,16,0,100.0%,33,5,4,1,80.0%,0,0,0
102,1179407616,E. Snider,Eston Snider,Snider,Eston,CF,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,R,55,149,25,22,3,88.0%,97,24,22,2,91.7%,52,1,0,1,0.0%,0,0,0
102,1309504768,J. Martinez,Jace Martinez,Martinez,Jace,SS,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,50,94,25,22,3,88.0%,57,17,15,2,88.2%,37,6,5,1,83.3%,0,0,0
102,1088450304,D. Pedanou,David Pedanou,Pedanou,David,CF,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,47,68,22,22,0,100.0%,47,16,16,0,100.0%,21,4,4,0,100.0%,0,0,0
102,1092627968,D. Gierer,Daniel Gierer,Gierer,Daniel,CF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,53,101,27,22,5,81.5%,62,20,16,4,80.0%,39,6,5,1,83.3%,0,0,0
102,1248737024,I. Webb,Isaac Webb,Webb,Isaac,CF,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,51,89,26,22,4,84.6%,57,21,17,4,81.0%,32,4,4,0,100.0%,0,0,0
102,1096254720,A. Patel,Aryan Patel,Patel,Aryan,TWP,The Citadel,CIT,730366720,The Citadel,BBC,R,R,49,78,22,22,0,100.0%,46,12,12,0,100.0%,32,6,6,0,100.0%,0,0,0
102,1248850176,B. DeLamielleure,Blake DeLamielleure,DeLamielleure,Blake,RF,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,56,90,24,22,2,91.7%,52,19,18,1,94.7%,38,5,4,1,80.0%,0,0,0
102,1745682930,O. Silliman,Owen Silliman,Silliman,Owen,CF,Canisius College,CAN,730218752,Canisius,BBC,R,R,41,97,25,22,3,88.0%,66,22,19,3,86.4%,31,3,3,0,100.0%,0,0,0
102,1802425630,J. Taylor,Jordan Taylor,Taylor,Jordan,LF,Stetson University,STET,730261504,Stetson,BBC,R,R,63,87,22,22,0,100.0%,51,18,18,0,100.0%,36,2,2,0,100.0%,0,0,0
102,1673066641,R. Pitts Jr.,Robert Pitts Jr.,Pitts Jr.,Robert,CF,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,51,104,27,22,5,81.5%,62,22,19,3,86.4%,42,4,2,2,50.0%,0,0,0
102,1417310238,G. Balius,Gavin Balius,Balius,Gavin,CF,Ball State University,BALL,730195456,Ball State,BBC,R,R,56,109,25,22,3,88.0%,79,23,20,3,87.0%,30,1,1,0,100.0%,0,0,0
102,1171397693,S. Moses,Sonnier Moses,Moses,Sonnier,2B,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,34,56,26,22,4,84.6%,33,14,13,1,92.9%,23,8,5,3,62.5%,0,0,0
102,1180135944,P. Blackman,Parker Blackman,Blackman,Parker,CF,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,L,L,55,75,27,22,5,81.5%,50,21,16,5,76.2%,25,5,5,0,100.0%,0,0,0
102,1076858579,K. Phillips,Kelton Phillips,Phillips,Kelton,CF,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,49,104,28,22,6,78.6%,67,18,13,5,72.2%,37,8,7,1,87.5%,0,0,0
102,1912854991,D. Longo,Dom Longo,Longo,Dom,3B,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,61,109,30,22,8,73.3%,66,24,17,7,70.8%,43,3,2,1,66.7%,0,0,0
121,1155640832,N. Humphreys,Nathan Humphreys,Humphreys,Nathan,CF,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,L,R,59,123,24,21,3,87.5%,74,18,15,3,83.3%,49,1,1,0,100.0%,1,1,0
121,1152914688,K. Vu,Kien Vu,Vu,Kien,RF,Arizona State University,ASU,5035,Arizona State,BBC,L,L,50,105,24,21,3,87.5%,60,9,8,1,88.9%,45,13,11,2,84.6%,1,1,0
121,1291342848,P. Daniel,Pete Daniel,Daniel,Pete,SS,Belmont University,BEL,730190336,Belmont,BBC,R,R,51,133,25,21,4,84.0%,81,18,16,2,88.9%,52,6,4,2,66.7%,0,0,0
121,1297493248,D. Thompson,Dalen Thompson,Thompson,Dalen,CF,Campbell University,CAMP,730187776,Campbell,BBC,R,R,51,87,24,21,3,87.5%,47,19,18,1,94.7%,40,3,1,2,33.3%,1,1,0
121,1325105152,J. Simpson,Joe Simpson,Simpson,Joe,LF,Campbell University,CAMP,730187776,Campbell,BBC,R,R,44,65,22,21,1,95.5%,40,14,13,1,92.9%,25,6,6,0,100.0%,0,0,0
121,1088451584,A. DePino,Anthony DePino,DePino,Anthony,3B,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,58,168,24,21,3,87.5%,90,17,15,2,88.2%,78,6,5,1,83.3%,0,0,0
121,1143610880,G. Wright,Gabe Wright,Wright,Gabe,CF,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,52,50,24,21,3,87.5%,34,22,19,3,86.4%,16,2,2,0,100.0%,0,0,0
121,1202725120,L. Knight,Lawson Knight,Knight,Lawson,CF,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,50,66,23,21,2,91.3%,38,16,15,1,93.8%,28,2,1,1,50.0%,2,2,0
121,1100719360,M. Bucciero,Matt Bucciero,Bucciero,Matt,RF,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,58,115,24,21,3,87.5%,72,21,18,3,85.7%,43,3,3,0,100.0%,0,0,0
121,1201654784,H. Padden,Harry Padden,Padden,Harry,CF,Monmouth University,MONM,4164,Monmouth,BBC,R,R,51,90,24,21,3,87.5%,51,18,15,3,83.3%,39,4,4,0,100.0%,0,0,0
121,1302561280,M. Giberti,Matt Giberti,Giberti,Matt,CF,Harvard University,HARV,5450,Harvard,BBC,L,R,42,60,24,21,3,87.5%,39,19,16,3,84.2%,21,2,2,0,100.0%,0,0,0
121,1082402560,R. Austin,RJ Austin,Austin,RJ,CF,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,59,99,24,21,3,87.5%,56,11,8,3,72.7%,43,5,5,0,100.0%,2,2,0
121,1779361511,K. Collins,Kain Collins,Collins,Kain,LF,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,R,49,138,28,21,7,75.0%,91,25,19,6,76.0%,47,3,2,1,66.7%,0,0,0
121,1858680066,J. Claiborn,Jason Claiborn,Claiborn,Jason,1B,Marist College,MRST,730374656,Marist,BBC,L,L,54,134,23,21,2,91.3%,92,19,17,2,89.5%,42,2,2,0,100.0%,0,0,0
121,1774046423,Z. Williams,Zion Williams,Williams,Zion,LF,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,50,73,23,21,2,91.3%,44,18,16,2,88.9%,29,3,3,0,100.0%,0,0,0
121,1342169853,S. Campbell,Scott Campbell,Campbell,Scott,RF,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,55,116,23,21,2,91.3%,76,20,18,2,90.0%,40,2,2,0,100.0%,0,0,0
137,1085400320,R. Taylor,Ryan Taylor,Taylor,Ryan,CF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,41,70,22,20,2,90.9%,45,19,18,1,94.7%,25,2,2,0,100.0%,1,0,1
137,1183044096,J. King,Jimmy King,King,Jimmy,SS,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,58,101,21,20,1,95.2%,58,12,12,0,100.0%,43,2,2,0,100.0%,2,1,1
137,1085407744,J. Goodman,Jack Goodman,Goodman,Jack,SS,Northeastern University,NE,343,Northeastern,BBC,R,R,53,114,27,20,7,74.1%,68,17,11,6,64.7%,46,7,6,1,85.7%,0,0,0
137,1303371520,K. Caster,Kavi Caster,Caster,Kavi,LF,Georgetown University,GTWN,2330,Georgetown,BBC,L,L,55,110,21,20,1,95.2%,57,19,18,1,94.7%,53,2,2,0,100.0%,0,0,0
137,1334269952,C. Hendrickson,Carter Hendrickson,Hendrickson,Carter,LF,Xavier University,XAV,5464,Xavier,BBC,R,L,59,132,21,20,1,95.2%,77,14,13,1,92.9%,55,3,3,0,100.0%,1,1,0
137,1259966976,A. Robbins,Aiden Robbins,Robbins,Aiden,RF,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,53,187,20,20,0,100.0%,96,12,12,0,100.0%,91,4,4,0,100.0%,1,1,0
137,1260855040,L. Masiuk,Luke Masiuk,Masiuk,Luke,RF,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,53,87,22,20,2,90.9%,45,19,17,2,89.5%,42,1,1,0,100.0%,1,1,0
137,1264056576,D. Ferrara,Dean Ferrara,Ferrara,Dean,3B,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,58,185,20,20,0,100.0%,112,11,11,0,100.0%,73,5,5,0,100.0%,0,0,0
137,1187499008,D. Collins,Drew Collins,Collins,Drew,LF,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,R,60,130,24,20,4,83.3%,78,17,14,3,82.4%,52,3,2,1,66.7%,3,3,0
137,1119242496,J. Whitlinger,Jake Whitlinger,Whitlinger,Jake,CF,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,48,97,23,20,3,87.0%,54,18,15,3,83.3%,43,3,3,0,100.0%,0,0,0
137,1251616000,B. Valentine,Balin Valentine,Valentine,Balin,LF,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,55,97,24,20,4,83.3%,59,19,15,4,78.9%,38,2,2,0,100.0%,1,1,0
137,1310817024,C. Jackson,Core Jackson,Jackson,Core,SS,University of Utah,UTAH,730328320,Utah,BBC,L,R,48,101,23,20,3,87.0%,58,15,14,1,93.3%,43,5,3,2,60.0%,2,2,0
137,1210139136,B. McKenzie,Brody McKenzie,McKenzie,Brody,CF,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,46,81,23,20,3,87.0%,48,16,13,3,81.3%,33,4,4,0,100.0%,0,0,0
137,1327585024,C. Walsh,Chris Walsh,Walsh,Chris,1B,Monmouth University,MONM,4164,Monmouth,BBC,R,R,46,81,25,20,5,80.0%,50,16,13,3,81.3%,31,7,7,0,100.0%,2,0,2
137,1299973888,J. Casey,Jake Casey,Casey,Jake,RF,Kent State University,KENT,730315008,Kent State,BBC,L,R,56,90,27,20,7,74.1%,50,17,12,5,70.6%,40,9,7,2,77.8%,0,0,0
137,1662602223,J. Ince,Jeffrey Ince,Ince,Jeffrey,2B,Samford University,SAM,730386432,Samford,BBC,S,R,56,138,21,20,1,95.2%,87,16,15,1,93.8%,51,2,2,0,100.0%,0,0,0
137,1247518976,T. Tracy,Tab Tracy,Tracy,Tab,CF,Lamar University,LAM,730162432,Lamar,BBC,L,L,53,124,23,20,3,87.0%,75,18,16,2,88.9%,49,2,1,1,50.0%,0,0,0
137,1342166930,C. Niehaus,Charlie Niehaus,Niehaus,Charlie,SS,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,54,94,20,20,0,100.0%,55,12,12,0,100.0%,39,3,3,0,100.0%,0,0,0
137,1441024471,O. Clyne,Owen Clyne,Clyne,Owen,SS,George Mason University,GMU,730265088,George Mason,BBC,L,R,61,144,25,20,5,80.0%,87,17,13,4,76.5%,57,5,4,1,80.0%,2,2,0
137,1802069545,N. Rivera,Noel Rivera,Rivera,Noel,3B,Marist College,MRST,730374656,Marist,BBC,R,R,39,83,23,20,3,87.0%,42,7,6,1,85.7%,41,10,9,1,90.0%,2,1,1
137,1151026784,A. Mendes,Alex Mendes,Mendes,Alex,RF,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,34,84,27,20,7,74.1%,49,16,9,7,56.3%,35,7,7,0,100.0%,1,1,0
137,1346659671,E. Hudgins,Eli Hudgins,Hudgins,Eli,CF,Radford University,RAD,730267392,Radford,BBC,S,R,48,95,22,20,2,90.9%,55,17,15,2,88.2%,40,2,2,0,100.0%,1,1,0
159,1153713408,A. Walton,Aaron Walton,Walton,Aaron,CF,University of Arizona,ARIZ,232,Arizona,BBC,R,R,65,127,23,19,4,82.6%,70,16,13,3,81.3%,57,3,3,0,100.0%,1,0,1
159,1102646272,P. Roche,Patrick Roche,Roche,Patrick,3B,Boston College,BC,227,Boston College,BBC,R,R,57,124,22,19,3,86.4%,80,14,12,2,85.7%,44,7,7,0,100.0%,1,0,1
159,1318652416,T. Cohen,Trevor Cohen,Cohen,Trevor,RF,Rutgers University,RUTG,730229248,Rutgers,BBC,L,L,57,134,22,19,3,86.4%,71,16,13,3,81.3%,63,2,2,0,100.0%,3,3,0
159,1306773504,J. Mantuano,Jimmy Mantuano,Mantuano,Jimmy,RF,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,L,47,90,20,19,1,95.0%,51,13,13,0,100.0%,39,5,5,0,100.0%,1,0,1
159,1099807744,T. Schmalzle,TJ Schmalzle,Schmalzle,TJ,CF,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,57,92,21,19,2,90.5%,54,17,15,2,88.2%,38,2,2,0,100.0%,0,0,0
159,1143035136,J. Butler,Jake Butler,Butler,Jake,3B,George Mason University,GMU,730265088,George Mason,BBC,R,R,61,111,22,19,3,86.4%,70,18,15,3,83.3%,41,1,1,0,100.0%,0,0,0
159,1196066304,S. McCloud,Slade McCloud,McCloud,Slade,2B,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,R,56,114,25,19,6,76.0%,66,16,12,4,75.0%,48,6,5,1,83.3%,1,0,1
159,1264072192,M. Echazarreta,Miggy Echazarreta,Echazarreta,Miggy,RF,High Point University,HP,730321152,High Point,BBC,L,R,53,112,23,19,4,82.6%,67,11,8,3,72.7%,45,5,5,0,100.0%,1,0,1
