Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,InZone%,High%,VMid%,Low%,UpHalf%,LowHalf%,Inside%,HMid%,Outside%,InHalf%,OutHalf%
1820,1097665536,C. Mitchelle,Christian Mitchelle,Mitchelle,Christian,TWP,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,53,223,773,49.5%,28.6%,28.6%,42.7%,42.8%,57.2%,24.6%,25.4%,50.1%,36.4%,63.6%
1821,1204862208,M. Stellrecht,Mike Stellrecht,Stellrecht,Mike,SS,Binghamton University,BING,730155776,Binghamton,BBC,S,R,55,229,888,49.5%,30.5%,29.8%,39.7%,43.9%,56.1%,25.3%,26.4%,48.3%,38.3%,61.7%
1822,1099849216,B. Loving,Bryant Loving,Loving,Bryant,3B,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,45,159,545,49.6%,31.8%,28.1%,40.1%,43.0%,57.0%,16.5%,26.9%,56.6%,27.7%,72.3%
1822,1172733844,A. Richter,Alex Richter,Richter,Alex,3B,Ball State University,BALL,730195456,Ball State,BBC,L,R,58,271,1044,49.6%,26.1%,28.8%,45.0%,38.4%,61.6%,20.1%,27.5%,52.4%,34.8%,65.2%
1824,1310844160,D. Pacheco,D.J. Pacheco,Pacheco,D.J.,LF,University of Richmond,RICH,730171904,Richmond,BBC,R,R,50,212,808,49.6%,29.7%,28.5%,41.9%,44.4%,55.6%,25.9%,23.4%,50.7%,37.4%,62.6%
1825,1334287616,G. Roessler,Gabe Roessler,Roessler,Gabe,SS,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,59,288,1033,49.6%,25.7%,27.4%,46.9%,37.9%,62.1%,24.5%,24.8%,50.7%,35.3%,64.7%
1826,1420638320,I. Anderson,Indy Anderson,Anderson,Indy,1B,Coppin State University,COPP,730194176,Coppin State,BBC,L,R,49,217,686,49.6%,29.7%,26.6%,43.8%,43.8%,56.3%,28.9%,22.3%,48.8%,39.5%,60.5%
1827,1105954873,K. Brown,Kordell Brown,Brown,Kordell,SS,University of the Pacific,PAC,730386944,Pacific,BBC,S,R,50,172,687,49.6%,27.3%,32.1%,40.6%,41.9%,58.1%,20.8%,26.6%,52.6%,34.3%,65.7%
1828,1110083328,B. Ries,Benji Ries,Ries,Benji,C,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,43,182,650,49.7%,27.4%,28.3%,44.3%,39.6%,60.4%,28.1%,26.9%,45.0%,42.8%,57.2%
1829,1330362005,G. Macias,Garrett Macias,Macias,Garrett,C,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,46,171,666,49.7%,30.9%,28.6%,40.5%,43.6%,56.4%,27.6%,22.5%,49.8%,38.7%,61.3%
1830,1235358720,W. Hunt,Wyatt Hunt,Hunt,Wyatt,3B,Monmouth University,MONM,4164,Monmouth,BBC,L,R,50,198,661,49.7%,26.1%,28.7%,45.2%,40.7%,59.3%,21.6%,22.5%,55.9%,31.6%,68.4%
1831,1597563564,D. Carleton,Daylon Carleton,Carleton,Daylon,CF,Texas Southern University,TXSO,4768,Texas Southern,BBC,L,L,44,140,445,49.7%,26.3%,33.7%,40.1%,41.7%,58.3%,20.8%,23.7%,55.4%,33.3%,66.7%
1832,1839502953,J. Ibe,Joshua Ibe,Ibe,Joshua,1B,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,46,195,748,49.7%,26.6%,29.1%,44.3%,37.4%,62.6%,21.1%,25.3%,53.6%,32.2%,67.8%
1833,1137355264,T. Neuer,Trenton Neuer,Neuer,Trenton,LF,Ohio University,OHIO,730298368,Ohio,BBC,R,R,45,180,673,49.7%,26.1%,36.0%,38.0%,43.6%,56.4%,25.0%,29.6%,45.4%,41.0%,59.0%
1834,1080320768,B. Drost,Brody Drost,Drost,Brody,RF,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,44,140,544,49.7%,28.5%,29.3%,42.2%,42.6%,57.4%,26.8%,28.3%,44.9%,38.7%,61.3%
1835,1304426498,E. Paulsen,Erik Paulsen,Paulsen,Erik,TWP,Stony Brook University,STON,730249984,Stony Brook,BBC,L,L,49,230,810,49.7%,33.7%,32.0%,34.4%,46.8%,53.2%,22.0%,24.9%,53.1%,32.6%,67.4%
1836,1887725148,N. Colby,Nolan Colby,Colby,Nolan,2B,Fairfield University,FAIR,730380544,Fairfield,BBC,L,R,58,248,931,49.8%,27.8%,26.5%,45.7%,39.1%,60.9%,30.0%,24.8%,45.2%,42.1%,57.9%
1837,1542417101,H. Ray,Hunter Ray,Ray,Hunter,RF,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,R,40,143,534,49.8%,21.0%,30.7%,48.3%,34.9%,65.1%,20.5%,26.6%,52.9%,32.9%,67.1%
1838,1848836452,N. Grawe,Nolan Grawe,Grawe,Nolan,3B,South Dakota State University,SDST,730323200,South Dakota State,BBC,L,R,51,230,882,49.8%,26.7%,30.3%,43.0%,41.3%,58.7%,20.5%,23.9%,55.6%,29.7%,70.3%
1839,1334320384,T. Castro,Tyler Castro,Castro,Tyler,1B,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,R,46,188,735,49.8%,23.6%,31.7%,44.7%,37.7%,62.3%,22.7%,27.1%,50.2%,34.6%,65.4%
1840,1605117576,C. Doughty,Chanz Doughty,Doughty,Chanz,RF,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,49,202,733,49.8%,25.7%,32.2%,42.1%,41.8%,58.2%,27.2%,24.1%,48.7%,39.4%,60.6%
1841,1310870784,P. Steele,Preston Steele,Steele,Preston,3B,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,53,211,786,49.8%,27.1%,32.1%,40.8%,39.5%,60.5%,29.2%,25.6%,45.2%,42.6%,57.4%
1842,1339859835,L. Akers,Landon Akers,Akers,Landon,SS,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,53,243,851,49.8%,27.2%,32.2%,40.7%,42.6%,57.4%,31.1%,27.7%,41.2%,45.0%,55.0%
1843,1198474496,M. Hartman,Max Hartman,Hartman,Max,LF,Washington State University,WSU,4505,Washington State,BBC,L,R,41,194,672,49.8%,34.5%,28.7%,36.8%,49.2%,50.8%,27.9%,26.5%,45.6%,42.4%,57.6%
1844,1152890880,D. ONeill,Dean O'Neill,ONeill,Dean,C,University of Maine,ME,730275840,Maine,BBC,R,R,47,214,726,49.9%,25.9%,31.4%,42.7%,41.0%,59.0%,28.5%,24.2%,47.3%,39.7%,60.3%
1845,1304683776,J. Beverly,Jack Beverly,Beverly,Jack,3B,University of Massachusetts,MASS,5451,UMass,BBC,R,R,47,213,875,49.9%,28.0%,31.9%,40.1%,44.5%,55.5%,24.0%,24.7%,51.3%,35.7%,64.3%
1846,1306865920,M. Thomas,Martavius Thomas,Thomas,Martavius,CF,Grambling State University,GRAM,5378,Grambling State,BBC,S,R,49,222,639,49.9%,21.8%,38.7%,39.6%,38.9%,61.1%,20.0%,28.8%,51.2%,33.9%,66.1%
1847,1369787182,G. Arnold,Garrett Arnold,Arnold,Garrett,C,Ball State University,BALL,730195456,Ball State,BBC,R,R,49,182,665,49.9%,26.4%,30.6%,43.0%,40.3%,59.7%,24.5%,24.6%,50.9%,36.0%,64.0%
1848,1306802176,L. Luskey,Luke Luskey,Luskey,Luke,1B,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,40,172,681,49.9%,30.9%,26.5%,42.6%,45.2%,54.8%,23.9%,25.4%,50.7%,35.5%,64.5%
1849,1310888704,W. Cresswell,Will Cresswell,Cresswell,Will,C,Washington State University,WSU,4505,Washington State,BBC,R,R,43,184,687,49.9%,34.4%,28.5%,37.1%,48.2%,51.8%,22.8%,26.4%,50.7%,35.5%,64.5%
1850,1142659072,J. Harris,James Harris,Harris,James,1B,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,47,196,813,49.9%,26.4%,31.5%,42.1%,43.5%,56.5%,27.8%,23.3%,48.9%,37.5%,62.5%
1851,1095700736,C. Worcester,Chris Worcester,Worcester,Chris,2B,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,51,257,926,49.9%,23.1%,29.6%,47.3%,35.5%,64.5%,25.8%,26.7%,47.5%,39.2%,60.8%
1852,1779361511,K. Collins,Kain Collins,Collins,Kain,LF,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,R,49,231,931,49.9%,31.0%,31.2%,37.9%,45.3%,54.7%,25.8%,25.8%,48.5%,38.4%,61.6%
1853,1314586953,S. McCulloch,Sean McCulloch,McCulloch,Sean,LF,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,L,R,55,275,1070,49.9%,31.5%,28.4%,40.1%,45.1%,54.9%,22.0%,23.4%,54.6%,34.0%,66.0%
1854,1215125760,Z. Casebonne,Zackarie Casebonne,Casebonne,Zackarie,C,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,28,108,404,50.0%,20.8%,29.2%,50.0%,40.1%,59.9%,17.1%,29.2%,53.7%,29.2%,70.8%
1854,1269593088,A. Cordeiro,Antonio Cordeiro,Cordeiro,Antonio,C,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,43,156,595,50.0%,26.7%,25.8%,47.6%,38.0%,62.0%,23.5%,26.7%,49.8%,34.2%,65.8%
1854,1090856448,A. Hausner,Anthony Hausner,Hausner,Anthony,TWP,The Citadel,CIT,730366720,The Citadel,BBC,L,R,46,154,622,50.0%,29.8%,30.5%,39.7%,45.2%,54.8%,27.0%,23.3%,49.7%,36.7%,63.3%
1854,1306922752,M. OConor,Mike O'Conor,OConor,Mike,3B,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,42,192,695,50.0%,27.9%,30.0%,42.1%,40.3%,59.7%,22.1%,26.1%,51.8%,33.5%,66.5%
1854,1580046678,J. Gomez,Jonathan Gomez,Gomez,Jonathan,SS,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,53,240,823,50.0%,19.0%,28.7%,52.3%,31.1%,68.9%,27.5%,22.8%,49.7%,39.0%,61.0%
1854,1581848523,G. Lakins,Gunner Lakins,Lakins,Gunner,RF,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,38,151,364,50.0%,33.1%,24.6%,42.4%,40.7%,59.3%,33.9%,22.9%,43.2%,45.8%,54.2%
1860,1099412224,T. Recchio,Tanner Recchio,Recchio,Tanner,2B,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,R,48,229,822,50.1%,28.3%,30.0%,41.7%,42.0%,58.0%,27.4%,26.3%,46.3%,38.2%,61.8%
1861,1213027329,E. Willoughby,Ethan Willoughby,Willoughby,Ethan,3B,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,50,212,767,50.1%,31.8%,26.9%,41.3%,44.3%,55.7%,25.6%,25.0%,49.4%,35.3%,64.7%
1862,1202725120,L. Knight,Lawson Knight,Knight,Lawson,CF,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,50,177,689,50.1%,29.5%,29.5%,40.9%,43.1%,56.9%,25.0%,24.3%,50.7%,35.5%,64.5%
1863,1263953664,T. Peters,Tyler Peters,Peters,Tyler,LF,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,45,155,615,50.1%,29.2%,31.7%,39.1%,43.5%,56.5%,24.7%,25.4%,49.9%,37.4%,62.6%
1864,1310580992,D. Paris,Derek Paris,Paris,Derek,C,UMBC,UMBC,730210304,UMBC,BBC,R,R,44,163,602,50.1%,25.8%,34.3%,39.9%,43.4%,56.6%,22.7%,29.0%,48.3%,37.3%,62.7%
1865,1272690432,T. Lindwedel,Tony Lindwedel,Lindwedel,Tony,C,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,46,145,521,50.1%,23.6%,27.1%,49.3%,36.0%,64.0%,25.1%,24.8%,50.1%,37.4%,62.6%
1866,1099807744,T. Schmalzle,TJ Schmalzle,Schmalzle,TJ,CF,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,57,252,966,50.1%,29.6%,26.9%,43.5%,41.3%,58.7%,23.9%,22.8%,53.2%,35.0%,65.0%
1867,1890491822,J. Campbell,Jay Campbell,Campbell,Jay,3B,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,55,232,630,50.1%,24.8%,28.9%,46.4%,38.8%,61.2%,24.2%,22.2%,53.6%,32.7%,67.3%
1868,1077015040,J. King,Jake King,King,Jake,LF,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,L,L,51,244,986,50.2%,23.6%,31.8%,44.7%,36.9%,63.1%,18.0%,22.9%,59.1%,27.7%,72.3%
1869,1463982062,C. Morris,Charles Morris,Morris,Charles,TWP,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,L,L,49,187,558,50.2%,27.4%,30.6%,42.0%,41.0%,59.0%,22.4%,26.5%,51.1%,34.7%,65.3%
1870,1083615488,I. Daugherty,Ian Daugherty,Daugherty,Ian,C,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,48,181,625,50.2%,27.4%,30.0%,42.6%,41.1%,58.9%,29.0%,24.0%,46.9%,40.3%,59.7%
1871,1157888329,J. McCoy,Jake McCoy,McCoy,Jake,LF,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,53,205,671,50.2%,27.4%,31.9%,40.7%,43.9%,56.1%,23.6%,24.8%,51.7%,34.9%,65.1%
1872,1976265199,J. Smith,Jackson Smith,Smith,Jackson,1B,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,R,44,152,636,50.2%,23.7%,26.6%,49.7%,33.3%,66.7%,24.1%,25.1%,50.8%,37.9%,62.1%
1873,1019713603,T. Koch,Tommy Koch,Koch,Tommy,C,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,41,153,523,50.2%,30.7%,27.3%,42.0%,42.0%,58.0%,30.7%,25.3%,44.0%,44.0%,56.0%
1874,1233348096,G. Berkley,Garrison Berkley,Berkley,Garrison,CF,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,55,252,914,50.2%,30.2%,29.4%,40.3%,44.3%,55.7%,24.2%,27.0%,48.8%,36.5%,63.5%
1875,1099738624,A. Briseno,Armando Briseno,Briseno,Armando,SS,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,42,179,599,50.2%,28.5%,28.7%,42.7%,42.2%,57.8%,26.1%,29.7%,44.2%,41.6%,58.4%
1876,1311028736,J. Schattle,Jagger Schattle,Schattle,Jagger,1B,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,L,L,46,178,683,50.2%,26.3%,30.3%,43.4%,41.5%,58.5%,20.1%,24.7%,55.2%,31.5%,68.5%
1877,1325212928,B. Thompson,Bryce Thompson,Thompson,Bryce,RF,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,46,166,548,50.2%,32.6%,26.6%,40.8%,49.8%,50.2%,26.6%,33.0%,40.3%,43.8%,56.2%
1878,1090284544,P. Edwards,Parker Edwards,Edwards,Parker,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,54,213,689,50.2%,30.1%,31.2%,38.6%,44.8%,55.2%,31.0%,24.0%,45.0%,41.0%,59.0%
1879,1279297280,C. Scanlon,Christian Scanlon,Scanlon,Christian,RF,Merrimack College,MRMK,730295552,Merrimack,BBC,L,L,49,205,807,50.2%,26.8%,31.7%,41.5%,40.6%,59.4%,18.9%,25.6%,55.5%,29.8%,70.2%
1880,1220504064,T. Gaspar,Taylor Gaspar,Gaspar,Taylor,RF,Stonehill College,SC,730238464,Stonehill,BBC,R,R,48,214,753,50.2%,24.6%,28.4%,47.1%,38.8%,61.2%,24.1%,25.5%,50.4%,37.4%,62.6%
1881,1290066432,R. Masse,Rowan Masse,Masse,Rowan,3B,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,50,190,663,50.2%,24.4%,32.0%,43.6%,39.9%,60.1%,24.7%,26.2%,49.1%,36.7%,63.3%
1882,1194289152,J. Rader,Jeremy Rader,Rader,Jeremy,2B,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,45,164,562,50.3%,30.4%,28.1%,41.5%,43.6%,56.4%,22.7%,22.9%,54.4%,35.1%,64.9%
1883,1468408418,B. Rasmussen,Brody Rasmussen,Rasmussen,Brody,CF,University of Maine,ME,730275840,Maine,BBC,R,R,48,229,800,50.3%,28.3%,29.6%,42.1%,41.7%,58.3%,24.3%,23.1%,52.6%,34.9%,65.1%
1884,1310321408,N. Sorensen,Noah Sorensen,Sorensen,Noah,2B,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,57,259,863,50.3%,33.0%,27.6%,39.3%,46.1%,53.9%,30.9%,22.9%,46.2%,41.4%,58.6%
1885,1182010880,R. Gerety,Ryan Gerety,Gerety,Ryan,RF,Northeastern University,NE,343,Northeastern,BBC,L,L,59,268,1006,50.3%,26.3%,33.4%,40.3%,42.3%,57.7%,29.6%,24.9%,45.5%,40.5%,59.5%
1886,1263687424,J. Lopez,Jayden Lopez,Lopez,Jayden,LF,UC Riverside,UCRV,730281728,UC Riverside,BBC,L,R,41,146,543,50.3%,28.9%,29.7%,41.4%,41.9%,58.1%,22.4%,25.7%,51.9%,33.5%,66.5%
1887,1100780800,J. Kuczik,JP Kuczik,Kuczik,JP,C,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,48,194,652,50.3%,24.5%,30.1%,45.4%,38.7%,61.3%,26.7%,24.1%,49.2%,38.7%,61.3%
1888,1263652608,N. Hosie,Nick Hosie,Hosie,Nick,C,Bradley University,BRAD,730253312,Bradley,BBC,L,R,46,177,606,50.3%,31.0%,26.8%,42.2%,44.4%,55.6%,23.6%,24.8%,51.6%,35.3%,64.7%
1889,1342169013,O. Lee,Owen Lee,Lee,Owen,SS,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,L,R,56,234,860,50.3%,24.8%,33.5%,41.8%,38.2%,61.8%,21.2%,26.1%,52.7%,32.9%,67.1%
1890,1533930152,C. Daniel,Caleb Daniel,Daniel,Caleb,LF,Georgia Tech,GT,100,Georgia Tech,BBC,L,R,55,237,993,50.3%,31.8%,28.6%,39.6%,45.5%,54.5%,26.6%,23.1%,50.3%,37.9%,62.1%
1891,1166183680,R. Ortiz,Ray Ortiz,Ortiz,Ray,SS,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,52,246,889,50.3%,29.1%,30.5%,40.3%,43.8%,56.2%,25.5%,27.3%,47.2%,38.2%,61.8%
1892,1173758464,T. Rutledge,Trey Rutledge,Rutledge,Trey,CF,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,41,182,523,50.3%,26.0%,32.9%,41.1%,40.5%,59.5%,22.0%,26.0%,52.0%,33.9%,66.1%
1893,1296044544,C. Burdick,Cam Burdick,Burdick,Cam,CF,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,48,174,603,50.3%,28.6%,32.7%,38.7%,44.0%,56.0%,25.0%,27.6%,47.4%,38.2%,61.8%
1894,1275126785,J. Barbour,Jake Barbour,Barbour,Jake,2B,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,L,R,52,227,753,50.3%,25.9%,29.7%,44.4%,39.5%,60.5%,25.6%,25.9%,48.6%,37.8%,62.2%
1895,1135882752,C. Carson,Christopher Carson,Carson,Christopher,CF,Stony Brook University,STON,730249984,Stony Brook,BBC,L,L,47,170,592,50.4%,24.0%,31.8%,44.2%,38.0%,62.0%,26.1%,24.0%,49.8%,39.0%,61.0%
1896,1279363072,B. Brown,Blake Brown,Brown,Blake,3B,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,55,243,955,50.4%,34.1%,26.5%,39.4%,44.3%,55.7%,27.4%,25.8%,46.8%,38.9%,61.1%
1897,1279221760,C. Thibodeaux,Cardell Thibodeaux,Thibodeaux,Cardell,LF,Southern University,SOU,4767,Southern,BBC,L,L,49,238,868,50.4%,22.1%,31.7%,46.2%,33.1%,66.9%,21.8%,25.9%,52.3%,32.4%,67.6%
1898,1139921664,J. Sparks,Jake Sparks,Sparks,Jake,3B,Siena College,SIE,730382592,Siena,BBC,L,R,54,246,826,50.4%,27.3%,32.7%,40.0%,43.9%,56.1%,20.7%,22.5%,56.8%,30.5%,69.5%
1899,1162512128,T. Lyssy,Thomas Lyssy,Lyssy,Thomas,3B,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,R,48,215,691,50.4%,29.9%,32.5%,37.6%,45.5%,54.5%,18.4%,27.0%,54.6%,29.9%,70.1%
1900,1201248512,A. Solomon,AJ Solomon,Solomon,AJ,2B,Butler University,BUT,730283520,Butler,BBC,L,R,51,212,843,50.4%,25.2%,29.4%,45.4%,39.9%,60.1%,22.4%,23.5%,54.1%,34.8%,65.2%
1901,1085411328,M. Willi,Marc Willi,Willi,Marc,1B,University of Massachusetts,MASS,5451,UMass,BBC,L,L,42,162,629,50.4%,25.1%,30.8%,44.1%,40.0%,60.0%,23.1%,26.0%,50.9%,35.2%,64.8%
1902,1330097152,D. West,Dean West,West,Dean,LF,UCLA,UCLA,5048,UCLA,BBC,L,R,66,323,1330,50.5%,31.7%,31.0%,37.3%,47.4%,52.6%,27.0%,25.4%,47.6%,40.5%,59.5%
1903,1015433523,C. Bear,Chris Bear,Bear,Chris,SS,University of Maine,ME,730275840,Maine,BBC,R,R,49,231,883,50.5%,24.1%,30.2%,45.8%,38.2%,61.8%,25.4%,25.6%,49.1%,38.4%,61.6%
1904,1152891904,M. Ilgenfritz,Matt Ilgenfritz,Ilgenfritz,Matt,3B,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,46,168,555,50.5%,28.2%,35.0%,36.8%,44.0%,56.0%,22.9%,26.3%,50.9%,35.0%,65.0%
1905,1916828654,C. Juchno,Chris Juchno,Juchno,Chris,RF,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,L,R,52,246,981,50.5%,26.9%,30.3%,42.8%,40.6%,59.4%,18.4%,26.7%,54.9%,30.7%,69.3%
1906,1134044672,J. McCombs,Jacob McCombs,McCombs,Jacob,CF,UC Irvine,UCI,3031,UC Irvine,BBC,L,R,58,270,890,50.5%,28.9%,34.4%,36.8%,45.6%,54.4%,23.0%,28.7%,48.3%,36.1%,63.9%
1907,1898473718,J. Smith,Jackson Smith,Smith,Jackson,SS,Bradley University,BRAD,730253312,Bradley,BBC,L,R,39,179,618,50.5%,29.9%,29.4%,40.7%,44.4%,55.6%,24.5%,26.2%,49.3%,36.2%,63.8%
1908,1268910485,L. Thiele,Luke Thiele,Thiele,Luke,3B,Washington State University,WSU,4505,Washington State,BBC,R,R,48,199,758,50.5%,27.4%,31.1%,41.5%,44.0%,56.0%,23.0%,24.7%,52.4%,33.7%,66.3%
1909,1218556160,J. Radcliffe,Jacoby Radcliffe,Radcliffe,Jacoby,CF,Southern University,SOU,4767,Southern,BBC,L,R,45,179,652,50.5%,19.3%,32.1%,48.6%,33.1%,66.9%,24.1%,24.4%,51.5%,34.8%,65.2%
1910,1408080086,C. Magoulick,Charley Magoulick,Magoulick,Charley,1B,Rider University,RID,730174976,Rider,BBC,L,L,48,193,652,50.5%,25.2%,35.1%,39.7%,39.7%,60.3%,21.1%,22.4%,56.4%,31.3%,68.7%
1911,1239203072,K. Hall,Kevin Hall Jr.,Hall,Kevin,CF,Fort Wayne,PFW,730231552,Fort Wayne,BBC,L,R,51,211,740,50.5%,26.7%,29.1%,44.2%,40.5%,59.5%,18.5%,28.0%,53.4%,31.2%,68.8%
1912,1289946112,S. Donahue,Scott Donahue,Donahue,Scott,C,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,49,216,788,50.5%,26.1%,29.1%,44.8%,39.0%,61.0%,25.8%,25.9%,48.3%,39.1%,60.9%
1913,1259952896,J. Toby,Jared Toby,Toby,Jared,RF,University at Albany,ALBY,730280448,Albany,BBC,R,R,49,203,758,50.5%,23.6%,29.6%,46.8%,38.1%,61.9%,22.3%,27.7%,50.0%,36.7%,63.3%
1914,1342169263,P. Gillen,Patrick Gillen,Gillen,Patrick,3B,UNC Asheville,UNCA,1570,UNC Asheville,BBC,L,R,44,173,582,50.6%,22.0%,32.1%,45.9%,36.3%,63.7%,24.2%,28.4%,47.4%,35.4%,64.6%
1915,1277164032,M. Mylott,Michael Mylott,Mylott,Michael,LF,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,R,49,210,753,50.6%,33.9%,33.0%,33.0%,50.6%,49.4%,35.0%,22.0%,43.0%,47.9%,52.1%
1916,1342168218,C. White,Carter White,White,Carter,2B,University of North Florida,UNF,730296832,North Florida,BBC,L,R,48,171,644,50.6%,28.4%,29.7%,41.9%,41.8%,58.2%,27.4%,28.2%,44.3%,40.7%,59.3%
1917,1310536704,L. Nomura,Luke Nomura,Nomura,Luke,SS,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,58,297,1135,50.6%,26.2%,28.1%,45.7%,38.3%,61.7%,28.1%,26.0%,45.9%,41.4%,58.6%
1918,1162228480,B. Slanker,Ben Slanker,Slanker,Ben,RF,Ohio University,OHIO,730298368,Ohio,BBC,L,R,50,239,994,50.6%,25.5%,30.2%,44.2%,40.0%,60.0%,21.5%,24.5%,54.0%,32.6%,67.4%
1919,1172798629,E. Rodriguez,Elijah Rodriguez,Rodriguez,Elijah,C,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,41,151,465,50.6%,27.9%,28.7%,43.4%,39.9%,60.1%,27.3%,26.7%,46.0%,42.2%,57.8%
1920,1341542656,D. Leinenbach,Drew Leinenbach,Leinenbach,Drew,RF,University of North Florida,UNF,730296832,North Florida,BBC,R,R,52,196,710,50.6%,32.0%,33.4%,34.6%,48.3%,51.7%,21.5%,23.8%,54.8%,33.0%,67.0%
1921,1229569280,T. Cruz,Trey Cruz,Cruz,Trey,LF,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,R,43,167,567,50.6%,22.3%,32.4%,45.3%,37.0%,63.0%,28.7%,22.3%,49.0%,39.3%,60.7%
1922,1133589199,E. Hammill,Elijha Hammill,Hammill,Elijha,CF,Niagara University,NIAG,730156544,Niagara,BBC,S,R,39,178,670,50.6%,30.4%,33.3%,36.4%,46.3%,53.7%,23.0%,24.5%,52.5%,32.9%,67.1%
1923,1176049408,E. Meier,Evan Meier,Meier,Evan,CF,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,51,189,617,50.6%,30.3%,30.5%,39.3%,43.8%,56.3%,24.8%,25.6%,49.6%,37.5%,62.5%
1924,1417310238,G. Balius,Gavin Balius,Balius,Gavin,CF,Ball State University,BALL,730195456,Ball State,BBC,R,R,56,215,806,50.6%,28.7%,29.9%,41.5%,43.1%,56.9%,22.9%,26.7%,50.5%,35.9%,64.1%
1925,1859510038,A. Cisneros,Andrew Cisneros,Cisneros,Andrew,SS,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,53,244,700,50.6%,26.5%,30.5%,43.0%,40.6%,59.4%,27.4%,23.9%,48.7%,39.4%,60.6%
1926,1282739674,J. Bowman,Jacob Bowman,Bowman,Jacob,SS,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,46,161,599,50.6%,22.8%,32.1%,45.1%,39.2%,60.8%,26.3%,29.0%,44.7%,40.6%,59.4%
