Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,Swing#,Miss#,Strike#,InPlay#,Foul#,InZone#,Chase#,CallStrk#
1155,1084399872,D. Parker Jr.,Darnell Parker Jr.,Parker Jr.,Darnell,SS,Campbell University,CAMP,730187776,Campbell,BBC,R,R,54,255,885,488,147,560,161,180,375,170,72
1155,1302783489,J. Perez,Jaime Perez,Perez,Jaime,C,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,48,215,781,293,29,444,167,97,375,44,151
1155,1207923712,C. Parcell,Charlie Parcell,Parcell,Charlie,CF,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,L,54,253,924,357,44,544,187,126,375,86,187
1155,1167270144,J. Taussig,James Taussig,Taussig,James,RF,UTSA,UTSA,730373120,UTSA,BBC,L,R,54,239,895,399,94,520,160,145,375,128,121
1155,1274237696,C. Andrews,Chris Andrews,Andrews,Chris,LF,Monmouth University,MONM,4164,Monmouth,BBC,R,R,52,225,857,316,49,507,156,111,375,91,191
1155,1092978688,Z. Kelly,Zane Kelly,Kelly,Zane,RF,San Diego State University,SDSU,730218496,San Diego State,BBC,L,L,56,228,832,401,90,532,157,154,375,125,131
1155,1257458688,C. Tinney,Carson Tinney,Tinney,Carson,C,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,48,205,858,337,103,485,118,116,375,98,148
1155,1100794880,P. DAmico,Pat DAmico,DAmico,Pat,1B,Bryant University,BRY,730266880,Bryant,BBC,R,R,48,218,817,357,88,475,149,120,375,89,118
1155,1264001536,J. Hausser,Justin Hausser,Hausser,Justin,1B,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,L,57,261,974,410,62,601,195,153,375,113,191
1155,1302032129,T. Rogers,TJ Rogers,Rogers,TJ,SS,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,52,225,899,405,91,546,141,173,375,121,141
1155,1268336640,B. Cannon,Bryce Cannon,Cannon,Bryce,1B,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,L,L,55,259,961,413,78,572,175,160,375,110,159
1171,1144614912,J. Morris,Judah Morris,Morris,Judah,1B,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,56,262,1072,416,87,594,154,175,376,127,178
1171,1182004481,B. Nace,Breckin Nace,Nace,Breckin,TWP,Radford University,RAD,730267392,Radford,BBC,L,L,51,232,902,331,47,527,155,129,376,104,196
1171,1291197952,K. Edwards,Kam Edwards,Edwards,Kameron,CF,Lindenwood University,LU,730322176,Lindenwood,BBC,L,L,49,238,918,366,67,525,161,138,376,46,159
1171,1176353025,M. Maloney,Michael Maloney,Maloney,Mike,SS,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,44,199,746,288,46,442,140,102,376,47,154
1171,1504137946,B. Baughcum,Brant Baughcum,Baughcum,Brant,3B,Mercer University,MER,730240512,Mercer,BBC,R,R,60,273,911,411,73,536,210,128,376,128,125
1171,1342166930,C. Niehaus,Charlie Niehaus,Niehaus,Charlie,SS,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,54,199,811,304,62,490,127,115,376,85,186
1171,1930587984,C. Cunningham,Conner Cunningham,Cunningham,Conner,SS,Murray State University,MURR,730188032,Murray State,BBC,L,R,60,245,1039,374,102,608,135,137,376,80,234
1171,1061039381,J. Souders,Jake Souders,Souders,Jake,RF,Samford University,SAM,730386432,Samford,BBC,R,R,57,253,935,433,116,568,178,139,376,124,135
1171,1341082951,T. Bates,Taj Bates,Bates,Taj,3B,Southern University,SOU,4767,Southern,BBC,R,R,44,209,804,337,53,483,151,133,376,71,146
1171,1990938318,R. Sasaki,Rintaro Sasaki,Sasaki,Rintaro,1B,Stanford University,STAN,730251264,Stanford,BBC,L,R,52,236,869,378,98,522,154,126,376,122,144
1171,1544331058,M. Carter,Merik Carter,Carter,Merik,2B,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,L,R,48,219,865,275,40,463,135,100,376,53,188
1182,1205518848,M. Diaz,Michael Diaz,Diaz,Michael,LF,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,52,200,834,341,74,479,130,137,377,98,138
1182,1097665536,C. Mitchelle,Christian Mitchelle,Mitchelle,Christian,TWP,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,53,223,773,344,79,497,166,99,377,86,153
1182,1310468353,M. Martin,Maximus Martin,Martin,Maximus,SS,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,56,243,930,407,128,558,152,127,377,149,151
1182,1204942080,J. Poist,Jack Poist,Poist,Jack,LF,University of Akron,AKR,540536064,Akron,BBC,L,R,50,235,887,395,49,522,164,182,377,113,127
1182,1239336704,M. Ocko,Madden Ocko,Ocko,Madden,1B,Fordham University,FOR,730324992,Fordham,BBC,R,R,53,225,865,343,68,500,149,126,377,88,157
1182,1182582784,T. Hillier,Three Hillier,Hillier,Three,C,High Point University,HP,730321152,High Point,BBC,L,R,54,232,866,370,54,501,178,138,377,80,131
1182,1184440064,T. Sanders,Travis Sanders,Sanders,Travis,2B,Baylor University,BAY,3033,Baylor,BBC,R,R,47,195,798,346,110,487,116,120,377,84,141
1182,1084020224,B. Loriga,Bryan Loriga,Loriga,Bryan,3B,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,52,234,834,378,92,526,174,112,377,99,148
1190,1336099584,J. Herrholz,JP Herrholz,Herrholz,JP,1B,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,L,R,55,219,879,333,66,484,141,126,378,99,151
1190,1275112448,P. Moutzouridis,PJ Moutzouridis,Moutzouridis,PJ,SS,University of California,CAL,730152448,California,BBC,R,R,55,238,829,384,59,519,186,139,378,112,135
1190,1310785536,C. Nixon,Chase Nixon,Nixon,Chase,LF,University of Memphis,MEM,730172160,Memphis,BBC,L,R,54,233,875,347,58,504,172,117,378,90,157
1190,1237027328,T. Martinez,Tony Martinez,Martinez,Tony,1B,UC Irvine,UCI,3031,UC Irvine,BBC,L,R,52,248,831,377,63,500,196,118,378,102,123
1190,1267572224,C. Hanson,Carter Hanson,Hanson,Carter,RF,University of Massachusetts,MASS,5451,UMass,BBC,L,L,48,217,811,328,69,494,145,114,378,68,166
1190,1088448768,M. Dobie,Mason Dobie,Dobie,Mason,1B,University of Dayton,DAY,730194688,Dayton,BBC,L,R,57,256,895,317,42,480,181,94,378,66,163
1190,1336577280,C. Hacopian,Christopher Hacopian,Hacopian,Christopher,SS,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,52,249,918,341,51,500,177,113,378,84,159
1190,1092992512,R. Kucherak,Ryan Kucherak,Kucherak,Ryan,SS,Northwestern University,NW,730247680,Northwestern,BBC,R,R,52,224,850,346,91,499,148,107,378,96,153
1190,1275426560,J. Waldon,JT Waldon,Waldon,JT,1B,University of the Pacific,PAC,730386944,Pacific,BBC,L,L,52,208,834,372,102,517,137,133,378,110,145
1190,1099161088,G. Sotomayor,Griffen Sotomayor,Sotomayor,Griffen,1B,Fresno State,FRES,730384384,Fresno State,BBC,R,R,52,234,838,433,74,534,180,179,378,119,101
1190,1060162120,D. Francis Jr.,Dale Francis Jr.,Francis Jr.,Dale,1B,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,53,229,815,416,134,513,144,138,378,113,97
1190,1166430850,G. Ashe,Grayson Ashe,Ashe,Grayson,C,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,54,217,858,312,39,503,153,120,378,85,191
1190,1072675317,M. Webb,Myles Webb,Webb,Myles,LF,Longwood University,LONG,730219264,Longwood,BBC,R,R,52,234,837,396,87,533,166,143,378,117,137
1203,1264004096,T. OConnor,Tommy OConnor,OConnor,Tommy,1B,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,L,50,212,896,346,117,530,111,118,379,104,184
1203,1186793728,A. Perez,Aaron Perez,Perez,Aaron,1B,Utah Tech University,UTU,730318592,Utah Tech,BBC,L,L,53,218,822,407,114,528,144,149,379,115,121
1203,1187924224,N. Capozzi,Nick Capozzi,Capozzi,Nick,RF,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,52,220,834,358,98,508,141,119,379,97,150
1203,1207756288,B. Buzzeo,Blake Buzzeo,Buzzeo,Blake,2B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,58,246,869,404,90,533,166,148,379,108,129
1203,1310643968,J. Brown,Jake Brown,Brown,Jake,RF,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,64,212,819,354,71,501,150,133,379,104,147
1203,1360727352,J. Williams,Josh Williams,Williams,Josh,RF,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,R,56,242,924,397,73,562,154,170,379,99,165
1203,1244314523,T. Spees,Trey Spees,Spees,Trey,2B,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,R,56,222,857,387,88,519,144,155,379,101,132
1203,1342169592,J. Skowronski,Josh Skowronski,Skowronski,Josh,LF,Winthrop University,WIN,730294784,Winthrop,BBC,L,R,56,218,880,365,91,512,135,139,379,90,147
1211,1281635328,W. Asby,Will Asby,Asby,Will,RF,University of New Mexico,UNM,730153472,New Mexico,BBC,L,R,51,255,901,430,79,529,188,163,380,129,99
1211,1083613440,C. Jumper,Cross Jumper,Jumper,Cross,RF,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,54,239,896,411,69,559,187,155,380,115,148
1211,1104654848,J. Sokolove,JT Sokolove,Sokolove,JT,CF,Michigan State University,MSU,1551,Michigan State,BBC,R,R,53,238,857,316,58,492,155,103,380,71,176
1211,1162352384,C. Barr,Chris Barr,Barr,Chris,LF,Army West Point,ARMY,4744,Army,BBC,S,R,50,243,885,394,49,533,186,159,380,109,139
1211,1220599040,S. McDuffie,Shamaar McDuffie,McDuffie,Shamaar,SS,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,58,231,848,340,62,495,159,119,380,76,155
1211,1317344768,K. Garbowski,Kyle Garbowski,Garbowski,Kyle,1B,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,L,R,56,285,855,388,41,544,237,110,380,81,156
1211,1237355776,J. Hogue,Josh Hogue,Hogue,Josh,LF,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,R,55,248,845,424,111,534,188,125,380,144,110
1211,1281620736,C. Reeder,Canon Reeder,Reeder,Canon,CF,Oregon State University,ORST,3111,Oregon State,BBC,R,R,55,228,874,340,80,519,147,113,380,94,179
1211,1131318528,H. Moreno,Heladio Moreno,Moreno,Heladio,LF,Lamar University,LAM,730162432,Lamar,BBC,L,L,55,235,831,392,63,534,173,156,380,119,142
1211,1075959040,A. Smith,Austin Smith,Smith,Austin,TWP,University of San Diego,USD,5320,San Diego,BBC,L,L,54,249,797,372,47,511,206,119,380,97,139
1211,1289946112,S. Donahue,Scott Donahue,Donahue,Scott,C,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,49,216,788,332,61,481,167,104,380,75,149
1211,1866053969,H. Jatczak,Hayden Jatczak,Jatczak,Hayden,3B,Kent State University,KENT,730315008,Kent State,BBC,R,R,56,269,1086,408,72,621,180,156,380,76,213
1211,1812663219,J. Janicki,Jimmy Janicki,Janicki,Jimmy,3B,Troy University,TROY,730378496,Troy,BBC,R,R,54,229,920,352,48,555,168,136,380,105,203
1224,1272927744,K. Walker,Kyle Walker,Walker,Kyle,2B,Arizona State University,ASU,5035,Arizona State,BBC,R,R,56,265,862,366,57,494,196,113,381,106,128
1224,1298788096,J. Cauthron,Jackson Cauthron,Cauthron,Jackson,C,Ohio University,OHIO,730298368,Ohio,BBC,L,R,49,214,771,352,81,467,138,133,381,76,115
1224,1282146048,C. Sewell,Cameron Sewell,Sewell,Cameron,2B,Sacramento State University,SAC,730293760,Sacramento State,BBC,L,R,56,221,856,367,101,523,130,136,381,116,156
1224,1245915136,T. Minick,Tyler Minick,Minick,Tyler,3B,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,54,252,908,418,93,538,176,149,381,133,120
1224,1100324865,A. Horvath,Andrew Horvath,Horvath,Andrew,C,University of Akron,AKR,540536064,Akron,BBC,R,R,53,236,819,363,60,511,175,128,381,97,148
1224,1232140544,L. Hugo,Logan Hugo,Hugo,Logan,RF,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,51,255,990,364,86,566,175,103,381,83,202
1224,1124113920,W. Vergantino,Will Vergantino,Vergantino,Will,2B,Elon University,ELON,730252544,Elon,BBC,R,R,52,221,840,374,61,520,154,159,381,110,146
1224,1138184704,R. Mendoza,Rey Mendoza,Mendoza,Rey,LF,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,L,49,227,804,406,78,497,173,155,381,69,91
1224,1136711424,S. Busch,Sam Busch,Busch,Sam,1B,Michigan State University,MSU,1551,Michigan State,BBC,L,L,54,227,914,390,72,545,160,158,381,136,155
1224,1141496832,A. Stucky,Andrew Stucky,Stucky,Andrew,C,UTSA,UTSA,730373120,UTSA,BBC,R,R,52,225,916,366,74,528,135,157,381,99,162
1224,1306802432,J. Roder,Joe Roder,Roder,Joe,1B,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,L,49,212,772,276,43,460,154,79,381,49,184
1224,1248737024,I. Webb,Isaac Webb,Webb,Isaac,CF,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,51,231,796,355,86,469,170,99,381,72,114
1224,1297547264,T. Kamaka,Titan Kamaka,Kamaka,Titan,2B,Mercer University,MER,730240512,Mercer,BBC,R,R,52,234,884,413,81,550,164,168,381,137,137
1224,1471652542,J. Daly,Jamie Daly,Daly,Jamie,CF,Davidson College,DAV,730363136,Davidson,BBC,L,R,50,211,890,321,74,528,128,119,381,101,207
1238,1092657664,S. White,Sean White,White,Sean,C,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,54,233,922,393,92,556,162,139,382,127,163
1238,1316274176,T. Johnson,Ty Johnson,Johnson,Ty,CF,Baylor University,BAY,3033,Baylor,BBC,L,R,53,219,845,330,73,490,138,119,382,93,160
1238,1142659072,J. Harris,James Harris,Harris,James,1B,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,47,196,813,297,62,477,130,105,382,57,180
1238,1207766272,H. Godbout,Henry Godbout,Godbout,Henry,2B,University of Virginia,UVA,5415,Virginia,BBC,R,R,50,226,858,354,42,509,177,135,382,103,155
1238,1310321408,N. Sorensen,Noah Sorensen,Sorensen,Noah,2B,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,57,259,863,338,44,493,181,113,382,64,155
1238,1898890507,C. Dulin,Caden Dulin,Dulin,Caden,2B,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,48,218,817,360,51,498,165,144,382,99,138
1238,1730946053,H. Garcia,Henry Garcia,Garcia,Henry,RF,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,54,229,883,416,87,534,161,168,382,128,118
1238,1212036192,D. Johnson,Drew Johnson,Johnson,Drew,LF,Mercer University,MER,730240512,Mercer,BBC,L,R,59,237,914,353,83,535,152,118,382,120,182
1246,1170584832,E. Vogelsong,Elijah Vogelsong,Vogelsong,Elijah,LF,Marshall University,MRSH,730333696,Marshall,BBC,L,L,59,251,1024,330,75,552,138,117,383,99,222
1246,1179477248,C. Lanowitz,Corbin Lanowitz,Lanowitz,Corbin,3B,UNC Asheville,UNCA,1570,UNC Asheville,BBC,L,R,50,230,842,332,35,511,171,126,383,84,179
1246,1273283840,D. Fabian,Deric Fabian,Fabian,Deric,SS,Auburn University,AUB,5466,Auburn,BBC,R,R,59,236,893,395,107,544,149,139,383,132,149
1246,1176069376,R. Villeneuve,Robin Villeneuve,Villeneuve,Robin,1B,Texas Tech University,TTU,2350,Texas Tech,BBC,R,L,52,226,885,387,111,521,144,132,383,109,134
1246,1084056064,D. Ornelas,Devan Ornelas,Ornelas,Devan,CF,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,L,R,57,254,896,435,136,559,160,139,383,156,124
1246,1126847744,K. Irvin,Karson Irvin,Irvin,Karson,CF,Nicholls State University,NICH,730284032,Nicholls State,BBC,L,R,49,219,823,358,96,510,140,122,383,85,152
1246,1209232640,R. Hernandez,Ryder Hernandez,Hernandez,Ryder,SS,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,48,202,764,377,98,478,128,151,383,63,101
1246,1725006698,A. Irizarry,Alex Irizarry,Irizarry,Alex,SS,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,L,R,52,241,852,375,62,515,176,137,383,66,140
1246,1417310238,G. Balius,Gavin Balius,Balius,Gavin,CF,Ball State University,BALL,730195456,Ball State,BBC,R,R,56,215,806,311,34,489,159,118,383,64,178
1246,1188676864,J. Martinez,John Martinez,Martinez,John,2B,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,57,253,874,462,116,573,187,159,383,169,111
1246,1558675664,A. Rodriguez,Adrian Rodriguez,Rodriguez,Adrian,3B,University of Texas,TEX,245,Texas,BBC,S,B,49,212,830,354,69,510,144,141,383,104,156
1257,1212105473,C. Sefcik,Cal Sefcik,Sefcik,Cal,LF,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,56,247,896,365,69,543,177,119,384,115,178
1257,1285714688,H. Taubert,Harrison Taubert,Taubert,Harrison,RF,University of Evansville,EVAN,730327808,Evansville,BBC,R,R,54,229,916,383,132,530,119,132,384,99,147
1257,1257343232,B. Cleary,Ben Cleary,Cleary,Ben,SS,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,49,219,855,322,28,501,171,123,384,71,179
1257,1297501440,A. Posey,Aaron Posey,Posey,Aaron,C,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,48,185,811,292,112,479,93,87,384,68,187
1257,1292499200,L. Carmichael,Lucas Carmichael,Carmichael,Lucas,LF,College of William & Mary,WM,730232064,William & Mary,BBC,L,L,56,260,843,417,62,546,205,150,384,130,129
1257,1259966976,A. Robbins,Aiden Robbins,Robbins,Aiden,RF,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,53,255,953,402,82,535,172,148,384,99,133
1257,1259710976,J. Paulick,Jake Paulick,Paulick,Jake,C,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,47,210,930,299,60,534,131,108,384,84,235
1257,1212108544,M. Eckelman,Mason Eckelman,Eckelman,Mason,C,The Ohio State University,OSU,4144,Ohio State,BBC,L,R,50,217,857,355,70,525,144,141,384,124,170
1257,1238288640,C. Sanchez,Cade Sanchez,Sanchez,Cade,2B,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,51,224,800,337,60,491,167,110,384,84,154
1257,1795910842,N. Castellon,Nate Castellon,Castellon,Nate,SS,Cal Poly,CP,5487,Cal Poly,BBC,R,R,61,265,886,405,52,569,215,138,384,147,164
1257,1573312151,R. Watson,Rex Watson,Watson,Rex,RF,University of San Diego,USD,5320,San Diego,BBC,L,L,54,234,890,433,118,558,155,160,384,146,125
1268,1195522560,H. Warren,Hank Warren,Warren,Hank,RF,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,54,228,807,338,62,480,172,104,385,86,142
1268,1149141760,C. Smith,Cole Smith,Smith,Cole,2B,Youngstown State University,YSU,730284544,Youngstown State,BBC,L,R,56,250,1057,406,81,600,159,166,385,82,194
1268,1300003584,C. Garner,Carson Garner,Garner,Carson,3B,Murray State University,MURR,730188032,Murray State,BBC,R,R,61,294,1248,436,134,679,165,137,385,87,243
1268,1184529408,N. Groves,Nick Groves,Groves,Nick,CF,University of Illinois,ILL,730163456,Illinois,BBC,L,R,42,203,873,276,44,468,121,111,385,68,192
1268,1306903552,S. Pugh,Samson Pugh,Pugh,Samson,CF,Texas State University,TXST,5420,Texas State,BBC,R,R,57,219,799,389,102,521,151,136,385,119,132
1268,1025681362,N. Martinez,Nathan Martinez,Martinez,Nathan,SS,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,51,230,854,380,85,540,152,143,385,114,160
1268,1370565674,C. Beck,Carter Beck,Beck,Carter,CF,Indiana State University,INST,730350080,Indiana State,BBC,L,R,55,264,923,417,82,577,194,141,385,131,160
1268,1838954047,J. Laskofski,Jamie Laskofski,Laskofski,Jamie,3B,College of William & Mary,WM,730232064,William & Mary,BBC,L,R,55,246,880,395,61,535,197,137,385,115,140
1276,1260798720,H. Kaczmar,Henry Kaczmar,Kaczmar,Henry,SS,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,R,53,208,797,364,102,486,140,122,386,97,122
1276,1297584896,J. Mayo,Jackson Mayo,Mayo,Jackson,LF,University of South Florida,USF,2292,South Florida,BBC,L,L,55,226,858,381,98,519,146,137,386,117,138
1276,1167256832,B. Stressler,Brenden Stressler,Stressler,Brenden,RF,Saint Louis University,SLU,2291,St. Louis,BBC,L,L,59,265,941,407,76,543,176,155,386,82,136
1276,1330954240,R. Cooney,Ryan Cooney,Cooney,Ryan,2B,University of Oregon,ORE,4807,Oregon,BBC,R,R,57,234,856,323,37,488,172,114,386,84,165
1276,1782180961,B. OBrien,Brady OBrien,OBrien,Brady,3B,University of Richmond,RICH,730171904,Richmond,BBC,R,R,50,230,915,357,59,562,163,135,386,95,205
1276,1654773551,Z. Donahue,Zach Donahue,Donahue,Zach,SS,Marist College,MRST,730374656,Marist,BBC,S,R,53,240,788,420,75,512,191,154,386,99,92
1276,1043429509,S. Strosnider,Sawyer Strosnider,Strosnider,Sawyer,RF,Texas Christian University,TCU,5045,TCU,BBC,L,L,56,251,918,437,111,583,176,150,386,161,146
1276,1810144984,D. Barrett,Drey Barrett,Barrett,Drey,3B,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,56,209,830,355,83,499,129,143,386,96,144
1284,1097597952,C. Carr,Cade Carr,Carr,Cade,C,Samford University,SAM,730386432,Samford,BBC,R,R,56,258,941,427,111,575,173,143,387,130,148
1284,1152914688,K. Vu,Kien Vu,Vu,Kien,RF,Arizona State University,ASU,5035,Arizona State,BBC,L,L,50,216,858,371,88,507,141,142,387,111,136
1284,1266589440,E. Brenner,Easton Brenner,Brenner,Easton,CF,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,49,212,807,277,32,453,137,108,387,61,176
1284,1303793152,A. Ulloa,Alex Ulloa,Ulloa,Alex,SS,Florida International University,FIU,4468,Florida International,BBC,R,R,58,262,886,471,135,573,181,155,387,136,102
1284,1084019968,D. Gonzalez Jr.,Dorian Gonzalez Jr.,Gonzalez Jr.,Dorian,2B,University of Miami,MIA,236,Miami,BBC,L,R,62,268,986,460,68,603,197,195,387,151,143
1284,1093160704,A. Hill,Aden Hill,Hill,Aden,RF,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,R,55,249,967,382,109,551,148,125,387,116,169
1284,1099412224,T. Recchio,Tanner Recchio,Recchio,Tanner,2B,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,R,48,229,822,341,45,482,177,119,387,69,141
1284,1311345920,M. Haas,Matthias Haas,Haas,Matthias,1B,Tulane University,TULN,730354176,Tulane,BBC,R,R,55,244,880,411,87,559,168,156,387,125,148
1284,1595121895,A. Adams,Alex Adams,Adams,Alex,3B,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,54,234,933,400,76,601,167,157,387,114,201
1284,1300572628,C. Suto,Cam Suto,Suto,Cam,1B,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,L,58,249,934,425,134,578,152,139,387,145,153
1284,1468408418,B. Rasmussen,Brody Rasmussen,Rasmussen,Brody,CF,University of Maine,ME,730275840,Maine,BBC,R,R,48,229,800,409,94,519,167,148,387,111,110
1284,1806614443,K. Morrison,Kyle Morrison,Morrison,Kyle,3B,University of South Alabama,USA,730298880,South Alabama,BBC,L,R,51,233,864,378,98,514,155,125,387,102,136
1284,1750819940,M. Bell,Mikey Bell,Bell,Mikey,RF,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,53,235,877,409,95,547,157,157,387,117,138
1297,1243478272,D. Mercer,Dustin Mercer,Mercer,Dustin,RF,Murray State University,MURR,730188032,Murray State,BBC,L,L,60,303,1141,465,61,654,225,179,388,98,189
1297,1304683776,J. Beverly,Jack Beverly,Beverly,Jack,3B,University of Massachusetts,MASS,5451,UMass,BBC,R,R,47,213,875,364,98,518,120,146,388,73,154
1297,1240776448,P. Herrera,Patrick Herrera,Herrera,Patrick,3B,University of Kentucky,UK,5362,Kentucky,BBC,R,R,52,215,815,356,70,503,136,150,388,88,147
1297,1174781440,C. Koniarsky,Cole Koniarsky,Koniarsky,Cole,RF,UNLV,UNLV,730161664,UNLV,BBC,R,R,53,238,897,377,62,542,185,130,388,117,165
1297,1162484992,T. Hodge,Ty Hodge,Hodge,Ty,SS,UTSA,UTSA,730373120,UTSA,BBC,R,R,58,237,843,319,48,485,176,95,388,70,166
1297,1184447745,H. Hunter,Henry Hunter,Hunter,Henry,C,University of Georgia,UGA,226,Georgia,BBC,L,R,53,210,853,409,149,520,116,144,388,103,111
1297,1342167225,C. Longmeier,Charlie Longmeier,Longmeier,Charlie,LF,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,52,229,907,382,100,514,151,131,388,92,132
1297,1350630265,D. McConnell,Drew McConnell,McConnell,Drew,SS,University of Evansville,EVAN,730327808,Evansville,BBC,L,R,49,205,846,375,117,523,118,140,388,96,148
1305,1176351744,B. Church,Braxton Church,Church,Braxton,C,Appalachian State University,APP,730240256,Appalachian State,BBC,L,R,52,233,897,380,75,507,145,160,389,88,127
1305,1325548544,C. Loyal,Cooper Loyal,Loyal,Cooper,SS,University at Albany,ALBY,730280448,Albany,BBC,R,R,53,223,792,348,87,488,145,116,389,76,140
1305,1336589568,J. Advincula,Jarren Advincula,Advincula,Jarren,2B,University of California,CAL,730152448,California,BBC,L,R,55,267,860,419,54,556,210,155,389,144,137
1305,1191505152,J. Cotrone,Jack Cotrone,Cotrone,Jack,SS,Davidson College,DAV,730363136,Davidson,BBC,R,R,54,239,933,434,154,582,118,162,389,131,148
1305,1202704384,N. Rodriguez,Nick Rodriguez,Rodriguez,Nick,2B,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,55,266,978,466,87,565,196,183,389,136,99
1305,1096221440,J. McCutcheon,Jake McCutcheon,McCutcheon,Jake,LF,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,55,260,969,433,109,560,183,141,389,119,127
1305,1310892801,K. Edwards,Kyle Edwards,Edwards,Kyle,SS,Old Dominion University,ODU,3090,Old Dominion,BBC,S,R,53,231,856,398,97,518,163,138,389,101,120
1305,1139894784,C. Garate,Carter Garate,Garate,Carter,3B,University of Oregon,ORE,4807,Oregon,BBC,L,R,58,227,867,372,68,532,153,151,389,141,160
1305,1279356928,C. Cahill,Cole Cahill,Cahill,Cole,1B,University of Toledo,TOL,5388,Toledo,BBC,L,L,60,250,886,441,78,583,190,173,389,144,142
1305,1342167966,M. Galvin,Max Galvin,Galvin,Max,LF,University of Miami,MIA,236,Miami,BBC,L,L,60,255,914,395,62,548,206,127,389,132,153
1315,1075203328,M. Robertson,Michael Robertson,Robertson,Michael,CF,Liberty University,LIB,730156288,Liberty,BBC,L,R,56,217,879,307,76,518,133,98,390,74,211
1315,1294959104,S. Robinson,Shai Robinson,Robinson,Shai,SS,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,54,260,981,367,96,547,167,104,390,78,180
1315,1301451265,L. Haskell,Logan Haskell,Haskell,Logan,LF,Binghamton University,BING,730155776,Binghamton,BBC,R,R,47,202,826,257,31,459,136,90,390,57,202
