Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,Swing#,Miss#,Strike#,InPlay#,Foul#,InZone#,Chase#,CallStrk#
578,1174874880,J. Tiroly,Joe Tiroly,Tiroly,Joe,2B,Rider University,RID,730174976,Rider,BBC,R,R,51,235,832,355,59,480,172,124,315,42,125
578,1139726848,J. Humphrey,Jacob Humphrey,Humphrey,Jacob,RF,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,50,190,678,284,73,400,120,91,315,64,116
578,1992334055,T. Castonguay,Tony Castonguay,Castonguay,Tony,C,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,43,163,627,329,113,413,105,111,315,81,84
578,1648774913,A. Raymond,Andrew Raymond,Raymond,Andrew,C,George Mason University,GMU,730265088,George Mason,BBC,L,R,51,215,798,310,44,436,156,110,315,85,126
578,1233641139,F. Peralta,Fabio Peralta,Peralta,Fabio,CF,University of Miami,MIA,236,Miami,BBC,L,L,57,197,716,313,82,438,137,94,315,92,125
578,1915039459,W. Couchman,Will Couchman,Couchman,Will,2B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,R,46,205,815,362,119,483,125,118,315,83,121
591,1162555136,R. Brome,Ryan Brome,Brome,Ryan,1B,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,42,198,762,338,84,432,128,126,316,101,94
591,1085384704,D. Patrizi,Dom Patrizi,Patrizi,Dom,SS,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,49,206,819,307,60,459,122,125,316,70,152
591,1310313472,J. carpenter,Jesiah Carpenter,carpenter,Jesiah,CF,UMBC,UMBC,730210304,UMBC,BBC,R,R,46,209,731,309,79,432,136,94,316,78,123
591,1135092480,B. Fierenzi,Ben Fierenzi,Fierenzi,Ben,SS,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,41,192,690,271,37,407,139,95,316,48,136
591,1139921664,J. Sparks,Jake Sparks,Sparks,Jake,3B,Siena College,SIE,730382592,Siena,BBC,L,R,54,246,826,468,150,538,155,163,316,101,70
591,1258112000,M. Sargent,Myles Sargent,Sargent,Myles,2B,University of Maine,ME,730275840,Maine,BBC,R,R,47,188,624,357,77,433,136,144,316,95,76
591,1097643008,B. Williams,Brody Williams,Williams,Brody,C,Kent State University,KENT,730315008,Kent State,BBC,R,R,51,232,854,372,72,488,160,140,316,60,116
591,1143055104,H. Moore,Hayden Moore,Moore,Hayden,CF,Saint Louis University,SLU,2291,St. Louis,BBC,S,R,52,234,841,318,87,439,134,97,316,74,121
591,1235332096,T. Adelman,Trent Adelman,Adelman,Trent,RF,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,49,206,737,340,81,461,132,127,316,113,121
591,1942071669,C. Smith,Cole Smith,Smith,Cole,3B,Bradley University,BRAD,730253312,Bradley,BBC,R,R,50,241,846,365,58,520,174,133,316,86,155
591,1166030864,D. Ford,Donovan Ford,Ford,Donovan,CF,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,43,185,735,326,79,459,109,138,316,115,133
591,1112939209,A. Evasco,A.J. Evasco,Evasco,A.J.,RF,Kansas State University,KSU,730270464,Kansas State,BBC,L,R,56,221,804,425,92,510,166,167,316,165,85
591,1171241377,J. Trivisonno,Joe Trivisonno,Trivisonno,Joe,CF,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,L,L,46,196,670,335,62,426,131,142,316,56,91
591,1839502953,J. Ibe,Joshua Ibe,Ibe,Joshua,1B,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,46,195,748,301,86,421,118,97,316,65,120
605,1320360704,D. Baker,Davis Baker,Baker,Davis,SS,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,L,41,201,771,354,85,467,147,122,317,117,113
605,1109527296,D. Mathews,Duncan Mathews,Mathews,Duncan,C,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,46,183,719,239,33,380,119,87,317,51,141
605,1197618176,L. Stulga,Luke Stulga,Stulga,Luke,CF,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,55,221,761,443,136,509,149,158,317,126,66
605,1196824064,C. Gallegos,Chase Gallegos,Gallegos,Chase,C,UNLV,UNLV,730161664,UNLV,BBC,R,R,48,175,707,261,47,410,115,99,317,72,149
605,1220504064,T. Gaspar,Taylor Gaspar,Gaspar,Taylor,RF,Stonehill College,SC,730238464,Stonehill,BBC,R,R,48,214,753,333,126,437,115,92,317,74,104
605,1126571008,J. Rodriguez,Jorge Rodriguez,Rodriguez,Jorge,C,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,48,201,663,313,69,392,145,99,317,64,79
605,1306900480,C. Schneider,Cam Schneider,Schneider,Cam,LF,Fresno State,FRES,730384384,Fresno State,BBC,R,R,56,202,737,322,83,465,143,96,317,115,143
605,1251444480,J. Gauthier,JP Gauthier,Gauthier,JP,RF,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,48,194,729,349,123,445,116,110,317,81,96
605,1274260224,C. Jung,Clay Jung,Jung,Clay,RF,Northwestern State University,NWST,730255872,Northwestern State,BBC,L,R,51,188,724,247,70,382,105,72,317,48,135
605,1481789585,J. Dutton,JJ Dutton,Dutton,JJ,RF,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,52,235,842,357,80,509,154,123,317,86,152
605,1995792238,C. Moran,CJ Moran,Moran,CJ,1B,San Diego State University,SDSU,730218496,San Diego State,BBC,L,R,44,192,712,317,49,436,142,126,317,91,119
605,1712724103,C. Husser,Collin Husser,Husser,Collin,RF,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,43,170,694,288,97,437,90,101,317,86,149
605,1758585081,J. Dauer,Jack Dauer,Dauer,Jack,3B,Yale University,YALE,730334464,Yale,BBC,R,R,45,199,698,341,58,480,146,137,317,120,139
618,1222785280,B. Watkins,Brock Watkins,Watkins,Brock,2B,Brigham Young University,BYU,730257152,BYU,BBC,R,R,48,204,777,404,153,493,126,125,318,140,89
618,1135887616,R. Gonzalez,Roberto Gonzalez,Gonzalez,Roberto,CF,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,L,R,45,206,777,290,54,455,143,93,318,97,165
618,1297494272,R. Johnson,RJ Johnson Jr.,Johnson,Rj,LF,Rutgers University,RUTG,730229248,Rutgers,BBC,L,L,53,194,759,316,83,443,122,111,318,108,127
618,1212114688,C. Schebler,Charlie Schebler,Schebler,Charlie,2B,University of Akron,AKR,540536064,Akron,BBC,L,R,42,179,702,305,66,424,120,119,318,82,119
618,1186391040,G. Merlonghi,Gianno Merlonghi,Merlonghi,Gianno,RF,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,45,213,674,285,21,418,177,87,318,40,133
618,1385576884,B. McDevit,Brady McDevit,McDevit,Brady,LF,University of West Georgia,UOWG,730308864,West Georgia,BBC,L,R,46,182,625,346,88,421,131,127,318,94,75
624,1086062336,C. Westenburg,Conner Westenburg,Westenburg,Conner,CF,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,47,234,759,381,69,468,169,143,319,117,87
624,1085543680,B. Niednagel,Ben Niednagel,Niednagel,Ben,SS,Air Force Academy,AFA,730205440,Air Force,BBC,L,R,51,198,753,306,75,433,121,110,319,70,127
624,1170236928,E. Brown,Eli Brown,Brown,Eli,LF,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,52,205,775,304,95,455,123,86,319,60,151
624,1310888704,W. Cresswell,Will Cresswell,Cresswell,Will,C,Washington State University,WSU,4505,Washington State,BBC,R,R,43,184,687,302,74,423,126,102,319,74,121
624,1749071205,Z. Leite,Zach Leite,Leite,Zach,1B,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,51,205,778,336,83,447,131,122,319,102,111
629,1204040192,C. Hayslip,Camden Hayslip,Hayslip,Camden,RF,UAB,UAB,730345984,UAB,BBC,L,L,50,206,758,383,124,478,126,133,320,145,95
629,1336579840,H. Ford,Henry Ford,Ford,Henry,RF,University of Virginia,UVA,5415,Virginia,BBC,R,R,50,231,782,384,73,484,179,132,320,143,100
629,1214696192,B. Fluharty,Billy Fluharty,Fluharty,Billy,CF,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,45,195,721,295,54,449,133,108,320,74,154
629,1198540800,R. Johnson,Rett Johnson,Johnson,Rett,LF,University of South Alabama,USA,730298880,South Alabama,BBC,L,R,46,200,717,370,88,456,143,139,320,119,86
629,1184274176,K. Garis,Keegan Garis,Garis,Keegan,LF,Indiana State University,INST,730350080,Indiana State,BBC,L,R,49,216,809,314,67,470,130,117,320,103,156
629,1239086592,T. Fenderson,Trey Fenderson,Fenderson,Trey,2B,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,51,202,741,321,50,429,144,127,320,79,108
629,1449562702,A. Melendez,Axel Melendez,Melendez,Axel,LF,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,L,R,51,195,729,324,57,450,142,125,320,108,126
629,1529112206,J. Legrande,Jon Legrande,Legrande,Jon,LF,St. John's University (NY),SJU,4285,St. John's,BBC,L,L,52,222,753,376,76,457,167,133,320,80,81
637,1190789888,J. Pipercic,Jacob Pipercic,Pipercic,Jacob,RF,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,49,233,766,336,82,445,146,108,321,69,109
637,1263368704,L. Torres,Lukas Torres,Torres,Lukas,CF,Wagner College,WAG,730192640,Wagner,BBC,L,L,51,249,801,288,17,469,191,80,321,28,181
637,1251292160,R. Hart,River Hart,Hart,River,LF,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,43,170,687,317,103,423,86,128,321,73,106
637,1263466240,S. Warfield,Spencer Warfield,Warfield,Spencer,CF,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,48,180,745,311,88,450,106,117,321,78,139
637,1702076794,P. Whitehead,Payton Whitehead,Whitehead,Payton,3B,University of Maine,ME,730275840,Maine,BBC,R,R,44,183,689,340,96,440,121,123,321,77,100
637,1022088470,R. Rivera,Ryan Rivera,Rivera,Ryan,3B,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,58,260,754,358,36,463,212,110,321,82,105
637,1048984355,L. Weidner,Landon Weidner,Weidner,Landon,RF,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,46,183,626,326,108,395,114,104,321,55,69
644,1093146112,C. Mizell,Coleman Mizell,Mizell,Coleman,LF,University of Alabama,ALA,730206976,Alabama,BBC,L,L,48,192,794,286,73,440,112,101,322,66,154
644,1132701184,C. McGinnis,Cal McGinnis,McGinnis,Cal,2B,University of Evansville,EVAN,730327808,Evansville,BBC,L,R,47,216,728,387,68,452,177,142,322,120,65
644,1093954048,R. Facinelli,Ryan Facinelli,Facinelli,Ryan,1B,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,45,193,753,285,100,449,98,87,322,86,164
644,1172422144,J. Thompson,Jackson Thompson,Thompson,Jackson,C,Campbell University,CAMP,730187776,Campbell,BBC,R,R,48,178,750,241,43,414,113,85,322,60,173
644,1226692352,D. Obee,Devin Obee,Obee,Devin,CF,University of Georgia,UGA,226,Georgia,BBC,R,R,57,189,771,305,122,421,97,86,322,82,116
644,1202725120,L. Knight,Lawson Knight,Knight,Lawson,CF,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,50,177,689,254,29,418,120,105,322,54,164
644,1279297280,C. Scanlon,Christian Scanlon,Scanlon,Christian,RF,Merrimack College,MRMK,730295552,Merrimack,BBC,L,L,49,205,807,279,70,407,98,111,322,43,128
644,1239350528,M. Maulik,Matthew Maulik,Maulik,Matthew,3B,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,R,44,193,654,312,48,400,142,122,322,82,88
644,1325732096,M. Wolf,Mason Wolf,Wolf,Mason,C,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,44,183,686,273,47,391,135,91,322,53,118
644,1967952971,W. Espinal,Wilbert Espinal,Espinal,Wilbert,RF,Alabama State University,ALST,4765,Alabama State,BBC,L,L,51,214,774,305,68,427,139,98,322,77,122
644,1654896558,A. Stelogeannis,Aaron Stelogeannis,Stelogeannis,Aaron,CF,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,48,202,788,354,76,514,143,135,322,106,160
644,1018912519,K. Ishikawa,Kenny Ishikawa,Ishikawa,Kenny,TWP,Seattle University,SEA,4504,Seattle,BBC,L,L,52,238,853,378,52,515,174,152,322,116,137
656,1238257920,T. Bethel,Tate Bethel,Bethel,Tate,3B,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,52,215,789,338,73,481,158,107,323,107,143
656,1310459904,J. Williams,Jae Williams,Williams,Jae,CF,Georgia State University,GAST,730239744,Georgia State,BBC,L,R,55,206,807,295,63,439,135,97,323,77,144
656,1310534656,J. Koonin,Jake Koonin,Koonin,Jake,2B,Princeton University,PRIN,730198784,Princeton,BBC,R,R,43,200,745,349,101,456,120,128,323,109,107
656,1184595712,J. Tharnish,Jayce Tharnish,Tharnish,Jayce,CF,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,46,217,709,362,71,438,169,122,323,78,76
656,1257342976,I. Landry,Isaiah Landry,Landry,Isaiah,CF,Alabama State University,ALST,4765,Alabama State,BBC,R,R,53,225,790,343,46,491,178,119,323,101,148
656,1297498880,J. Orr,Jacob Orr,Orr,Jacob,LF,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,52,229,764,366,55,482,176,135,323,121,116
656,1911454103,S. Edwards,Savoi Edwards,Edwards,Savoi,LF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,L,L,49,182,674,336,111,431,118,107,323,88,95
656,1172379330,E. Fender,Ethan Fender,Fender,Ethan,1B,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,53,213,717,372,92,469,153,127,323,123,97
664,1263498752,M. Wolbert,Mark Wolbert,Wolbert,Mark,CF,UC Davis,UCD,730153984,UC Davis,BBC,L,L,51,188,702,305,56,415,123,126,324,72,110
664,1192564993,C. Hynek,Colin Hynek,Hynek,Colin,C,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,52,227,845,331,93,475,127,111,324,94,144
664,1310331648,K. Byrd,Kameron Byrd,Byrd,Kameron,RF,Southern University,SOU,4767,Southern,BBC,R,R,41,183,651,280,45,380,131,104,324,47,100
664,1850271363,L. Cockrill,LT Cockrill,Cockrill,LT,C,University of Delaware,DEL,730203136,Delaware,BBC,R,R,42,183,719,284,58,446,118,108,324,79,162
668,1255842560,A. Birge,Alex Birge,Birge,Alex,C,University of California,CAL,730152448,California,BBC,L,R,44,178,788,301,94,446,85,122,325,103,145
668,1165892864,C. Titus,Coleson Titus,Titus,Coleson,3B,Army West Point,ARMY,4744,Army,BBC,R,R,50,209,814,377,67,508,141,169,325,137,131
668,1294953472,M. Ortega,Max Ortega,Ortega,Max,C,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,43,184,731,296,65,436,121,110,325,89,140
668,1142070272,R. Lavey,Robbie Lavey,Lavey,Robbie,C,George Washington University,GW,730249216,George Washington,BBC,L,R,48,218,791,358,92,459,160,106,325,94,101
668,1174782976,J. Holman,Jack Holman,Holman,Jack,1B,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,L,R,46,209,810,373,104,471,141,128,325,99,98
668,1165448448,S. Werchan,Seth Werchan,Werchan,Seth,CF,Virginia Commonwealth University,VCU,730179328,VCU,BBC,L,L,50,207,775,329,85,463,120,124,325,103,134
668,1310334464,C. Campbell,Cade Campbell,Campbell,Cade,3B,University of California,CAL,730152448,California,BBC,R,R,51,215,811,445,123,538,152,170,325,183,93
668,1195528019,B. Miller,Brady Miller,Miller,Brady,2B,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,50,218,791,351,90,494,145,116,325,93,143
668,1802069545,N. Rivera,Noel Rivera,Rivera,Noel,3B,Marist College,MRST,730374656,Marist,BBC,R,R,39,191,638,303,44,395,142,117,325,52,92
668,1714474887,L. DiBeradin,Landon DiBeradin,DiBeradin,Landon,C,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,48,198,692,307,49,412,134,124,325,28,105
678,1286155776,B. OSullivan,Brenden OSullivan,OSullivan,Brenden,1B,UNLV,UNLV,730161664,UNLV,BBC,R,R,47,194,750,320,58,458,146,116,326,102,138
678,1221084416,B. Murtha,Brock Murtha,Murtha,Brock,2B,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,48,212,769,322,70,470,136,116,326,94,148
678,1232301313,J. Torres,Jose Torres,Torres,Jose,C,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,57,204,762,398,83,507,149,166,326,152,109
678,1109515264,C. Ross,Camden Ross,Ross,Camden,C,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,51,191,746,298,61,426,115,122,326,81,128
678,1137355264,T. Neuer,Trenton Neuer,Neuer,Trenton,LF,Ohio University,OHIO,730298368,Ohio,BBC,R,R,45,180,673,280,64,390,115,101,326,57,110
678,1205132544,G. Greco,Garrett Greco,Greco,Garrett,2B,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,L,R,46,221,756,288,31,440,160,97,326,47,152
678,1195406592,B. Heckelman,Brian Heckelman,Heckelman,Brian,C,Towson University,TOWS,730318336,Towson,BBC,R,R,53,200,753,294,37,445,152,105,326,54,151
678,1207845632,G. Collins,Gavin Collins,Collins,Gavin,LF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,L,41,189,781,324,64,445,132,128,326,88,121
678,1310817024,C. Jackson,Core Jackson,Jackson,Core,SS,University of Utah,UTAH,730328320,Utah,BBC,L,R,48,238,861,397,84,525,164,149,326,120,128
678,1496800975,B. Jellison,Bruce Jellison,Jellison,Bruce,3B,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,49,216,802,341,62,477,152,127,326,74,136
678,1040576277,R. Howard,Reid Howard,Howard,Reid,SS,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,54,208,765,376,59,494,163,154,326,123,118
689,1318667776,J. Pilla,Johnny Pilla,Pilla,Johnny,2B,Stony Brook University,STON,730249984,Stony Brook,BBC,L,R,48,194,744,278,68,400,117,93,327,52,122
689,1129848320,B. Ronken,Bryce Ronken,Ronken,Bryce,RF,South Dakota State University,SDST,730323200,South Dakota State,BBC,L,R,43,194,743,267,66,407,115,86,327,54,140
689,1079511552,T. Dickinson,Tim Dickinson,Dickinson,Tim,2B,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,L,R,50,221,818,316,64,461,144,108,327,57,145
689,1085293312,R. Donohue,Ronan Donohue,Donohue,Ronan,3B,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,47,191,659,311,66,390,120,125,327,48,79
689,1097715712,A. Quinn,Aidan Quinn,Quinn,Aidan,3B,Lehigh University,LEH,730333184,Lehigh,BBC,L,R,50,202,758,317,53,467,146,118,327,84,150
689,1195475456,T. Howard,Tyler Howard,Howard,Tyler,C,University of Portland,PORT,730360320,Portland,BBC,R,R,39,187,734,250,35,407,132,83,327,37,157
689,1312343296,A. Shibley,Alan Shibley,Shibley,Alan,RF,Texas State University,TXST,5420,Texas State,BBC,L,R,44,180,738,267,48,427,116,103,327,71,160
689,1334320384,T. Castro,Tyler Castro,Castro,Tyler,1B,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,R,46,188,735,240,14,410,138,88,327,35,170
689,1578374661,M. Brousseau,Mack Brousseau,Brousseau,Mack,C,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,46,208,798,397,141,494,123,133,327,124,97
689,1885848610,N. Negre,Nathan Negre,Negre,Nathan,SS,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,52,243,847,401,74,534,179,148,327,74,133
699,1101605632,A. Matias,Andres Matias,Matias,Andres,SS,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,55,227,820,410,99,513,162,149,328,123,103
699,1198546176,P. Soto Jr.,Petey Soto Jr.,Soto Jr.,Petey,SS,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,55,206,740,340,85,477,140,115,328,114,137
699,1150232064,R. Ayers,Robbie Ayers,Ayers,Robbie,C,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,48,198,780,327,62,466,127,138,328,105,139
699,1105526272,T. Bak,Tyler Bak,Bak,Tyler,CF,Wofford College,WOF,730176512,Wofford,BBC,L,L,46,189,730,296,37,435,132,127,328,66,139
699,1271061504,K. Ratliff,Kyle Ratliff,Ratliff,Kyle,RF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,51,209,840,356,119,498,115,122,328,91,142
699,1342167035,B. Stang,Bobby Stang,Stang,Bobby,C,University of Dayton,DAY,730194688,Dayton,BBC,R,R,48,199,775,326,86,460,127,113,328,88,134
699,1432662328,C. Malamazian,Cooper Malamazian,Malamazian,Cooper,3B,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,50,199,741,325,88,457,123,114,328,116,132
706,1100739840,B. Reynolds,Brady Reynolds,Reynolds,Brady,RF,Stanford University,STAN,730251264,Stanford,BBC,L,R,45,184,732,318,106,440,107,105,329,89,122
706,1099208448,L. McAllister,Levi McAllister,McAllister,Levi,C,University at Albany,ALBY,730280448,Albany,BBC,R,R,49,199,752,302,90,436,114,98,329,77,134
706,1336138240,C. Fellows,Cole Fellows,Fellows,Cole,LF,Columbia University,CLMB,730319104,Columbia,BBC,L,R,48,214,767,371,91,481,153,127,329,117,110
706,1279295744,G. Greger,Gavin Greger,Greger,Gavin,CF,Bryant University,BRY,730266880,Bryant,BBC,L,L,52,232,766,406,99,507,175,132,329,153,101
706,1162109952,C. Newman,Carter Newman,Newman,Carter,SS,Longwood University,LONG,730219264,Longwood,BBC,R,R,41,167,657,264,81,399,96,87,329,51,135
706,1202679552,E. Funkhouser,Evan Funkhouser,Funkhouser,Evan,SS,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,59,227,844,299,76,494,123,100,329,50,195
706,1078579712,J. Bant,Jay Bant,Bant,Jay,1B,Monmouth University,MONM,4164,Monmouth,BBC,L,R,50,221,715,363,78,451,173,112,329,94,88
706,1340677888,L. Rick,Lucas Rick,Rick,Lucas,1B,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,46,177,656,288,63,406,113,112,329,68,118
706,1310447872,D. Moquin,Dillon Moquin,Moquin,Dillon,RF,Appalachian State University,APP,730240256,Appalachian State,BBC,L,R,43,187,699,326,77,435,113,136,329,88,109
706,1582802158,T. Broussard,Tre Broussard,Broussard,Tre,CF,University of Houston,HOU,3030,Houston,BBC,L,L,54,241,818,371,49,489,189,133,329,108,118
706,1391696428,G. Gandy,Gus Gandy,Gandy,Gus,SS,Samford University,SAM,730386432,Samford,BBC,R,R,54,220,759,326,64,486,161,101,329,105,160
717,1304696832,T. Nunnally,Tait Nunnally,Nunnally,Tait,RF,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,L,L,55,225,857,353,79,501,151,123,330,82,148
717,1135888384,T. Howard,Tyler Howard,Howard,Tyler,RF,UC Davis,UCD,730153984,UC Davis,BBC,R,R,46,212,839,339,80,507,132,127,330,124,168
717,1127735296,K. Watanabe,Kody Watanabe,Watanabe,Kody,2B,University of San Francisco,SF,730365696,San Francisco,BBC,L,R,46,201,788,281,55,455,125,101,330,74,174
