Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,XBH,K,BB,AVG,AB,InZoneSwing%,Chase%,Contact%,wOBA LHP,wOBA RHP,1PSwing% vs Hard Empty,1PSwing% vs CH Empty,2K Whiff vs LHP Hard,2K Whiff vs LHP OS,2K Whiff vs RHP Hard,2K Whiff vs RHP OS
3600,1852742789,T. Snyder,Trenton Snyder,Snyder,Trenton,LF,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,4,17,4,.184,49,70.9%,33.7%,64.4%,.248,.293,25%,100%,50.0%,66.7%,25.0%,42.9%
3600,1000403987,D. Pena,Diego Pena,Pena,Diego,C,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,1,14,6,.184,49,58.7%,25.9%,75.8%,.295,.215,46%,0%,-,0.0%,33.3%,50.0%
3600,1929935593,B. Timblin,Ben Timblin,Timblin,Ben,CF,Wofford College,WOF,730176512,Wofford,BBC,R,R,4,12,4,.245,49,69.2%,19.0%,78.5%,.228,.403,39%,0%,31.3%,28.6%,17.6%,0.0%
3600,1852042874,B. Bishop,Brandon Bishop,Bishop,Brandon,RF,University of Houston,HOU,3030,Houston,BBC,R,R,3,10,8,.286,49,53.3%,19.8%,81.8%,.504,.296,5%,0%,0.0%,25.0%,5.3%,21.4%
3600,1342169117,Z. Crandall,Zach Crandall,Crandall,Zach,C,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,3,16,12,.327,49,56.7%,15.3%,73.5%,.470,.330,43%,0%,28.6%,33.3%,12.5%,42.9%
3600,1393233636,T. Wentworth,TP Wentworth,Wentworth,TP,TWP,Clemson University,CLEM,730358784,Clemson,BBC,L,L,3,17,8,.224,49,65.0%,27.0%,66.4%,.405,.289,29%,40%,0.0%,0.0%,35.7%,28.6%
3600,1659410625,T. Martin,Tate Martin,Martin,Tate,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,0,16,8,.224,49,62.3%,16.5%,68.1%,.396,.263,18%,50%,-,-,42.9%,37.5%
3600,1342167748,R. Montgomery,Reid Montgomery,Montgomery,Reid,LF,Long Beach State University,LBSU,730224128,Long Beach State,BBC,L,L,2,24,6,.102,49,67.0%,29.5%,61.8%,.195,.173,35%,-,40.0%,75.0%,38.1%,25.0%
3600,1602692152,B. Picarelli,Brady Picarelli,Picarelli,Brady,RF,University of Missouri,MIZZ,4806,Missouri,BBC,L,R,6,15,7,.306,49,67.9%,25.4%,67.0%,.225,.461,38%,67%,50.0%,0.0%,26.3%,33.3%
3600,1405266361,A. Benevento,Alex Benevento,Benevento,Alex,LF,Brown University,BRWN,730236160,Brown,BBC,R,R,3,18,9,.245,49,66.3%,13.9%,72.7%,.322,.311,42%,-,100.0%,50.0%,12.5%,53.8%
3600,1145228199,D. Ripepi,Drew Ripepi,Ripepi,Drew,3B,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,5,17,8,.265,49,74.0%,23.9%,58.9%,.214,.423,33%,50%,33.3%,0.0%,36.4%,45.0%
3600,1825231717,N. Goodshield,Noah Goodshield,Goodshield,Noah,SS,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,2,15,4,.286,49,68.0%,21.1%,74.7%,.418,.293,33%,-,0.0%,33.3%,38.5%,44.4%
3600,1275692001,T. Dosenbach,Trevor Dosenbach,Dosenbach,Trevor,RF,University of Richmond,RICH,730171904,Richmond,BBC,R,R,3,11,4,.245,49,74.7%,31.3%,76.2%,.319,.287,53%,100%,0.0%,16.7%,0.0%,42.9%
3600,1620498727,O. Ross,Owen Ross,Ross,Owen,3B,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,4,15,5,.286,49,72.9%,27.0%,61.2%,.526,.268,33%,-,50.0%,16.7%,20.0%,72.7%
3600,1902918747,B. Alexander,Brady Alexander,Alexander,Brady,LF,Ohio University,OHIO,730298368,Ohio,BBC,R,L,5,14,4,.265,49,67.7%,19.1%,63.0%,.329,.335,57%,-,50.0%,-,0.0%,50.0%
3600,1342169564,C. Felmlee,Charlie Felmlee,Felmlee,Charlie,C,College of William & Mary,WM,730232064,William & Mary,BBC,R,R,2,14,8,.265,49,56.1%,27.8%,79.2%,.317,.328,14%,0%,0.0%,0.0%,14.3%,50.0%
3639,1258259200,A. Jaslove,Austen Jaslove,Jaslove,Austen,SS,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,5,5,4,.313,48,82.5%,44.0%,74.0%,.279,.395,43%,67%,-,25.0%,0.0%,20.0%
3639,1143042816,T. LeCroy,Talmadge LeCroy,LeCroy,Talmadge,C,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,3,11,14,.188,48,73.7%,30.1%,77.9%,.282,.330,23%,0%,33.3%,16.7%,15.8%,7.1%
3639,1257344000,K. Carston,Koen Carston,Carston,Koen,C,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,3,10,4,.271,48,67.0%,22.2%,79.8%,.294,.348,29%,0%,33.3%,25.0%,50.0%,25.0%
3639,1100645632,D. Lanier,Delshaun Lanier,Lanier,Delshaun,LF,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,3,9,7,.167,48,59.8%,17.6%,84.1%,.193,.297,29%,50%,8.3%,12.5%,10.0%,50.0%
3639,1092977664,C. Ditmar,Chase Ditmar,Ditmar,Chase,3B,UNLV,UNLV,730161664,UNLV,BBC,R,R,2,18,2,.188,48,63.4%,31.8%,79.8%,.093,.292,58%,-,40.0%,40.0%,25.0%,0.0%
3639,1126283520,J. Sutryk,Johnny Sutryk,Sutryk,Johnny,LF,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,5,16,9,.146,48,68.3%,21.1%,65.3%,.236,.342,25%,0%,12.5%,42.9%,40.0%,45.5%
3639,1184712705,M. Lane,Max Lane,Lane,Max,RF,Harvard University,HARV,5450,Harvard,BBC,R,R,2,13,11,.167,48,68.0%,18.8%,78.2%,.265,.313,26%,100%,0.0%,36.4%,7.7%,23.1%
3639,1135239424,T. Porter,Trey Porter,Porter,Trey,CF,Monmouth University,MONM,4164,Monmouth,BBC,R,R,3,10,3,.292,48,62.8%,26.5%,78.5%,.222,.329,17%,-,0.0%,0.0%,0.0%,60.0%
3639,1297507072,F. Micallef,Frank Micallef,Micallef,Frank,C,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,1,14,4,.229,48,75.8%,25.4%,69.3%,.197,.331,27%,-,33.3%,50.0%,10.0%,75.0%
3639,1235435008,N. Vega,Nick Vega,Vega,Nick,RF,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,2,28,4,.125,48,66.7%,24.7%,53.5%,.195,.190,38%,-,0.0%,100.0%,33.3%,100.0%
3639,1207745792,B. Slaton,Brock Slaton,Slaton,Brock,LF,Tulane University,TULN,730354176,Tulane,BBC,L,L,9,21,6,.250,48,78.7%,26.3%,59.1%,.440,.365,50%,50%,0.0%,100.0%,47.4%,61.5%
3639,1290430976,E. Janner,Evan Janner,Janner,Evan,LF,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,L,R,6,20,10,.271,48,55.1%,24.0%,57.0%,.541,.392,44%,-,50.0%,100.0%,8.3%,62.5%
3639,1238047232,C. Jackson,Chance Jackson,Jackson,Chance,1B,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,5,15,9,.333,48,60.0%,6.7%,82.6%,.188,.493,50%,-,100.0%,-,50.0%,100.0%
3639,1311246592,R. Ash,Ryan Ash,Ash,Ryan,1B,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,2,18,5,.188,48,54.8%,22.3%,71.8%,.338,.211,10%,-,33.3%,50.0%,16.7%,60.0%
3639,1162140416,B. Shealor,Bennett Shealor,Shealor,Bennett,C,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,6,15,4,.292,48,65.1%,11.4%,72.6%,.478,.399,39%,0%,0.0%,100.0%,7.7%,66.7%
3639,1613565333,J. Clough,Jonathan Clough,Clough,Jonathan,CF,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,5,15,10,.271,48,68.2%,25.6%,63.0%,.325,.451,45%,0%,45.5%,33.3%,22.2%,40.0%
3639,1066835604,B. Novy,Brandon Novy,Novy,Brandon,1B,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,5,8,16,.271,48,63.9%,12.5%,81.2%,.304,.474,30%,0%,0.0%,50.0%,0.0%,12.5%
3639,1342169078,A. Hunt,Andrew Hunt,Hunt,Andrew,LF,UAB,UAB,730345984,UAB,BBC,R,R,5,9,10,.250,48,49.5%,11.8%,85.5%,.244,.418,31%,0%,28.6%,0.0%,8.3%,8.3%
3639,1952447340,J. Cunningan,Josh Cunningan,Cunningan,Josh,C,Seattle University,SEA,4504,Seattle,BBC,L,R,2,14,14,.188,48,59.7%,18.5%,64.6%,.353,.308,33%,0%,0.0%,0.0%,25.0%,45.5%
3639,1534945533,J. Cote,Josh Cote,Cote,Josh,C,University of Toledo,TOL,5388,Toledo,BBC,R,R,4,15,9,.167,48,66.3%,21.3%,72.3%,.391,.319,32%,-,100.0%,0.0%,20.0%,46.2%
3639,1152300998,J. Rumfield,Justin Rumfield,Rumfield,Justin,1B,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,4,11,11,.250,48,67.5%,18.2%,72.6%,.445,.336,30%,20%,33.3%,100.0%,10.0%,37.5%
3639,1477393946,E. Medlock,Eliot Medlock,Medlock,Eliot,2B,Bryant University,BRY,730266880,Bryant,BBC,R,R,7,14,7,.188,48,62.7%,25.0%,74.8%,.227,.390,30%,0%,28.6%,-,16.7%,36.4%
3639,1080411034,B. Cox,Bennett Cox,Cox,Bennett,LF,Canisius College,CAN,730218752,Canisius,BBC,R,R,6,10,2,.333,48,67.4%,32.6%,78.0%,.292,.452,47%,0%,16.7%,100.0%,0.0%,25.0%
3639,1375742063,D. Spoto,Dean Spoto,Spoto,Dean,3B,Belmont University,BEL,730190336,Belmont,BBC,R,R,1,25,4,.125,48,50.0%,28.2%,67.5%,.116,.190,48%,0%,0.0%,80.0%,15.4%,77.8%
3639,1342167122,D. Whitaker,Davin Whitaker,Whitaker,Davin,RF,East Carolina University,ECU,730270720,East Carolina,BBC,L,L,4,13,3,.188,48,77.5%,33.0%,70.7%,.098,.310,56%,75%,0.0%,100.0%,27.8%,33.3%
3664,1282762496,A. Bianco,Andrew Bianco,Bianco,Andrew,1B,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,3,14,6,.213,47,72.6%,27.3%,69.1%,.347,.290,40%,67%,12.5%,50.0%,18.2%,30.0%
3664,1269412096,C. Azcona,Christian Azcona,Azcona,Christian,1B,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,L,R,4,11,9,.277,47,66.0%,10.6%,76.6%,.000,.397,13%,-,-,-,0.0%,0.0%
3664,1192564480,T. DeJesus,Tony DeJesus,DeJesus,Tony,3B,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,3,11,7,.255,47,61.1%,12.8%,73.4%,.275,.334,33%,0%,0.0%,100.0%,30.0%,50.0%
3664,1181529088,R. Galloway,Rashawn Galloway,Galloway,Rashawn,C,Texas State University,TXST,5420,Texas State,BBC,R,R,1,9,8,.234,47,49.4%,19.6%,79.4%,.211,.313,29%,0%,-,0.0%,25.0%,44.4%
3664,1087298816,G. Johnson,Gavin Johnson,Johnson,Gavin,LF,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,L,R,2,10,10,.255,47,59.2%,23.3%,75.0%,.279,.326,22%,0%,0.0%,50.0%,11.8%,20.0%
3664,1310373632,E. Fouraker,Eric Fouraker,Fouraker,Eric,C,University of North Florida,UNF,730296832,North Florida,BBC,R,R,5,10,4,.255,47,65.3%,23.5%,67.8%,.473,.344,27%,100%,0.0%,0.0%,11.1%,16.7%
3664,1162509312,A. Meola,Aidan Meola,Meola,Aidan,3B,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,6,15,3,.255,47,63.3%,34.7%,60.4%,.152,.402,36%,-,37.5%,33.3%,13.6%,29.4%
3664,1227836416,A. Labrusciano,AJ Labrusciano,Labrusciano,AJ,1B,Rider University,RID,730174976,Rider,BBC,R,R,2,10,6,.191,47,61.8%,17.9%,81.7%,.113,.284,25%,-,50.0%,-,0.0%,0.0%
3664,1183061760,C. Marshall,Cam Marshall,Marshall,Cam,CF,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,3,15,5,.234,47,56.6%,25.0%,65.0%,.222,.321,50%,-,-,-,50.0%,50.0%
3664,1297516813,M. Bellisimo,Matteo Bellisimo,Bellisimo,Matteo,1B,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,4,20,1,.277,47,84.3%,39.1%,59.0%,.385,.335,44%,-,33.3%,66.7%,63.6%,35.3%
3664,1191375411,R. Soto,Rafael Soto,Soto,Rafael,SS,College of Charleston,COFC,730177792,College of Charleston,BBC,S,R,3,12,6,.213,47,74.4%,18.1%,75.6%,.354,.250,39%,-,33.3%,100.0%,50.0%,20.0%
3664,1405272597,C. Sanders,Camden Sanders,Sanders,Camden,LF,Niagara University,NIAG,730156544,Niagara,BBC,R,R,5,26,9,.191,47,67.6%,23.9%,61.9%,.453,.319,40%,100%,50.0%,100.0%,25.0%,50.0%
3664,1658817662,R. Lane,Robbie Lane,Lane,Robbie,2B,The Citadel,CIT,730366720,The Citadel,BBC,R,R,1,8,9,.234,47,41.9%,12.5%,80.3%,.236,.307,21%,0%,33.3%,-,10.0%,33.3%
3664,1788086933,B. Karpowicz,Ben Karpowicz,Karpowicz,Ben,LF,Campbell University,CAMP,730187776,Campbell,BBC,R,R,1,25,7,.149,47,68.4%,18.0%,52.7%,.265,.226,38%,25%,25.0%,60.0%,37.5%,77.8%
3664,1178730126,J. Pappas,Jacob Pappas,Pappas,Jacob,LF,Fresno State,FRES,730384384,Fresno State,BBC,R,R,2,14,5,.234,47,64.6%,32.8%,62.9%,.260,.342,32%,0%,25.0%,62.5%,28.6%,0.0%
3664,1521971851,E. Starks,Ethan Starks,Starks,Ethan,RF,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,2,22,10,.234,47,62.2%,26.8%,62.8%,.460,.343,25%,100%,0.0%,-,20.0%,-
3664,1912080463,T. Bragg,Travis Bragg,Bragg,Travis,RF,Texas State University,TXST,5420,Texas State,BBC,L,L,3,16,9,.213,47,66.9%,20.9%,73.9%,.426,.291,21%,0%,25.0%,0.0%,33.3%,24.0%
3664,1779224072,K. Noe,Kenny Noe,Noe,Kenny,SS,Monmouth University,MONM,4164,Monmouth,BBC,L,R,0,15,11,.234,47,51.8%,14.8%,75.0%,.290,.294,20%,0%,0.0%,66.7%,14.3%,50.0%
3664,1929203149,J. Stewart,Jaquae Stewart,Stewart,Jaquae,P,University of Texas,TEX,245,Texas,BBC,L,L,3,18,6,.149,47,58.6%,20.2%,56.7%,.486,.215,20%,0%,0.0%,25.0%,23.8%,58.8%
3683,1279533312,C. Dygert,Caylon Dygert,Dygert,Caylon,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,4,11,6,.370,46,69.6%,26.7%,78.7%,.364,.470,38%,25%,0.0%,60.0%,20.0%,9.1%
3683,1136001024,R. Peppi,Rocco Peppi,Peppi,Rocco,1B,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,2,10,5,.217,46,75.6%,31.7%,74.5%,.305,.287,36%,100%,33.3%,20.0%,25.0%,20.0%
3683,1201258752,C. Niehaus,Caleb Niehaus,Niehaus,Caleb,2B,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,0,10,5,.261,46,67.5%,30.8%,74.2%,.416,.231,17%,0%,20.0%,0.0%,20.0%,55.6%
3683,1157032960,H. Mimbs,Hudson Mimbs,Mimbs,Hudson,3B,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,2,19,3,.174,46,61.3%,23.9%,65.6%,.338,.191,17%,-,20.0%,0.0%,50.0%,40.0%
3683,1248462336,T. Lang,Tyler Lang,Lang,Tyler,C,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,5,8,2,.370,46,66.3%,23.0%,83.8%,.328,.460,41%,-,33.3%,0.0%,23.1%,16.7%
3683,1310882304,C. Chaplin,Chace Chaplin,Chaplin,Chace,P,Yale University,YALE,730334464,Yale,BBC,R,R,2,8,9,.196,46,64.4%,14.7%,90.9%,.295,.264,24%,-,0.0%,0.0%,16.7%,25.0%
3683,1334298368,T. Burkhalter,Trenton Burkhalter,Burkhalter,Trenton,C,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,3,13,8,.130,46,57.9%,17.7%,69.5%,.000,.286,25%,0%,0.0%,0.0%,37.5%,23.5%
3683,1332617728,T. Berch,Thaxton Berch,Berch,Thaxton,CF,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,5,14,6,.283,46,63.6%,27.6%,67.4%,.388,.397,40%,33%,40.0%,40.0%,0.0%,50.0%
3683,1191770112,J. Blount,Joshua Blount,Blount,Joshua,LF,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,L,1,13,1,.130,46,60.9%,23.0%,68.5%,.264,.132,29%,100%,0.0%,0.0%,50.0%,36.4%
3683,1100794624,H. Bond,Hayden Bond,Bond,Hayden,LF,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,5,22,5,.196,46,76.7%,22.4%,64.7%,.454,.279,63%,-,-,-,40.0%,75.0%
3683,1207747329,S. Buchanan,Seth Buchanan,Buchanan,Seth,3B,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,3,14,14,.239,46,56.7%,19.0%,82.6%,.513,.321,25%,0%,16.7%,0.0%,16.7%,57.1%
3683,1191086336,A. Bretschneider,Aidan Bretschneider,Bretschneider,Aidan,P,Monmouth University,MONM,4164,Monmouth,BBC,R,R,1,17,1,.196,46,69.5%,42.5%,57.6%,.250,.193,0%,50%,100.0%,60.0%,37.5%,50.0%
3683,1608708697,G. Carlson,Gunnett Carlson,Carlson,Gunnett,1B,Rice University,RICE,2352,Rice,BBC,L,R,2,17,6,.130,46,64.1%,25.0%,58.6%,.078,.283,5%,100%,100.0%,100.0%,30.8%,41.7%
3683,1292540960,J. Billings,Jacob Billings,Billings,Jacob,LF,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,1,13,9,.196,46,71.0%,24.3%,69.5%,.224,.283,54%,50%,20.0%,0.0%,40.0%,33.3%
3683,1784297339,M. Rocha,Mikey Rocha,Rocha,Mikey,3B,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,2,13,2,.174,46,50.0%,16.9%,84.7%,.303,.146,18%,0%,0.0%,50.0%,33.3%,0.0%
3683,1416036368,B. Grabowski,Brady Grabowski,Grabowski,Brady,LF,Murray State University,MURR,730188032,Murray State,BBC,R,R,4,15,8,.283,46,60.3%,22.7%,74.7%,.254,.376,23%,-,-,100.0%,0.0%,50.0%
3683,1389402065,G. Bullock,Garrison Bullock,Bullock,Garrison,C,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,1,18,11,.217,46,58.9%,21.4%,64.9%,.212,.349,24%,0%,0.0%,20.0%,30.0%,35.7%
3683,1342167295,J. Hankerson Jr.,James Hankerson Jr.,Hankerson Jr.,James,P,Florida State University,FSU,101,Florida State,BBC,S,L,5,19,12,.261,46,70.0%,24.0%,60.4%,.278,.401,41%,67%,100.0%,33.3%,28.6%,36.4%
3683,1444469082,N. Sergeant,Nolan Sergeant,Sergeant,Nolan,LF,Belmont University,BEL,730190336,Belmont,BBC,L,R,1,8,8,.174,46,66.7%,25.6%,71.4%,.148,.279,38%,0%,-,0.0%,8.3%,33.3%
3683,1922585957,N. Barber,Nick Barber,Barber,Nick,CF,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,2,9,5,.283,46,58.5%,15.6%,84.6%,.640,.322,21%,50%,-,-,8.3%,55.6%
3683,1608710161,J. Irizarry,Julian Irizarry,Irizarry,Julian,RF,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,R,1,13,8,.304,46,54.8%,22.3%,76.7%,.253,.367,30%,33%,0.0%,100.0%,19.0%,46.2%
3704,1330949120,M. Kaufer,Max Kaufer,Kaufer,Max,C,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,3,19,7,.133,45,61.2%,22.5%,65.9%,.167,.308,40%,0%,28.6%,100.0%,14.3%,36.4%
3704,1205242112,W. Jaun,William Jaun,Jaun,William,TWP,Cornell University,COR,730298624,Cornell,BBC,L,L,3,10,5,.244,45,72.9%,23.3%,81.8%,.665,.264,56%,0%,0.0%,0.0%,33.3%,16.7%
3704,1213317120,S. Fischer,Samuel Fischer,Fischer,Samuel,3B,Florida International University,FIU,4468,Florida International,BBC,L,R,3,11,8,.222,45,69.4%,22.6%,82.0%,.335,.331,27%,0%,66.7%,0.0%,18.2%,7.7%
3704,1323238400,M. Hirata,Mason Hirata,Hirata,Mason,2B,University of Nevada,NEV,4784,Nevada,BBC,R,R,2,12,1,.222,45,67.8%,27.4%,75.9%,.432,.195,40%,100%,0.0%,0.0%,40.0%,50.0%
3704,1118937600,L. Allen Jr.,Lee Allen Jr.,Allen Jr.,Lee,2B,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,0,16,10,.178,45,58.5%,2.8%,73.0%,.275,.227,33%,0%,0.0%,66.7%,20.0%,0.0%
3704,1330765312,B. Stuart,Ben Stuart,Stuart,Ben,1B,University of Evansville,EVAN,730327808,Evansville,BBC,R,R,1,12,8,.178,45,58.6%,14.0%,70.7%,.308,.266,31%,67%,16.7%,50.0%,30.0%,33.3%
3704,1342168182,M. Melancon,Matt Melancon,Melancon,Matt,RF,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,2,17,6,.156,45,64.6%,30.1%,61.7%,.186,.264,36%,0%,46.2%,12.5%,33.3%,58.3%
3704,1342167798,G. Baker,George Baker,Baker,George,C,University of Louisville,LOU,5467,Louisville,BBC,L,R,3,18,0,.111,45,75.6%,40.4%,68.6%,.193,.233,54%,-,16.7%,33.3%,60.0%,26.7%
3704,1301321184,E. Charlot,Elijah Charlot,Charlot,Elijah,RF,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,0,15,4,.178,45,69.0%,17.2%,77.5%,.225,.199,0%,-,-,0.0%,0.0%,0.0%
3704,1084089165,R. Miranda,Robert Miranda,Miranda,Robert,2B,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,2,9,7,.244,45,81.2%,42.0%,64.2%,.414,.282,57%,67%,0.0%,50.0%,22.2%,31.3%
3704,1718033906,C. Koskie,Caleb Koskie,Koskie,Caleb,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,L,6,12,8,.200,45,56.7%,19.1%,77.9%,.296,.333,14%,0%,50.0%,100.0%,22.2%,0.0%
3704,1602463412,J. Zorc,Joseph Zorc,Zorc,Joseph,3B,Princeton University,PRIN,730198784,Princeton,BBC,R,R,1,17,3,.156,45,67.1%,36.3%,72.4%,.177,.213,27%,-,28.6%,18.2%,41.7%,50.0%
3704,1573282029,C. Sadler,Cade Sadler,Sadler,Cade,1B,UTSA,UTSA,730373120,UTSA,BBC,R,R,1,16,8,.267,45,76.9%,28.3%,68.3%,.250,.387,70%,33%,40.0%,54.5%,15.4%,44.4%
3717,1261647104,C. Cooke,Conor Cooke,Cooke,Conor,1B,Brown University,BRWN,730236160,Brown,BBC,R,R,3,26,7,.159,44,43.5%,24.2%,60.8%,.248,.242,31%,0%,50.0%,50.0%,50.0%,44.4%
3717,1310534912,M. Suppa,Matthew Suppa,Suppa,Matthew,C,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,1,11,6,.114,44,54.8%,28.8%,72.5%,.209,.176,29%,0%,25.0%,50.0%,14.3%,35.7%
3717,1269458944,M. Sweeney,Mike Sweeney,Sweeney,Mike,SS,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,1,14,5,.227,44,72.8%,18.9%,69.8%,.295,.287,35%,33%,40.0%,40.0%,40.0%,37.5%
3717,1213267200,S. Grady,Shea Grady,Grady,Shea,1B,Bryant University,BRY,730266880,Bryant,BBC,R,R,2,10,3,.205,44,68.5%,25.0%,78.2%,.238,.253,50%,0%,0.0%,100.0%,10.0%,25.0%
3717,1175448576,C. Stromboe,Cole Stromboe,Stromboe,Cole,LF,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,L,2,17,9,.227,44,65.6%,21.3%,75.3%,.386,.343,50%,14%,-,50.0%,0.0%,30.0%
3717,1196852480,M. Perazza,Michael Perazza,Perazza,Michael,LF,West Virginia University,WVU,5327,West Virginia,BBC,L,L,1,11,1,.227,44,75.0%,28.8%,77.9%,.332,.219,63%,25%,50.0%,0.0%,14.3%,66.7%
3717,1279380480,M. Kallinger,Myles Kallinger,Kallinger,Myles,RF,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,1,16,4,.182,44,63.2%,25.3%,74.3%,.393,.214,38%,0%,0.0%,-,28.6%,75.0%
3717,1334635008,G. DArcy,Gabe DArcy,DArcy,Gabe,RF,University of San Diego,USD,5320,San Diego,BBC,R,R,3,15,5,.182,44,59.4%,21.1%,73.5%,.210,.298,0%,0%,20.0%,42.9%,10.0%,33.3%
3717,1172327936,G. Meland,Gunnar Meland,Meland,Gunnar,RF,Siena College,SIE,730382592,Siena,BBC,R,R,4,8,2,.250,44,63.9%,22.2%,83.6%,.447,.284,33%,-,0.0%,0.0%,50.0%,0.0%
3717,1083996416,B. Parmer,Broc Parmer,Parmer,Broc,C,UTSA,UTSA,730373120,UTSA,BBC,L,R,5,18,6,.273,44,73.5%,31.6%,58.2%,.000,.385,70%,17%,0.0%,100.0%,25.0%,62.5%
3717,1242874624,C. Zalewski,Cade Zalewski,Zalewski,Cade,1B,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,4,20,5,.159,44,66.3%,31.3%,56.4%,.340,.297,16%,50%,50.0%,0.0%,40.0%,40.0%
3717,1218681086,N. Thein,Noah Thein,Thein,Noah,C,Washington State University,WSU,4505,Washington State,BBC,L,R,0,19,8,.114,44,51.6%,16.4%,71.1%,.292,.233,28%,-,20.0%,0.0%,9.1%,55.6%
3717,1268059418,N. Goodwin,Nic Goodwin,Goodwin,Nic,C,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,0,14,3,.227,44,85.7%,24.4%,54.0%,.240,.230,65%,-,16.7%,33.3%,50.0%,75.0%
3717,1876725993,I. Garnica,Isaiah Garnica,Garnica,Isaiah,2B,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,4,20,1,.250,44,80.4%,21.7%,61.8%,.428,.250,71%,-,0.0%,100.0%,25.0%,83.3%
3717,1342168985,B. Grimmer,Blake Grimmer,Grimmer,Blake,3B,University of Tennessee,TENN,730153728,Tennessee,BBC,L,R,4,10,10,.318,44,61.6%,19.1%,74.4%,.175,.538,35%,100%,33.3%,33.3%,15.8%,12.5%
3717,1440862107,E. Machej,Eric Machej,Machej,Eric,2B,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,1,6,3,.182,44,61.4%,35.2%,72.4%,.320,.182,50%,100%,0.0%,75.0%,0.0%,25.0%
3717,1799287280,M. Siemer,Michael Siemer,Siemer,Michael,LF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,4,12,5,.205,44,58.2%,12.0%,79.5%,.511,.252,17%,-,0.0%,14.3%,25.0%,28.6%
