Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,XBH,K,BB,AVG,AB,InZoneSwing%,Chase%,Contact%,wOBA LHP,wOBA RHP,1PSwing% vs Hard Empty,1PSwing% vs CH Empty,2K Whiff vs LHP Hard,2K Whiff vs LHP OS,2K Whiff vs RHP Hard,2K Whiff vs RHP OS
3717,1267661765,B. Carrothers,Brian Carrothers,Carrothers,Brian,C,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,2,20,9,.182,44,62.0%,9.5%,63.7%,.267,.277,33%,-,0.0%,100.0%,25.0%,40.0%
3717,1285375748,I. Wirtz,Ian Wirtz,Wirtz,Ian,C,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,3,13,4,.182,44,54.2%,16.2%,77.8%,.308,.219,0%,100%,-,0.0%,37.5%,50.0%
3717,1837319158,P. Romney,Park Romney,Romney,Park,CF,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,0,21,8,.114,44,71.2%,21.9%,65.2%,.232,.196,24%,-,0.0%,0.0%,38.9%,42.9%
3717,1342168098,C. Edmonds,Chance Edmonds,Edmonds,Chance,2B,Morehead State University,MORE,730158080,Morehead State,BBC,L,R,2,10,8,.182,44,64.2%,19.8%,77.0%,.178,.315,33%,67%,50.0%,-,27.3%,28.6%
3717,1587592486,J. Mullin,Jameson Mullin,Mullin,Jameson,3B,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,4,21,1,.205,44,58.8%,28.8%,59.5%,.370,.213,10%,50%,16.7%,57.1%,37.5%,57.1%
3717,1387771828,W. Cuevas,Wilmer Cuevas,Cuevas,Wilmer,C,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,2,7,5,.273,44,70.4%,27.0%,87.5%,.423,.310,100%,-,-,100.0%,0.0%,33.3%
3717,1794302749,A. Belisario,Anthony Belisario,Belisario,Anthony,RF,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,2,16,7,.205,44,59.8%,20.8%,67.4%,.188,.340,13%,50%,33.3%,25.0%,28.6%,40.0%
3741,1197598976,J. Tone,Jackson Tone,Tone,Jackson,P,James Madison University,JMU,730340096,James Madison,BBC,L,R,2,14,2,.116,43,68.4%,36.7%,64.8%,.000,.179,46%,67%,-,0.0%,30.8%,38.9%
3741,1239163648,C. Chilausky,Caiden Chilausky,Chilausky,Caiden,CF,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,3,15,2,.233,43,72.5%,29.7%,68.8%,.375,.191,33%,33%,0.0%,55.6%,27.3%,25.0%
3741,1085266944,C. Bernardini,Cristian Bernardini,Bernardini,Cristian,RF,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,1,19,4,.070,43,67.8%,30.5%,59.4%,.177,.104,39%,0%,50.0%,66.7%,36.4%,71.4%
3741,1153302272,J. Duplantier,Jayden Duplantier,Duplantier,Jayden,LF,University of Texas,TEX,245,Texas,BBC,R,R,3,15,11,.163,43,53.3%,21.3%,78.6%,.473,.129,13%,0%,12.5%,42.9%,22.2%,40.0%
3741,1099937280,D. Thomas,Dane Thomas,Thomas,Dane,LF,Wright State University,WRST,5390,Wright State,BBC,L,R,3,13,11,.116,43,53.5%,10.7%,76.5%,.282,.264,28%,100%,50.0%,100.0%,18.2%,33.3%
3741,1310536960,J. Guerrero,Jack Guerrero,Guerrero,Jack,3B,James Madison University,JMU,730340096,James Madison,BBC,L,R,2,18,6,.163,43,64.6%,27.6%,70.1%,.316,.212,28%,50%,50.0%,16.7%,53.8%,50.0%
3741,1712650887,C. Sunseri,Casey Sunseri,Sunseri,Casey,LF,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,2,12,7,.233,43,48.9%,22.8%,78.9%,.414,.299,8%,0%,0.0%,0.0%,22.2%,33.3%
3741,1741474055,S. Cameron,Shawn Cameron,Cameron,Shawn,1B,Niagara University,NIAG,730156544,Niagara,BBC,L,L,4,11,9,.279,43,56.9%,27.3%,68.8%,.386,.354,20%,0%,0.0%,100.0%,63.6%,12.5%
3741,1682967979,T. Velardo,Ty Velardo,Velardo,Ty,1B,University of North Florida,UNF,730296832,North Florida,BBC,L,L,2,6,4,.116,43,68.6%,25.5%,84.4%,.000,.232,7%,33%,0.0%,0.0%,10.5%,27.3%
3741,1342167179,B. Schechterman,Ben Schechterman,Schechterman,Benjamin,LF,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,L,L,1,5,5,.209,43,63.1%,16.7%,86.7%,.236,.272,28%,0%,-,0.0%,0.0%,50.0%
3741,1367084631,W. Heisler,Will Heisler,Heisler,Will,RF,University of Akron,AKR,540536064,Akron,BBC,L,R,4,17,3,.256,43,56.8%,19.3%,66.2%,.250,.353,24%,-,-,0.0%,40.0%,60.0%
3741,1923082720,M. Phillips,MJ Phillips,Phillips,MJ,1B,Towson University,TOWS,730318336,Towson,BBC,L,L,4,20,5,.186,43,59.4%,22.7%,55.7%,.139,.293,0%,-,0.0%,0.0%,33.3%,37.5%
3741,1342168451,C. Wipf,Cal Wipf,Wipf,Cal,1B,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,1,12,3,.116,43,64.4%,18.3%,77.8%,.359,.134,45%,50%,50.0%,50.0%,0.0%,66.7%
3741,1680581930,M. McCue,Mason McCue,McCue,Mason,2B,University of Evansville,EVAN,730327808,Evansville,BBC,L,R,3,22,10,.233,43,64.6%,16.5%,55.3%,.238,.354,37%,17%,0.0%,33.3%,46.2%,60.0%
3741,1411983326,J. Cabuyaban,JC Cabuyaban,Cabuyaban,JC,1B,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,2,15,2,.256,43,75.8%,39.4%,65.6%,.356,.310,43%,-,50.0%,33.3%,21.4%,46.2%
3741,1342168515,C. Fogg,Chase Fogg,Fogg,Chase,CF,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,2,23,2,.116,43,60.4%,24.7%,61.3%,.100,.154,27%,100%,100.0%,100.0%,33.3%,40.0%
3741,1555059307,B. Nugent,Ben Nugent,Nugent,Ben,P,Towson University,TOWS,730318336,Towson,BBC,S,L,3,9,5,.326,43,77.6%,19.4%,78.8%,.311,.396,53%,0%,0.0%,60.0%,12.5%,42.9%
3741,1342168600,N. Beasley,Nikhil Beasley,Beasley,Nikhil,C,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,1,24,4,.186,43,81.7%,26.7%,58.6%,.261,.279,75%,80%,37.5%,37.5%,50.0%,23.1%
3759,1207797504,J. Torosian,Jack Torosian,Torosian,Jack,LF,Creighton University,CREI,730243840,Creighton,BBC,L,R,2,14,5,.190,42,58.5%,22.4%,87.0%,.443,.261,11%,-,-,-,8.7%,20.0%
3759,1279356416,C. Ladehoff,Cade Ladehoff,Ladehoff,Cade,1B,University of Michigan,MICH,2290,Michigan,BBC,R,R,2,7,5,.190,42,68.5%,23.4%,81.2%,.177,.343,19%,-,14.3%,50.0%,14.3%,20.0%
3759,1195483648,G. Trujillo,Gene Trujillo,Trujillo,Gene,1B,University of New Mexico,UNM,730153472,New Mexico,BBC,L,R,3,16,9,.214,42,74.4%,18.8%,51.6%,.301,.384,13%,100%,-,50.0%,22.2%,80.0%
3759,1164367616,J. Wade,John Wade,Wade,John,P,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,5,9,2,.286,42,62.9%,20.8%,87.7%,.595,.315,100%,-,-,-,-,0.0%
3759,1083613696,B. Green,Brody Green,Green,Brody,3B,Texas Christian University,TCU,5045,TCU,BBC,R,R,3,12,2,.214,42,72.7%,34.8%,62.1%,.449,.183,50%,67%,11.1%,60.0%,33.3%,50.0%
3759,1552374506,J. Pokorak,Jack Pokorak,Pokorak,Jack,1B,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,2,17,4,.214,42,60.5%,26.2%,78.4%,.383,.192,22%,0%,40.0%,0.0%,25.0%,38.9%
3759,1748542919,A. McGinnis,Aiden McGinnis,McGinnis,Aiden,RF,Little Rock,UALR,730217472,Little Rock,BBC,L,R,4,12,3,.190,42,72.4%,25.7%,68.3%,.081,.330,56%,0%,100.0%,33.3%,25.0%,42.9%
3759,1500019535,C. Holmes,Christian Holmes,Holmes,Christian,3B,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,1,17,4,.238,42,70.8%,31.5%,69.0%,.338,.251,47%,100%,0.0%,75.0%,0.0%,66.7%
3759,1632945635,J. Head,John Paul Head,Head,John Paul,C,UAB,UAB,730345984,UAB,BBC,R,R,3,13,6,.214,42,56.1%,19.8%,80.0%,.423,.217,33%,0%,20.0%,33.3%,0.0%,14.3%
3759,1271373127,G. Long,Gavin Long,Long,Gavin,CF,Utah Tech University,UTU,730318592,Utah Tech,BBC,L,R,1,14,3,.190,42,59.1%,20.9%,73.0%,.146,.233,27%,0%,100.0%,-,8.3%,57.1%
3759,1050573831,D. Hummel,Dylan Hummel,Hummel,Dylan,SS,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,2,8,3,.190,42,76.2%,22.2%,78.4%,.334,.215,25%,-,25.0%,-,33.3%,33.3%
3759,1503085301,C. Nolan,CJ Nolan,Nolan,CJ,2B,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,5,17,6,.238,42,55.1%,29.1%,66.7%,.486,.314,50%,0%,33.3%,100.0%,0.0%,36.4%
3759,1342168413,C. McEntire,Carson McEntire,McEntire,Carson,CF,Oregon State University,ORST,3111,Oregon State,BBC,R,R,5,19,7,.238,42,56.4%,22.8%,67.9%,.359,.428,18%,-,33.3%,50.0%,33.3%,40.0%
3759,1939823867,G. Smith,Gavin Smith,Smith,Gavin,LF,Harvard University,HARV,5450,Harvard,BBC,R,R,1,15,1,.214,42,55.9%,24.1%,64.1%,.089,.254,18%,100%,-,-,0.0%,87.5%
3759,1456502965,M. Dobson,Matthew Dobson,Dobson,Matthew,3B,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,2,7,4,.262,42,75.9%,28.4%,78.4%,.373,.281,31%,-,0.0%,0.0%,11.8%,25.0%
3774,1314889472,T. Hughes,Treyson Hughes,Hughes,Treyson,CF,Virginia Tech,VT,2293,Virginia Tech,BBC,L,R,4,7,10,.268,41,64.4%,24.1%,75.8%,.268,.426,31%,0%,0.0%,66.7%,17.6%,0.0%
3774,1193963776,J. Wood,Jarryd Wood,Wood,Jarryd,3B,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,3,11,5,.244,41,82.9%,17.8%,72.7%,.568,.268,63%,-,-,-,14.3%,20.0%
3774,1237009152,L. Carroll,Luke Carroll,Carroll,Luke,LF,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,1,8,5,.171,41,66.0%,22.7%,73.6%,.491,.152,57%,-,0.0%,0.0%,22.2%,20.0%
3774,1338151680,J. Moreno,Jadin Moreno,Moreno,Jadin,1B,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,L,L,5,15,4,.268,41,67.9%,31.0%,72.3%,.570,.308,33%,50%,-,100.0%,37.5%,50.0%
3774,1226902272,R. Jimerson,RJ Jimerson,Jimerson,RJ,RF,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,0,20,1,.098,41,64.9%,31.9%,56.1%,.000,.125,21%,0%,0.0%,33.3%,0.0%,58.3%
3774,1336561920,L. Janney,Logan Janney,Janney,Logan,3B,Longwood University,LONG,730219264,Longwood,BBC,R,R,3,19,1,.122,41,64.2%,25.0%,62.7%,.179,.237,25%,-,75.0%,100.0%,41.7%,70.0%
3774,1235723264,Z. Thomas,Zachary Thomas,Thomas,Zachary,1B,Mercer University,MER,730240512,Mercer,BBC,R,R,3,11,9,.195,41,54.7%,22.2%,73.3%,.341,.290,6%,100%,20.0%,40.0%,22.2%,20.0%
3774,1083903232,R. Birr,Ryan Birr,Birr,Ryan,3B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,0,13,5,.098,41,66.2%,20.4%,71.6%,.276,.147,43%,20%,-,50.0%,25.0%,22.2%
3774,1322856704,N. Poole,Nic Poole,Poole,Nic,CF,James Madison University,JMU,730340096,James Madison,BBC,L,R,2,12,4,.220,41,63.6%,35.0%,73.8%,.176,.309,47%,100%,50.0%,33.3%,6.3%,40.0%
3774,1150057472,L. Melton,Luke Melton,Melton,Luke,C,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,3,16,6,.317,41,44.0%,23.8%,77.9%,.572,.305,9%,0%,0.0%,16.7%,33.3%,0.0%
3774,1235359488,N. Quagliato,Nick Quagliato,Quagliato,Nick,C,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,2,7,11,.171,41,61.8%,10.8%,86.9%,.326,.276,33%,-,0.0%,-,100.0%,100.0%
3774,1111263745,A. Cortez,Angel Cortez,Cortez,Angel,1B,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,3,14,4,.220,41,61.5%,27.9%,71.0%,.230,.324,20%,-,57.1%,-,28.6%,75.0%
3774,1533691451,D. Estrada,Danny Estrada,Estrada,Danny,RF,Virginia Commonwealth University,VCU,730179328,VCU,BBC,L,L,2,10,6,.122,41,66.7%,24.3%,75.6%,.178,.248,20%,0%,25.0%,100.0%,30.0%,33.3%
3774,1342167154,S. Wiese,Sam Wiese,Wiese,Sam,1B,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,R,0,9,3,.341,41,67.1%,34.4%,76.1%,.400,.317,44%,67%,33.3%,100.0%,28.6%,25.0%
3774,1726794928,B. Coleman,Blake Coleman,Coleman,Blake,1B,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,2,12,4,.195,41,58.9%,31.4%,72.1%,.299,.234,33%,-,50.0%,0.0%,0.0%,28.6%
3774,1666779509,M. Houston,Matt Houston,Houston,Matt,C,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,2,13,5,.268,41,54.5%,28.9%,69.7%,.454,.298,25%,0%,25.0%,62.5%,16.7%,26.7%
3774,1342170228,B. Wilson,Blake Wilson,Wilson,Blake,2B,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,2,8,3,.195,41,66.3%,13.6%,74.3%,.559,.195,0%,-,50.0%,-,25.0%,25.0%
3774,1450695815,E. Ortega,Efren Ortega,Ortega,Efren,C,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,1,8,12,.244,41,63.3%,11.1%,88.7%,.263,.383,17%,-,0.0%,50.0%,16.7%,0.0%
3774,1599605180,N. Jackson,Nick Jackson,Jackson,Nick,LF,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,2,13,3,.244,41,70.9%,22.6%,67.1%,.247,.296,67%,100%,-,-,0.0%,28.6%
3793,1317925888,C. Plowman,Cole Plowman,Plowman,Cole,RF,McNeese State University,MCNS,730285056,McNeese State,BBC,L,L,3,13,7,.175,40,83.1%,33.0%,65.3%,.174,.295,38%,60%,-,50.0%,26.7%,42.9%
3793,1297509888,C. Reuter,Collin Reuter,Reuter,Collin,1B,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,5,13,5,.300,40,71.8%,22.5%,73.8%,.459,.275,75%,0%,40.0%,20.0%,50.0%,16.7%
3793,1198416384,N. Nawrocki,Nolan Nawrocki,Nawrocki,Nolan,2B,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,3,12,3,.200,40,76.7%,30.6%,66.3%,.000,.278,46%,25%,-,33.3%,23.1%,33.3%
3793,1099880448,J. Books,Jake Books,Books,Jake,RF,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,L,L,3,14,6,.175,40,51.9%,20.0%,68.4%,.294,.280,11%,0%,50.0%,42.9%,22.2%,0.0%
3793,1192763136,C. Vinson,Cale Vinson,Vinson,Cale,2B,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,R,1,13,4,.150,40,72.2%,32.1%,76.2%,.089,.223,44%,100%,33.3%,66.7%,30.8%,41.7%
3793,1132574976,T. McElwee,Thomas McElwee,McElwee,Thomas,C,University at Albany,ALBY,730280448,Albany,BBC,R,R,2,12,5,.250,40,51.9%,25.3%,73.8%,.405,.270,29%,-,33.3%,-,22.2%,44.4%
3793,1253554432,Z. Majer,Zak Majer,Majer,Zak,P,University of North Alabama,UNA,730266624,North Alabama,BBC,L,L,4,7,4,.200,40,79.0%,19.2%,78.9%,.000,.284,27%,0%,-,100.0%,0.0%,33.3%
3793,1306923265,R. Henschel,Ryan Henschel,Henschel,Ryan,LF,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,3,10,7,.225,40,60.5%,22.9%,75.7%,.156,.334,23%,-,0.0%,20.0%,14.3%,40.0%
3793,1336578304,J. Fitz,Jonathan Fitz,Fitz,Jonathan,C,University of San Diego,USD,5320,San Diego,BBC,R,R,1,17,6,.150,40,44.3%,21.5%,69.4%,.377,.232,40%,0%,50.0%,0.0%,40.0%,12.5%
3793,1747314936,B. Griffiths,Brett Griffiths,Griffiths,Brett,2B,Ball State University,BALL,730195456,Ball State,BBC,R,R,1,12,3,.150,40,77.6%,25.3%,75.0%,.178,.200,29%,50%,50.0%,33.3%,0.0%,60.0%
3793,1738249858,M. Thomas,Matthew Thomas,Thomas,Matthew,RF,University of California,CAL,730152448,California,BBC,R,R,2,15,3,.125,40,70.6%,33.0%,61.9%,.106,.230,60%,0%,28.6%,14.3%,30.0%,50.0%
3793,1342167059,D. Schlaegel,Dylan Schlaegel,Schlaegel,Dylan,LF,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,2,17,6,.250,40,60.6%,25.5%,70.6%,.326,.309,15%,0%,18.2%,23.1%,30.0%,37.5%
3793,1694443642,N. Bergen,Nazhir Bergen,Bergen,Nazhir,1B,Jackson State University,JKST,730378240,Jackson State,BBC,L,R,2,17,5,.200,40,66.7%,22.1%,70.4%,.000,.302,0%,29%,100.0%,100.0%,33.3%,57.1%
3793,1233296853,J. Junnila,Jaxon Junnila,Junnila,Jaxon,C,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,R,1,16,6,.150,40,70.9%,29.9%,65.6%,.167,.265,36%,50%,66.7%,33.3%,15.4%,37.5%
3793,1519637623,M. Reinholtz,Matthew Reinholtz,Reinholtz,Matthew,SS,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,2,22,5,.150,40,50.0%,17.9%,75.0%,.408,.132,23%,0%,50.0%,25.0%,50.0%,100.0%
3793,1669498402,E. Alanis,Edmundo Alanis,Alanis,Edmundo,1B,Texas Southern University,TXSO,4768,Texas Southern,BBC,L,L,2,9,9,.125,40,76.5%,20.6%,68.4%,.226,.292,14%,100%,100.0%,0.0%,66.7%,20.0%
3793,1342168158,J. Best,Justin Best,Best,Justin,RF,University of New Orleans,UNO,5380,New Orleans,BBC,L,R,0,14,3,.300,40,69.2%,30.2%,65.3%,.253,.370,41%,-,20.0%,50.0%,37.5%,50.0%
3793,1226342720,J. Clark,Jack Clark,Clark,Jack,CF,High Point University,HP,730321152,High Point,BBC,R,R,2,8,7,.325,40,60.7%,21.2%,83.3%,.415,.369,60%,-,20.0%,100.0%,0.0%,36.4%
3793,1035363112,S. Fontenot,Seth Fontenot,Fontenot,Seth,C,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,5,9,6,.375,40,65.1%,18.6%,82.2%,.315,.473,50%,-,-,0.0%,40.0%,30.0%
3793,1206161204,N. Earley,Nathan Earley,Earley,Nathan,1B,University of Louisville,LOU,5467,Louisville,BBC,L,L,6,10,8,.250,40,75.3%,28.0%,70.2%,.412,.406,31%,33%,0.0%,50.0%,7.7%,53.3%
3793,1094020165,C. Benavidez,Christopher Benavidez,Benavidez,Christopher,LF,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,2,19,6,.200,40,57.1%,23.3%,68.9%,.255,.367,25%,0%,20.0%,100.0%,100.0%,-
3793,1214487336,T. Ellis,Tyler Ellis,Ellis,Tyler,1B,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,6,9,2,.325,40,67.2%,16.7%,69.6%,.364,.403,13%,0%,100.0%,66.7%,16.7%,25.0%
3793,1573002655,N. Gallello,Nick Gallello,Gallello,Nick,P,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,2,8,4,.375,40,79.7%,39.4%,79.6%,.206,.474,62%,100%,20.0%,0.0%,14.3%,0.0%
3793,1638013142,C. Boever,Cael Boever,Boever,Cael,1B,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,2,8,7,.350,40,55.7%,15.1%,84.6%,.461,.326,44%,0%,0.0%,33.3%,20.0%,50.0%
3793,1370316699,D. Downs,Drew Downs,Downs,Drew,RF,East Carolina University,ECU,730270720,East Carolina,BBC,L,R,1,11,14,.175,40,66.0%,9.8%,76.7%,.256,.356,33%,0%,28.6%,33.3%,38.5%,0.0%
3793,1342168625,B. Williams,Brett Williams,Williams,Brett,C,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,1,7,3,.350,40,65.5%,35.6%,75.3%,.295,.364,0%,0%,0.0%,0.0%,33.3%,30.8%
3793,1215682743,C. Alexander,Carter Alexander,Alexander,Carter,C,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,3,13,4,.225,40,66.7%,14.3%,70.2%,.220,.319,42%,0%,0.0%,40.0%,38.5%,33.3%
3820,1336577536,A. Larson,Ashton Larson,Larson,Ashton,LF,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,5,14,9,.256,39,61.5%,21.1%,77.6%,.264,.416,42%,0%,-,100.0%,46.7%,16.7%
3820,1299997952,W. Tippett,Will Tippett,Tippett,Will,SS,University of South Carolina,SCAR,730348544,South Carolina,BBC,S,R,4,15,8,.179,39,68.7%,23.5%,59.1%,.425,.253,58%,0%,50.0%,25.0%,30.0%,54.5%
3820,1198516992,B. Shevey,Boone Shevey,Shevey,Boone,C,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,S,R,2,24,5,.103,39,50.6%,22.8%,63.2%,.215,.171,36%,50%,12.5%,60.0%,25.0%,50.0%
3820,1289243392,H. Christiansen,Hayden Christiansen,Christiansen,Hayden,C,Xavier University,XAV,5464,Xavier,BBC,R,R,4,9,7,.231,39,69.0%,27.5%,76.3%,.391,.320,33%,67%,0.0%,100.0%,0.0%,28.6%
3820,1132712704,Z. Jones,Zac Jones,Jones,Zac,3B,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,0,13,6,.179,39,68.8%,28.6%,67.9%,.116,.273,42%,0%,75.0%,33.3%,18.8%,14.3%
3820,1130833664,A. Avalos,Anthony Avalos,Avalos,Anthony,2B,University of Houston,HOU,3030,Houston,BBC,R,R,2,12,3,.282,39,72.6%,25.3%,71.4%,.361,.350,27%,-,0.0%,66.7%,25.0%,44.4%
3820,1174782720,C. Howarth,Cole Howarth,Howarth,Cole,1B,California Baptist University,CBU,5091,California Baptist,BBC,R,R,3,21,8,.205,39,63.4%,17.4%,64.8%,.266,.328,27%,100%,80.0%,60.0%,18.8%,16.7%
3820,1207745536,M. Zambo,Mason Zambo,Zambo,Mason,1B,University of South Alabama,USA,730298880,South Alabama,BBC,L,R,2,16,6,.179,39,72.4%,29.8%,67.8%,.380,.289,42%,50%,-,50.0%,43.8%,41.7%
3820,1195484416,S. Kahler,Sammy Kahler,Kahler,Sammy,LF,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,0,9,3,.282,39,56.4%,28.2%,78.6%,.331,.178,14%,0%,0.0%,28.6%,20.0%,25.0%
3820,1323828480,T. Ruffner,Teddy Ruffner,Ruffner,Teddy,RF,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,0,20,4,.154,39,56.1%,20.0%,57.4%,.087,.240,33%,50%,33.3%,80.0%,14.3%,33.3%
3820,1237046016,J. Arthur,Jack Arthur,Arthur,Jack,P,Texas Christian University,TCU,5045,TCU,BBC,R,R,5,10,3,.282,39,63.4%,23.9%,79.0%,.470,.295,29%,-,0.0%,12.5%,22.2%,33.3%
3820,1141087744,L. Jordan,Louis Jordan,Jordan,Louis,LF,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,4,13,8,.359,39,58.1%,16.7%,66.7%,.338,.541,0%,-,100.0%,0.0%,-,-
3820,1218299648,A. Goldhill,Aleksei Goldhill,Goldhill,Aleksei,3B,Bryant University,BRY,730266880,Bryant,BBC,R,R,4,7,4,.231,39,69.1%,21.4%,96.6%,.456,.330,25%,-,0.0%,-,6.7%,12.5%
3820,1976934066,K. Glover,Kenny Glover,Glover,Kenny,C,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,1,10,3,.231,39,80.8%,26.3%,72.9%,.273,.320,40%,-,0.0%,0.0%,40.0%,50.0%
3820,1217444352,J. Frankovic,Jack Frankovic,Frankovic,Jack,RF,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,4,5,7,.205,39,74.2%,23.7%,87.3%,.314,.319,31%,100%,0.0%,0.0%,14.3%,22.2%
3820,1780241245,G. Juarez,Gabe Juarez,Juarez,Gabe,C,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,3,9,4,.282,39,62.3%,21.1%,80.9%,.338,.368,25%,0%,0.0%,50.0%,12.5%,25.0%
3820,1921401375,J. Delamota,Jeremy Delamota,Delamota,Jeremy,LF,Wagner College,WAG,730192640,Wagner,BBC,R,R,5,16,7,.205,39,58.3%,20.8%,82.8%,.279,.359,0%,-,-,-,50.0%,50.0%
3820,1342167619,M. Dean,Micah Dean,Dean,Micah,CF,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,2,18,5,.128,39,71.0%,25.0%,62.1%,.276,.207,53%,-,27.3%,20.0%,53.8%,25.0%
3820,1444692058,P. Jones II,Paul Jones II,Jones II,Paul,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,L,6,13,11,.282,39,65.4%,22.1%,69.4%,.438,.480,36%,0%,0.0%,50.0%,12.5%,40.0%
3820,1067010784,K. Hartmann,Kyle Hartmann,Hartmann,Kyle,C,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,1,13,4,.154,39,50.6%,21.6%,76.6%,.207,.218,17%,-,50.0%,0.0%,9.1%,27.3%
3820,1342168145,N. Snakenborg,Nate Snakenborg,Snakenborg,Nate,C,University of Nevada,NEV,4784,Nevada,BBC,R,R,5,16,4,.282,39,63.0%,32.7%,53.8%,.405,.373,29%,0%,0.0%,66.7%,33.3%,83.3%
3820,1573943714,J. Crain,Jeremiah Crain,Crain,Jeremiah,3B,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,4,13,1,.205,39,67.2%,38.6%,70.9%,.507,.261,40%,-,0.0%,-,20.0%,54.5%
3842,1139902720,B. Brooks,Braxton Brooks,Brooks,Braxton,RF,UAB,UAB,730345984,UAB,BBC,R,R,4,14,6,.211,38,73.0%,18.1%,75.0%,.242,.417,36%,0%,16.7%,40.0%,15.4%,40.0%
3842,1162030592,C. Kurland,Cade Kurland,Kurland,Cade,2B,University of Florida,FLA,730168320,Florida,BBC,R,R,5,10,10,.316,38,68.6%,22.0%,82.6%,.607,.451,43%,50%,-,-,20.0%,14.3%
3842,1248803072,L. Hamm,Logan Hamm,Hamm,Logan,P,Lamar University,LAM,730162432,Lamar,BBC,L,R,3,11,8,.184,38,68.9%,24.3%,67.9%,.116,.343,50%,33%,0.0%,50.0%,16.7%,50.0%
3842,1240386304,N. Waugh,Nathan Waugh,Waugh,Nathan,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,3,12,10,.237,38,59.1%,18.5%,68.4%,.268,.445,13%,0%,27.3%,30.0%,27.3%,20.0%
