Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,AB,HR,HR%,HR/FB,HRDst,FBDst,HRPull,HRCtr,HROpp
2734,1232133376,W. Safford,Will Safford,Safford,Will,SS,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,R,54,199,151,1,0.5%,1.4%,373.59,288.5,1,0,0
2734,1204031744,D. Jefferson,DM Jefferson,Jefferson,DM,CF,University of Notre Dame,ND,225,Notre Dame,BBC,L,R,44,149,106,1,0.7%,5.0%,360.90,310.7,0,0,1
2734,1264284928,T. Burrell III,Terry Burrell III,Burrell III,Terry,CF,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,26,68,62,1,1.5%,9.1%,-,305.7,0,0,0
2734,1207745536,M. Zambo,Mason Zambo,Zambo,Mason,1B,University of South Alabama,USA,730298880,South Alabama,BBC,L,R,27,50,39,1,2.0%,8.3%,400.48,334.5,0,1,0
2734,1197598976,J. Tone,Jackson Tone,Tone,Jackson,P,James Madison University,JMU,730340096,James Madison,BBC,L,R,24,46,43,1,2.2%,6.7%,342.94,320.2,1,0,0
2734,1087211520,C. Cuff,Connor Cuff,Cuff,Connor,3B,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,37,117,100,1,0.9%,5.0%,358.19,301.7,1,0,0
2734,1131314432,T. Roper,Trevor Roper,Roper,Trevor,SS,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,57,223,187,1,0.4%,1.8%,-,275.7,0,0,0
2734,1146140416,T. Baker,Trent Baker,Baker,Trent,P,Lamar University,LAM,730162432,Lamar,BBC,R,R,18,7,5,1,14.3%,16.7%,383.97,331.9,1,0,0
2734,1138260992,L. Alvarez,Ledy Alvarez,Alvarez,Ledy,SS,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,49,215,162,1,0.5%,1.8%,-,295.2,0,0,0
2734,1226674944,C. Hale,Connor Hale,Hale,Connor,CF,Villanova University,VILL,730278400,Villanova,BBC,L,L,45,149,112,1,0.7%,2.6%,350.13,285.7,1,0,0
2734,1100577024,J. Crosland,Jordan Crosland,Crosland,Jordan,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,4,14,8,1,7.1%,50.0%,-,-,0,0,0
2734,1126279168,R. DeCandido,Riley DeCandido,DeCandido,Riley,1B,Liberty University,LIB,730156288,Liberty,BBC,L,L,15,68,51,1,1.5%,5.9%,426.88,291.6,1,0,0
2734,1310313729,J. Asencio,Jayden Asencio,Asencio,Jayden,C,Coppin State University,COPP,730194176,Coppin State,BBC,L,R,42,153,126,1,0.7%,2.2%,-,300.2,0,0,0
2734,1325212928,B. Thompson,Bryce Thompson,Thompson,Bryce,RF,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,46,166,139,1,0.6%,2.6%,-,264.1,0,0,0
2734,1135092480,B. Fierenzi,Ben Fierenzi,Fierenzi,Ben,SS,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,41,192,163,1,0.5%,2.1%,-,281.5,1,0,0
2734,1218073088,J. Brown,Jason Brown,Brown,Jason,LF,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,40,154,125,1,0.6%,2.1%,-,306.3,1,0,0
2734,1302874624,J. Ryan,Jack Ryan,Ryan,Jack,C,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,16,37,32,1,2.7%,6.7%,358.90,281.9,1,0,0
2734,1310321408,N. Sorensen,Noah Sorensen,Sorensen,Noah,2B,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,57,259,205,1,0.4%,2.5%,-,292.4,0,0,0
2734,1220407808,H. Rodriguez,Hector Rodriguez,Rodriguez,Hector,2B,Lamar University,LAM,730162432,Lamar,BBC,S,R,44,105,82,1,1.0%,5.3%,-,286.5,0,0,1
2734,1245161728,L. Moressi,Lorenzo Moressi,Moressi,Lorenzo,C,UTSA,UTSA,730373120,UTSA,BBC,S,R,28,101,94,1,1.0%,7.1%,375.55,321.9,0,0,1
2734,1112133888,C. Goode,Chris Goode,Goode,Chris,CF,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,42,139,106,1,0.7%,3.6%,334.83,306.4,1,0,0
2734,1133096192,A. Choi,Albert Choi,Choi,Albert,LF,Purdue University,PUR,730353152,Purdue,BBC,R,R,51,200,159,1,0.5%,2.3%,372.07,299.6,1,0,0
2734,1201248512,A. Solomon,AJ Solomon,Solomon,AJ,2B,Butler University,BUT,730283520,Butler,BBC,L,R,51,212,163,1,0.5%,2.9%,368.38,310.1,0,0,1
2734,1137355264,T. Neuer,Trenton Neuer,Neuer,Trenton,LF,Ohio University,OHIO,730298368,Ohio,BBC,R,R,45,180,143,1,0.6%,2.5%,384.78,319.8,0,1,0
2734,1239124992,C. Karll,Caleb Karll,Karll,Caleb,LF,Ohio University,OHIO,730298368,Ohio,BBC,R,R,27,91,77,1,1.1%,4.5%,-,289.9,1,0,0
2734,1089026560,T. Shiver,Tanner Shiver,Shiver,Tanner,SS,University of Louisville,LOU,5467,Louisville,BBC,R,R,18,25,23,1,4.0%,7.1%,394.86,284.0,0,1,0
2734,1110656000,J. Spanier,Jack Spanier,Spanier,Jack,SS,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,32,138,114,1,0.7%,3.3%,412.84,303.8,1,0,0
2734,1287363840,K. Law,Kyle Law,Law,Kyle,CF,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,18,73,66,1,1.4%,5.3%,367.01,295.8,1,0,0
2734,1142998784,D. Cupp,Dylan Cupp,Cupp,Dylan,SS,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,33,116,85,1,0.9%,5.0%,400.05,293.5,1,0,0
2734,1310279680,D. Hull,Davione Hull,Hull,Davione,LF,Jackson State University,JKST,730378240,Jackson State,BBC,L,L,26,96,75,1,1.0%,4.0%,-,300.8,0,0,0
2734,1310465793,S. Spalitta,Steven Spalitta,Spalitta,Steven,C,Mississippi State University,MSST,5080,Mississippi State,BBC,L,R,12,16,15,1,6.3%,25.0%,375.01,336.4,1,0,0
2734,1276902144,D. Hokuf,Dawson Hokuf,Hokuf,Dawson,1B,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,R,35,108,88,1,0.9%,3.6%,412.34,306.1,1,0,0
2734,1336353024,J. Meyer,Jack Meyer,Meyer,Jack,3B,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,14,38,34,1,2.6%,6.7%,-,363.5,1,0,0
2734,1297507072,F. Micallef,Frank Micallef,Micallef,Frank,C,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,16,57,48,1,1.8%,6.7%,-,316.8,0,1,0
2734,1099421185,G. Sommers,Grant Sommers,Sommers,Grant,2B,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,23,87,76,1,1.1%,3.4%,365.31,293.8,1,0,0
2734,1099412224,T. Recchio,Tanner Recchio,Recchio,Tanner,2B,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,R,48,229,188,1,0.4%,1.6%,-,292.5,0,0,1
2734,1281359360,T. Palmer,Tyler Palmer,Palmer,Tyler,CF,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,39,151,127,1,0.7%,2.3%,373.43,304.8,1,0,0
2734,1325287168,M. Nyrop,Max Nyrop,Nyrop,Max,1B,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,25,82,65,1,1.2%,6.7%,392.24,307.8,0,0,1
2734,1109512960,F. Bates,Finley Bates,Bates,Finley,SS,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,57,260,213,1,0.4%,2.1%,356.67,309.4,1,0,0
2734,1238575360,L. Mansy,Luke Mansy,Mansy,Luke,3B,University of New Mexico,UNM,730153472,New Mexico,BBC,L,R,35,113,85,1,0.9%,2.0%,376.05,308.8,1,0,0
2734,1250235648,D. Schramm,Dagen Schramm,Schramm,Dagen,C,South Dakota State University,SDST,730323200,South Dakota State,BBC,L,R,34,99,81,1,1.0%,4.8%,-,297.4,1,0,0
2734,1336621568,J. Quezada,Josh Quezada,Quezada,Josh,2B,San Diego State University,SDSU,730218496,San Diego State,BBC,L,R,22,45,36,1,2.2%,9.1%,383.69,302.5,1,0,0
2734,1145600512,D. Villescas,Diego Villescas,Villescas,Diego,SS,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,35,148,126,1,0.7%,2.7%,-,310.7,1,0,0
2734,1220509440,A. Saunier,Alexander Saunier,Saunier,Alexander,CF,University of New Orleans,UNO,5380,New Orleans,BBC,L,L,46,193,159,1,0.5%,2.3%,409.51,318.7,1,0,0
2734,1205298944,K. McCormick,Kevin McCormick,McCormick,Kevin,1B,University of Evansville,EVAN,730327808,Evansville,BBC,L,R,23,73,61,1,1.4%,9.1%,375.04,326.8,1,0,0
2734,1238096384,G. Gruell,Garrett Gruell,Gruell,Garrett,OF,UTSA,UTSA,730373120,UTSA,BBC,R,R,23,73,63,1,1.4%,3.6%,361.37,307.6,0,0,1
2734,1310607360,D. Kerr,Drake Kerr,Kerr,Drake,CF,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,25,121,108,1,0.8%,4.0%,350.06,293.1,1,0,0
2734,1243375616,N. Booker,Narvin Booker,Booker,Narvin,CF,Nicholls State University,NICH,730284032,Nicholls State,BBC,L,R,36,135,117,1,0.7%,3.4%,-,261.1,0,0,0
2734,1099860480,C. Mazell,Cam Mazell,Mazell,Cam,1B,Norfolk State University,NORF,3904,Norfolk State,BBC,L,L,20,63,55,1,1.6%,8.3%,-,262.5,0,0,0
2734,1205132544,G. Greco,Garrett Greco,Greco,Garrett,2B,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,L,R,46,221,185,1,0.5%,1.9%,-,261.6,0,0,0
2734,1220089344,L. Baker,Logan Baker,Baker,Logan,SS,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,47,202,176,1,0.5%,2.1%,-,291.2,0,0,0
2734,1299826688,T. Rhodes,Terrence Rhodes,Rhodes,Terrence,2B,Norfolk State University,NORF,3904,Norfolk State,BBC,L,R,36,138,123,1,0.7%,3.2%,-,299.9,0,0,0
2734,1143053312,B. Phelps,Bryce Phelps,Phelps,Bryce,RF,Wagner College,WAG,730192640,Wagner,BBC,R,R,51,222,188,1,0.5%,2.3%,-,254.9,0,0,0
2734,1090442496,X. Baker,Xavier Baker,Baker,Xavier,SS,Wagner College,WAG,730192640,Wagner,BBC,R,R,22,25,19,1,4.0%,8.3%,-,314.6,0,0,0
2734,1183060992,C. Knight,Christian Knight,Knight,Christian,C,Wagner College,WAG,730192640,Wagner,BBC,S,R,28,65,49,1,1.5%,8.3%,-,345.2,0,0,0
2734,1310813696,R. Galaska,Ryker Galaska,Galaska,Ryker,LF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,R,26,64,49,1,1.6%,6.3%,432.23,312.6,1,0,0
2734,1176490240,M. Stevenson,Matt Stevenson,Stevenson,Matt,1B,Longwood University,LONG,730219264,Longwood,BBC,L,L,16,38,33,1,2.6%,9.1%,340.13,291.3,0,0,1
2734,1336561920,L. Janney,Logan Janney,Janney,Logan,3B,Longwood University,LONG,730219264,Longwood,BBC,R,R,16,48,41,1,2.1%,7.7%,349.97,301.0,1,0,0
2734,1176016129,L. Willson,Liam Willson,Willson,Liam,LF,University of Maryland-College Park,MD,730172928,Maryland,BBC,S,R,23,88,73,1,1.1%,6.3%,404.60,306.5,0,1,0
2734,1222811904,C. Stefano,Cole Stefano,Stefano,Cole,CF,Towson University,TOWS,730318336,Towson,BBC,L,R,40,97,76,1,1.0%,5.9%,371.00,290.5,1,0,0
2734,1235364864,S. Britt,Sean Britt,Britt,Sean,C,St. John's University (NY),SJU,4285,St. John's,BBC,L,R,22,89,76,1,1.1%,9.1%,394.10,337.0,1,0,0
2734,1214087680,B. Williams,Ben Williams,Williams,Ben,RF,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,L,30,69,59,1,1.4%,4.8%,-,267.9,0,0,0
2734,1162606848,T. Gerteisen,Tyler Gerteisen,Gerteisen,Tyler,RF,University of North Florida,UNF,730296832,North Florida,BBC,L,R,30,70,57,1,1.4%,10.0%,371.27,252.7,1,0,0
2734,1306832896,J. Calabretti,Joey Calabretti,Calabretti,Joey,3B,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,22,45,37,1,2.2%,10.0%,-,258.3,0,0,0
2734,1083996928,F. Howell,Finn Howell,Howell,Finn,2B,University of North Florida,UNF,730296832,North Florida,BBC,R,R,17,38,37,1,2.6%,9.1%,-,277.0,1,0,0
2734,1160397568,C. Witherington,Connor Witherington,Witherington,Connor,P,University of North Florida,UNF,730296832,North Florida,BBC,R,R,7,10,8,1,10.0%,20.0%,-,292.6,0,1,0
2734,1145239296,R. Lipoma,Reese Lipoma,Lipoma,Reese,CF,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,55,275,219,1,0.4%,2.2%,361.85,304.6,1,0,0
2734,1239184384,S. Nolan,Spencer Nolan,Nolan,Spencer,LF,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,38,118,103,1,0.8%,4.3%,361.99,313.0,0,0,1
2734,1196786688,E. Garcia,Ellis Garcia,Garcia,Ellis,2B,West Virginia University,WVU,5327,West Virginia,BBC,R,R,31,20,18,1,5.0%,6.7%,397.88,331.5,1,0,0
2734,1196852480,M. Perazza,Michael Perazza,Perazza,Michael,LF,West Virginia University,WVU,5327,West Virginia,BBC,L,L,20,48,44,1,2.1%,14.3%,366.08,317.5,1,0,0
2734,1191396864,T. Googins,Tommy Googins,Googins,Tommy,SS,Princeton University,PRIN,730198784,Princeton,BBC,R,R,40,155,143,1,0.6%,2.8%,344.28,304.8,0,0,1
2734,1299361280,B. Thornton,Bromley Thornton,Thornton,Bromley,TWP,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,32,85,75,1,1.2%,5.6%,371.44,309.6,1,0,0
2734,1334289408,C. Akers,Chris Akers,Akers,Chris,C,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,37,128,109,1,0.8%,4.0%,396.03,283.2,1,0,0
2734,1201273856,M. Thompson,Matt Thompson,Thompson,Matt,2B,Kent State University,KENT,730315008,Kent State,BBC,R,R,18,42,38,1,2.4%,10.0%,-,340.1,0,0,0
2734,1143062272,C. Clark,Carson Clark,Clark,Carson,2B,Wright State University,WRST,5390,Wright State,BBC,L,R,10,25,21,1,4.0%,12.5%,-,329.3,1,0,0
2734,1083613696,B. Green,Brody Green,Green,Brody,3B,Texas Christian University,TCU,5045,TCU,BBC,R,R,29,45,42,1,2.2%,8.3%,397.86,333.2,1,0,0
2734,1162509312,A. Meola,Aidan Meola,Meola,Aidan,3B,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,13,52,47,1,1.9%,5.9%,420.80,341.4,1,0,0
2734,1162484480,W. Stark,Will Stark,Stark,Will,LF,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,R,21,47,37,1,2.1%,16.7%,-,334.5,1,0,0
2734,1290066432,R. Masse,Rowan Masse,Masse,Rowan,3B,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,50,190,162,1,0.5%,2.0%,371.12,303.6,1,0,0
2734,1236373248,C. Meggers,Chase Meggers,Meggers,Chase,C,University of Oregon,ORE,4807,Oregon,BBC,L,R,32,107,98,1,0.9%,3.3%,389.01,309.6,1,0,0
2734,1257455616,T. Mejia,Tyler Mejia,Mejia,Tyler,P,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,L,L,25,54,49,1,1.9%,7.1%,364.64,283.8,0,0,1
2734,1099941120,B. Gerlott,Billy Gerlott,Gerlott,Billy,CF,Kent State University,KENT,730315008,Kent State,BBC,R,R,13,18,15,1,5.6%,14.3%,-,272.1,0,0,0
2734,1131572224,L. Pemberton,Luke Pemberton,Pemberton,Luke,RF,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,35,95,84,1,1.1%,5.9%,399.39,324.4,1,0,0
2734,1131572736,C. Sheehan,Cole Sheehan,Sheehan,Cole,C,Pepperdine University,PEPP,730338304,Pepperdine,BBC,S,R,16,31,30,1,3.2%,14.3%,369.53,277.4,0,0,1
2734,1178123008,J. Rubin,Justin Rubin,Rubin,Justin,SS,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,54,228,191,1,0.4%,1.6%,354.50,296.1,1,0,0
2734,1152915968,B. Balsz,Blake Balsz,Balsz,Blake,C,UCLA,UCLA,5048,UCLA,BBC,L,R,45,179,134,1,0.6%,3.1%,376.62,317.4,0,0,1
2734,1330699776,J. Layman,James Layman,Layman,James,3B,Wofford College,WOF,730176512,Wofford,BBC,L,R,49,205,158,1,0.5%,2.4%,352.48,289.5,1,0,0
2734,1255478016,P. Levin,Peter Levin,Levin,Peter,1B,Harvard University,HARV,5450,Harvard,BBC,R,R,9,13,12,1,7.7%,25.0%,373.07,373.1,1,0,0
2734,1302561280,M. Giberti,Matt Giberti,Giberti,Matt,CF,Harvard University,HARV,5450,Harvard,BBC,L,R,42,180,153,1,0.6%,2.6%,398.85,285.9,0,1,0
2734,1210139136,B. McKenzie,Brody McKenzie,McKenzie,Brody,CF,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,46,178,120,1,0.6%,2.9%,395.86,291.9,0,1,0
2734,1245094656,K. Dutka,Kenny Dutka,Dutka,Kenny,CF,Houston Christian University,HCU,730157824,Houston Christian,BBC,L,L,57,273,243,1,0.4%,1.4%,-,298.5,0,0,0
2734,1131535616,M. Chapman,Manoah Chapman,Chapman,Manoah,2B,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,52,223,189,1,0.4%,2.0%,365.55,289.5,1,0,0
2734,1084103168,M. Fung,Matty Fung,Fung,Matty,RF,University of San Francisco,SF,730365696,San Francisco,BBC,L,R,32,109,93,1,0.9%,4.8%,361.64,311.8,1,0,0
2734,1162572800,T. Moore,Tyvon Moore,Moore,Tyvon,CF,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,8,11,9,1,9.1%,16.7%,367.01,355.7,1,0,0
2734,1296545280,Z. Ramppen,Zack Ramppen,Ramppen,Zack,C,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,40,151,131,1,0.7%,2.9%,359.05,305.3,1,0,0
2734,1279380480,M. Kallinger,Myles Kallinger,Kallinger,Myles,RF,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,22,52,44,1,1.9%,11.1%,-,294.0,0,0,0
2734,1304811008,C. Pelletier,Charles-Etiene Pelletier,Pelletier,Charles-Etienne,2B,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,17,34,28,1,2.9%,14.3%,369.75,320.5,1,0,0
2734,1330096896,R. Ward,Ryan Ward,Ward,Ryan,3B,University of San Diego,USD,5320,San Diego,BBC,L,R,34,60,51,1,1.7%,6.7%,-,316.5,1,0,0
2734,1334635008,G. DArcy,Gabe DArcy,DArcy,Gabe,RF,University of San Diego,USD,5320,San Diego,BBC,R,R,18,51,44,1,2.0%,7.7%,387.21,276.1,1,0,0
2734,1336578304,J. Fitz,Jonathan Fitz,Fitz,Jonathan,C,University of San Diego,USD,5320,San Diego,BBC,R,R,22,49,40,1,2.0%,12.5%,400.03,327.3,0,1,0
2734,1238157568,E. Ickes,Elijah Ickes,Ickes,Elijah,SS,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,31,142,122,1,0.7%,3.3%,-,292.9,0,0,0
2734,1134316032,J. Lind,Jackson Lind,Lind,Jackson,C,Seattle University,SEA,4504,Seattle,BBC,L,R,29,84,69,1,1.2%,5.6%,329.19,312.0,1,0,0
2734,1249970176,H. Komine,Hunter Komine,Komine,Hunter,LF,Seattle University,SEA,4504,Seattle,BBC,R,R,32,75,66,1,1.3%,5.6%,-,327.3,0,0,0
2734,1118938880,M. Buffington,Matthew Buffington,Buffington,Matthew,C,University of South Florida,USF,2292,South Florida,BBC,R,R,9,23,14,1,4.3%,10.0%,-,261.6,1,0,0
2734,1310350080,K. Harrison,KaiKea Harrison,Harrison,KaiKea,SS,Tulane University,TULN,730354176,Tulane,BBC,L,R,56,217,182,1,0.5%,2.0%,366.66,294.9,1,0,0
2734,1297017856,D. Bergmann,Dean Bergmann,Bergmann,Dean,3B,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,24,85,69,1,1.2%,5.0%,393.45,313.3,1,0,0
2734,1200283648,C. Perez,Christian Perez,Perez,Christian,1B,Sacramento State University,SAC,730293760,Sacramento State,BBC,L,R,23,69,57,1,1.4%,7.1%,357.24,319.8,1,0,0
2734,1205047040,J. Bozek,JR Bozek,Bozek,JR,2B,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,R,R,26,95,78,1,1.1%,4.0%,-,273.1,0,0,0
2734,1245097472,J. Villafane,Jayme Villafane,Villafane,Jayme,SS,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,27,50,33,1,2.0%,4.5%,-,302.2,0,0,0
2734,1198541824,H. High,Hunter High,High,Hunter,RF,University of Tennessee,TENN,730153728,Tennessee,BBC,L,R,16,15,9,1,6.7%,25.0%,391.37,360.2,1,0,0
2734,1083996416,B. Parmer,Broc Parmer,Parmer,Broc,C,UTSA,UTSA,730373120,UTSA,BBC,L,R,19,56,44,1,1.8%,12.5%,438.48,315.2,0,1,0
2734,1297552896,J. Vossos,Justin Vossos,Vossos,Justin,1B,Texas State University,TXST,5420,Texas State,BBC,R,R,22,59,52,1,1.7%,5.9%,375.69,277.8,1,0,0
2734,1200440320,C. Thompson,Cam Thompson,Thompson,Cam,1B,Texas State University,TXST,5420,Texas State,BBC,R,R,12,43,35,1,2.3%,8.3%,-,342.1,0,0,1
2734,1251300352,I. Takemoto,Itsuki Takemoto,Takemoto,Itsuki,P,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,L,R,45,134,121,1,0.7%,2.5%,-,288.4,0,0,0
2734,1162059776,C. Cooke,Cougar Cooke,Cooke,Cougar,3B,Utah Valley University,UVU,730263552,Utah Valley,BBC,S,R,6,9,7,1,11.1%,25.0%,437.28,408.3,0,1,0
2734,1153710080,J. Davis,Jayden Davis,Davis,Jayden,2B,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,24,74,64,1,1.4%,4.0%,-,336.9,1,0,0
2734,1162281216,M. Ossenfort,Matt Ossenfort,Ossenfort,Matt,LF,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,24,64,50,1,1.6%,5.9%,347.96,299.2,1,0,0
2734,1235723264,Z. Thomas,Zachary Thomas,Thomas,Zachary,1B,Mercer University,MER,730240512,Mercer,BBC,R,R,22,54,41,1,1.9%,6.7%,371.11,300.9,0,1,0
2734,1098478592,J. Williams,J.P. Williams,Williams,J.P.,C,James Madison University,JMU,730340096,James Madison,BBC,R,R,21,36,30,1,2.8%,5.9%,378.80,312.9,1,0,0
2734,1184448000,C. Katz,Chris Katz,Katz,Chris,LF,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,20,42,37,1,2.4%,5.3%,413.77,339.1,0,1,0
2734,1090062336,P. Brechbuhl,Pirmin Brechbuhl,Brechbuhl,Pirmin,P,Northwestern University,NW,730247680,Northwestern,BBC,R,R,8,7,6,1,14.3%,11.1%,377.59,337.2,1,0,0
2734,1320064256,J. Ossiander,Josh Ossiander,Ossiander,Josh,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,25,20,14,1,5.0%,16.7%,363.84,327.6,1,0,0
2734,1195553024,A. Benhardt,Alan Benhardt,Benhardt,Alan,1B,Winthrop University,WIN,730294784,Winthrop,BBC,L,L,57,259,220,1,0.4%,1.5%,361.20,291.5,1,0,0
2734,1162011904,C. Ostrander,Connor Ostrander,Ostrander,Connor,RF,Western Michigan University,WMU,730165248,Western Michigan,BBC,L,R,50,198,159,1,0.5%,2.6%,-,293.5,0,0,0
2734,1100842496,K. Stanfield,KJ Stanfield,Stanfield,KJ,P,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,L,L,14,58,50,1,1.7%,7.7%,-,311.8,0,0,0
2734,1132707072,J. Nauden,Jaylon Nauden,Nauden,Jaylon,3B,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,21,76,73,1,1.3%,4.2%,-,282.3,0,0,0
2734,1310922752,J. Xuereb,Jonathan Xuereb,Xuereb,Jonathan,3B,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,18,72,67,1,1.4%,5.3%,345.74,320.2,0,0,1
2734,1257433856,K. Huff,Kade Huff,Huff,Kade,C,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,28,58,49,1,1.7%,9.1%,417.09,312.8,1,0,0
2734,1242874624,C. Zalewski,Cade Zalewski,Zalewski,Cade,1B,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,19,58,44,1,1.7%,5.3%,347.63,283.5,0,1,0
2734,1319799296,D. Infante,Danny Infante,Infante,Danny,C,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,5,5,5,1,20.0%,50.0%,-,355.0,0,1,0
2734,1259825408,L. Buzard,Lathen Buzard,Buzard,Lathen,1B,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,5,5,4,1,20.0%,33.3%,397.90,397.9,1,0,0
2734,1213346304,T. DeLaGarza,Trinidad DeLaGarza,DeLaGarza,Trinidad,2B,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,36,119,105,1,0.8%,2.2%,-,328.6,0,0,0
2734,1311173376,W. Fooks,Wyatt Fooks,Fooks,Wyatt,CF,Belmont University,BEL,730190336,Belmont,BBC,R,R,22,49,38,1,2.0%,5.9%,370.93,312.5,1,0,0
2734,1296690689,C. Cochran,Charlie Cochran,Cochran,Charlie,C,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,9,19,18,1,5.3%,7.7%,-,283.3,1,0,0
2734,1081438464,Z. Horky,Zack Horky,Horky,Zack,LF,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,40,154,133,1,0.6%,3.0%,-,280.2,0,1,0
2734,1153721600,M. Breidenbach,Mason Breidenbach,Breidenbach,Mason,RF,Bradley University,BRAD,730253312,Bradley,BBC,L,R,49,227,184,1,0.4%,2.1%,431.49,304.7,1,0,0
2734,1336560896,M. Newsome,Miles Newsome,Newsome,Miles,2B,Brown University,BRWN,730236160,Brown,BBC,R,R,20,76,63,1,1.3%,5.3%,351.45,284.1,1,0,0
2734,1188215296,K. Palmeira,Konnor Palmeira,Palmeira,Konnor,C,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,39,78,68,1,1.3%,5.3%,-,307.4,0,0,0
2734,1087793920,B. Short,Brady Short,Short,Brady,SS,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,L,R,48,243,182,1,0.4%,1.4%,-,297.0,1,0,0
2734,1129669632,M. Samson,Max Samson,Samson,Max,LF,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,L,L,39,162,134,1,0.6%,3.3%,403.45,273.7,1,0,0
2734,1141087744,L. Jordan,Louis Jordan,Jordan,Louis,LF,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,19,47,39,1,2.1%,9.1%,-,297.0,0,0,0
