Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,AB,HR,HR%,HR/FB,HRDst,FBDst,HRPull,HRCtr,HROpp
838,1112227629,A. Cano,Angel Cano,Cano,Angel,1B,Little Rock,UALR,730217472,Little Rock,BBC,R,R,45,191,174,7,3.7%,9.5%,384.33,331.6,7,0,0
838,1458218278,J. Haker,Jackson Haker,Haker,Jackson,2B,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,33,136,109,7,5.1%,13.2%,-,301.8,1,1,1
838,1906889799,O. Coil,Owen Coil,Coil,Owen,RF,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,L,R,39,138,123,7,5.1%,13.7%,392.65,319.7,4,0,2
1018,1233348096,G. Berkley,Garrison Berkley,Berkley,Garrison,CF,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,55,252,208,6,2.4%,5.8%,353.18,304.8,4,0,0
1018,1238257920,T. Bethel,Tate Bethel,Bethel,Tate,3B,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,52,215,187,6,2.8%,8.8%,395.49,311.3,1,1,3
1018,1301085696,B. Greer,Benjamin Greer,Greer,Benjamin,2B,Abilene Christian University,AC,730375936,Abilene Christian,BBC,S,R,57,265,223,6,2.3%,5.8%,398.08,316.7,4,0,1
1018,1297504512,J. Waller,Jackson Waller,Waller,Jackson,CF,University of Nevada,NEV,4784,Nevada,BBC,R,R,57,258,239,6,2.3%,7.4%,394.36,306.2,6,0,0
1018,1279313920,L. Elmore,Luke Elmore,Elmore,Luke,LF,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,50,202,168,6,3.0%,7.1%,399.36,315.9,4,0,0
1018,1093146112,C. Mizell,Coleman Mizell,Mizell,Coleman,LF,University of Alabama,ALA,730206976,Alabama,BBC,L,L,48,192,157,6,3.1%,9.0%,378.83,328.6,3,1,2
1018,1207744768,B. Holt,Brennan Holt,Holt,Brennan,CF,University of South Alabama,USA,730298880,South Alabama,BBC,L,R,45,208,165,6,2.9%,9.8%,390.50,320.4,3,2,1
1018,1100074496,J. Cooke,Jackson Cooke,Cooke,Jackson,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,33,59,49,6,10.2%,20.0%,367.60,342.9,5,0,1
1018,1149141760,C. Smith,Cole Smith,Smith,Cole,2B,Youngstown State University,YSU,730284544,Youngstown State,BBC,L,R,56,250,199,6,2.4%,7.5%,433.53,306.0,1,1,1
1018,1294966272,A. Silva,Anthony Silva,Silva,Anthony,SS,Texas Christian University,TCU,5045,TCU,BBC,R,R,58,243,213,6,2.5%,6.8%,375.38,316.4,4,1,1
1018,1320088320,A. Cain,Andrew Cain,Cain,Andrew,1B,University of Arizona,ARIZ,232,Arizona,BBC,L,R,49,180,154,6,3.3%,8.5%,386.00,323.0,3,1,2
1018,1099810304,W. Peifer,Wyatt Peifer,Peifer,Wyatt,3B,James Madison University,JMU,730340096,James Madison,BBC,S,R,55,239,199,6,2.5%,8.2%,385.95,315.7,4,1,1
1018,1142461184,A. Gardner,Aries Gardner,Gardner,Aries,1B,Grambling State University,GRAM,5378,Grambling State,BBC,L,L,44,165,134,6,3.6%,13.0%,-,340.2,1,2,0
1018,1197550592,W. Parker,William Parker,Parker,William,P,Army West Point,ARMY,4744,Army,BBC,R,R,41,192,167,6,3.1%,10.0%,403.50,310.7,5,1,0
1018,1153707776,C. Rife,Charlie Rife,Rife,Charlie,C,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,47,144,111,6,4.2%,9.8%,370.22,334.1,5,0,0
1018,1084027648,K. Griffin,Korbin Griffin,Griffin,Korbin,LF,Ball State University,BALL,730195456,Ball State,BBC,L,L,45,130,119,6,4.6%,13.3%,-,323.1,4,0,1
1018,1207810816,C. Boyd,Cameron Boyd,Boyd,Cameron,RF,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,50,206,183,6,2.9%,10.0%,397.12,327.4,3,1,2
1018,1185347328,E. Apodaca,Enzo Apodaca,Apodaca,Enzo,RF,Baylor University,BAY,3033,Baylor,BBC,L,L,55,266,225,6,2.3%,8.0%,388.28,302.1,3,2,1
1018,1301451265,L. Haskell,Logan Haskell,Haskell,Logan,LF,Binghamton University,BING,730155776,Binghamton,BBC,R,R,47,202,154,6,3.0%,7.8%,352.39,314.1,6,0,0
1018,1201797120,J. Cannon,Jack Cannon,Cannon,Jack,LF,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,L,38,169,140,6,3.6%,11.5%,-,325.4,0,3,1
1018,1166283008,M. Quatrani,Mark Quatrani,Quatrani,Mark,C,Cornell University,COR,730298624,Cornell,BBC,R,R,34,163,132,6,3.7%,10.2%,395.41,311.2,0,2,3
1018,1310580992,D. Paris,Derek Paris,Paris,Derek,C,UMBC,UMBC,730210304,UMBC,BBC,R,R,44,163,136,6,3.7%,10.9%,380.80,297.9,5,0,0
1018,1220389376,J. Collins,John Collins,Collins,John,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,49,146,125,6,4.1%,14.6%,371.57,327.4,3,2,1
1018,1090286592,J. Doyle,Jack Doyle,Doyle,Jack,3B,Northeastern University,NE,343,Northeastern,BBC,R,R,47,190,153,6,3.2%,10.2%,389.31,300.7,4,0,0
1018,1332977664,C. Musacchia,Carmelo Musacchia,Musacchia,Carmelo,2B,Northeastern University,NE,343,Northeastern,BBC,R,R,55,244,215,6,2.5%,7.7%,353.15,310.7,3,1,1
1018,1310893312,H. Didawick,Harrison Didawick,Didawick,Harrison,LF,University of Virginia,UVA,5415,Virginia,BBC,L,L,44,167,138,6,3.6%,9.8%,378.28,320.5,5,1,0
1018,1205036800,T. Eisenstat,Tommy Eisenstat,Eisenstat,Tommy,1B,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,53,238,207,6,2.5%,7.7%,376.37,305.2,6,0,0
1018,1099927808,D. Dillehay,DJ Dillehay,Dillehay,DJ,SS,Brown University,BRWN,730236160,Brown,BBC,R,R,39,168,151,6,3.6%,9.2%,392.77,306.3,4,2,0
1018,1202710784,G. Boree,Gunner Boree,Boree,Gunner,2B,Brown University,BRWN,730236160,Brown,BBC,R,R,33,155,121,6,3.9%,12.5%,392.20,319.8,1,2,3
1018,1266589184,M. Zarrillo,Michael Zarrillo,Zarrillo,Michael,3B,Lafayette College,LAF,730217728,Lafayette,BBC,S,R,49,213,187,6,2.8%,7.7%,398.66,308.6,5,1,0
1018,1239325952,R. Drumm,Ryan Drumm,Drumm,Ryan,LF,Butler University,BUT,730283520,Butler,BBC,R,R,54,221,188,6,2.7%,6.9%,378.01,309.8,4,1,0
1018,1093308160,A. Garza,Alejandro Garza,Garza,Alejandro,3B,Cal Poly,CP,5487,Cal Poly,BBC,R,R,62,295,262,6,2.0%,6.7%,394.58,309.6,6,0,0
1018,1110378240,J. Sanderson,Jarren Sanderson,Sanderson,Jarren,RF,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,36,114,100,6,5.3%,13.6%,380.79,342.0,6,0,0
1018,1207913472,C. Hoiland,Cam Hoiland,Hoiland,Cam,RF,Cal Poly,CP,5487,Cal Poly,BBC,L,L,54,178,159,6,3.4%,10.7%,392.41,329.5,4,1,1
1018,1333117952,G. Cutting,Garrett Cutting,Cutting,Garrett,SS,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,57,247,218,6,2.4%,8.2%,403.64,319.9,4,1,0
1018,1093164288,M. Rosales,Marcos Rosales,Rosales,Marcos,2B,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,52,214,170,6,2.8%,8.2%,380.89,333.1,6,0,0
1018,1303465472,R. Kroepel,Ryan Kroepel,Kroepel,Ryan,3B,Utah Tech University,UTU,730318592,Utah Tech,BBC,L,R,55,244,207,6,2.5%,8.6%,384.55,320.6,3,2,1
1018,1336589568,J. Advincula,Jarren Advincula,Advincula,Jarren,2B,University of California,CAL,730152448,California,BBC,L,R,55,267,237,6,2.2%,7.3%,367.92,293.7,2,1,3
1018,1094657536,L. Cantwell,Luke Cantwell,Cantwell,Luke,1B,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,R,55,272,200,6,2.2%,9.5%,383.73,317.9,6,0,0
1018,1282146048,C. Sewell,Cameron Sewell,Sewell,Cameron,2B,Sacramento State University,SAC,730293760,Sacramento State,BBC,L,R,56,221,182,6,2.7%,9.1%,377.42,314.8,3,1,2
1018,1162557440,L. McCollum,LeTrey McCollum,McCollum,LeTrey,CF,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,54,256,213,6,2.3%,10.7%,386.36,309.4,4,1,1
1018,1167698432,R. Kozar,Rees Kozar,Kozar,Rees,C,Niagara University,NIAG,730156544,Niagara,BBC,R,R,39,167,143,6,3.6%,11.5%,-,286.8,1,1,0
1018,1314632704,M. Cisco,Mason Cisco,Cisco,Mason,1B,Canisius College,CAN,730218752,Canisius,BBC,L,R,41,182,153,6,3.3%,11.8%,-,304.7,1,0,0
1018,1304398080,C. Tuupo,Chandler Tuupo,Tuupo,Chandler,1B,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,L,51,255,205,6,2.4%,8.7%,374.18,330.9,3,0,1
1018,1099961344,B. Wills,Brock Wills,Wills,Brock,LF,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,L,R,36,161,134,6,3.7%,12.8%,381.36,321.4,3,1,2
1018,1085273600,M. Self,Mason Self,Self,Mason,TWP,Radford University,RAD,730267392,Radford,BBC,R,R,46,138,113,6,4.3%,13.0%,399.20,310.5,5,1,0
1018,1123647744,A. Ciufo,Andrew Ciufo,Ciufo,Andrew,SS,Clemson University,CLEM,730358784,Clemson,BBC,R,R,60,244,194,6,2.5%,9.4%,388.23,315.0,5,1,0
1018,1278171392,J. Purify,Jarren Purify,Purify,Jarren,2B,Clemson University,CLEM,730358784,Clemson,BBC,R,R,57,264,208,6,2.3%,8.5%,370.52,308.8,4,0,2
1018,1266603520,T. Dooley,Ty Dooley,Dooley,Ty,SS,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,L,R,54,223,166,6,2.7%,9.0%,359.99,324.7,3,0,3
1018,1269401344,J. Dilley,Jacob Dilley,Dilley,Jacob,C,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,42,181,154,6,3.3%,9.4%,382.70,294.2,4,2,0
1018,1255817984,G. Palfrey,Griffin Palfrey,Palfrey,Griffin,TWP,Columbia University,CLMB,730319104,Columbia,BBC,R,R,49,238,199,6,2.5%,8.2%,375.02,323.3,3,1,2
1018,1162567168,N. Sailors,Nolan Sailors,Sailors,Nolan,LF,Creighton University,CREI,730243840,Creighton,BBC,L,R,59,276,226,6,2.2%,8.6%,409.46,310.4,4,2,0
1018,1293775872,M. Scherrman,Matt Scherrman,Scherrman,Matt,3B,Creighton University,CREI,730243840,Creighton,BBC,R,R,53,211,180,6,2.8%,10.2%,399.58,297.0,3,1,1
1018,1310427136,C. Martinez,Carlos Martinez,Martinez,Carlos,RF,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,L,L,51,220,204,6,2.7%,9.4%,385.63,295.8,3,0,0
1018,1281745664,J. Overbeek,Josh Overbeek,Overbeek,Josh,3B,University of Nebraska,NEB,4865,Nebraska,BBC,S,R,52,201,174,6,3.0%,9.4%,365.99,332.7,5,0,1
1018,1259966976,A. Robbins,Aiden Robbins,Robbins,Aiden,RF,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,53,255,204,6,2.4%,9.2%,390.62,320.0,1,1,1
1018,1162496768,C. Shapiro,Caden Shapiro,Shapiro,Caden,LF,Princeton University,PRIN,730198784,Princeton,BBC,L,L,43,196,161,6,3.1%,9.0%,385.42,305.1,6,0,0
1018,1080156160,C. Hassert,Cameron Hassert,Hassert,Cameron,SS,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,L,R,56,273,219,6,2.2%,9.2%,395.87,320.8,0,4,2
1018,1272581376,C. Schuchart,Chris Schuchart,Schuchart,Chris,1B,Davidson College,DAV,730363136,Davidson,BBC,R,R,50,204,179,6,2.9%,10.9%,392.84,317.1,2,2,1
1018,1306773504,J. Mantuano,Jimmy Mantuano,Mantuano,Jimmy,RF,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,L,47,213,168,6,2.8%,12.2%,-,302.5,0,1,0
1018,1124743168,D. Damore,Dante Damore,Damore,Dante,1B,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,52,248,205,6,2.4%,6.1%,-,308.7,1,1,0
1018,1141044992,P. Link,Peter Link,Link,Peter,LF,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,48,221,178,6,2.7%,9.4%,-,295.7,0,1,0
1018,1088382464,I. Lopez,Isaac Lopez,Lopez,Isaac,SS,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,51,256,216,6,2.3%,8.3%,380.93,306.6,5,0,1
1018,1257459968,J. Freeman,Jackson Freeman,Freeman,Jackson,RF,Northwestern University,NW,730247680,Northwestern,BBC,L,R,52,231,200,6,2.6%,7.5%,381.53,304.2,5,1,0
1018,1242802944,M. Bowman,Max Bowman,Bowman,Max,3B,University of Akron,AKR,540536064,Akron,BBC,R,R,54,254,202,6,2.4%,7.4%,370.42,302.0,2,2,2
1018,1310670336,L. Trippel,Lance Trippel,Trippel,Lance,C,University of South Florida,USF,2292,South Florida,BBC,R,R,51,219,185,6,2.7%,8.1%,386.30,302.3,4,2,0
1018,1336563968,R. Jackson,Riley Jackson,Jackson,Riley,C,University of Houston,HOU,3030,Houston,BBC,R,R,46,135,99,6,4.4%,20.0%,387.26,324.6,3,1,1
1018,1100224000,C. Vance,Cooper Vance,Vance,Cooper,SS,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,52,219,187,6,2.7%,7.8%,380.68,310.5,4,1,0
1018,1162562304,T. Barth,Tommy Barth,Barth,Tommy,LF,University of Kansas,KU,730360064,Kansas,BBC,R,L,58,252,203,6,2.4%,7.2%,374.83,318.3,4,0,1
1018,1085408256,A. Manning,Andrew Manning,Manning,Andrew,RF,U.S. Naval Academy,NAVY,508,Navy,BBC,L,R,50,206,177,6,2.9%,11.5%,400.75,320.2,3,3,0
1018,1160966144,J. Fitzgerald,Josh Fitzgerald,Fitzgerald,Josh,RF,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,40,172,138,6,3.5%,8.3%,363.51,289.9,6,0,0
1018,1279148800,C. Sutherland,Charlie Sutherland,Sutherland,Charlie,1B,University of Minnesota,MINN,4864,Minnesota,BBC,L,R,44,159,138,6,3.8%,11.1%,402.26,337.5,4,2,0
1018,1334298880,N. Furcht,Noah Furcht,Furcht,Noah,RF,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,58,257,219,6,2.3%,8.3%,372.93,322.6,6,0,0
1018,1179407616,E. Snider,Eston Snider,Snider,Eston,CF,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,R,55,257,214,6,2.3%,8.7%,378.99,327.2,6,0,0
1018,1097554432,C. Marcellus,Chris Marcellus,Marcellus,Chris,C,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,48,216,164,6,2.8%,9.5%,-,317.7,0,0,0
1018,1274288640,V. Lackey,Vahn Lackey,Lackey,Vahn,C,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,60,266,222,6,2.3%,8.1%,387.01,311.7,3,1,2
1018,1257493248,J. Castagnola,James Castagnola,Castagnola,James,1B,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,49,199,156,6,3.0%,10.0%,377.62,333.2,5,0,1
1018,1176532480,L. Yuhasz,Luke Yuhasz,Yuhasz,Luke,UTL,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,38,141,128,6,4.3%,11.8%,414.64,331.8,4,2,0
1018,1207812352,T. Stockman,Tucker Stockman,Stockman,Tucker,C,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,56,222,190,6,2.7%,10.3%,390.55,327.8,5,0,1
1018,1226688256,J. Jaconski,Joe Jaconski,Jaconski,Joe,2B,Penn State University,PSU,5326,Penn State,BBC,L,R,56,257,211,6,2.3%,6.5%,383.36,318.0,2,0,4
1018,1260798720,H. Kaczmar,Henry Kaczmar,Kaczmar,Henry,SS,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,R,53,208,181,6,2.9%,10.2%,389.19,317.4,3,2,1
1018,1142436096,D. Burkes,Devin Burkes,Burkes,Devin,C,University of Kentucky,UK,5362,Kentucky,BBC,R,R,49,199,165,6,3.0%,8.2%,374.17,303.3,4,0,2
1018,1251440128,T. Batusich,Ty Batusich,Batusich,Ty,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,R,58,277,221,6,2.2%,7.5%,394.76,314.4,5,1,0
1018,1167202048,D. Ayers,David Ayers,Ayers,David,CF,Butler University,BUT,730283520,Butler,BBC,L,R,49,179,153,6,3.4%,9.1%,366.48,309.4,3,1,2
1018,1123951360,K. McIntosh,Kyler McIntosh,McIntosh,Kyler,TWP,Alabama State University,ALST,4765,Alabama State,BBC,R,R,58,253,228,6,2.4%,6.1%,358.22,283.0,2,0,0
1018,1184439808,E. Lambros,Elijah Lambros,Lambros,Elijah,CF,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,55,236,187,6,2.5%,8.7%,398.94,325.0,3,3,0
1018,1123968768,J. Lobliner,Jayden Lobliner,Lobliner,Jayden,C,University of San Diego,USD,5320,San Diego,BBC,R,R,52,219,192,6,2.7%,9.4%,381.89,307.2,5,1,0
1018,1297581568,A. Gilio,Ashtin Gilio,Gilio,Ashtin,CF,Georgetown University,GTWN,2330,Georgetown,BBC,S,R,51,198,162,6,3.0%,10.5%,-,302.2,0,1,0
1018,1334322432,M. Schwalbach,Mason Schwalbach,Schwalbach,Mason,C,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,42,159,141,6,3.8%,11.3%,-,332.9,2,0,0
1018,1196800768,L. Schramm,Lukas Schramm,Schramm,Lukas,RF,Campbell University,CAMP,730187776,Campbell,BBC,R,R,37,120,95,6,5.0%,12.5%,381.05,294.0,4,1,0
1018,1097715712,A. Quinn,Aidan Quinn,Quinn,Aidan,3B,Lehigh University,LEH,730333184,Lehigh,BBC,L,R,50,202,168,6,3.0%,10.9%,397.36,306.3,2,0,3
1018,1119242496,J. Whitlinger,Jake Whitlinger,Whitlinger,Jake,CF,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,48,221,181,6,2.7%,10.0%,381.97,310.2,5,0,0
1018,1171615232,J. Berg,Jake Berg,Berg,Jake,C,Lipscomb University,LIP,730307072,Lipscomb,BBC,L,R,52,237,191,6,2.5%,7.3%,374.51,295.2,1,0,1
1018,1099738624,A. Briseno,Armando Briseno,Briseno,Armando,SS,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,42,179,154,6,3.4%,13.0%,365.97,318.6,4,0,2
1018,1310415616,A. Bouche,Alex Bouche,Bouche,Alex,SS,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,57,203,175,6,3.0%,12.8%,352.90,331.3,3,0,3
1018,1162484992,T. Hodge,Ty Hodge,Hodge,Ty,SS,UTSA,UTSA,730373120,UTSA,BBC,R,R,58,237,195,6,2.5%,8.0%,393.20,319.6,6,0,0
1018,1085384448,K. Neri,Kyle Neri,Neri,Kyle,LF,Rider University,RID,730174976,Rider,BBC,R,R,52,251,214,6,2.4%,7.8%,430.97,327.1,2,1,0
1018,1080345344,K. Holm,Kai Holm,Holm,Kai,SS,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,51,227,189,6,2.6%,8.2%,374.81,313.7,3,2,1
1018,1153050624,D. Gaither,Damon Gaither,Gaither,Damon,1B,University of Maine,ME,730275840,Maine,BBC,R,R,33,113,94,6,5.3%,14.6%,399.31,318.0,5,0,1
1018,1141496832,A. Stucky,Andrew Stucky,Stucky,Andrew,C,UTSA,UTSA,730373120,UTSA,BBC,R,R,52,225,173,6,2.7%,8.1%,386.10,325.8,5,0,1
1018,1279297280,C. Scanlon,Christian Scanlon,Scanlon,Christian,RF,Merrimack College,MRMK,730295552,Merrimack,BBC,L,L,49,205,151,6,2.9%,10.0%,380.80,327.8,4,0,0
1018,1256876800,C. Price,Connor Price,Price,Connor,C,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,44,169,143,6,3.6%,7.9%,383.32,298.8,0,0,1
1018,1091989248,J. Yakubinis,J.D. Yakubinis,Yakubinis,J.D.,C,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,56,229,198,6,2.6%,7.9%,378.77,307.6,6,0,0
1018,1325151488,N. Milk,Nate Milk,Milk,Nate,RF,Niagara University,NIAG,730156544,Niagara,BBC,R,R,46,209,173,6,2.9%,9.8%,-,295.0,1,0,0
1018,1309513728,N. Brewer,Nathan Brewer,Brewer,Nathan,LF,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,L,L,24,101,97,6,5.9%,13.6%,392.33,312.3,5,1,0
1018,1260505344,T. Bryant IV,Theo Bryant IV,Bryant IV,Theo,CF,Tulane University,TULN,730354176,Tulane,BBC,R,R,46,108,90,6,5.6%,14.6%,391.08,311.8,6,0,0
1018,1341664768,C. Becker,Colten Becker,Becker,Colten,LF,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,L,53,236,198,6,2.5%,9.8%,378.70,305.3,5,0,1
1018,1194953472,E. Wilde,Evan Wilde,Wilde,Evan,P,Niagara University,NIAG,730156544,Niagara,BBC,L,L,29,83,71,6,7.2%,15.8%,403.60,302.0,1,0,1
1018,1207750656,G. Schulz,Gavin Schulz,Schulz,Gavin,3B,Tulane University,TULN,730354176,Tulane,BBC,R,R,58,259,213,6,2.3%,8.3%,374.78,303.7,3,1,2
1018,1212883200,D. Tavarez,Diego Tavarez,Tavarez,Diego,LF,Wagner College,WAG,730192640,Wagner,BBC,L,R,50,233,186,6,2.6%,8.0%,-,284.5,0,0,0
1018,1215429376,M. Brinker,Matt Brinker,Brinker,Matt,P,Northeastern University,NE,343,Northeastern,BBC,R,R,35,125,111,6,4.8%,10.3%,376.38,308.3,2,0,0
1018,1336234240,R. Hendricks,Rhett Hendricks,Hendricks,Rhett,RF,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,47,183,158,6,3.3%,11.5%,387.97,321.6,6,0,0
1018,1264001536,J. Hausser,Justin Hausser,Hausser,Justin,1B,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,L,57,261,231,6,2.3%,7.6%,394.98,318.2,2,1,1
1018,1092813824,I. Francis,Ian Francis,Francis,Ian,C,University of Kansas,KU,730360064,Kansas,BBC,R,R,53,181,150,6,3.3%,10.3%,382.39,298.1,5,0,0
1018,1279355904,K. Proctor,Kyler Proctor,Proctor,Kyler,2B,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,59,290,252,6,2.1%,8.1%,406.72,304.6,2,0,2
1018,1294950400,P. Brennan,Payton Brennan,Brennan,Payton,CF,UCLA,UCLA,5048,UCLA,BBC,L,R,50,225,195,6,2.7%,12.2%,405.07,332.4,0,4,2
1018,1167266816,S. Penney,Scott Penney,Penney,Scott,2B,University of Rhode Island,URI,730163712,Rhode Island,BBC,L,R,56,238,195,6,2.5%,9.8%,391.11,318.7,4,1,1
1018,1075959040,A. Smith,Austin Smith,Smith,Austin,TWP,University of San Diego,USD,5320,San Diego,BBC,L,L,54,249,218,6,2.4%,6.7%,383.50,315.5,6,0,0
1018,1099860992,C. Taggart,Casen Taggart,Taggart,Casen,1B,University of Washington,WASH,3110,Washington,BBC,L,R,50,226,172,6,2.7%,9.4%,402.62,315.6,1,2,3
1018,1312343296,A. Shibley,Alan Shibley,Shibley,Alan,RF,Texas State University,TXST,5420,Texas State,BBC,L,R,44,180,147,6,3.3%,8.0%,376.03,326.0,5,1,0
1018,1179407872,B. Barton,Blake Barton,Barton,Blake,LF,Belmont University,BEL,730190336,Belmont,BBC,R,R,60,261,221,6,2.3%,6.9%,379.38,312.6,4,1,1
1018,1162591232,I. Walker,Isaiah Walker,Walker,Isaiah,CF,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,53,238,204,6,2.5%,9.4%,385.34,326.7,3,2,1
1018,1334295040,J. Heyder,Joshua Heyder,Heyder,Josh,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,33,131,117,6,4.6%,11.8%,424.39,316.8,4,1,0
1018,1085404416,G. Pace Jr,Greg Pace Jr.,Pace Jr,Greg,CF,University of Michigan,MICH,2290,Michigan,BBC,R,R,52,127,99,6,4.7%,18.8%,382.67,342.8,1,2,3
1018,1243724032,R. Lee,Ryan Lee,Lee,Ryan,C,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,33,132,102,6,4.5%,10.0%,386.98,318.7,2,1,0
1018,1152915712,N. Contrades,Nu'u Contrades,Contrades,Nu'u,3B,Arizona State University,ASU,5035,Arizona State,BBC,R,R,47,217,181,6,2.8%,10.9%,395.73,338.8,3,2,1
1018,1148432640,A. Rodriguez,Alec Rodriguez,Rodriguez,Alec,LF,Delaware State University,DSU,730217984,Delaware State,BBC,L,R,39,163,137,6,3.7%,11.5%,-,294.0,0,0,0
1018,1085403392,D. Krupinski,Dom Krupinski,Krupinski,Dom,3B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,R,58,267,201,6,2.2%,10.7%,386.68,316.6,3,1,2
1018,1123497984,J. Holder,Jaxon Holder,Holder,Jaxon,SS,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,51,203,168,6,3.0%,7.8%,410.24,290.1,1,1,0
1018,1257477376,D. Kibler,Dom Kibler,Kibler,Dom,1B,Kent State University,KENT,730315008,Kent State,BBC,L,R,33,102,74,6,5.9%,14.6%,-,323.0,2,0,0
1018,1213082624,C. Bower,Colton Bower,Bower,Colton,C,University of Washington,WASH,3110,Washington,BBC,R,R,50,207,159,6,2.9%,9.7%,373.12,315.5,3,2,1
1018,1192665088,A. Neuweg,Austin Neuweg,Neuweg,Austin,3B,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,55,200,177,6,3.0%,10.5%,377.25,317.4,2,0,1
1018,1330954240,R. Cooney,Ryan Cooney,Cooney,Ryan,2B,University of Oregon,ORE,4807,Oregon,BBC,R,R,57,234,182,6,2.6%,8.7%,393.52,315.5,1,3,2
1018,1205939200,T. Cox,Tyler Cox,Cox,Tyler,CF,Hofstra University,HOF,730245120,Hofstra,BBC,L,R,33,150,121,6,4.0%,10.5%,399.47,316.8,5,1,0
1018,1263466240,S. Warfield,Spencer Warfield,Warfield,Spencer,CF,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,48,180,152,6,3.3%,8.5%,397.85,307.8,3,2,0
1018,1229569280,T. Cruz,Trey Cruz,Cruz,Trey,LF,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,R,43,167,152,6,3.6%,10.9%,348.34,307.2,2,1,1
1018,1336286208,P. Ilitch,Patrick Ilitch,Ilitch,Patrick,LF,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,35,130,120,6,4.6%,17.6%,401.75,320.6,5,0,0
1018,1170236416,W. Henson,Will Henson,Henson,Will,LF,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,39,159,127,6,3.8%,13.3%,373.69,322.1,3,2,0
1018,1202571776,S. Collins,Sky Collins,Collins,Sky,CF,Fresno State,FRES,730384384,Fresno State,BBC,R,R,58,242,213,6,2.5%,12.5%,384.17,322.5,4,1,1
