Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,AB,GB/FB,Ground%,Fly%,Line%,Popup%,Bunt%,Ground#,Fly#,Line#,Popup#,Bunt#
1960,1282739674,J. Bowman,Jacob Bowman,Bowman,Jacob,SS,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,46,141,1.04,50.9%,28.3%,11.3%,9.4%,5.7%,54,30,12,10,6
1962,1281359360,T. Palmer,Tyler Palmer,Palmer,Tyler,CF,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,39,127,1.04,51.0%,28.8%,14.4%,5.8%,7.7%,53,30,15,6,8
1963,1307650560,J. Sheffield,Jaden Sheffield,Sheffield,Jaden,LF,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,44,129,1.04,51.0%,26.5%,14.3%,8.2%,6.1%,50,26,14,8,6
1963,1802425630,J. Taylor,Jordan Taylor,Taylor,Jordan,LF,Stetson University,STET,730261504,Stetson,BBC,R,R,63,241,1.04,51.0%,21.9%,20.9%,6.1%,2.0%,100,43,41,12,4
1965,1264001536,J. Hausser,Justin Hausser,Hausser,Justin,1B,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,L,57,231,1.04,51.0%,28.9%,15.5%,4.6%,1.0%,99,56,30,9,2
1965,1292547072,M. Mugan,Michael Mugan,Mugan,Michael,CF,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,54,221,1.04,51.0%,22.7%,15.5%,10.8%,3.6%,99,44,30,21,7
1967,1829737588,J. Blalock,Jayce Blalock,Blalock,Jayce,LF,Little Rock,UALR,730217472,Little Rock,BBC,R,R,46,132,1.04,51.0%,33.3%,11.5%,4.2%,0.0%,49,32,11,4,0
1968,1177976320,B. Johnson,Brayden Johnson,Johnson,Brayden,LF,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,52,174,1.04,51.1%,29.1%,15.6%,4.3%,2.8%,72,41,22,6,4
1969,1967952971,W. Espinal,Wilbert Espinal,Espinal,Wilbert,RF,Alabama State University,ALST,4765,Alabama State,BBC,L,L,51,172,1.04,51.1%,20.9%,19.4%,8.6%,0.0%,71,29,27,12,0
1970,1099188480,S. King,Skylar King,King,Skylar,CF,West Virginia University,WVU,5327,West Virginia,BBC,L,L,59,206,1.04,51.1%,25.0%,17.4%,6.5%,4.3%,94,46,32,12,8
1970,1099878144,J. Campo,Jason Campo,Campo,Jason,1B,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,42,142,1.04,51.1%,25.0%,17.4%,6.5%,0.0%,47,23,16,6,0
1972,1216708689,K. Campbell,Keaton Campbell,Campbell,Keaton,3B,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,58,219,1.04,51.1%,25.8%,18.7%,4.4%,0.0%,93,47,34,8,0
1973,1209046581,R. Glassford,Ronan Glassford,Glassford,Ronan,LF,Canisius College,CAN,730218752,Canisius,BBC,L,L,36,119,1.05,51.1%,28.9%,11.1%,8.9%,3.3%,46,26,10,8,3
1974,1306773504,J. Mantuano,Jimmy Mantuano,Mantuano,Jimmy,RF,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,L,47,168,1.05,51.1%,21.1%,21.8%,6.0%,0.8%,68,28,29,8,1
1975,1099738624,A. Briseno,Armando Briseno,Briseno,Armando,SS,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,42,154,1.05,51.2%,29.9%,18.1%,0.8%,0.8%,65,38,23,1,1
1975,1949676819,G. Salva,Guriyandel Salva,Salva,Guriyandel,SS,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,43,144,1.05,51.2%,24.4%,18.9%,5.5%,7.9%,65,31,24,7,10
1977,1236374272,P. Myro IV,Paul Myro IV,Myro IV,Paul,SS,UNLV,UNLV,730161664,UNLV,BBC,S,R,43,113,1.05,51.2%,21.4%,17.9%,9.5%,11.9%,43,18,15,8,10
1978,1086914846,M. Craig,Michael Craig,Craig,Michael,1B,Hofstra University,HOF,730245120,Hofstra,BBC,L,L,44,148,1.05,51.2%,21.6%,20.0%,7.2%,0.0%,64,27,25,9,0
1978,1664740599,K. Knutson,Keegan Knutson,Knutson,Keegan,2B,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,44,146,1.05,51.2%,22.4%,19.2%,7.2%,6.4%,64,28,24,9,8
1980,1084481280,K. Peer,Kaden Peer,Peer,Kaden,CF,University of Missouri,MIZZ,4806,Missouri,BBC,L,R,47,164,1.05,51.2%,17.1%,26.8%,4.9%,7.3%,63,21,33,6,9
1981,1294953472,M. Ortega,Max Ortega,Ortega,Max,C,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,43,149,1.05,51.2%,26.4%,15.7%,6.6%,5.8%,62,32,19,8,7
1982,1460638543,R. Wideman,Ryan Wideman,Wideman,Ryan,CF,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,60,244,1.05,51.2%,23.4%,24.4%,1.0%,0.5%,103,47,49,2,1
1983,1324737280,J. Perry,Jake Perry,Perry,Jake,3B,University of Minnesota,MINN,4864,Minnesota,BBC,L,R,44,141,1.05,51.3%,23.5%,16.8%,8.4%,0.0%,61,28,20,10,0
1983,1078660232,A. Tinsley,Andrew Tinsley,Tinsley,Andrew,LF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,41,144,1.05,51.3%,21.8%,16.0%,10.9%,1.7%,61,26,19,13,2
1985,1698176328,B. Grizzaffi,Bryce Grizzaffi,Grizzaffi,Bryce,C,Lamar University,LAM,730162432,Lamar,BBC,R,R,47,122,1.05,51.3%,21.4%,17.1%,10.3%,12.0%,60,25,20,12,14
1986,1263368704,L. Torres,Lukas Torres,Torres,Lukas,CF,Wagner College,WAG,730192640,Wagner,BBC,L,L,51,202,1.05,51.3%,25.1%,18.8%,4.7%,2.1%,98,48,36,9,4
1987,1582802158,T. Broussard,Tre Broussard,Broussard,Tre,CF,University of Houston,HOU,3030,Houston,BBC,L,L,54,212,1.05,51.3%,19.6%,22.8%,6.3%,2.1%,97,37,43,12,4
1988,1174781440,C. Koniarsky,Cole Koniarsky,Koniarsky,Cole,RF,UNLV,UNLV,730161664,UNLV,BBC,R,R,53,204,1.06,51.4%,18.4%,24.9%,5.4%,0.0%,95,34,46,10,0
1989,1093308160,A. Garza,Alejandro Garza,Garza,Alejandro,3B,Cal Poly,CP,5487,Cal Poly,BBC,R,R,62,262,1.06,51.4%,20.3%,18.7%,9.6%,0.8%,129,51,47,24,2
1990,1336599040,J. Shields,Jonah Shields,Shields,Jonah,2B,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,54,210,1.06,51.4%,22.9%,19.0%,6.7%,3.9%,92,41,34,12,7
1991,1099183873,G. Colasante,Gio Colasante,Colasante,Gio,TWP,Harvard University,HARV,5450,Harvard,BBC,R,R,42,156,1.06,51.4%,26.7%,17.1%,4.8%,2.9%,54,28,18,5,3
1992,1195565057,H. Snyder,Hunter Snyder,Snyder,Hunter,3B,Columbia University,CLMB,730319104,Columbia,BBC,L,R,39,121,1.06,51.5%,21.4%,23.3%,3.9%,1.9%,53,22,24,4,2
1993,1324444929,K. Halligan,Katcher Halligan,Halligan,Katcher,1B,Houston Christian University,HCU,730157824,Houston Christian,BBC,L,L,57,206,1.06,51.5%,28.1%,15.8%,4.7%,4.7%,88,48,27,8,8
1994,1165397757,A. Dougherty,Aidan Dougherty,Dougherty,Aidan,LF,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,45,150,1.06,51.5%,24.3%,20.6%,3.7%,2.9%,70,33,28,5,4
1995,1184595712,J. Tharnish,Jayce Tharnish,Tharnish,Jayce,CF,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,46,196,1.06,51.5%,21.3%,21.3%,5.9%,0.0%,87,36,36,10,0
1996,1316990464,G. Terry,Gavin Terry,Terry,Gavin,LF,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,L,43,164,1.06,51.5%,21.6%,23.1%,3.7%,2.2%,69,29,31,5,3
1997,1303098368,C. Rodriguez-Velez,Carlos Rodriguez-Velez,Rodriguez-Velez,Carlos,LF,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,L,53,205,1.06,51.5%,22.2%,18.6%,7.8%,2.4%,86,37,31,13,4
1998,1386159189,D. Mullins,Dalton Mullins,Mullins,Dalton,LF,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,L,L,37,119,1.06,51.5%,24.2%,15.2%,9.1%,0.0%,51,24,15,9,0
1999,1309405440,J. Bastian,Jaden Bastian,Bastian,Jaden,CF,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,55,212,1.06,51.5%,26.4%,14.1%,8.0%,1.2%,84,43,23,13,2
2000,1549740470,N. Book,Nolan Book,Book,Nolan,SS,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,50,184,1.06,51.6%,20.5%,23.0%,5.0%,0.6%,83,33,37,8,1
2001,1310848768,E. Krewson,Elliot Krewson,Krewson,Elliot,SS,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,34,131,1.06,51.6%,22.7%,18.0%,7.8%,0.0%,66,29,23,10,0
2002,1239187968,J. Hower,Jackson Hower,Hower,Jackson,RF,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,32,119,1.07,51.6%,15.8%,20.0%,12.6%,1.1%,49,15,19,12,1
2002,1162490624,C. Smith-Johnson,Christian Smith-Johnson,Smith-Johnson,Christian,RF,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,45,118,1.07,51.6%,21.1%,18.9%,8.4%,13.7%,49,20,18,8,13
2004,1279706880,T. Shaneyfelt,Tyler Shaneyfelt,Shaneyfelt,Tyler,CF,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,R,55,224,1.07,51.6%,22.9%,20.2%,5.3%,10.1%,97,43,38,10,19
2005,1257493248,J. Castagnola,James Castagnola,Castagnola,James,1B,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,49,156,1.07,51.6%,25.0%,16.9%,6.5%,3.2%,64,31,21,8,4
2005,1085403392,D. Krupinski,Dom Krupinski,Krupinski,Dom,3B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,R,58,201,1.07,51.6%,21.3%,23.2%,3.9%,4.5%,80,33,36,6,7
2007,1342167549,K. Gibson,Kyle Gibson,Gibson,Kyle,3B,Illinois State University,ILST,730258944,Illinois State,BBC,L,R,56,245,1.07,51.6%,20.9%,23.3%,4.2%,0.9%,111,45,50,9,2
2008,1336138240,C. Fellows,Cole Fellows,Fellows,Cole,LF,Columbia University,CLMB,730319104,Columbia,BBC,L,R,48,181,1.07,51.6%,18.3%,26.1%,3.9%,0.0%,79,28,40,6,0
2008,1074064384,B. Rounds,Ben Rounds,Rounds,Ben,LF,Duke University,DUKE,730336256,Duke,BBC,L,R,58,210,1.07,51.6%,19.6%,24.8%,3.9%,2.0%,79,30,38,6,3
2010,1200816384,E. Pelayo,Elijah Pelayo,Pelayo,Elijah,SS,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,56,196,1.07,51.7%,21.2%,21.9%,5.3%,6.0%,78,32,33,8,9
2011,1297511424,N. Brasher,Nathan Brasher,Brasher,Nathan,RF,Brown University,BRWN,730236160,Brown,BBC,R,R,39,155,1.07,51.7%,20.3%,22.0%,5.9%,3.4%,61,24,26,7,4
2012,1099971072,P. Fultz,Patrick Fultz,Fultz,Patrick,3B,Wright State University,WRST,5390,Wright State,BBC,L,R,59,235,1.07,51.7%,23.6%,21.8%,2.9%,5.2%,90,41,38,5,9
2012,1149562624,C. Cramer,Cole Cramer,Cramer,Cole,2B,Texas Christian University,TCU,5045,TCU,BBC,R,R,59,222,1.07,51.7%,20.1%,25.9%,2.3%,0.6%,90,35,45,4,1
2014,1085287168,M. Coupe,Max Coupe,Coupe,Max,CF,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,47,143,1.07,51.8%,21.9%,16.7%,9.6%,4.4%,59,25,19,11,5
2014,1304736256,N. Ball,Nathan Ball,Ball,Nathan,1B,Central Michigan University,CMU,5342,Central Michigan,BBC,L,R,44,139,1.07,51.8%,20.2%,17.5%,10.5%,0.0%,59,23,20,12,0
2016,1152914688,K. Vu,Kien Vu,Vu,Kien,RF,Arizona State University,ASU,5035,Arizona State,BBC,L,L,50,178,1.07,51.8%,20.6%,21.3%,6.4%,0.7%,73,29,30,9,1
2017,1162536192,B. Anderson,Brandon Anderson,Anderson,Brandon,3B,Purdue University,PUR,730353152,Purdue,BBC,L,R,53,189,1.07,51.8%,26.2%,16.7%,5.4%,2.4%,87,44,28,9,4
2018,1232240129,A. Madera,Alex Madera,Madera,Alex,SS,University of North Carolina,UNC,730181888,North Carolina,BBC,L,R,61,226,1.07,51.8%,17.4%,26.2%,4.6%,2.1%,101,34,51,9,4
2019,1064606452,T. Anderson,TJ Anderson,Anderson,TJ,LF,The Citadel,CIT,730366720,The Citadel,BBC,L,R,56,192,1.07,51.8%,19.3%,23.5%,5.4%,1.8%,86,32,39,9,3
2020,1152902912,O. Prince,Owen Prince,Prince,Owen,CF,Virginia Military Institute,VMI,730173440,VMI,BBC,L,R,53,215,1.08,51.8%,17.1%,26.4%,4.7%,4.7%,100,33,51,9,9
2021,1275426560,J. Waldon,JT Waldon,Waldon,JT,1B,University of the Pacific,PAC,730386944,Pacific,BBC,L,L,52,181,1.08,51.8%,29.9%,15.3%,2.9%,0.0%,71,41,21,4,0
2022,1296155904,L. Moore,Lucas Moore,Moore,Lucas,CF,University of Louisville,LOU,5467,Louisville,BBC,L,R,66,271,1.08,51.8%,25.7%,20.0%,2.4%,2.0%,127,63,49,6,5
2023,1559255931,D. Meche,Davis Meche,Meche,Davis,3B,McNeese State University,MCNS,730285056,McNeese State,BBC,L,R,43,121,1.08,51.9%,22.2%,13.9%,12.0%,7.4%,56,24,15,13,8
2023,1662227278,D. Turgeon,Dante Turgeon,Turgeon,Dante,LF,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,39,103,1.08,51.9%,29.6%,12.3%,6.2%,2.5%,42,24,10,5,2
2025,1139912704,E. Smith,Elijah Smith,Smith,Elijah,RF,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,55,200,1.08,51.9%,20.6%,18.8%,8.8%,2.5%,83,33,30,14,4
2026,1236352914,D. Borner,Drew Borner,Borner,Drew,2B,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,38,121,1.08,51.9%,28.3%,15.1%,4.7%,4.7%,55,30,16,5,5
2027,1660722588,P. Brzustewicz,Parker Brzustewicz,Brzustewicz,Parker,1B,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,51,186,1.08,51.9%,22.2%,20.9%,5.1%,1.9%,82,35,33,8,3
2028,1385576884,B. McDevit,Brady McDevit,McDevit,Brady,LF,University of West Georgia,UOWG,730308864,West Georgia,BBC,L,R,46,161,1.08,51.9%,22.1%,15.3%,10.7%,6.1%,68,29,20,14,8
2029,1342168872,A. Puder,Adam Puder,Puder,Adam,SS,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,47,135,1.08,51.9%,17.8%,20.2%,10.1%,6.2%,67,23,26,13,8
2030,1090856448,A. Hausner,Anthony Hausner,Hausner,Anthony,TWP,The Citadel,CIT,730366720,The Citadel,BBC,L,R,46,125,1.08,52.0%,18.6%,27.5%,2.0%,2.9%,53,19,28,2,3
2031,1243869440,N. Wilson,Nolan Wilson,Wilson,Nolan,C,Marshall University,MRSH,730333696,Marshall,BBC,R,R,52,177,1.08,52.0%,21.7%,19.1%,7.2%,0.7%,79,33,29,11,1
2032,1282371943,J. Katsaboulas,Jonah Katsaboulas,Katsaboulas,Jonah,3B,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,53,198,1.08,52.0%,25.4%,16.4%,6.2%,1.7%,92,45,29,11,3
2033,1176353280,G. Frei,Gehrig Frei,Frei,Gehrig,1B,Mississippi State University,MSST,5080,Mississippi State,BBC,S,R,50,145,1.08,52.0%,21.6%,21.6%,4.8%,0.8%,65,27,27,6,1
2033,1162011904,C. Ostrander,Connor Ostrander,Ostrander,Connor,RF,Western Michigan University,WMU,730165248,Western Michigan,BBC,L,R,50,159,1.08,52.0%,21.6%,17.6%,8.8%,2.4%,65,27,22,11,3
2033,1083279450,G. Nottleman,Grant Nottleman,Nottleman,Grant,C,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,L,R,52,130,1.08,52.0%,25.0%,21.0%,2.0%,5.0%,52,25,21,2,5
2036,1028338326,J. Davis,Jared Davis,Davis,Jared,2B,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,54,205,1.08,52.0%,18.5%,23.7%,5.8%,4.6%,90,32,41,10,8
2037,1287362304,K. Amundson,Kaden Amundson,Amundson,Kaden,C,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,48,135,1.09,52.1%,17.6%,21.8%,8.4%,8.4%,62,21,26,10,10
2038,1992035244,L. Pimentel-Guerrero,Luis Pimentel-Guerrero,Pimentel-Guerrero,Luis,LF,Sacramento State University,SAC,730293760,Sacramento State,BBC,S,R,57,194,1.09,52.1%,19.4%,22.4%,6.1%,1.8%,86,32,37,10,3
2039,1162557440,L. McCollum,LeTrey McCollum,McCollum,LeTrey,CF,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,54,213,1.09,52.2%,18.3%,24.2%,5.4%,2.7%,97,34,45,10,5
2040,1207821568,C. Stelly,Caleb Stelly,Stelly,Caleb,CF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,57,202,1.09,52.2%,22.4%,21.7%,3.7%,1.9%,84,36,35,6,3
2040,1334320384,T. Castro,Tyler Castro,Castro,Tyler,1B,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,R,46,142,1.09,52.2%,26.1%,16.7%,5.1%,6.5%,72,36,23,7,9
2042,1292499200,L. Carmichael,Lucas Carmichael,Carmichael,Lucas,LF,College of William & Mary,WM,730232064,William & Mary,BBC,L,L,56,238,1.09,52.2%,17.6%,19.5%,10.7%,0.5%,107,36,40,22,1
2043,1701939516,A. Nanez,Antonio Nanez,Nanez,Antonio,2B,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,59,210,1.09,52.2%,26.4%,12.9%,8.4%,3.9%,93,47,23,15,7
2044,1135888384,T. Howard,Tyler Howard,Howard,Tyler,RF,UC Davis,UCD,730153984,UC Davis,BBC,R,R,46,176,1.10,52.3%,22.0%,18.9%,6.8%,5.3%,69,29,25,9,7
2045,1195438336,A. Covarrubias,Abbrie Covarrubias,Covarrubias,Abbrie,2B,University of Southern California,USC,5047,USC,BBC,R,R,58,212,1.10,52.3%,19.8%,21.5%,6.4%,3.5%,90,34,37,11,6
2046,1297581568,A. Gilio,Ashtin Gilio,Gilio,Ashtin,CF,Georgetown University,GTWN,2330,Georgetown,BBC,S,R,51,162,1.10,52.3%,28.1%,14.1%,5.5%,11.7%,67,36,18,7,15
2047,1053576927,K. Agosto,Kelvin Agosto,Agosto,Kelvin,LF,Alabama State University,ALST,4765,Alabama State,BBC,R,R,58,223,1.10,52.4%,28.6%,13.8%,5.3%,0.0%,99,54,26,10,0
2047,1828659698,K. Valentin,Kareh Valentin,Valentin,Kareh,2B,Florida International University,FIU,4468,Florida International,BBC,R,R,47,132,1.10,52.4%,21.4%,12.7%,13.5%,8.7%,66,27,16,17,11
2047,1342169428,A. Lemon,Austin Lemon,Lemon,Austin,LF,Villanova University,VILL,730278400,Villanova,BBC,S,R,39,141,1.10,52.4%,20.6%,25.4%,1.6%,2.4%,66,26,32,2,3
2050,1376880456,G. Natividad,Gabe Natividad,Natividad,Gabe,2B,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,60,222,1.10,52.4%,22.8%,17.5%,7.3%,4.4%,108,47,36,15,9
2051,1168411393,C. Iriotakis,Charlie Iriotakis,Iriotakis,Charlie,RF,College of William & Mary,WM,730232064,William & Mary,BBC,L,R,54,195,1.10,52.5%,19.8%,21.6%,6.2%,0.0%,85,32,35,10,0
2052,1100625920,C. Hentz,Cade Hentz,Hentz,Cade,3B,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,50,166,1.10,52.5%,22.0%,15.6%,9.9%,5.0%,74,31,22,14,7
2053,1262020096,M. Namie,Mitch Namie,Namie,Mitch,LF,New Mexico State University,NMSU,730302720,New Mexico State,BBC,L,R,55,215,1.10,52.5%,20.4%,22.1%,5.0%,2.2%,95,37,40,9,4
2054,1892466609,C. Crowley,Colin Crowley,Crowley,Colin,3B,Winthrop University,WIN,730294784,Winthrop,BBC,L,R,55,167,1.11,52.5%,18.0%,22.3%,7.2%,5.0%,73,25,31,10,7
2055,1176352256,J. Lehman,Justin Lehman,Lehman,Justin,TWP,Army West Point,ARMY,4744,Army,BBC,L,R,50,136,1.11,52.5%,23.7%,22.9%,0.8%,5.9%,62,28,27,1,7
2055,1099412224,T. Recchio,Tanner Recchio,Recchio,Tanner,2B,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,R,48,188,1.11,52.5%,24.3%,13.6%,9.6%,7.3%,93,43,24,17,13
2055,1296199425,S. Leonard,Samuel Leonard,Leonard,Samuel,SS,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,47,136,1.11,52.5%,22.9%,18.6%,5.9%,9.3%,62,27,22,7,11
2058,1190604296,J. Wachs,Jason Wachs,Wachs,Jason,RF,Tulane University,TULN,730354176,Tulane,BBC,L,R,51,167,1.11,52.6%,16.1%,26.3%,5.1%,2.2%,72,22,36,7,3
2059,1274237696,C. Andrews,Chris Andrews,Andrews,Chris,LF,Monmouth University,MONM,4164,Monmouth,BBC,R,R,52,180,1.11,52.6%,22.4%,17.9%,7.1%,7.1%,82,35,28,11,11
2060,1830600232,B. Linker,Brody Linker,Linker,Brody,SS,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,47,150,1.11,52.6%,20.7%,18.1%,8.6%,2.6%,61,24,21,10,3
2061,1328897569,T. Kiel II,Terrence Kiel II,Kiel II,Terrence,RF,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,55,201,1.11,52.6%,20.1%,18.8%,8.4%,2.6%,81,31,29,13,4
2062,1162570752,L. Braunschweig,Logan Braunschweig,Braunschweig,Logan,CF,UAB,UAB,730345984,UAB,BBC,L,R,53,204,1.11,52.6%,16.4%,23.4%,7.6%,2.3%,90,28,40,13,4
2062,1238039808,J. Cook,Jake Cook,Cook,Jake,CF,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,L,L,59,237,1.11,52.6%,25.0%,17.1%,5.3%,8.8%,120,57,39,12,20
2062,1901458397,J. Woita,Jase Woita,Woita,Jase,LF,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,R,45,120,1.11,52.6%,17.9%,22.1%,7.4%,0.0%,50,17,21,7,0
2065,1237388544,P. Seals,Pierre Seals,Seals,Pierre,RF,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,45,148,1.11,52.7%,20.4%,21.5%,5.4%,3.2%,49,19,20,5,3
2065,1089460923,M. Rienstra-Kiracofe,Micah Rienstra-Kiracofe,Rienstra-Kiracofe,Micah,CF,Kent State University,KENT,730315008,Kent State,BBC,R,R,56,214,1.11,52.7%,19.4%,18.3%,9.7%,2.7%,98,36,34,18,5
2067,1238288640,C. Sanchez,Cade Sanchez,Sanchez,Cade,2B,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,51,193,1.11,52.7%,22.2%,12.0%,13.2%,1.2%,88,37,20,22,2
2068,1367875521,W. Perez,Wilbert Perez,Perez,Wilbert,1B,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,49,185,1.11,52.7%,27.7%,15.5%,4.1%,1.4%,78,41,23,6,2
2069,1085403136,R. Kennell,Ryan Kennell,Kennell,Ryan,SS,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,52,212,1.11,52.7%,22.8%,22.8%,1.6%,0.0%,97,42,42,3,0
2070,1162602752,A. Ainsworth,Addison Ainsworth,Ainsworth,Addison,CF,Army West Point,ARMY,4744,Army,BBC,L,R,49,188,1.12,52.7%,23.6%,17.6%,6.1%,6.7%,87,39,29,10,11
2071,1239285248,T. Aiken,TJ Aiken,Aiken,TJ,LF,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,43,140,1.12,52.7%,26.4%,16.5%,4.4%,2.2%,48,24,15,4,2
2072,1245930752,A. Alicea,Alex Alicea,Alicea,Alex,SS,University of Louisville,LOU,5467,Louisville,BBC,S,R,61,202,1.12,52.8%,15.6%,23.3%,8.3%,10.6%,95,28,42,15,19
2072,1194289152,J. Rader,Jeremy Rader,Rader,Jeremy,2B,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,45,123,1.12,52.8%,25.0%,16.7%,5.6%,7.4%,57,27,18,6,8
2074,1072428669,D. Davis,Diego Davis,Davis,Diego,2B,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,47,143,1.12,52.8%,14.4%,19.2%,13.6%,8.0%,66,18,24,17,10
2075,1235358720,W. Hunt,Wyatt Hunt,Hunt,Wyatt,3B,Monmouth University,MONM,4164,Monmouth,BBC,L,R,50,178,1.12,52.8%,18.3%,21.1%,7.7%,0.0%,75,26,30,11,0
2076,1096254720,A. Patel,Aryan Patel,Patel,Aryan,TWP,The Citadel,CIT,730366720,The Citadel,BBC,R,R,49,130,1.12,52.8%,17.0%,23.6%,6.6%,9.4%,56,18,25,7,10
2077,1145239296,R. Lipoma,Reese Lipoma,Lipoma,Reese,CF,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,55,219,1.12,52.8%,22.2%,21.6%,3.4%,1.1%,93,39,38,6,2
2078,1306772224,E. Hartmann,Erich Hartmann,Hartmann,Erich,RF,Rider University,RID,730174976,Rider,BBC,L,L,49,197,1.12,52.9%,20.1%,20.1%,6.9%,1.1%,92,35,35,12,2
2079,1084564992,C. Monda,Carter Monda,Monda,Carter,CF,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,48,163,1.13,52.9%,22.8%,14.0%,10.3%,2.2%,72,31,19,14,3
2079,1322709329,J. Taylor,Jackson Taylor,Taylor,Jackson,2B,Indiana State University,INST,730350080,Indiana State,BBC,L,R,52,148,1.13,52.9%,19.1%,20.6%,7.4%,6.6%,72,26,28,10,9
2081,1210145536,T. Rank,Treyton Rank,Rank,Treyton,1B,Rice University,RICE,2352,Rice,BBC,R,R,53,181,1.13,53.0%,24.2%,17.4%,5.3%,3.0%,70,32,23,7,4
2082,1320576000,J. Williams,Jayden Williams,Williams,Jayden,CF,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,44,144,1.13,53.0%,31.3%,12.2%,3.5%,11.3%,61,36,14,4,13
2082,1297581824,B. Sanchez,Branden Sanchez,Sanchez,Brandon,SS,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,46,158,1.13,53.0%,17.4%,24.3%,5.2%,3.5%,61,20,28,6,4
2084,1281620736,C. Reeder,Canon Reeder,Reeder,Canon,CF,Oregon State University,ORST,3111,Oregon State,BBC,R,R,55,188,1.13,53.1%,19.7%,19.7%,7.5%,8.2%,78,29,29,11,12
