Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,AB,GB/FB,Ground%,Fly%,Line%,Popup%,Bunt%,Ground#,Fly#,Line#,Popup#,Bunt#
602,1182843904,D. Johnson,Davis Johnson,Johnson,Davis,C,University of Notre Dame,ND,225,Notre Dame,BBC,L,R,40,129,0.60,37.4%,36.3%,19.8%,6.6%,3.3%,34,33,18,6,3
602,1256135445,R. Nelson,Riley Nelson,Nelson,Riley,1B,Vanderbilt University,VAN,5046,Vanderbilt,BBC,L,R,60,215,0.60,37.4%,25.3%,30.2%,7.1%,0.0%,68,46,55,13,0
604,1100719616,D. Bucciero,Daniel Bucciero,Bucciero,Daniel,3B,Fordham University,FOR,730324992,Fordham,BBC,R,R,58,225,0.60,37.4%,30.0%,25.8%,6.8%,0.0%,71,57,49,13,0
605,1161345536,R. Davis,Ryan Davis,Davis,Ryan,3B,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,45,145,0.60,37.4%,38.4%,18.2%,6.1%,9.1%,37,38,18,6,9
606,1098311936,C. Morabito,Chris Morabito,Morabito,Chris,LF,Bucknell University,BUCK,730214144,Bucknell,BBC,L,R,44,147,0.60,37.4%,27.1%,27.1%,8.4%,1.9%,40,29,29,9,2
607,1306802176,L. Luskey,Luke Luskey,Luskey,Luke,1B,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,40,149,0.60,37.4%,42.6%,13.9%,6.1%,0.0%,43,49,16,7,0
607,1097548032,A. Townsend,Arderrius Townsend,Townsend,Arderrius,RF,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,46,166,0.60,37.4%,36.5%,20.9%,5.2%,2.6%,43,42,24,6,3
609,1281745664,J. Overbeek,Josh Overbeek,Overbeek,Josh,3B,University of Nebraska,NEB,4865,Nebraska,BBC,S,R,52,174,0.60,37.4%,31.3%,24.4%,6.9%,3.1%,49,41,32,9,4
609,1218142949,N. Traeger,Nolan Traeger,Traeger,Nolan,C,Texas Christian University,TCU,5045,TCU,BBC,L,R,47,159,0.60,37.4%,23.7%,28.2%,10.7%,0.0%,49,31,37,14,0
611,1162560000,G. Lewis Jr.,Gavin Lewis Jr.,Lewis Jr.,Gavin,SS,UAB,UAB,730345984,UAB,BBC,R,R,52,187,0.60,37.4%,21.6%,24.0%,17.0%,5.8%,64,37,41,29,10
612,1218484224,B. Barthol,Blake Barthol,Barthol,Blake,2B,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,L,R,69,252,0.60,37.4%,30.3%,27.7%,4.6%,8.2%,73,59,54,9,16
613,1301451265,L. Haskell,Logan Haskell,Haskell,Logan,LF,Binghamton University,BING,730155776,Binghamton,BBC,R,R,47,154,0.60,37.5%,26.5%,18.4%,17.6%,5.1%,51,36,25,24,7
613,1204964096,T. Drake,Tyson Drake,Drake,Tyson,LF,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,L,56,232,0.60,37.5%,28.1%,14.4%,20.0%,0.6%,60,45,23,32,1
613,1166939136,A. Atkinson,Alec Atkinson,Atkinson,Alec,1B,Yale University,YALE,730334464,Yale,BBC,R,R,39,141,0.60,37.5%,21.9%,32.0%,8.6%,7.0%,48,28,41,11,9
613,1330601216,M. Little,Morgan Little,Little,Morgan,1B,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,L,R,40,123,0.60,37.5%,33.3%,18.8%,10.4%,2.1%,36,32,18,10,2
613,1099145984,R. Galvan,Rylan Galvan,Galvan,Rylan,C,University of Texas,TEX,245,Texas,BBC,R,R,56,186,0.60,37.5%,31.7%,23.3%,7.5%,0.8%,45,38,28,9,1
613,1269407488,R. Novak,Ryan Novak,Novak,Ryan,LF,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,L,56,192,0.60,37.5%,30.6%,21.5%,10.4%,0.7%,54,44,31,15,1
613,1309684736,B. Burke,Brendan Burke,Burke,Brendan,C,Norfolk State University,NORF,3904,Norfolk State,BBC,L,R,35,100,0.60,37.5%,29.7%,25.0%,7.8%,3.1%,24,19,16,5,2
613,1099661312,J. DeCriscio,Justin DeCriscio,DeCriscio,Justin,SS,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,52,190,0.60,37.5%,27.8%,23.9%,10.8%,0.6%,66,49,42,19,1
613,1310334464,C. Campbell,Cade Campbell,Campbell,Cade,3B,University of California,CAL,730152448,California,BBC,R,R,51,198,0.60,37.5%,26.3%,26.3%,9.9%,0.7%,57,40,40,15,1
613,1129552649,T. Bridges,Trey Bridges,Bridges,Trey,LF,Grambling State University,GRAM,5378,Grambling State,BBC,L,L,52,200,0.60,37.5%,36.9%,20.0%,5.6%,0.6%,60,59,32,9,1
613,1841624466,N. Rippen,Nash Rippen,Rippen,Nash,LF,University of North Alabama,UNA,730266624,North Alabama,BBC,L,R,49,169,0.60,37.5%,41.7%,13.5%,7.3%,1.0%,36,40,13,7,1
613,1327605561,J. Jimenez,Julian Jimenez,Jimenez,Julian,CF,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,L,R,43,157,0.60,37.5%,48.3%,12.5%,1.7%,4.2%,45,58,15,2,5
625,1238969088,C. Bloomer,Chase Bloomer,Bloomer,Chase,SS,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,53,232,0.60,37.6%,32.6%,22.7%,7.2%,0.6%,68,59,41,13,1
626,1273290496,L. Moran,Landon Moran,Moran,Landon,1B,Stetson University,STET,730261504,Stetson,BBC,L,L,56,205,0.60,37.6%,31.8%,24.3%,6.4%,1.7%,65,55,42,11,3
627,1264072192,M. Echazarreta,Miggy Echazarreta,Echazarreta,Miggy,RF,High Point University,HP,730321152,High Point,BBC,L,R,53,183,0.60,37.6%,32.2%,21.5%,8.7%,7.4%,56,48,32,13,11
628,1114211072,C. Konczak,Caden Konczak,Konczak,Caden,RF,University of Toledo,TOL,5388,Toledo,BBC,L,R,60,229,0.60,37.6%,33.7%,20.8%,7.9%,1.5%,76,68,42,16,3
628,1201797120,J. Cannon,Jack Cannon,Cannon,Jack,LF,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,L,38,140,0.60,37.6%,37.6%,16.8%,7.9%,4.0%,38,38,17,8,4
628,1882429176,J. Beebe,Jared Beebe,Beebe,Jared,1B,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,53,225,0.60,37.6%,33.2%,24.8%,4.5%,1.0%,76,67,50,9,2
631,1348018397,J. Hauge,Jackson Hauge,Hauge,Jackson,RF,University of Kansas,KU,730360064,Kansas,BBC,R,R,59,238,0.60,37.6%,30.6%,23.1%,8.6%,0.5%,70,57,43,16,1
632,1182582784,T. Hillier,Three Hillier,Hillier,Three,C,High Point University,HP,730321152,High Point,BBC,L,R,54,194,0.60,37.6%,32.0%,21.3%,9.0%,0.6%,67,57,38,16,1
633,1101605632,A. Matias,Andres Matias,Matias,Andres,SS,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,55,191,0.60,37.7%,27.8%,23.5%,11.1%,4.3%,61,45,38,18,7
633,1318666496,E. Becker,Eric Becker,Becker,Eric,SS,University of Virginia,UVA,5415,Virginia,BBC,L,R,50,201,0.60,37.7%,26.5%,31.5%,4.3%,0.0%,61,43,51,7,0
633,1616187675,T. Davis,Tague Davis,Davis,Tague,TWP,University of Louisville,LOU,5467,Louisville,BBC,L,L,64,219,0.60,37.7%,33.3%,22.2%,6.8%,1.2%,61,54,36,11,2
636,1190789888,J. Pipercic,Jacob Pipercic,Pipercic,Jacob,RF,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,49,192,0.60,37.7%,28.1%,25.3%,8.9%,4.8%,55,41,37,13,7
637,1310371584,P. McDonald,Parker McDonald,McDonald,Parker,3B,Samford University,SAM,730386432,Samford,BBC,R,R,53,191,0.60,37.7%,32.6%,26.1%,3.6%,1.4%,52,45,36,5,2
638,1085400064,R. Sprock,Ryan Sprock,Sprock,Ryan,TWP,Elon University,ELON,730252544,Elon,BBC,R,R,57,221,0.61,37.7%,33.5%,23.6%,5.2%,0.0%,72,64,45,10,0
639,1333052160,G. Freeman,Gus Freeman,Freeman,Gus,1B,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,59,208,0.61,37.7%,27.9%,20.2%,14.2%,4.4%,69,51,37,26,8
639,1300201985,M. Holton,Mason Holton,Holton,Mason,TWP,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,56,229,0.61,37.7%,27.9%,29.0%,5.5%,1.6%,69,51,53,10,3
641,1187810560,J. Ybarra,Jeter Ybarra,Ybarra,Jeter,1B,University of Michigan,MICH,2290,Michigan,BBC,L,R,56,199,0.61,37.7%,31.4%,25.7%,5.1%,1.1%,66,55,45,9,2
641,1354194566,A. Kirchner,Andrew Kirchner,Kirchner,Andrew,1B,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,L,R,56,239,0.61,37.7%,34.9%,22.3%,5.1%,1.7%,66,61,39,9,3
643,1342170960,C. Diaz,Chris Diaz,Diaz,Chris,RF,Marist College,MRST,730374656,Marist,BBC,L,L,50,162,0.61,37.7%,32.5%,17.5%,12.3%,4.4%,43,37,20,14,5
643,1965008067,A. Mascuilli,Anthony Mascuilli,Mascuilli,Anthony,3B,UMBC,UMBC,730210304,UMBC,BBC,R,R,39,132,0.61,37.7%,28.1%,25.4%,8.8%,1.8%,43,32,29,10,2
645,1107073280,B. Jacklin,Blake Jacklin,Jacklin,Blake,RF,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,L,R,48,190,0.61,37.7%,28.7%,26.3%,7.2%,6.0%,63,48,44,12,10
645,1529112206,J. Legrande,Jon Legrande,Legrande,Jon,LF,St. John's University (NY),SJU,4285,St. John's,BBC,L,L,52,185,0.61,37.7%,32.9%,23.4%,6.0%,1.8%,63,55,39,10,3
647,1174371584,L. Crowden,Lane Crowden,Crowden,Lane,LF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,46,143,0.61,37.7%,30.2%,22.6%,9.4%,3.8%,40,32,24,10,4
647,1227126016,A. Sullivan,Adam Sullivan,Sullivan,Adam,1B,Le Moyne College,LMC,730202880,Le Moyne,BBC,L,R,39,144,0.61,37.7%,30.2%,28.3%,3.8%,0.9%,40,32,30,4,1
647,1079641856,Z. Fjelstad,Zach Fjelstad,Fjelstad,Zach,3B,UC Irvine,UCI,3031,UC Irvine,BBC,L,R,47,150,0.61,37.7%,45.3%,13.2%,3.8%,2.8%,40,48,14,4,3
650,1143009280,M. Winslow,Macon Winslow,Winslow,Macon,C,Duke University,DUKE,730336256,Duke,BBC,R,R,57,198,0.61,37.7%,39.1%,18.5%,4.6%,2.0%,57,59,28,7,3
650,1212883200,D. Tavarez,Diego Tavarez,Tavarez,Diego,LF,Wagner College,WAG,730192640,Wagner,BBC,L,R,50,186,0.61,37.7%,33.1%,18.5%,10.6%,2.0%,57,50,28,16,3
650,1207476224,J. Sweeney,Johnny Sweeney,Sweeney,Johnny,1B,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,R,57,194,0.61,37.7%,26.5%,27.2%,8.6%,0.0%,57,40,41,13,0
653,1279297280,C. Scanlon,Christian Scanlon,Scanlon,Christian,RF,Merrimack College,MRMK,730295552,Merrimack,BBC,L,L,49,151,0.61,37.8%,37.8%,15.3%,9.2%,0.0%,37,37,15,9,0
654,1310924800,S. Gates,Sam Gates,Gates,Sam,RF,George Washington University,GW,730249216,George Washington,BBC,L,R,50,188,0.61,37.8%,25.9%,25.2%,11.2%,3.5%,54,37,36,16,5
655,1330772992,D. Joyce,Dylan Joyce,Joyce,Dylan,1B,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,50,188,0.61,37.8%,35.6%,24.4%,2.2%,0.0%,51,48,33,3,0
656,1304358144,K. Wolff,Kyle Wolff,Wolff,Kyle,1B,Boston College,BC,227,Boston College,BBC,R,L,56,204,0.61,37.8%,32.0%,25.0%,5.2%,0.6%,65,55,43,9,1
656,1124743168,D. Damore,Dante Damore,Damore,Dante,1B,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,52,205,0.61,37.8%,36.0%,16.9%,9.3%,0.0%,65,62,29,16,0
656,1174874880,J. Tiroly,Joe Tiroly,Tiroly,Joe,2B,Rider University,RID,730174976,Rider,BBC,R,R,51,197,0.61,37.8%,32.0%,20.9%,9.3%,0.0%,65,55,36,16,0
659,1279684864,W. French,Wil French,French,Wil,1B,Arkansas State University,ARST,730290176,Arkansas State,BBC,S,R,54,203,0.61,37.8%,33.0%,22.2%,7.0%,1.1%,70,61,41,13,2
659,1142594304,H. Thomas,Hunter Thomas,Thomas,Hunter,C,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,53,228,0.61,37.8%,35.1%,20.5%,6.5%,0.0%,70,65,38,12,0
659,1518152991,N. Kirkpatrick,Nate Kirkpatrick,Kirkpatrick,Nate,3B,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,41,139,0.61,37.8%,29.7%,20.7%,11.7%,2.7%,42,33,23,13,3
662,1207766272,H. Godbout,Henry Godbout,Godbout,Henry,2B,University of Virginia,UVA,5415,Virginia,BBC,R,R,50,191,0.61,37.9%,32.2%,22.6%,7.3%,1.1%,67,57,40,13,2
663,1094749952,T. Keels,Tre Keels,Keels,Tre,CF,Longwood University,LONG,730219264,Longwood,BBC,R,R,51,197,0.61,37.9%,31.4%,15.7%,15.0%,2.9%,53,44,22,21,4
664,1309417216,G. Royer,Gianni Royer,Royer,Gianni,CF,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,53,205,0.61,37.9%,33.1%,21.3%,7.7%,0.0%,64,56,36,13,0
665,1304808960,T. Griffith,Tanner Griffith,Griffith,Tanner,CF,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,L,R,61,187,0.61,37.9%,24.7%,23.1%,14.3%,8.2%,69,45,42,26,15
665,1925267789,C. Kozeal,Cam Kozeal,Kozeal,Cam,1B,University of Arkansas,ARK,3375,Arkansas,BBC,L,R,60,231,0.61,37.9%,30.8%,28.0%,3.3%,3.3%,69,56,51,6,6
667,1192513280,A. Smart,Andrew Smart,Smart,Andrew,1B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,42,144,0.61,37.9%,35.3%,16.4%,10.3%,0.9%,44,41,19,12,1
668,1967439649,M. DAmato,Matt DAmato,DAmato,Matt,LF,Bryant University,BRY,730266880,Bryant,BBC,L,R,49,167,0.61,38.0%,38.0%,16.1%,8.0%,8.0%,52,52,22,11,11
669,1190621184,D. Dickinson,Daniel Dickinson,Dickinson,Daniel,2B,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,68,238,0.61,38.0%,28.0%,20.0%,14.0%,7.0%,76,56,40,28,14
670,1165732096,S. Parks,Sam Parks,Parks,Sam,CF,Stonehill College,SC,730238464,Stonehill,BBC,L,L,52,179,0.61,38.0%,31.6%,20.5%,9.9%,9.4%,65,54,35,17,16
670,1143051776,B. Boser,Bobby Boser,Boser,Bobby,3B,University of Florida,FLA,730168320,Florida,BBC,R,R,61,238,0.61,38.0%,31.0%,26.9%,4.1%,4.1%,65,53,46,7,7
672,1259825664,M. Dattalo,Michael Dattalo,Dattalo,Michael,3B,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,59,223,0.61,38.0%,29.2%,30.2%,2.6%,0.0%,73,56,58,5,0
673,1156909056,J. Lewis,Jeriah Lewis,Lewis,Jeriah,CF,San Jose State University,SJSU,730206720,San Jose State,BBC,L,R,59,219,0.61,38.0%,35.6%,11.7%,14.7%,1.8%,62,58,19,24,3
674,1104770560,T. Mariano,Tre Mariano,Mariano,Tre,1B,University of Toledo,TOL,5388,Toledo,BBC,R,R,47,155,0.61,38.0%,27.2%,21.7%,13.0%,1.1%,35,25,20,12,1
675,1984059385,C. Hill,Cameron Hill,Hill,Cameron,RF,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,50,211,0.61,38.1%,31.6%,18.1%,12.3%,0.6%,59,49,28,19,1
676,1204892672,B. Kim,Ben Kim,Kim,Ben,LF,Florida A&M University,FAMU,5416,Florida A&M,BBC,L,R,52,154,0.62,38.1%,30.2%,23.8%,7.9%,0.8%,48,38,30,10,1
676,1196066304,S. McCloud,Slade McCloud,McCloud,Slade,2B,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,R,56,218,0.62,38.1%,38.1%,16.4%,7.4%,3.2%,72,72,31,14,6
676,1297578240,R. Iffrig,Riley Iffrig,Iffrig,Riley,1B,Saint Louis University,SLU,2291,St. Louis,BBC,L,L,58,214,0.62,38.1%,31.7%,21.7%,8.5%,0.0%,72,60,41,16,0
676,1306729472,N. Barone,Nick Barone,Barone,Nick,LF,Liberty University,LIB,730156288,Liberty,BBC,R,R,55,209,0.62,38.1%,35.1%,20.2%,6.5%,0.6%,64,59,34,11,1
680,1297607680,T. Phelps,Tre Phelps,Phelps,Tre,RF,University of Georgia,UGA,226,Georgia,BBC,R,R,50,201,0.62,38.1%,34.4%,17.5%,10.0%,0.0%,61,55,28,16,0
681,1911454103,S. Edwards,Savoi Edwards,Edwards,Savoi,LF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,L,L,49,159,0.62,38.1%,33.1%,21.2%,7.6%,4.2%,45,39,25,9,5
682,1310419200,E. Bouldin,Evan Bouldin,Bouldin,Evan,3B,University of Delaware,DEL,730203136,Delaware,BBC,R,R,53,217,0.62,38.1%,31.4%,19.1%,11.3%,0.0%,74,61,37,22,0
682,1092719616,C. Beattie,Chase Beattie,Beattie,Chase,C,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,45,129,0.62,38.1%,20.6%,29.9%,11.3%,1.0%,37,20,29,11,1
684,1155635456,W. Weber,Wilson Weber,Weber,Wilson,C,Oregon State University,ORST,3111,Oregon State,BBC,R,R,63,230,0.62,38.2%,26.6%,27.2%,8.1%,0.6%,66,46,47,14,1
685,1220401408,W. MacLean,Will MacLean,MacLean,Will,1B,Creighton University,CREI,730243840,Creighton,BBC,L,L,56,198,0.62,38.2%,27.0%,21.7%,13.2%,0.7%,58,41,33,20,1
685,1052864533,J. Vanegas,Jesus Vanegas,Vanegas,Jesus,2B,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,60,221,0.62,38.2%,38.8%,13.2%,9.9%,1.3%,58,59,20,15,2
685,1025681362,N. Martinez,Nathan Martinez,Martinez,Nathan,SS,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,51,193,0.62,38.2%,32.9%,20.4%,8.6%,2.6%,58,50,31,13,4
688,1006020866,A. Phillips,Austin Phillips,Phillips,Austin,SS,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,48,169,0.62,38.2%,24.4%,26.7%,10.7%,0.0%,50,32,35,14,0
689,1556185939,A. Hernandez,Alex Hernandez,Hernandez,Alex,TWP,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,59,230,0.62,38.2%,32.3%,24.7%,4.8%,0.0%,71,60,46,9,0
690,1176069376,R. Villeneuve,Robin Villeneuve,Villeneuve,Robin,1B,Texas Tech University,TTU,2350,Texas Tech,BBC,R,L,52,189,0.62,38.2%,29.2%,28.5%,4.2%,0.0%,55,42,41,6,0
690,1558675664,A. Rodriguez,Adrian Rodriguez,Rodriguez,Adrian,3B,University of Texas,TEX,245,Texas,BBC,S,B,49,182,0.62,38.2%,29.9%,25.7%,6.3%,0.7%,55,43,37,9,1
690,1289668671,L. Hernandez,Luis Hernandez,Hernandez,Luis,C,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,54,174,0.62,38.2%,26.4%,25.0%,10.4%,3.5%,55,38,36,15,5
693,1342167303,C. Munster,Cayden Munster,Munster,Cayden,1B,Fresno State,FRES,730384384,Fresno State,BBC,L,R,52,176,0.62,38.2%,36.6%,17.1%,8.1%,0.0%,47,45,21,10,0
694,1297347328,A. Guzman,Adonys Guzman,Guzman,Adonys,C,University of Arizona,ARIZ,232,Arizona,BBC,R,R,62,232,0.62,38.2%,30.4%,24.5%,6.9%,1.0%,78,62,50,14,2
695,1136407809,A. Guerrero,AJ Guerrero,Guerrero,AJ,LF,University of Washington,WASH,3110,Washington,BBC,R,R,53,218,0.62,38.3%,38.3%,20.8%,2.7%,0.5%,70,70,38,5,1
696,1890491822,J. Campbell,Jay Campbell,Campbell,Jay,3B,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,55,189,0.62,38.3%,29.5%,25.5%,6.7%,1.3%,57,44,38,10,2
697,1153311232,D. Wyatt,Danny Wyatt,Wyatt,Danny,3B,UMBC,UMBC,730210304,UMBC,BBC,R,R,46,152,0.62,38.3%,27.3%,21.1%,13.3%,0.8%,49,35,27,17,1
698,1192504064,B. Bevis,Blake Bevis,Bevis,Blake,1B,Ball State University,BALL,730195456,Ball State,BBC,R,R,57,227,0.62,38.3%,32.0%,16.6%,13.1%,0.0%,67,56,29,23,0
698,1100324865,A. Horvath,Andrew Horvath,Horvath,Andrew,C,University of Akron,AKR,540536064,Akron,BBC,R,R,53,203,0.62,38.3%,30.3%,24.6%,6.9%,1.1%,67,53,43,12,2
698,1273293312,B. Poppell,Broedy Poppell,Poppell,Broedy,C,Florida A&M University,FAMU,5416,Florida A&M,BBC,S,R,58,212,0.62,38.3%,33.1%,17.7%,10.9%,1.7%,67,58,31,19,3
701,1320034048,E. Bottone,Evan Bottone,Bottone,Evan,CF,University of Akron,AKR,540536064,Akron,BBC,L,R,52,215,0.62,38.3%,29.8%,26.6%,5.3%,3.2%,72,56,50,10,6
702,1100224000,C. Vance,Cooper Vance,Vance,Cooper,SS,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,52,187,0.62,38.3%,33.1%,18.8%,9.7%,1.3%,59,51,29,15,2
703,1310362624,J. Ogden,Jake Ogden,Ogden,Jake,SS,University of Miami,MIA,236,Miami,BBC,R,R,62,253,0.62,38.3%,30.8%,22.9%,7.9%,4.7%,82,66,49,17,10
703,1160909568,S. Montoya,Shaun Montoya,Montoya,Shaun,RF,University of Kentucky,UK,5362,Kentucky,BBC,L,R,48,133,0.62,38.3%,28.0%,25.2%,8.4%,4.7%,41,30,27,9,5
703,1213082624,C. Bower,Colton Bower,Bower,Colton,C,University of Washington,WASH,3110,Washington,BBC,R,R,50,159,0.62,38.3%,27.1%,21.5%,13.1%,3.7%,41,29,23,14,4
706,1176126464,R. Robinson,Ryder Robinson,Robinson,Ryder,SS,Brigham Young University,BYU,730257152,BYU,BBC,S,R,55,224,0.62,38.3%,31.7%,22.2%,7.8%,0.6%,64,53,37,13,1
706,1870143898,J. Sanchez,Jacob Sanchez,Sanchez,Jacob,1B,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,52,196,0.62,38.3%,31.7%,22.8%,7.2%,3.0%,64,53,38,12,5
708,1213076480,M. Murphy,Mikey Murphy,Murphy,Mikey,LF,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,47,165,0.62,38.3%,30.0%,27.5%,4.2%,3.3%,46,36,33,5,4
708,1093167104,K. Douglas,Kameron Douglas,Douglas,Kameron,TWP,Alabama State University,ALST,4765,Alabama State,BBC,R,R,59,233,0.62,38.3%,32.2%,23.3%,6.1%,0.0%,69,58,42,11,0
710,1120324096,A. Zarlingo,Anthony Zarlingo,Zarlingo,Anthony,CF,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,S,R,56,222,0.62,38.3%,31.6%,21.8%,8.3%,5.7%,74,61,42,16,11
711,1232373760,T. Sudbrook,Troy Sudbrook,Sudbrook,Troy,3B,University of Toledo,TOL,5388,Toledo,BBC,L,R,61,244,0.62,38.3%,28.2%,25.2%,8.3%,2.4%,79,58,52,17,5
712,1758585081,J. Dauer,Jack Dauer,Dauer,Jack,3B,Yale University,YALE,730334464,Yale,BBC,R,R,45,173,0.62,38.4%,27.4%,24.7%,9.6%,1.4%,56,40,36,14,2
713,1162512640,T. Armstrong,Tyce Armstrong,Armstrong,Tyce,RF,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,54,207,0.62,38.4%,30.2%,22.7%,8.7%,0.0%,66,52,39,15,0
713,1341740032,R. Dooley,Ryan Dooley,Dooley,Ryan,RF,James Madison University,JMU,730340096,James Madison,BBC,L,R,54,191,0.62,38.4%,34.9%,17.4%,9.3%,2.3%,66,60,30,16,4
715,1130203648,J. Zamora,Joseph Zamora,Zamora,Joseph,2B,Appalachian State University,APP,730240256,Appalachian State,BBC,S,R,52,205,0.62,38.4%,25.4%,28.1%,8.1%,1.6%,71,47,52,15,3
716,1235352576,J. Bell,Jack Bell,Bell,Jack,3B,Texas Christian University,TCU,5045,TCU,BBC,L,R,55,139,0.62,38.4%,30.3%,21.2%,10.1%,1.0%,38,30,21,10,1
717,1093146112,C. Mizell,Coleman Mizell,Mizell,Coleman,LF,University of Alabama,ALA,730206976,Alabama,BBC,L,L,48,157,0.62,38.4%,33.0%,24.1%,4.5%,0.0%,43,37,27,5,0
718,1310333184,J. Krieg,Jacob Krieg,Krieg,Jacob,1B,Oregon State University,ORST,3111,Oregon State,BBC,R,R,59,200,0.62,38.4%,33.6%,22.4%,5.6%,0.0%,48,42,28,7,0
719,1341082951,T. Bates,Taj Bates,Bates,Taj,3B,Southern University,SOU,4767,Southern,BBC,R,R,44,176,0.62,38.4%,34.4%,22.5%,4.6%,0.0%,58,52,34,7,0
720,1162562304,T. Barth,Tommy Barth,Barth,Tommy,LF,University of Kansas,KU,730360064,Kansas,BBC,R,L,58,203,0.62,38.4%,26.2%,20.1%,15.2%,0.6%,63,43,33,25,1
720,1087793920,B. Short,Brady Short,Short,Brady,SS,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,L,R,48,182,0.62,38.4%,32.3%,20.1%,9.1%,2.4%,63,53,33,15,4
722,1132701184,C. McGinnis,Cal McGinnis,McGinnis,Cal,2B,University of Evansville,EVAN,730327808,Evansville,BBC,L,R,47,192,0.62,38.4%,30.5%,23.2%,7.9%,3.4%,68,54,41,14,6
723,1145240064,T. Salvaggio,TJ Salvaggio,Salvaggio,TJ,SS,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,54,222,0.62,38.4%,29.5%,22.1%,10.0%,0.5%,73,56,42,19,1
723,1229994703,J. Schark,Jack Schark,Schark,Jack,2B,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,59,222,0.62,38.4%,35.8%,18.9%,6.8%,7.4%,73,68,36,13,14
725,1056312556,Z. Thompson,Zack Thompson,Thompson,Zack,C,Mercer University,MER,730240512,Mercer,BBC,R,R,53,154,0.63,38.5%,23.1%,26.2%,12.3%,4.6%,50,30,34,16,6
725,1070340091,H. Gomric,Hank Gomric,Gomric,Hank,LF,Saint Louis University,SLU,2291,St. Louis,BBC,L,L,57,194,0.63,38.5%,32.0%,20.1%,9.5%,0.0%,65,54,34,16,0
727,1912854991,D. Longo,Dom Longo,Longo,Dom,3B,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,61,243,0.63,38.5%,30.0%,22.5%,9.0%,0.0%,77,60,45,18,0
728,1162532096,T. Lopez,Tracer Lopez,Lopez,Tracer,2B,Texas Tech University,TTU,2350,Texas Tech,BBC,L,R,53,221,0.63,38.5%,31.6%,25.1%,4.8%,2.7%,72,59,47,9,5
729,1171615232,J. Berg,Jake Berg,Berg,Jake,C,Lipscomb University,LIP,730307072,Lipscomb,BBC,L,R,52,191,0.63,38.5%,27.0%,22.4%,12.1%,4.0%,67,47,39,21,7
