Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,GS,G_C,G_1B,G_2B,G_3B,G_SS,G_IF,G_OF,G_LF,G_CF,G_RF
2271,1449143146,W. Baker,Will Baker,Baker,Will,2B,Georgia Tech,GT,100,Georgia Tech,BBC,L,R,34,24,0,0,25,10,0,34,0,0,0,0
2271,1058192003,C. Schrack,Carson Schrack,Schrack,Carson,2B,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,L,R,34,33,0,0,33,1,0,34,0,0,0,0
2271,1833974277,C. King,Caleb King,King,Caleb,C,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,34,34,34,0,0,0,0,0,0,0,0,0
2271,1400171673,M. Saumell,Michael Vincent Saumell,Saumell,Michael Vincent,C,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,S,R,34,34,34,0,0,0,0,0,0,0,0,0
2271,1972853646,D. Cook,Danny Cook,Cook,Danny,2B,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,34,28,0,0,34,0,0,34,0,0,0,0
2271,1910342021,C. Schneider,Cooper Schneider,Schneider,Cooper,RF,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,34,33,0,0,0,0,0,0,34,12,2,25
2271,1078030211,A. Amburgey,Austin Amburgey,Amburgey,Austin,1B,Valparaiso University,VALP,730369536,Valparaiso,BBC,L,R,34,30,0,34,0,0,0,34,0,0,0,0
2271,1071999889,M. Ross,Max Ross,Ross,Max,RF,Santa Clara University,SCU,730297600,Santa Clara,BBC,L,R,34,31,0,0,0,0,0,0,34,5,13,20
2271,1599151945,T. Simpson,Tanner Simpson,Simpson,Tanner,RF,Lindenwood University,LU,730322176,Lindenwood,BBC,L,R,34,24,0,0,0,0,0,0,34,10,0,24
2271,1370253647,J. Jimenez,Jorsixt Jimenez,Jimenez,Jorsixt,RF,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,34,33,0,0,0,0,0,0,34,0,0,34
2271,1129956854,M. Perry,Max Perry,Perry,Max,SS,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,34,30,0,0,0,0,34,34,0,0,0,0
2271,1943433924,A. French,Anderson French,French,Anderson,C,Virginia Tech,VT,2293,Virginia Tech,BBC,L,R,34,21,14,20,0,0,0,20,0,0,0,0
2271,1712724103,C. Husser,Collin Husser,Husser,Collin,RF,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,34,34,0,0,0,0,0,0,34,0,0,34
2271,1342169566,D. Lingle,Daniel Lingle,Lingle,Daniel,P,College of William & Mary,WM,730232064,William & Mary,BBC,R,R,34,0,0,0,0,0,0,0,0,0,0,0
2271,1514597939,G. Hicks,Garrett Hicks,Hicks,Garrett,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,34,0,0,0,0,0,0,0,0,0,0,0
2271,1605735467,T. Spainhoward,Trevor Spainhoward,Spainhoward,Trevor,C,California Baptist University,CBU,5091,California Baptist,BBC,R,R,34,22,34,0,0,0,0,0,0,0,0,0
2271,1711485019,D. Lewis,Donte Lewis,Lewis,Donte,TWP,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,34,22,0,0,0,0,0,0,22,3,16,5
2271,1342169508,N. Quarless,Noah Quarless,Quarless,Noah,C,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,34,31,34,0,0,0,0,0,0,0,0,0
2271,1774046423,Z. Williams,Zion Williams,Williams,Zion,LF,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,34,33,0,0,0,0,0,0,34,34,0,0
2271,1001010929,T. Schmidt,Tate Schmidt,Schmidt,Tate,2B,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,R,34,31,0,0,34,0,0,34,0,0,0,0
2271,1347636361,M. Toomey,Matt Toomey,Toomey,Matt,LF,Long Beach State University,LBSU,730224128,Long Beach State,BBC,L,R,34,32,0,0,0,0,0,0,34,33,1,1
2271,1436453277,B. Vest,Boston Vest,Vest,Boston,3B,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,34,30,0,0,0,34,0,34,0,0,0,0
2271,1222751202,C. Gonzalez,Cesar Gonzalez,Gonzalez,Cesar,C,Boston College,BC,227,Boston College,BBC,R,R,34,7,23,0,0,0,0,0,0,0,0,0
2271,1792143673,C. Green,Cole Green,Green,Cole,CF,Rice University,RICE,2352,Rice,BBC,R,R,34,27,0,0,1,18,0,19,16,7,9,0
2271,1587154519,C. Butera,Christian Butera,Butera,Christian,3B,Brown University,BRWN,730236160,Brown,BBC,R,R,34,33,0,5,0,30,0,34,0,0,0,0
2271,1342169412,A. Thaxton,Aidan Thaxton,Thaxton,Aidan,2B,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,34,33,0,0,34,0,0,34,0,0,0,0
2271,1581848523,G. Lakins,Gunner Lakins,Lakins,Gunner,RF,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,34,33,0,9,0,0,0,9,25,1,0,24
2271,1851876651,R. Kelly,Rowan Kelly,Kelly,Rowan,RF,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,L,L,34,29,0,0,0,0,0,0,34,4,24,6
2271,1337240915,R. Heinrich,Rayner Heinrich,Heinrich,Rayner,LF,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,34,34,0,0,5,0,0,5,29,29,0,0
2271,1527324490,N. Biddle,Nick Biddle,Biddle,Nick,C,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,34,27,34,0,0,0,0,0,0,0,0,0
2271,1342170872,N. Garcia,Nomar Garcia,Garcia,Nomar,SS,Indiana State University,INST,730350080,Indiana State,BBC,R,R,34,34,0,0,0,0,34,34,0,0,0,0
2346,1155640576,L. Heefner,Luke Heefner,Heefner,Luke,SS,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,L,R,33,33,0,0,0,0,33,33,0,0,0,0
2346,1162299648,E. Melton,Ethan Melton,Melton,Ethan,CF,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,33,28,0,0,0,0,0,0,33,1,29,3
2346,1310397696,O. Michelson,Owen Michelson,Michelson,Owen,LF,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,33,33,1,0,0,0,0,0,33,11,0,23
2346,1179443968,J. Cromwick,Josiah Cromwick,Cromwick,Josiah,C,Arizona State University,ASU,5035,Arizona State,BBC,R,R,33,31,33,0,0,0,0,0,0,0,0,0
2346,1188063744,S. Myers,Sam Myers,Myers,Sam,LF,Texas Christian University,TCU,5045,TCU,BBC,L,L,33,21,0,0,0,0,0,0,33,33,0,0
2346,1102218240,J. Beaman,Jackson Beaman,Beaman,Jackson,RF,University of Iowa,IOWA,1232,Iowa,BBC,R,R,33,26,0,0,0,0,0,0,33,3,0,30
2346,1205071872,J. Williams,Jake Henry Williams,Williams,Jake Henry,LF,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,33,33,0,0,0,0,0,0,33,33,0,0
2346,1235385856,M. Abell,Mark Abell,Abell,Mark,TWP,Army West Point,ARMY,4744,Army,BBC,L,R,33,20,0,0,21,2,0,21,0,0,0,0
2346,1310663424,C. Bryant,Cam Bryant,Bryant,Cam,2B,Ohio University,OHIO,730298368,Ohio,BBC,L,R,33,31,0,0,28,0,7,33,0,0,0,0
2346,1123748096,A. Masters,Aidan Masters,Masters,Aidan,2B,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,33,29,0,4,6,3,0,13,21,21,0,0
2346,1273284864,C. Hodges,Clayton Hodges,Hodges,Clayton,LF,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,33,15,0,0,0,0,0,0,33,28,6,0
2346,1310597120,J. Gonzalez Febo,Jorge Gonzalez Febo,Gonzalez Febo,Jorge,3B,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,33,31,0,4,0,32,0,33,0,0,0,0
2346,1115512064,J. Quinlan,John Quinlan,Quinlan,John,LF,Cornell University,COR,730298624,Cornell,BBC,S,R,33,31,0,0,0,0,0,0,33,33,0,0
2346,1106674944,M. Best,Matthew Best,Best,Matthew,LF,UMBC,UMBC,730210304,UMBC,BBC,R,R,33,22,0,0,0,0,0,0,33,13,0,22
2346,1093956096,C. Parker,Caden Parker,Parker,Caden,RF,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,33,32,0,0,0,0,0,0,33,4,4,28
2346,1202710784,G. Boree,Gunner Boree,Boree,Gunner,2B,Brown University,BRWN,730236160,Brown,BBC,R,R,33,33,0,0,33,0,0,33,0,0,0,0
2346,1310848768,E. Krewson,Elliot Krewson,Krewson,Elliot,SS,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,33,33,0,0,0,0,33,33,0,0,0,0
2346,1222897152,C. Grantham,Corbin Grantham,Grantham,Corbin,CF,Radford University,RAD,730267392,Radford,BBC,R,L,33,29,0,0,0,0,0,0,33,0,33,0
2346,1293149440,S. Selinsky,Skye Selinsky,Selinsky,Skye,CF,Columbia University,CLMB,730319104,Columbia,BBC,R,R,33,33,0,0,0,0,0,0,33,5,29,0
2346,1330601216,M. Little,Morgan Little,Little,Morgan,1B,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,L,R,33,31,0,33,0,0,0,33,0,0,0,0
2346,1255051520,T. Ellis,Tristan Ellis,Ellis,Tristan,3B,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,R,33,28,0,0,0,29,5,33,0,0,0,0
2346,1336565504,D. Loy,Dylan Loy,Loy,Dylan,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,L,33,0,0,0,0,0,0,0,0,0,0,0
2346,1084952576,A. Mckenna,Andrew Mckenna,Mckenna,Andrew,C,Tulane University,TULN,730354176,Tulane,BBC,L,R,33,20,32,0,0,0,0,0,1,1,0,0
2346,1310690048,F. Kelly,Frank Kelly,Kelly,Frank,2B,High Point University,HP,730321152,High Point,BBC,R,R,33,18,0,0,25,4,4,33,0,0,0,0
2346,1269498368,J. Grimes,Jacob Grimes,Grimes,Jacob,LF,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,L,L,33,22,0,0,0,0,0,0,33,13,10,11
2346,1126687488,G. Caston,Gavin Caston,Caston,Gavin,RF,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,33,28,0,0,0,0,0,0,33,0,1,32
2346,1246655744,T. Gordon,Tyler Gordon,Gordon,Tyler,3B,UC Riverside,UCRV,730281728,UC Riverside,BBC,L,R,33,33,0,0,0,25,9,33,0,0,0,0
2346,1174781440,C. Koniarsky,Cole Koniarsky,Koniarsky,Cole,RF,UNLV,UNLV,730161664,UNLV,BBC,R,R,33,33,0,0,0,0,0,0,33,0,0,33
2346,1310313729,J. Asencio,Jayden Asencio,Asencio,Jayden,C,Coppin State University,COPP,730194176,Coppin State,BBC,L,R,33,30,33,0,0,0,0,0,0,0,0,0
2346,1213485312,F. Ferrentino,Frankie Ferrentino,Ferrentino,Frankie,C,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,33,33,33,0,0,0,0,0,0,0,0,0
2346,1239359232,B. Buecker,Brendan Buecker,Buecker,Brendan,C,Monmouth University,MONM,4164,Monmouth,BBC,R,R,33,30,33,0,0,0,0,0,0,0,0,0
2346,1309684736,B. Burke,Brendan Burke,Burke,Brendan,C,Norfolk State University,NORF,3904,Norfolk State,BBC,L,R,33,30,33,0,0,0,0,0,0,0,0,0
2346,1084066560,S. Scott,Spencer Scott,Scott,Spencer,SS,University of Portland,PORT,730360320,Portland,BBC,R,R,33,24,0,3,4,3,24,33,0,0,0,0
2346,1178073344,A. Taurek,Aiden Taurek,Taurek,Aiden,LF,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,33,33,0,0,0,0,0,0,33,33,0,0
2346,1173787136,S. Feller,Sawyer Feller,Feller,Sawyer,C,Harvard University,HARV,5450,Harvard,BBC,R,R,33,31,33,0,0,0,0,0,0,0,0,0
2346,1205939200,T. Cox,Tyler Cox,Cox,Tyler,CF,Hofstra University,HOF,730245120,Hofstra,BBC,L,R,33,33,0,0,0,0,0,0,33,6,27,0
2346,1104780104,N. Voss,Nate Voss,Voss,Nate,C,Penn State University,PSU,5326,Penn State,BBC,R,R,33,28,33,0,0,0,0,0,0,0,0,0
2346,1351611079,R. Brown,Ryan Brown,Brown,Ryan,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,33,18,0,0,3,0,0,3,15,0,15,0
2346,1025516787,A. Jimenez,Adrian Jimenez,Jimenez,Adrian,SS,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,33,31,0,0,23,2,8,33,0,0,0,0
2346,1379679953,E. Swofford,Easton Swofford,Swofford,Easton,2B,Liberty University,LIB,730156288,Liberty,BBC,L,R,33,30,0,0,16,18,0,33,0,0,0,0
2346,1651353357,B. Curlis,Brayden Curlis,Curlis,Brayden,3B,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,33,30,0,0,20,13,1,33,0,0,0,0
2346,1806792104,J. Lee,Jayce Lee,Lee,Jayce,LF,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,33,30,0,0,0,0,0,0,33,27,0,7
2346,1243572201,J. Batts,Justin Batts,Batts,Justin,1B,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,33,32,0,26,0,6,0,32,0,0,0,0
2346,1342168063,T. Macon,Tyler Macon,Macon,Tyler,LF,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,33,27,0,0,1,0,0,1,32,28,1,5
2346,1171397693,S. Moses,Sonnier Moses,Moses,Sonnier,2B,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,33,32,0,0,30,0,5,32,1,1,0,0
2346,1096344505,C. Bland,Cermodrick Bland,Bland,Cermodrick,RF,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,33,30,0,0,0,0,0,0,33,0,19,15
2346,1962798655,C. Katayama-Stall,Cole Katayama-Stall,Katayama-Stall,Cole,3B,University of Portland,PORT,730360320,Portland,BBC,L,R,33,30,0,0,7,11,16,32,0,0,0,0
2346,1615257661,A. Breckheimer,Alex Breckheimer,Breckheimer,Alex,P,University of Kansas,KU,730360064,Kansas,BBC,R,R,33,0,0,0,0,0,0,0,0,0,0,0
2346,1342169367,C. Colyer,CJ Colyer,Colyer,CJ,1B,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,33,28,0,30,0,0,0,30,3,0,0,3
2346,1591355773,E. Escobar,Evan Escobar,Escobar,Evan,SS,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,33,28,0,0,0,0,33,33,0,0,0,0
2346,1343189705,E. Miller,Ethan Miller,Miller,Ethan,C,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,33,28,31,0,0,0,0,0,1,0,0,1
2346,1528912477,C. Patterson,Chris Patterson,Patterson,Chris,3B,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,33,30,0,0,0,33,0,33,0,0,0,0
2346,1393786348,G. Degnan,Gavin Degnan,Degnan,Gavin,RF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,33,24,0,0,0,0,0,0,33,1,6,28
2346,1097991061,B. Cali,Brayden Cali,Cali,Brayden,SS,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,33,30,0,0,3,0,28,31,2,2,0,0
2346,1848151360,B. Campbell,Bryce Campbell,Campbell,Bryce,1B,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,33,33,0,32,1,0,0,33,0,0,0,0
2401,1126294528,R. Black,Ryan Black,Black,Ryan,2B,University of Georgia,UGA,226,Georgia,BBC,L,R,32,27,0,6,29,0,0,32,0,0,0,0
2401,1310653952,J. Wagoner,Jake Wagoner,Wagoner,Jake,C,Seattle University,SEA,4504,Seattle,BBC,R,R,32,31,30,2,0,0,0,2,0,0,0,0
2401,1088061440,R. Hamchuk,Robert Hamchuk,Hamchuk,Robert,LF,University of Michigan,MICH,2290,Michigan,BBC,R,R,32,17,0,0,0,0,0,0,32,19,1,15
2401,1188416000,S. Smith,Sean Smith,Smith,Sean,LF,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,32,32,0,0,0,0,0,0,32,32,0,0
2401,1248436992,N. Souza,Nolan Souza,Souza,Nolan,2B,University of Arkansas,ARK,3375,Arkansas,BBC,L,R,32,28,0,0,32,0,4,32,0,0,0,0
2401,1309422336,B. Randle,Brayden Randle,Randle,Brayden,2B,University of Mississippi,MISS,5322,Ole Miss,BBC,L,R,32,18,0,0,13,0,20,32,0,0,0,0
2401,1152863744,B. Hot,Bayram Hot,Hot,Bayram,2B,University of Louisville,LOU,5467,Louisville,BBC,R,R,32,26,0,2,27,1,4,31,1,0,0,1
2401,1261687040,T. Zwirecki,Thomas Zwirecki,Zwirecki,Thomas,C,Canisius College,CAN,730218752,Canisius,BBC,R,R,32,32,32,0,0,0,0,0,0,0,0,0
2401,1239328256,O. Carlson,Owen Carlson,Carlson,Owen,2B,Cornell University,COR,730298624,Cornell,BBC,L,R,32,32,0,0,32,0,0,32,0,0,0,0
2401,1330558464,L. Hammond,Luke Hammond,Hammond,Luke,3B,Xavier University,XAV,5464,Xavier,BBC,R,R,32,32,0,0,0,32,0,32,0,0,0,0
2401,1239187968,J. Hower,Jackson Hower,Hower,Jackson,RF,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,32,32,0,0,0,0,0,0,32,0,2,31
2401,1334075392,D. Bicknell,Drake Bicknell,Bicknell,Drake,C,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,32,30,25,0,0,1,0,1,7,7,0,0
2401,1179735808,W. Jesske,Will Jesske,Jesske,Will,C,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,32,22,32,0,0,0,0,0,0,0,0,0
2401,1258112256,M. Garbowski,Matt Garbowski,Garbowski,Matt,C,University of Connecticut,CONN,5486,Connecticut,BBC,L,R,32,28,32,0,0,0,0,0,0,0,0,0
2401,1250235392,A. Benes,Adam Benes,Benes,Adam,1B,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,32,29,0,25,10,2,0,32,0,0,0,0
2401,1297342976,L. Carrier,Lorenzo Carrier,Carrier,Lorenzo,RF,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,32,32,0,0,0,0,0,0,32,0,1,31
2401,1202717696,D. LaPointe,Dylan LaPointe,LaPointe,Dylan,C,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,32,30,32,0,0,0,0,0,0,0,0,0
2401,1237027328,T. Martinez,Tony Martinez,Martinez,Tony,1B,UC Irvine,UCI,3031,UC Irvine,BBC,L,R,32,32,0,32,0,0,0,32,0,0,0,0
2401,1302783489,J. Perez,Jaime Perez,Perez,Jaime,C,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,32,32,23,0,2,8,0,9,0,0,0,0
2401,1143098624,R. Miller,Ryan Miller,Miller,Ryan,1B,The Ohio State University,OSU,4144,Ohio State,BBC,L,R,32,31,0,32,0,0,0,32,0,0,0,0
2401,1310808576,K. Strohmeyer,Kellen Strohmeyer,Strohmeyer,Kellen,RF,University of Iowa,IOWA,1232,Iowa,BBC,L,R,32,17,0,0,0,0,0,0,32,3,3,31
2401,1336609280,T. Schuyler,TJ Schuyler,Schuyler,TJ,C,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,32,29,32,0,0,0,0,0,0,0,0,0
2401,1178179328,P. Curtis,Preston Curtis,Curtis,Preston,RF,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,32,30,0,1,0,0,0,1,31,7,2,24
2401,1119242752,A. Kohl,Andrew Kohl,Kohl,Andrew,RF,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,32,28,0,0,0,0,0,0,32,0,4,29
2401,1275969792,J. Anderson,Jacob Anderson,Anderson,Jacob,3B,Michigan State University,MSU,1551,Michigan State,BBC,R,R,32,25,0,0,1,31,0,32,0,0,0,0
2401,1110656000,J. Spanier,Jack Spanier,Spanier,Jack,SS,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,32,31,0,0,0,0,32,32,0,0,0,0
2401,1142998784,D. Cupp,Dylan Cupp,Cupp,Dylan,SS,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,32,31,0,0,1,0,31,32,0,0,0,0
2401,1226676992,E. Smith,Evan Smith,Smith,Evan,CF,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,R,32,29,1,0,0,0,0,0,31,0,31,0
2401,1077998080,C. Campbell,Cole Campbell,Campbell,Cole,C,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,32,31,18,14,0,0,0,14,0,0,0,0
2401,1243375616,N. Booker,Narvin Booker,Booker,Narvin,CF,Nicholls State University,NICH,730284032,Nicholls State,BBC,L,R,32,31,0,0,0,0,0,0,32,0,32,0
2401,1263483392,T. Cotten,Tyler Cotten,Cotten,Tyler,C,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,32,28,20,13,0,0,0,13,0,0,0,0
2401,1301078016,D. Burroway,Daniel Burroway,Burroway,Daniel,1B,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,32,32,0,32,0,0,0,32,0,0,0,0
2401,1251292160,R. Hart,River Hart,Hart,River,LF,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,32,31,0,4,0,0,0,4,29,27,0,3
2401,1195475456,T. Howard,Tyler Howard,Howard,Tyler,C,University of Portland,PORT,730360320,Portland,BBC,R,R,32,32,32,0,0,0,0,0,0,0,0,0
2401,1084103168,M. Fung,Matty Fung,Fung,Matty,RF,University of San Francisco,SF,730365696,San Francisco,BBC,L,R,32,29,0,0,10,0,0,10,23,2,0,21
2401,1210409472,J. Amaral,JT Amaral,Amaral,JT,RF,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,32,28,0,0,0,0,0,0,32,2,0,30
2401,1330096896,R. Ward,Ryan Ward,Ward,Ryan,3B,University of San Diego,USD,5320,San Diego,BBC,L,R,32,15,0,0,9,11,4,22,11,10,1,1
2401,1123875840,M. Tsoukalas,Michael Tsoukalas,Tsoukalas,Michael,1B,Seattle University,SEA,4504,Seattle,BBC,L,R,32,16,1,32,0,1,0,32,0,0,0,0
2401,1257447424,A. Barry,Aidan Barry,Barry,Aidan,1B,Villanova University,VILL,730278400,Villanova,BBC,L,L,32,26,0,29,0,0,0,29,5,0,0,5
2401,1289946112,S. Donahue,Scott Donahue,Donahue,Scott,C,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,32,32,32,0,0,0,0,0,0,0,0,0
2401,1222537473,B. Clark,Ben Clark,Clark,Ben,C,Oakland University,OAK,5386,Oakland,BBC,R,R,32,32,27,6,0,0,0,6,0,0,0,0
2401,1318824960,J. Dunn,JD Dunn,Dunn,JD,LF,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,32,14,0,0,12,0,0,12,20,12,3,7
2401,1081676042,D. Giannini,Drew Giannini,Giannini,Drew,1B,San Jose State University,SJSU,730206720,San Jose State,BBC,L,R,32,30,0,26,2,4,0,32,0,0,0,0
2401,1397001976,A. Aleman,Angelo Aleman,Aleman,Angelo,2B,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,32,27,0,0,28,4,1,32,0,0,0,0
2401,1231603603,D. Whitfield,Damien Whitfield,Whitfield,Damien,CF,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,L,L,32,27,0,0,0,0,0,0,32,0,32,0
2401,1152967936,S. Lopez,Sebastian Lopez,Lopez,Sebastian,1B,Seattle University,SEA,4504,Seattle,BBC,R,R,32,25,0,29,0,3,0,32,0,0,0,0
2401,1743286676,A. Heberlie,Aiden Heberlie,Heberlie,Aiden,RF,University of Dayton,DAY,730194688,Dayton,BBC,R,R,32,24,0,0,0,0,0,0,32,0,6,26
2401,1829737588,J. Blalock,Jayce Blalock,Blalock,Jayce,LF,Little Rock,UALR,730217472,Little Rock,BBC,R,R,32,30,0,0,0,0,0,0,32,20,0,12
2401,1631865378,J. Colligan,John Colligan,Colligan,John,CF,Ball State University,BALL,730195456,Ball State,BBC,R,R,32,0,0,0,0,0,0,0,32,1,31,1
2401,1590030091,C. Kwiatkowski,Cole Kwiatkowski,Kwiatkowski,Cole,SS,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,32,25,0,2,0,15,18,29,3,0,0,3
2401,1831975740,J. Evans,Jake Evans,Evans,Jake,2B,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,32,27,0,0,12,20,0,32,0,0,0,0
2401,1360777184,J. Minarik,Jake Minarik,Minarik,Jake,RF,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,32,31,0,0,0,0,0,0,32,0,20,15
2401,1043429509,S. Strosnider,Sawyer Strosnider,Strosnider,Sawyer,RF,Texas Christian University,TCU,5045,TCU,BBC,L,L,32,32,0,0,0,0,0,0,32,0,2,31
2401,1812242101,P. Rodgers,Peyton Rodgers,Rodgers,Peyton,P,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,32,0,0,0,0,0,0,0,0,0,0,0
2401,1356638052,L. Ebbs,Liam Ebbs,Ebbs,Liam,1B,Lafayette College,LAF,730217728,Lafayette,BBC,L,L,32,29,0,32,0,0,0,32,0,0,0,0
2401,1342169010,J. Rooker,Jackson Rooker,Rooker,Jackson,2B,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,S,R,32,28,0,0,16,20,0,32,0,0,0,0
2401,1900944940,M. Cooper,Mason Cooper,Cooper,Mason,C,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,32,28,32,0,0,0,0,0,0,0,0,0
2401,1342166625,B. Briggs,Brody Briggs,Briggs,Brody,C,Arizona State University,ASU,5035,Arizona State,BBC,L,R,32,28,32,0,0,0,0,0,0,0,0,0
2401,1682801910,M. Meurant,Mathis Meurant,Meurant,Mathis,3B,University of Arizona,ARIZ,232,Arizona,BBC,R,R,32,27,0,0,0,28,4,32,0,0,0,0
2401,1041575477,C. Williams,Chase Williams,Williams,Chase,LF,Florida State University,FSU,101,Florida State,BBC,S,R,32,32,0,0,0,0,0,0,32,31,3,0
2401,1268743637,S. Huerta,Sebastian Huerta,Huerta,Sebastian,C,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,32,21,32,0,0,0,0,0,0,0,0,0
2401,1305837372,G. Braland,Gavin Braland,Braland,Gavin,C,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,32,27,31,0,0,0,0,0,1,1,0,0
2401,1654992170,R. Torres,Raul Torres,Torres,Raul,2B,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,32,17,0,0,13,18,3,32,0,0,0,0
2401,1678450027,A. Conover,Alex Conover,Conover,Alex,CF,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,32,24,0,0,0,0,0,0,32,19,8,6
2401,1729552872,C. Hessemyer,Cayden Hessemyer,Hessemyer,Cayden,2B,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,32,32,0,0,32,0,0,32,0,0,0,0
2466,1283569664,R. Callahan,Ryan Callahan,Callahan,Ryan,1B,Wichita State University,WICH,730203904,Wichita State,BBC,L,R,31,29,0,31,0,0,0,31,0,0,0,0
2466,1296545792,B. Karp,Brady Karp,Karp,Brady,SS,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,31,31,0,0,0,0,31,31,0,0,0,0
