Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,PMenOn,P/PKAtt,PitcherPKAtt,PitcherPK,PitcherPKErr,P1B,P/PK1Att,PK1Att,PK1,PK1Err,P2B,P/PK2Att,PK2Att,PK2,PK2Err,P3B,P/PK3Att,PK3Att,PK3,PK3Err
1338,1230191145,T. Swygart,Trey Swygart,Swygart,Trey,P,University of Portland,PORT,730360320,Portland,BBC,L,R,266,11.6,23,0,0,171,7.4,23,0,0,114,-,0,0,0,76,-,0,0,0
1338,1330328297,S. Burgess,Sam Burgess,Burgess,Sam,P,California Baptist University,CBU,5091,California Baptist,BBC,L,L,147,13.4,11,0,0,98,8.9,11,0,0,89,-,0,0,0,52,-,0,0,0
1338,1360471552,M. Malki,Michael Malki,Malki,Michael,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,90,12.9,7,0,0,78,11.1,7,0,0,57,-,0,0,0,26,-,0,0,0
1338,1192417079,D. Brown,Dion Brown,Brown,Dion,P,Clemson University,CLEM,730358784,Clemson,BBC,R,R,46,46.0,1,0,0,36,-,0,0,0,26,-,0,0,0,11,11.0,1,0,0
1338,1342166950,J. Cole,Jackson Cole,Cole,Jackson,P,Clemson University,CLEM,730358784,Clemson,BBC,L,L,50,25.0,2,0,0,44,44.0,1,0,0,21,21.0,1,0,0,18,-,0,0,0
1338,1393233636,T. Wentworth,TP Wentworth,Wentworth,TP,TWP,Clemson University,CLEM,730358784,Clemson,BBC,L,L,93,10.3,9,0,0,60,8.6,7,0,0,43,21.5,2,0,0,23,-,0,0,0
1338,1818023179,J. Tims,Justin Tims,Tims,Justin,P,University of Washington,WASH,3110,Washington,BBC,L,R,272,6.3,43,0,1,197,4.8,41,0,0,135,135.0,1,0,0,62,62.0,1,0,1
1338,1139850165,A. Kroll,Athan Kroll,Kroll,Athan,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,116,19.3,6,0,0,84,14.0,6,0,0,59,-,0,0,0,31,-,0,0,0
1338,1377820581,A. Branson,Ashton Branson,Branson,Ashton,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,181,30.2,6,0,0,131,21.8,6,0,0,85,-,0,0,0,59,-,0,0,0
1338,1659410625,T. Martin,Tate Martin,Martin,Tate,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,111,13.9,8,0,1,49,12.3,4,0,1,61,15.3,4,0,0,47,-,0,0,0
1338,1549983722,L. Stone,Lucas Stone,Stone,Lucas,P,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,L,L,213,11.2,19,0,0,146,11.2,13,0,0,127,21.2,6,0,0,80,-,0,0,0
1338,1901860225,M. Miller,Max Miller,Miller,Max,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,86,28.7,3,0,0,62,31.0,2,0,0,30,30.0,1,0,0,15,-,0,0,0
1338,1048152375,H. Johnson,Hudson Johnson,Johnson,Hudson,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,L,296,24.7,12,0,1,221,18.4,12,0,1,132,-,0,0,0,75,-,0,0,0
1338,1224910717,B. Oliver,Brendin Oliver,Oliver,Brendin,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,154,19.3,8,0,0,91,11.4,8,0,0,86,-,0,0,0,56,-,0,0,0
1338,1301540226,J. Hedrick,Jack Hedrick,Hedrick,Jack,P,Duke University,DUKE,730336256,Duke,BBC,R,R,61,61.0,1,0,0,39,39.0,1,0,0,30,-,0,0,0,29,-,0,0,0
1338,1674945648,C. Black,Collins Black,Black,Collins,P,Duke University,DUKE,730336256,Duke,BBC,R,R,108,9.8,11,0,0,82,11.7,7,0,0,72,18.0,4,0,0,19,-,0,0,0
1338,1117675264,E. Lewis,Evan Lewis,Lewis,Evan,P,University of Delaware,DEL,730203136,Delaware,BBC,R,R,231,57.8,4,0,1,158,39.5,4,0,1,112,-,0,0,0,95,-,0,0,0
1338,1342167077,A. Callaway,Andrew Callaway,Callaway,Andrew,P,University of Delaware,DEL,730203136,Delaware,BBC,R,L,294,21.0,14,0,1,191,15.9,12,0,1,139,69.5,2,0,0,101,-,0,0,0
1338,1837146158,J. Litman,James Litman,Litman,James,P,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,388,7.1,55,0,1,259,5.4,48,0,0,174,24.9,7,0,1,69,-,0,0,0
1338,1110634452,A. Michaud,Anthony Michaud,Michaud,Anthony,P,Stonehill College,SC,730238464,Stonehill,BBC,R,R,140,20.0,7,0,0,72,12.0,6,0,0,99,99.0,1,0,0,56,-,0,0,0
1338,1185381827,T. Weber,Tanyon Weber,Weber,Tanyon,P,Stonehill College,SC,730238464,Stonehill,BBC,R,R,161,17.9,9,0,0,106,15.1,7,0,0,109,54.5,2,0,0,58,-,0,0,0
1338,1197889411,J. Welsch,Jack Welsch,Welsch,Jack,P,Stonehill College,SC,730238464,Stonehill,BBC,L,L,315,14.3,22,0,1,253,12.0,21,0,1,173,173.0,1,0,0,100,-,0,0,0
1338,1261596663,J. Florence,Josh Florence,Florence,Josh,P,Stonehill College,SC,730238464,Stonehill,BBC,R,R,238,9.2,26,0,1,133,6.7,20,0,1,138,27.6,5,0,0,51,51.0,1,0,0
1338,1342167253,A. Ildefonso,Andrew Ildefonso,Ildefonso,Andrew,P,Florida International University,FIU,4468,Florida International,BBC,R,R,49,49.0,1,0,0,42,-,0,0,0,33,33.0,1,0,0,16,-,0,0,0
1338,1428945386,J. Mlodzinski,Julian Mlodzinski,Mlodzinski,Julian,P,Florida International University,FIU,4468,Florida International,BBC,R,R,213,30.4,7,0,0,158,26.3,6,0,0,110,110.0,1,0,0,77,-,0,0,0
1338,1838320273,A. Bingler,Alex Bingler,Bingler,Alex,P,James Madison University,JMU,730340096,James Madison,BBC,L,L,200,14.3,14,0,0,122,17.4,7,0,0,133,19.0,7,0,0,66,-,0,0,0
1338,1657524157,E. Mattison,Ethan Mattison,Mattison,Ethan,P,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,L,181,45.3,4,0,0,114,38.0,3,0,0,103,103.0,1,0,0,76,-,0,0,0
1338,1913923954,A. Pocol,Ashton Pocol,Pocol,Ashton,P,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,349,16.6,21,0,0,277,16.3,17,0,0,180,45.0,4,0,0,120,-,0,0,0
1338,1342168871,R. Klementowski,Ryan Klementowski,Klementowski,Ryan,P,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,72,36.0,2,0,0,49,24.5,2,0,0,45,-,0,0,0,10,-,0,0,0
1338,1035995807,C. Bryant,Carson Bryant,Bryant,Carson,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,210,11.7,18,0,0,139,9.3,15,0,0,126,42.0,3,0,0,68,-,0,0,0
1338,1342169507,K. Fuller,Kaden Fuller,Fuller,Kaden,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,160,80.0,2,0,0,78,39.0,2,0,0,80,-,0,0,0,65,-,0,0,0
1338,1636869374,C. Burnette,Carter Burnette,Burnette,Carter,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,417,16.7,25,0,1,289,13.1,22,0,0,171,57.0,3,0,1,156,-,0,0,0
1338,1224262942,J. Park,Jayce Park,Park,Jayce,P,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,273,17.1,16,0,0,178,14.8,12,0,0,148,49.3,3,0,0,95,95.0,1,0,0
1338,1918950896,C. Lanford,Cole Lanford,Lanford,Cole,P,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,76,12.7,6,0,0,64,10.7,6,0,0,60,-,0,0,0,41,-,0,0,0
1338,1054454637,L. Morris,Lake Morris,Morris,Lake,P,Belmont University,BEL,730190336,Belmont,BBC,L,L,378,10.5,36,0,0,287,9.6,30,0,0,207,41.4,5,0,0,137,137.0,1,0,0
1338,1082443399,C. Moak,Clint Moak,Moak,Clint,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,534,13.3,40,0,0,364,11.7,31,0,0,206,22.9,9,0,0,89,-,0,0,0
1338,1155146576,A. McAninch,AJ McAninch,McAninch,AJ,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,68,68.0,1,0,0,52,52.0,1,0,0,49,-,0,0,0,10,-,0,0,0
1338,1342167484,E. Thomas,Ethan Thomas,Thomas,Ethan,P,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,200,100.0,2,0,0,149,149.0,1,0,0,94,94.0,1,0,0,47,-,0,0,0
1338,1868541589,L. Proehl,Luke Proehl,Proehl,Luke,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,167,33.4,5,0,0,92,23.0,4,0,0,77,77.0,1,0,0,41,-,0,0,0
1338,1961169780,B. Albright,Blaine Albright,Albright,Blaine,P,Marshall University,MRSH,730333696,Marshall,BBC,L,L,138,69.0,2,0,0,107,53.5,2,0,0,95,-,0,0,0,32,-,0,0,0
1338,1001070198,R. Daly,Ryan Daly,Daly,Ryan,P,University of Illinois,ILL,730163456,Illinois,BBC,R,R,219,10.0,22,0,1,131,7.3,18,0,1,108,27.0,4,0,0,60,-,0,0,0
1338,1960741268,B. Mazzacano,Brayden Mazzacano,Mazzacano,Brayden,LF,University of Illinois,ILL,730163456,Illinois,BBC,L,L,72,14.4,5,0,0,55,11.0,5,0,0,21,-,0,0,0,20,-,0,0,0
1338,1299800167,C. Goodwin,Caden Goodwin,Goodwin,Caden,P,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,173,21.6,8,0,0,102,12.8,8,0,0,88,-,0,0,0,47,-,0,0,0
1338,1749653700,L. Mittelman,Lance Mittelman,Mittelman,Lance,P,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,201,50.3,4,0,0,125,31.3,4,0,0,130,-,0,0,0,63,-,0,0,0
1338,1867276773,J. Bush,Jordan Bush,Bush,Jordan,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,311,62.2,5,0,0,188,47.0,4,0,0,155,155.0,1,0,0,143,-,0,0,0
1338,1415086638,J. Wilson,James Wilson,Wilson,James,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,315,10.5,30,0,2,259,10.8,24,0,0,104,17.3,6,0,2,64,-,0,0,0
1338,1264095032,V. Frederick,Victor Frederick,Frederick,Victor,P,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,442,29.5,15,0,0,309,25.8,12,0,0,222,74.0,3,0,0,90,-,0,0,0
1338,1859384484,J. Webb,Joseph Webb,Webb,Joseph,P,Liberty University,LIB,730156288,Liberty,BBC,R,R,319,7.8,41,0,0,181,5.3,34,0,0,166,23.7,7,0,0,93,-,0,0,0
1338,1160848648,M. Kouser,Matthew Kouser,Kouser,Matthew,P,Northwestern University,NW,730247680,Northwestern,BBC,R,R,580,20.0,29,0,0,370,15.4,24,0,0,304,60.8,5,0,0,141,-,0,0,0
1338,1342167742,J. Fields,Jake Fields,Fields,Jake,P,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,371,20.6,18,0,1,252,18.0,14,0,1,214,53.5,4,0,0,142,-,0,0,0
1338,1049839107,J. Gregoire,Josh Gregoire,Gregoire,Josh,P,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,307,102.3,3,0,0,237,237.0,1,0,0,186,93.0,2,0,0,84,-,0,0,0
1338,1280627385,W. Schmidt,William Schmidt,Schmidt,William,P,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,285,47.5,6,0,0,204,34.0,6,0,0,144,-,0,0,0,33,-,0,0,0
1338,1362136569,C. Orner,Carter Orner,Orner,Carter,P,Fort Wayne,PFW,730231552,Fort Wayne,BBC,R,R,248,41.3,6,0,0,141,23.5,6,0,0,146,-,0,0,0,104,-,0,0,0
1338,1910208192,A. Pearson,Aidan Pearson,Pearson,Aidan,P,Fort Wayne,PFW,730231552,Fort Wayne,BBC,L,L,513,51.3,10,0,0,362,36.2,10,0,0,279,-,0,0,0,171,-,0,0,0
1338,1090664076,V. Larisa,Vaun Larisa,Larisa,Vaun,P,University of Maine,ME,730275840,Maine,BBC,R,R,112,16.0,7,0,0,76,10.9,7,0,0,57,-,0,0,0,26,-,0,0,0
1338,1579335631,O. Schexnaydre,Owen Schexnaydre,Schexnaydre,Owen,P,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,R,R,44,5.5,8,0,0,41,5.9,7,0,0,24,24.0,1,0,0,14,-,0,0,0
1338,1046557013,I. Hallam,Isaac Hallam,Hallam,Isaac,P,Seattle University,SEA,4504,Seattle,BBC,R,R,357,9.9,36,0,0,249,9.2,27,0,0,160,17.8,9,0,0,122,-,0,0,0
1338,1276104074,A. Chavez,Alex Chavez,Chavez,Alex,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,163,27.2,6,0,0,128,25.6,5,0,0,88,88.0,1,0,0,53,-,0,0,0
1338,1789140645,J. Johnson,Jonah Johnson,Johnson,Jonah,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,L,R,353,10.1,35,0,1,231,8.0,29,0,1,197,32.8,6,0,0,70,-,0,0,0
1338,1195554560,B. Fritcher,Blayne Fritcher,Fritcher,Blayne,P,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,164,23.4,7,0,1,91,15.2,6,0,1,107,107.0,1,0,0,67,-,0,0,0
1338,1342167923,P. Coppinger,Paul Coppinger,Coppinger,Paul,P,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,256,23.3,11,0,0,191,21.2,9,0,0,113,56.5,2,0,0,44,-,0,0,0
1338,1140307574,J. Montgomery,Johnny Montgomery,Montgomery,Johnny,P,Niagara University,NIAG,730156544,Niagara,BBC,R,R,131,14.6,9,0,0,91,10.1,9,0,0,83,-,0,0,0,79,-,0,0,0
1338,1672916924,A. Damiani,Andrew Damiani,Damiani,Andrew,P,Niagara University,NIAG,730156544,Niagara,BBC,R,R,352,117.3,3,0,0,203,67.7,3,0,0,170,-,0,0,0,166,-,0,0,0
1338,1702519794,M. Fernandez,Michael Fernandez,Fernandez,Michael,P,University of Miami,MIA,236,Miami,BBC,L,L,180,36.0,5,0,0,138,34.5,4,0,0,111,111.0,1,0,0,60,-,0,0,0
1338,1134108077,N. Williams,Nate Williams,Williams,Nate,P,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,195,13.9,14,0,0,134,14.9,9,0,0,74,14.8,5,0,0,64,-,0,0,0
1338,1291522788,M. Grant,Mikhai Grant,Grant,Mikhai,P,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,95,19.0,5,0,0,78,26.0,3,0,0,38,19.0,2,0,0,26,-,0,0,0
1338,1439545351,R. McPherson,Ryan McPherson,McPherson,Ryan,P,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,292,24.3,12,0,0,199,99.5,2,0,0,170,17.0,10,0,0,58,-,0,0,0
1338,1616761787,D. Burns,Dane Burns,Burns,Dane,P,Mississippi State University,MSST,5080,Mississippi State,BBC,R,L,123,15.4,8,0,0,96,19.2,5,0,0,52,17.3,3,0,0,20,-,0,0,0
1338,1342168139,C. Jasa,Carson Jasa,Jasa,Carson,P,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,228,38.0,6,0,1,160,40.0,4,0,1,102,51.0,2,0,0,70,-,0,0,0
1338,1458831479,T. Young,Thomas Young,Young,Thomas,P,San Diego State University,SDSU,730218496,San Diego State,BBC,R,L,72,72.0,1,0,0,53,-,0,0,0,45,45.0,1,0,0,35,-,0,0,0
1338,1157239063,T. Cunningham,Ty Cunningham,Cunningham,Ty,P,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,359,119.7,3,0,1,230,115.0,2,0,1,193,193.0,1,0,0,140,-,0,0,0
1338,1397015302,C. Reese,Cooper Reese,Reese,Cooper,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,133,26.6,5,0,0,109,27.3,4,0,0,69,69.0,1,0,0,26,-,0,0,0
1338,1401115053,I. Hoslett,Ian Hoslett,Hoslett,Ian,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,386,55.1,7,0,0,278,39.7,7,0,0,152,-,0,0,0,140,-,0,0,0
1338,1476293025,C. Shumard,Cade Shumard,Shumard,Cade,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,L,125,41.7,3,0,0,86,-,0,0,0,82,27.3,3,0,0,38,-,0,0,0
1338,1734819968,E. Bobb,Easton Bobb,Bobb,Easton,P,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,L,230,19.2,12,0,0,152,13.8,11,0,0,116,116.0,1,0,0,94,-,0,0,0
1338,1813229534,D. Weekly,Dylan Weekly,Weekly,Dylan,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,228,28.5,8,0,1,149,21.3,7,0,1,131,131.0,1,0,0,97,-,0,0,0
1338,1365038619,J. Lyman,John Lyman,Lyman,John,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,L,280,11.2,25,0,0,227,9.1,25,0,0,155,-,0,0,0,112,-,0,0,0
1338,1689000277,G. Micklinghoff,Gavin Micklinghoff,Micklinghoff,Gavin,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,342,24.4,14,0,1,226,20.5,11,0,1,219,219.0,1,0,0,158,79.0,2,0,0
1338,1777699914,J. Bordelon,Joe Bordelon,Bordelon,Joe,P,Nicholls State University,NICH,730284032,Nicholls State,BBC,L,L,201,25.1,8,0,0,158,19.8,8,0,0,108,-,0,0,0,103,-,0,0,0
1338,1879118946,D. Hill,Dalton Hill,Hill,Dalton,P,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,457,15.8,29,0,2,346,13.8,25,0,2,199,49.8,4,0,0,121,-,0,0,0
1338,1025905372,B. Strenke,Brendan Strenke,Strenke,Brendan,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,100,25.0,4,0,1,90,30.0,3,0,1,40,40.0,1,0,0,17,-,0,0,0
1338,1423331461,G. Wild,Greyson Wild,Wild,Greyson,P,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,33,33.0,1,0,0,22,22.0,1,0,0,28,-,0,0,0,13,-,0,0,0
1338,1686618900,H. Prindl,Henry Prindl,Prindl,Henry,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,114,57.0,2,0,1,87,-,0,0,0,53,26.5,2,0,1,17,-,0,0,0
1338,1203144739,A. Velasquez,Aden Velasquez,Velasquez,Aden,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,450,16.7,27,0,1,315,13.1,24,0,1,233,77.7,3,0,0,156,-,0,0,0
1338,1953863597,J. Ingle,Jaxson Ingle,Ingle,Jaxson,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,L,L,46,46.0,1,0,1,28,28.0,1,0,1,24,-,0,0,0,14,-,0,0,0
1338,1323300815,K. Knox,Kellan Knox,Knox,Kellan,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,96,16.0,6,0,0,76,19.0,4,0,0,52,26.0,2,0,0,15,-,0,0,0
1338,1518897568,W. Sanford,Will Sanford,Sanford,Will,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,334,33.4,10,0,0,226,25.1,9,0,0,173,173.0,1,0,0,89,-,0,0,0
1338,1141228721,A. Plisinski,Austin Plisinski,Plisinski,Austin,P,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,235,12.4,19,0,0,131,10.1,13,0,0,161,32.2,5,0,0,84,84.0,1,0,0
1338,1290115157,C. Barry,Cade Barry,Barry,Cade,P,Pepperdine University,PEPP,730338304,Pepperdine,BBC,L,L,293,41.9,7,0,2,237,39.5,6,0,1,168,168.0,1,0,1,78,-,0,0,0
1338,1318851164,E. Jones,Easton Jones,Jones,Easton,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,288,11.5,25,0,1,183,12.2,15,0,1,138,13.8,10,0,0,82,-,0,0,0
1338,1000355257,E. Davis,Ethan Davis,Davis,Ethan,P,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,458,12.4,37,0,0,361,11.3,32,0,0,253,50.6,5,0,0,131,-,0,0,0
1338,1501640596,S. Bryan,Sam Bryan,Bryan,Sam,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,191,191.0,1,0,0,143,-,0,0,0,127,127.0,1,0,0,67,-,0,0,0
1338,1342168728,G. Landry,Garrett Landry,Landry,Garrett,P,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,326,12.5,26,0,0,221,8.8,25,0,0,163,163.0,1,0,0,116,-,0,0,0
1338,1988335071,K. Munson,Kadin Munson,Munson,Kadin,P,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,L,L,243,14.3,17,0,0,160,10.0,16,0,0,145,145.0,1,0,0,68,-,0,0,0
1338,1775073877,L. Vandegrift,Landon Vandegrift,Vandegrift,Landon,P,University of Akron,AKR,540536064,Akron,BBC,R,R,204,29.1,7,0,0,140,20.0,7,0,0,102,-,0,0,0,79,-,0,0,0
1338,1012311822,F. Schelde,Felix Schelde,Schelde,Felix,P,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,348,58.0,6,0,1,233,46.6,5,0,1,160,160.0,1,0,0,105,-,0,0,0
1338,1644684786,D. Bennett,Devin Bennett,Bennett,Devin,P,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,408,14.6,28,0,4,265,11.0,24,0,2,182,60.7,3,0,1,77,77.0,1,0,1
1338,1666309490,C. Marthilijohni,Cole Marthilijohni,Marthilijohni,Cole,P,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,448,89.6,5,0,0,308,61.6,5,0,0,238,-,0,0,0,131,-,0,0,0
1338,1107009732,K. Davis,Kolt Davis,Davis,Kolt,P,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,161,161.0,1,0,0,102,102.0,1,0,0,86,-,0,0,0,46,-,0,0,0
1338,1340201304,N. Stern,Nate Stern,Stern,Nate,P,Texas Christian University,TCU,5045,TCU,BBC,R,R,174,29.0,6,0,0,140,28.0,5,0,0,86,-,0,0,0,43,43.0,1,0,0
1338,1679871440,J. Giordano,Jack Giordano,Giordano,Jack,P,University of San Diego,USD,5320,San Diego,BBC,R,R,253,12.7,20,0,0,169,9.4,18,0,0,138,69.0,2,0,0,41,-,0,0,0
1338,1727878664,K. Smith,Kaden Smith,Smith,Kaden,P,Texas Christian University,TCU,5045,TCU,BBC,R,R,134,33.5,4,0,1,109,36.3,3,0,1,79,79.0,1,0,0,72,-,0,0,0
1338,1798319216,A. Frausto,AJ Frausto,Frausto,AJ,P,University of San Diego,USD,5320,San Diego,BBC,R,R,211,211.0,1,0,0,142,142.0,1,0,0,132,-,0,0,0,67,-,0,0,0
1338,1588160828,N. Rinehart,Noah Rinehart,Rinehart,Noah,P,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,319,13.9,23,0,0,210,11.7,18,0,0,146,36.5,4,0,0,73,73.0,1,0,0
1338,1776208537,J. Davis,Jason Davis,Davis,Jason,P,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,317,19.8,16,0,0,213,17.8,12,0,0,190,95.0,2,0,0,108,54.0,2,0,0
1338,1226098772,D. Brooks,Dalton Brooks,Brooks,Dalton,P,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,303,9.2,33,0,0,241,8.0,30,0,0,153,51.0,3,0,0,60,-,0,0,0
1338,1283444774,Z. Russell,Zach Russell,Russell,Zach,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,164,41.0,4,0,1,116,29.0,4,0,1,92,-,0,0,0,40,-,0,0,0
1338,1822252575,R. Parker,Ryan Parker,Parker,Ryan,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,497,5.5,91,0,0,347,3.9,89,0,0,205,102.5,2,0,0,127,-,0,0,0
1338,1913194951,N. Bernard,Nolan Bernard,Bernard,Nolan,P,University of South Florida,USF,2292,South Florida,BBC,R,R,158,158.0,1,0,0,113,113.0,1,0,0,59,-,0,0,0,42,-,0,0,0
1338,1267729403,B. Willoughby,Brooks Willoughby,Willoughby,Brooks,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,L,L,199,22.1,9,0,0,153,17.0,9,0,0,102,-,0,0,0,47,-,0,0,0
1338,1662506634,C. Sunstrom,Camden Sunstrom,Sunstrom,Camden,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,257,51.4,5,0,0,169,169.0,1,0,0,158,39.5,4,0,0,71,-,0,0,0
1338,1128450012,D. Wywoda,Declan Wywoda,Wywoda,Declan,P,George Washington University,GW,730249216,George Washington,BBC,R,R,308,10.6,29,0,0,197,9.4,21,0,0,184,23.0,8,0,0,94,-,0,0,0
1338,1683304900,T. Southisene,Tee Southisene,Southisene,Tee,P,University of Southern California,USC,5047,USC,BBC,R,R,151,7.2,21,0,0,96,6.9,14,0,0,71,10.1,7,0,0,51,-,0,0,0
1338,1342170187,T. Paschke,Tanner Paschke,Paschke,Tanner,P,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,191,191.0,1,0,0,115,115.0,1,0,0,103,-,0,0,0,76,-,0,0,0
1338,1505713358,N. Toups,Nik Toups,Toups,Nik,P,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,L,41,41.0,1,0,0,27,27.0,1,0,0,22,-,0,0,0,4,-,0,0,0
1338,1515769016,E. Smith,Ethan Smith,Smith,Ethan,P,Lindenwood University,LU,730322176,Lindenwood,BBC,L,L,459,20.0,23,0,0,296,13.5,22,0,0,192,192.0,1,0,0,110,-,0,0,0
1338,1685001923,L. Lirette,Luke Lirette,Lirette,Luke,P,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,309,51.5,6,0,0,233,46.6,5,0,0,141,141.0,1,0,0,99,-,0,0,0
1338,1083999148,M. Maxie,Mason Maxie,Maxie,Mason,P,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,184,36.8,5,0,1,108,36.0,3,0,0,107,53.5,2,0,1,76,-,0,0,0
1338,1488599890,D. Hayes,Dakari Hayes,Hayes,Dakari,P,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,L,82,20.5,4,0,1,61,20.3,3,0,0,51,51.0,1,0,1,24,-,0,0,0
1338,1520121630,M. McMillan,Marcus McMillan,McMillan,Marcus,P,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,269,89.7,3,0,0,158,52.7,3,0,0,170,-,0,0,0,89,-,0,0,0
1338,1734722360,T. Sanchez,Trace Sanchez,Sanchez,Trace,P,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,181,36.2,5,0,0,138,27.6,5,0,0,131,-,0,0,0,104,-,0,0,0
1338,1342167654,E. Holewinski,Evan Holewinski,Holewinski,Evan,P,Kent State University,KENT,730315008,Kent State,BBC,R,R,141,14.1,10,0,2,76,8.4,9,0,1,69,-,0,0,0,71,71.0,1,0,1
1338,1678817418,B. Coon,Brady Coon,Coon,Brady,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,321,29.2,11,0,0,233,21.2,11,0,0,177,-,0,0,0,73,-,0,0,0
1338,1222751202,C. Gonzalez,Cesar Gonzalez,Gonzalez,Cesar,C,Boston College,BC,227,Boston College,BBC,R,R,151,25.2,6,0,0,114,19.0,6,0,0,52,-,0,0,0,38,-,0,0,0
